cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,fermi3,fermi4,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc,alpha_visc,smomE,smomEkHz,smomEoEFEst,smomEoEF
10,5,1.5,40,0.01,10,3.86145e-07,5.86325e-07,8.0951e-30,12.2171,0.658585,950.317,2545.79,2478.35,4.48111,19.0292,18.2813,-0.678662,-3.61815e-30,-3.10093e-14,0.583464,0.548318,25145.6,36955.2,1.85674,22.6839,1.66761,20.3733,1.93168,0.0066,1.32692,4.5,4.15451,1.65917e-29,25.0401,1.56501,2.0496 
11,5,1.5,0.01,40,11,3.7225e-07,6.32521e-07,8.7329e-30,13.1796,0.588517,950.317,2545.79,2478.35,4.47801,19.0303,18.2822,-0.376212,-1.93353e-30,8.9057e-13,0.817657,0.75813,31569.8,49102.3,1.63702,21.5752,1.50508,19.8364,1.61248,0.0066,1.41652,4.5,3.96557,1.60521e-29,24.2257,1.51411,1.83812 
12,5,1.5,0.01,40,12,3.54974e-07,6.44735e-07,8.90153e-30,13.4341,0.550573,950.317,2545.79,2478.35,4.47205,19.0323,18.2841,-0.198321,-9.71958e-31,-1.2538e-13,0.998628,0.919141,33434.1,47356.3,1.52025,20.4232,1.42148,19.0963,1.42553,0.0066,1.41798,4.5,3.6026,1.49672e-29,22.5884,1.41178,1.68142 
13,5,1.5,0.01,40,13,3.71526e-07,6.66788e-07,9.20601e-30,13.8936,0.557188,950.317,2545.79,2478.35,4.47563,19.0311,18.283,-0.230185,-1.18073e-30,3.24459e-13,0.963484,0.887882,36983.7,54756.6,1.5404,21.4017,1.43582,19.9488,1.4589,0.0066,1.39732,4.5,3.82037,1.56249e-29,23.5809,1.47381,1.69725 
14,5,1.5,40,0.01,14,3.91354e-07,5.87332e-07,8.109e-30,12.238,0.666325,950.317,2545.79,2478.35,4.48478,19.028,18.2801,-0.710357,-3.83822e-30,-1.41115e-13,0.563366,0.530146,25275.4,37082.8,1.8811,23.021,1.68619,20.6357,1.96507,0.0066,1.31071,4.5,4.37886,1.72058e-29,25.9669,1.62293,2.12182 
15,5,1.5,0.01,40,15,3.60545e-07,6.59527e-07,9.10576e-30,13.7423,0.546672,950.317,2545.79,2478.35,4.47598,19.031,18.2829,-0.179346,-8.92759e-31,6.00569e-13,1.02016,0.938292,35788.6,53278.4,1.50841,20.729,1.41306,19.4188,1.40568,0.0066,1.43347,4.5,3.84214,1.56895e-29,23.6785,1.47991,1.72303 
16,5,1.5,0.01,40,16,3.93611e-07,5.86413e-07,8.09631e-30,12.2189,0.671218,950.317,2545.79,2478.35,4.48064,19.0294,18.2814,-0.730232,-3.96837e-30,7.95483e-13,0.551135,0.51907,25156.9,40119.2,1.8965,23.1731,1.69801,20.7477,1.98599,0.0066,1.37708,4.5,4.12601,1.65116e-29,24.9192,1.55745,2.0394 
17,5,1.5,40,0.01,17,4.18175e-07,5.89965e-07,8.14536e-30,12.2929,0.708814,950.317,2545.79,2478.35,4.4916,19.0257,18.278,-0.878992,-5.07489e-30,5.06428e-13,0.468007,0.443444,25616.9,39892.6,2.01483,24.7681,1.79039,22.009,2.14234,0.0066,1.39479,4.5,4.79582,1.8266e-29,27.5669,1.72293,2.24251 
18,5,1.5,40,0.01,18,3.95379e-07,6.13478e-07,8.46999e-30,12.7828,0.644488,950.317,2545.79,2478.35,4.48509,19.0279,18.28,-0.620121,-3.38512e-30,4.07463e-13,0.622593,0.583607,28803.4,44035.6,1.81239,23.1675,1.63408,20.8882,1.86996,0.0066,1.35832,4.5,4.3981,1.7257e-29,26.0442,1.62776,2.03744 
19,5,1.5,40,0.01,19,4.09256e-07,5.92131e-07,8.17525e-30,12.338,0.691159,950.317,2545.79,2478.35,4.49002,19.0262,18.2785,-0.809976,-4.57669e-30,2.36811e-13,0.504795,0.476994,25900,39653.2,1.95928,24.1737,1.74665,21.5502,2.06988,0.0066,1.34001,4.5,4.69911,1.80295e-29,27.2099,1.70062,2.20537 
20,5,1.5,0.01,40,20,3.55286e-07,5.91619e-07,8.16819e-30,12.3274,0.600532,950.317,2545.79,2478.35,4.47334,19.0318,18.2837,-0.430254,-2.11051e-30,3.42287e-13,0.769556,0.715255,25832.9,38652.8,1.67447,20.6418,1.53221,18.8881,1.66951,0.0066,1.38857,4.5,3.68131,1.52069e-29,22.9502,1.43438,1.86173 
21,5,1.5,40,0.01,21,3.98365e-07,6.6364e-07,9.16255e-30,13.828,0.600273,950.317,2545.79,2478.35,4.48678,19.0273,18.2795,-0.429103,-2.36008e-30,5.10297e-13,0.770551,0.716143,36462.3,54810.7,1.67366,23.1435,1.53162,21.1793,1.66829,0.0066,1.39788,4.5,4.50134,1.75282e-29,26.4534,1.65334,1.91303 
22,5,1.5,40,0.01,22,4.15136e-07,6.00405e-07,8.2895e-30,12.5104,0.691426,950.317,2545.79,2478.35,4.49053,19.0261,18.2783,-0.811029,-4.64847e-30,2.16051e-13,0.50421,0.476462,27001,41443.9,1.96013,24.5221,1.74731,21.8596,2.07099,0.0066,1.31643,4.5,4.73029,1.81063e-29,27.3259,1.70787,2.18425 
23,5,1.5,0.01,40,23,3.61732e-07,6.60584e-07,9.12035e-30,13.7643,0.547595,950.317,2545.79,2478.35,4.47273,19.0321,18.2839,-0.183842,-9.18156e-31,5.80557e-13,1.01501,0.933714,35960.9,54441.9,1.51121,20.8008,1.41505,19.4772,1.41038,0.0066,1.41534,4.5,3.64423,1.50943e-29,22.7801,1.42376,1.65501 
24,5,1.5,0.01,40,24,3.62305e-07,5.71857e-07,7.89534e-30,11.9156,0.63356,950.317,2545.79,2478.35,4.47569,19.0311,18.283,-0.573986,-2.87118e-30,1.86428e-13,0.655369,0.613074,23329.7,34782.6,1.77801,21.1861,1.60837,19.1647,1.82127,0.0066,1.37873,4.5,3.82395,1.56355e-29,23.597,1.47481,1.98034 
25,5,1.5,0.01,40,25,3.65036e-07,5.94582e-07,8.20909e-30,12.3891,0.613937,950.317,2545.79,2478.35,4.47598,19.031,18.2829,-0.489401,-2.46652e-30,5.16692e-13,0.720241,0.671212,26222.9,40129.5,1.71643,21.265,1.56284,19.3622,1.73197,0.0066,1.38851,4.5,3.84177,1.56885e-29,23.6769,1.4798,1.91111 
26,5,1.5,40,0.01,26,4.0898e-07,5.59697e-07,7.72746e-30,11.6622,0.730716,950.317,2545.79,2478.35,4.48969,19.0263,18.2786,-0.962625,-5.43554e-30,2.9684e-13,0.427172,0.406038,21872.9,34258,2.08369,24.3005,1.84551,21.5227,2.22999,0.0066,1.29913,4.5,4.6794,1.79806e-29,27.1361,1.69601,2.32684 
27,5,1.5,40,0.01,27,3.96978e-07,5.9753e-07,8.24981e-30,12.4505,0.664365,950.317,2545.79,2478.35,4.48655,19.0274,18.2795,-0.702357,-3.84954e-30,-6.49303e-15,0.568367,0.534671,26615,39027.9,1.87493,23.3439,1.68148,20.9353,1.95664,0.0066,1.34744,4.5,4.48709,1.74912e-29,26.3975,1.64984,2.12019 
28,5,1.5,40,0.01,28,3.97005e-07,6.12339e-07,8.45427e-30,12.7591,0.648341,950.317,2545.79,2478.35,4.48455,19.0281,18.2802,-0.636227,-3.48731e-30,5.36412e-13,0.61156,0.573669,28643.3,44796.3,1.82451,23.2791,1.6432,20.9658,1.88695,0.0066,1.3351,4.5,4.365,1.71688e-29,25.9109,1.61943,2.03078 
29,5,1.5,0.01,40,29,3.60474e-07,6.06053e-07,8.36748e-30,12.6281,0.594789,950.317,2545.79,2478.35,4.474,19.0316,18.2835,-0.404545,-2.01337e-30,4.85418e-13,0.792064,0.735326,27770.2,42046.9,1.65655,20.9191,1.5192,19.1847,1.64237,0.0066,1.3837,4.5,3.72139,1.53281e-29,23.1331,1.44582,1.83187 
30,5,1.5,40,0.01,30,4.25601e-07,6.27004e-07,8.65673e-30,13.0647,0.678786,950.317,2545.79,2478.35,4.4912,19.0258,18.2781,-0.760729,-4.47009e-30,2.02531e-13,0.532906,0.502542,30750.9,46932.2,1.92033,25.0884,1.71637,22.4238,2.01809,0.0066,1.34516,4.5,4.77157,1.82072e-29,27.4782,1.71739,2.10324 
31,5,1.5,0.01,40,31,3.77539e-07,5.75349e-07,7.94356e-30,11.9883,0.656191,950.317,2545.79,2478.35,4.48031,19.0295,18.2815,-0.668799,-3.48611e-30,7.02391e-13,0.589872,0.554105,23759.7,37396.3,1.84921,22.1689,1.66189,19.9233,1.92128,0.0066,1.37897,4.5,4.10579,1.64545e-29,24.833,1.55206,2.07142 
32,5,1.5,0.01,40,32,3.60259e-07,6.20328e-07,8.56456e-30,12.9256,0.580756,950.317,2545.79,2478.35,4.47599,19.031,18.2829,-0.34075,-1.69486e-30,2.3655e-13,0.850879,0.78771,29779,43444.2,1.61292,20.8479,1.48773,19.2297,1.5751,0.0066,1.42081,4.5,3.8427,1.56912e-29,23.681,1.48006,1.83211 
33,5,1.5,0.01,40,33,3.63248e-07,6.05238e-07,8.35623e-30,12.6111,0.600173,950.317,2545.79,2478.35,4.47613,19.0309,18.2828,-0.428651,-2.14976e-30,5.87889e-13,0.770939,0.716489,27658.3,42552,1.67335,21.1029,1.5314,19.3126,1.66781,0.0066,1.41082,4.5,3.85123,1.57165e-29,23.7192,1.48245,1.88081 
34,5,1.5,40,0.01,34,4.08086e-07,6.23451e-07,8.60767e-30,12.9906,0.65456,950.317,2545.79,2478.35,4.4897,19.0263,18.2785,-0.662056,-3.73018e-30,2.37976e-13,0.594294,0.558097,30231,45484.8,1.84407,23.9557,1.65799,21.5384,1.91418,0.0066,1.37898,4.5,4.68,1.79821e-29,27.1384,1.69615,2.08907 
35,5,1.5,0.01,40,35,3.56363e-07,6.29341e-07,8.68901e-30,13.1134,0.566247,950.317,2545.79,2478.35,4.47251,19.0321,18.284,-0.273213,-1.34424e-30,3.33115e-13,0.917976,0.847408,31096.1,46201.7,1.56815,20.5638,1.45563,19.0882,1.50405,0.0066,1.41296,4.5,3.63048,1.50524e-29,22.7169,1.41981,1.73235 
36,5,1.5,0.01,40,36,3.62775e-07,6.44861e-07,8.90328e-30,13.4367,0.562563,950.317,2545.79,2478.35,4.47704,19.0306,18.2825,-0.255802,-1.28122e-30,5.32751e-13,0.936127,0.863552,33453.8,50011.5,1.55685,20.919,1.44755,19.4504,1.48577,0.0066,1.38431,4.5,3.90629,1.58789e-29,23.9643,1.49777,1.78349 
37,5,1.5,40,0.01,37,4.13877e-07,5.99424e-07,8.27596e-30,12.49,0.690457,950.317,2545.79,2478.35,4.48845,19.0268,18.2789,-0.807209,-4.61255e-30,3.35181e-13,0.506336,0.478396,26868.9,41775.7,1.95707,24.4438,1.74492,21.7941,2.06697,0.0066,1.3029,4.5,4.6034,1.77899e-29,26.8483,1.67802,2.14958 
38,5,1.5,40,0.01,38,3.92303e-07,6.2783e-07,8.66814e-30,13.0819,0.624854,950.317,2545.79,2478.35,4.48568,19.0277,18.2798,-0.536746,-2.90719e-30,2.41334e-13,0.683145,0.637999,30872.6,46164.2,1.75068,22.9022,1.58807,20.775,1.78196,0.0066,1.34676,4.5,4.43391,1.73519e-29,26.1872,1.6367,2.0018 
39,5,1.5,40,0.01,39,4.06745e-07,5.94637e-07,8.20986e-30,12.3902,0.684021,950.317,2545.79,2478.35,4.49238,19.0254,18.2777,-0.78167,-4.38964e-30,2.81318e-14,0.520762,0.491512,26230.3,38878.8,1.9368,23.9975,1.72915,21.4245,2.04011,0.0066,1.34665,4.5,4.84387,1.83815e-29,27.7411,1.73382,2.23895 
40,5,1.5,0.01,40,40,3.64769e-07,5.97032e-07,8.24292e-30,12.4401,0.610971,950.317,2545.79,2478.35,4.47438,19.0315,18.2834,-0.476419,-2.39933e-30,3.06529e-13,0.730779,0.680631,26548.4,40111.4,1.70714,21.237,1.55603,19.3573,1.71826,0.0066,1.36315,4.5,3.74456,1.53979e-29,23.2384,1.4524,1.86802 
41,5,1.5,40,0.01,41,4.03123e-07,5.94933e-07,8.21394e-30,12.3964,0.677594,950.317,2545.79,2478.35,4.4868,19.0273,18.2795,-0.755943,-4.20736e-30,-1.95341e-13,0.535723,0.505098,26269.4,38173.4,1.91658,23.7587,1.71347,21.2409,2.01306,0.0066,1.3337,4.5,4.50252,1.75313e-29,26.458,1.65363,2.13433 
42,5,1.5,40,0.01,42,4.28344e-07,5.30613e-07,7.32591e-30,11.0562,0.807262,950.317,2545.79,2478.35,4.49639,19.0241,18.2764,-1.23915,-7.32825e-30,2.20288e-13,0.316814,0.30397,18637.1,29228.3,2.3236,25.6902,2.04553,22.6158,2.51843,0.0066,1.29937,4.5,5.08958,1.89512e-29,28.601,1.78756,2.58688 
43,5,1.5,0.01,40,43,3.59916e-07,6.04848e-07,8.35083e-30,12.603,0.595053,950.317,2545.79,2478.35,4.47605,19.0309,18.2828,-0.405732,-2.01616e-30,4.96727e-13,0.791011,0.734387,27604.8,41783.2,1.65737,20.8878,1.5198,19.154,1.64362,0.0066,1.37754,4.5,3.84622,1.57016e-29,23.6968,1.48105,1.88025 
44,5,1.5,0.01,40,44,3.74067e-07,5.97341e-07,8.24719e-30,12.4466,0.62622,950.317,2545.79,2478.35,4.47707,19.0306,18.2825,-0.54262,-2.80239e-30,6.32655e-13,0.678683,0.633999,26589.7,41424,1.75497,21.8434,1.59125,19.8056,1.78817,0.0066,1.35088,4.5,3.90806,1.58841e-29,23.9721,1.49826,1.926 
45,5,1.5,0.01,40,45,3.60017e-07,5.85528e-07,8.0841e-30,12.2004,0.614858,950.317,2545.79,2478.35,4.4744,19.0315,18.2834,-0.493426,-2.45261e-30,5.43495e-13,0.717008,0.668319,25043.2,38639.2,1.71932,20.9764,1.56496,19.0932,1.73622,0.0066,1.35488,4.5,3.74557,1.5401e-29,23.243,1.45269,1.9051 
46,5,1.5,40,0.01,46,4.20597e-07,5.56933e-07,7.6893e-30,11.6046,0.755203,950.317,2545.79,2478.35,4.49658,19.024,18.2764,-1.05365,-6.11854e-30,2.38485e-13,0.386953,0.369016,21550.4,33442,2.16059,25.0728,1.90826,22.1447,2.32518,0.0066,1.29303,4.5,5.10145,1.89779e-29,28.6412,1.79008,2.46809 
47,5,1.5,40,0.01,47,4.1198e-07,5.85093e-07,8.07808e-30,12.1914,0.704128,950.317,2545.79,2478.35,4.49448,19.0247,18.277,-0.860824,-4.89637e-30,1.92488e-13,0.477413,0.452033,24987.4,38175.2,2.00008,24.3837,1.77872,21.685,2.12327,0.0066,1.30526,4.5,4.97274,1.86845e-29,28.1985,1.76241,2.31299 
48,5,1.5,40,0.01,48,4.01071e-07,5.74481e-07,7.93158e-30,11.9703,0.698145,950.317,2545.79,2478.35,4.48877,19.0267,18.2788,-0.837469,-4.63739e-30,4.62682e-13,0.489792,0.463326,23652.4,37132.1,1.98126,23.7163,1.76388,21.1141,2.09876,0.0066,1.3113,4.5,4.62275,1.78387e-29,26.9221,1.68263,2.24908 
49,5,1.5,0.01,40,49,3.54317e-07,5.80364e-07,8.01279e-30,12.0928,0.610509,950.317,2545.79,2478.35,4.47146,19.0325,18.2843,-0.474386,-2.32064e-30,6.52559e-13,0.732441,0.682117,24386.4,37850.7,1.70569,20.6266,1.55497,18.804,1.71611,0.0066,1.39644,4.5,3.5664,1.48564e-29,22.4211,1.40132,1.85408 
50,5,1.5,40,0.01,50,4.06666e-07,6.18034e-07,8.53289e-30,12.8778,0.658,950.317,2545.79,2478.35,4.4862,19.0275,18.2797,-0.67626,-3.79696e-30,5.54793e-13,0.585022,0.549723,29449.9,46034.5,1.85489,23.8869,1.66621,21.457,1.92914,0.0066,1.33275,4.5,4.46585,1.74357e-29,26.3138,1.64462,2.04336 
51,5,1.5,0.01,40,51,3.73414e-07,5.92965e-07,8.18677e-30,12.3554,0.62974,950.317,2545.79,2478.35,4.47584,19.031,18.2829,-0.557704,-2.87526e-30,1.74769e-13,0.667369,0.62385,26009.6,39110,1.76602,21.8199,1.59945,19.7618,1.80409,0.0066,1.34861,4.5,3.83352,1.56639e-29,23.6399,1.47749,1.91332 
52,5,1.5,0.01,40,52,3.70969e-07,5.6259e-07,7.7674e-30,11.7225,0.659394,950.317,2545.79,2478.35,4.47553,19.0311,18.283,-0.681987,-3.49299e-30,8.12409e-14,0.581318,0.546382,22213.8,32894.3,1.8593,21.7956,1.66955,19.5712,1.93519,0.0066,1.35488,4.5,3.8143,1.56068e-29,23.5536,1.4721,2.00927 
53,5,1.5,0.01,40,53,3.73255e-07,5.89235e-07,8.13527e-30,12.2777,0.633457,950.317,2545.79,2478.35,4.47858,19.0301,18.2821,-0.573553,-2.95572e-30,4.32298e-13,0.655687,0.613358,25521.8,39051.9,1.77769,21.8259,1.60813,19.7441,1.82081,0.0066,1.37546,4.5,4.00025,1.61526e-29,24.3774,1.52359,1.98551 
54,5,1.5,40,0.01,54,4.00767e-07,6.07498e-07,8.38742e-30,12.6582,0.659701,950.317,2545.79,2478.35,4.48624,19.0275,18.2796,-0.683243,-3.78051e-30,2.83146e-13,0.580508,0.545651,27969.3,42646.5,1.86027,23.5476,1.67028,21.1428,1.93652,0.0066,1.33451,4.5,4.46841,1.74424e-29,26.3239,1.64525,2.07959 
55,5,1.5,0.01,40,55,3.70193e-07,5.65756e-07,7.81111e-30,11.7885,0.654333,950.317,2545.79,2478.35,4.47501,19.0313,18.2832,-0.66112,-3.37903e-30,2.30868e-13,0.594911,0.558653,22590.9,34490.4,1.84336,21.7304,1.65745,19.5388,1.91319,0.0066,1.35265,4.5,3.78309,1.55136e-29,23.413,1.46331,1.98609 
56,5,1.5,0.01,40,56,3.43343e-07,5.82827e-07,8.0468e-30,12.1442,0.589099,950.317,2545.79,2478.35,4.47535,19.0312,18.2831,-0.378851,-1.79589e-30,3.30934e-13,0.815237,0.755974,24698.2,36704,1.63883,19.9021,1.50639,18.2938,1.61526,0.0066,1.40496,4.5,3.80352,1.55746e-29,23.5051,1.46907,1.93551 
57,5,1.5,40,0.01,57,4.10795e-07,6.08042e-07,8.39493e-30,12.6695,0.675603,950.317,2545.79,2478.35,4.49298,19.0252,18.2775,-0.747936,-4.24202e-30,1.31935e-13,0.540474,0.509408,28044.4,41950.7,1.91031,24.2027,1.70863,21.6476,2.00463,0.0066,1.3657,4.5,4.88052,1.84686e-29,27.8727,1.74204,2.19998 
58,5,1.5,40,0.01,58,4.02511e-07,5.54804e-07,7.65991e-30,11.5603,0.725502,950.317,2545.79,2478.35,4.48947,19.0264,18.2786,-0.942911,-5.24002e-30,8.47978e-14,0.436449,0.414551,21304.2,32158.9,2.0673,23.8986,1.8323,21.1819,2.20935,0.0066,1.34229,4.5,4.66547,1.79459e-29,27.0838,1.69273,2.34283 
59,5,1.5,40,0.01,59,3.89735e-07,6.05566e-07,8.36075e-30,12.618,0.643587,950.317,2545.79,2478.35,4.48484,19.028,18.2801,-0.616323,-3.31636e-30,2.66848e-13,0.62521,0.585974,27703.2,41963.5,1.80959,22.8334,1.63195,20.5919,1.86598,0.0066,1.36577,4.5,4.3827,1.7216e-29,25.9823,1.62389,2.05915 
60,5,1.5,0.01,40,60,3.74884e-07,5.8115e-07,8.02364e-30,12.1092,0.645074,950.317,2545.79,2478.35,4.47937,19.0298,18.2818,-0.622574,-3.22234e-30,1.53631e-13,0.620899,0.582082,24485.6,36626.4,1.81423,21.9689,1.63547,19.8042,1.87255,0.0066,1.36032,4.5,4.04843,1.62912e-29,24.5865,1.53666,2.0304 
61,5,1.5,40,0.01,61,4.12844e-07,5.95734e-07,8.22501e-30,12.4131,0.693,950.317,2545.79,2478.35,4.48786,19.027,18.2791,-0.817247,-4.65825e-30,6.4683e-13,0.500783,0.47334,26375.7,42071.4,1.96507,24.3926,1.75118,21.7376,2.07751,0.0066,1.34904,4.5,4.56715,1.76976e-29,26.7091,1.66932,2.15169 
62,5,1.5,40,0.01,62,4.30753e-07,5.5963e-07,7.72654e-30,11.6608,0.76971,950.317,2545.79,2478.35,4.49358,19.025,18.2773,-1.1064,-6.57999e-30,-2.51108e-13,0.365482,0.349176,21865,32471.8,2.2061,25.725,1.94599,22.6919,2.38025,0.0066,1.28029,4.5,4.91738,1.85555e-29,28.0038,1.75024,2.40153 
63,5,1.5,0.01,40,63,3.8078e-07,5.97987e-07,8.25611e-30,12.46,0.636769,950.317,2545.79,2478.35,4.4793,19.0298,18.2818,-0.587609,-3.0892e-30,5.12407e-13,0.645509,0.60422,26676.1,41083.3,1.78812,22.28,1.6159,20.1342,1.83566,0.0066,1.37513,4.5,4.04401,1.62785e-29,24.5674,1.53546,1.9717 
64,5,1.5,0.01,40,64,3.6598e-07,5.71055e-07,7.88427e-30,11.8989,0.640885,950.317,2545.79,2478.35,4.4737,19.0317,18.2836,-0.604994,-3.05698e-30,8.79524e-15,0.633152,0.593104,23231.6,34073.6,1.80105,21.4304,1.62558,19.3425,1.85399,0.0066,1.36397,4.5,3.70288,1.52722e-29,23.0487,1.44054,1.93705 
65,5,1.5,0.01,40,65,3.52931e-07,6.49904e-07,8.97291e-30,13.5418,0.543051,950.317,2545.79,2478.35,4.47293,19.032,18.2838,-0.16161,-7.87484e-31,2.22034e-13,1.0407,0.956567,34244.8,49720.5,1.49745,20.2782,1.40528,19.0301,1.38715,0.0066,1.41618,4.5,3.65607,1.51303e-29,22.8345,1.42715,1.68622 
66,5,1.5,40,0.01,66,4.08338e-07,6.44473e-07,8.89791e-30,13.4286,0.633601,950.317,2545.79,2478.35,4.49018,19.0262,18.2784,-0.574161,-3.23696e-30,6.30413e-13,0.655242,0.612965,33393.4,51909.2,1.77816,23.8783,1.60847,21.5996,1.82147,0.0066,1.36648,4.5,4.70888,1.80536e-29,27.2463,1.7029,2.02897 
67,5,1.5,40,0.01,67,4.03265e-07,6.23566e-07,8.60927e-30,12.993,0.646707,950.317,2545.79,2478.35,4.48755,19.0271,18.2792,-0.629409,-3.50434e-30,4.72635e-14,0.616206,0.577854,30247.9,44960.8,1.81937,23.6392,1.63933,21.2999,1.87976,0.0066,1.34895,4.5,4.54805,1.76488e-29,26.6353,1.66471,2.04997 
68,5,1.5,40,0.01,68,4.06553e-07,6.27003e-07,8.65672e-30,13.0646,0.648407,950.317,2545.79,2478.35,4.4876,19.027,18.2792,-0.636505,-3.57275e-30,6.1144e-13,0.611373,0.573499,30750.8,48295.2,1.82472,23.8393,1.64336,21.4699,1.88724,0.0066,1.35234,4.5,4.55109,1.76565e-29,26.6471,1.66544,2.03963 
69,5,1.5,0.01,40,69,3.67119e-07,6.48477e-07,8.95321e-30,13.5121,0.566124,950.317,2545.79,2478.35,4.4746,19.0314,18.2833,-0.272635,-1.38188e-30,2.51278e-13,0.918574,0.84794,34019.8,50406.3,1.56777,21.1839,1.45536,19.665,1.50344,0.0066,1.37026,4.5,3.75782,1.54378e-29,23.2986,1.45616,1.72428 
70,5,1.5,40,0.01,70,3.89545e-07,5.93667e-07,8.19646e-30,12.37,0.656168,950.317,2545.79,2478.35,4.48206,19.0289,18.281,-0.668703,-3.59646e-30,7.38414e-13,0.589934,0.554161,26102,41552.7,1.84914,22.8738,1.66183,20.5569,1.92118,0.0066,1.34409,4.5,4.21295,1.67546e-29,25.2859,1.58037,2.04412 
71,5,1.5,0.01,40,71,3.59314e-07,6.3574e-07,8.77734e-30,13.2467,0.56519,950.317,2545.79,2478.35,4.47192,19.0323,18.2841,-0.268237,-1.33069e-30,3.74835e-13,0.923136,0.851998,32054.2,47629.8,1.56491,20.7298,1.45331,19.2515,1.49882,0.0066,1.40091,4.5,3.5949,1.49437e-29,22.5529,1.40955,1.70253 
