cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,fermi3,fermi4,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc,alpha_visc,smomE,smomEkHz,smomEoEFEst,smomEoEF
54,12,0.8,0.01,10,54,4.4039e-07,5.42922e-07,7.49586e-30,11.3127,0.811148,950.317,2545.79,2478.35,4.50282,19.0219,18.2744,-1.25259,-7.61607e-30,6.91173e-14,0.312283,0.299743,19964.6,31198.5,2.33572,26.4233,2.05599,23.2587,2.53238,0.0066,1.28294,4.5,5.48451,1.97992e-29,29.8807,1.86755,2.64135 
55,12,0.8,0.01,10,55,4.39034e-07,5.12599e-07,7.07719e-30,10.6808,0.856487,950.317,2545.79,2478.35,4.50805,19.0201,18.2728,-1.4054,-8.51889e-30,2.88347e-13,0.265269,0.255716,16802.7,27658.1,2.47693,26.4557,2.18004,23.2847,2.69072,0.0066,1.23468,4.5,5.80599,2.04343e-29,30.8392,1.92745,2.88734 
56,12,0.8,10,0.01,56,4.00932e-07,5.04455e-07,6.96476e-30,10.5111,0.794783,950.317,2545.79,2478.35,4.48991,19.0263,18.2785,-1.19562,-6.61835e-30,1.08126e-13,0.331973,0.318088,16014.5,24836.1,2.28462,24.014,2.01216,21.1501,2.47319,0.0066,1.31648,4.5,4.69288,1.8014e-29,27.1866,1.69916,2.58646 
57,12,0.8,0.01,10,57,4.61054e-07,5.02956e-07,6.94406e-30,10.4799,0.916689,950.317,2545.79,2478.35,4.5128,19.0185,18.2713,-1.59754,-1.01692e-29,-1.31348e-14,0.216363,0.209611,15872.2,25169.8,2.66424,27.921,2.35061,24.6342,2.88926,0.0066,1.1997,4.5,6.09857,2.09746e-29,31.6547,1.97842,3.02051 
58,12,0.8,10,0.01,58,4.25845e-07,4.92665e-07,6.80199e-30,10.2655,0.86437,950.317,2545.79,2478.35,4.50258,19.022,18.2745,-1.43125,-8.41491e-30,6.22368e-13,0.258078,0.248954,14917.7,25524,2.50144,25.6785,2.202,22.6046,2.71744,0.0066,-1.22902,4.5,5.46971,1.97688e-29,29.8349,1.86468,2.90633 
59,12,0.8,0.01,10,59,4.32057e-07,5.15525e-07,7.1176e-30,10.7418,0.838091,950.317,2545.79,2478.35,4.51525,19.0177,18.2705,-1.34427,-8.01883e-30,5.08965e-13,0.283123,0.272472,17092.2,28154.2,2.41969,25.9919,2.12925,22.872,2.62744,0.0066,1.2139,4.5,6.24978,2.12411e-29,32.0569,2.00356,2.98431 
60,14,0.8,10,0.01,60,4.65782e-07,5.03012e-07,6.94484e-30,10.4811,0.925985,950.317,2545.79,2478.35,4.50698,19.0205,18.2731,-1.62616,-1.04576e-29,4.96543e-14,0.209912,0.20351,15877.5,25126.7,2.69324,28.228,2.37754,24.9191,2.91883,0.0066,-1.23342,4.5,5.74056,2.03087e-29,30.6497,1.91561,2.92429 
61,14,0.8,0.01,10,61,4.63321e-07,5.18586e-07,7.15986e-30,10.8056,0.893431,950.317,2545.79,2478.35,4.52077,19.0158,18.2687,-1.52473,-9.75345e-30,1.17721e-13,0.233704,0.225987,17398.4,27501.1,2.59179,28.0058,2.28394,24.6793,2.81404,0.0066,1.22373,4.5,6.59072,2.18135e-29,32.9208,2.05755,3.04664 
62,14,0.8,10,0.01,62,5.28495e-07,4.87482e-07,6.73042e-30,10.1575,1.08413,950.317,2545.79,2478.35,4.53946,19.0095,18.2628,-2.07748,-1.51587e-29,2.56436e-13,0.130798,0.128076,14451.8,23976.9,3.18471,32.3486,2.85861,29.0363,3.38307,0.0066,1.18785,4.5,7.74949,2.35184e-29,35.4938,2.21836,3.49435 
63,14,0.8,0.01,10,63,4.84647e-07,5.25748e-07,7.25874e-30,10.9548,0.921824,950.317,2545.79,2478.35,4.51555,19.0176,18.2704,-1.61338,-1.07956e-29,2.89991e-13,0.212767,0.206211,18129.2,29355.8,2.68025,29.3617,2.36546,25.9132,2.90563,0.0066,-1.25745,4.5,6.26859,2.12737e-29,32.1061,2.00663,2.93078 
64,14,0.8,10,0.01,64,4.69925e-07,5.0253e-07,6.93818e-30,10.471,0.93512,950.317,2545.79,2478.35,4.51315,19.0184,18.2712,-1.65404,-1.07315e-29,4.15682e-13,0.20382,0.197743,15831.9,26061.2,2.72172,28.4992,2.40414,25.1738,2.94762,0.0066,1.23628,4.5,6.12018,2.10132e-29,31.7129,1.98206,3.02864 
65,14,0.8,10,0.01,65,4.3444e-07,5.08186e-07,7.01627e-30,10.5889,0.854885,950.317,2545.79,2478.35,4.51036,19.0194,18.272,-1.40012,-8.39808e-30,6.83705e-13,0.266763,0.25712,16372.5,27615.5,2.47195,26.1752,2.1756,23.0371,2.68526,0.0066,1.23855,4.5,5.94869,2.0702e-29,31.2433,1.95271,2.95058 
66,14,0.8,10,0.01,66,4.46843e-07,5.1763e-07,7.14666e-30,10.7857,0.863248,950.317,2545.79,2478.35,4.51211,19.0188,18.2715,-1.42758,-8.80725e-30,2.07925e-13,0.259084,0.249901,17302.3,27304,2.49795,26.942,2.19887,23.7163,2.71366,0.0066,1.26671,4.5,6.05614,2.08983e-29,31.5395,1.97122,2.92421 
67,14,0.8,0.01,10,67,5.2069e-07,4.7912e-07,6.61497e-30,9.98324,1.08676,950.317,2545.79,2478.35,4.53312,19.0116,18.2648,-2.08448,-1.49852e-29,1.6965e-13,0.12985,0.127164,13720.8,23059.6,3.19286,31.8751,2.86697,28.6217,3.39024,0.0066,1.13437,4.5,7.35591,2.29755e-29,34.6744,2.16715,3.47326 
68,14,0.8,10,0.01,68,4.08477e-07,5.52948e-07,7.63428e-30,11.5216,0.738726,950.317,2545.79,2478.35,4.48993,19.0263,18.2785,-0.992685,-5.59839e-30,6.42117e-13,0.413427,0.393406,21091.2,34086,2.10885,24.2974,1.86591,21.4982,2.26145,0.0066,1.3177,4.5,4.69357,1.80157e-29,27.1892,1.69932,2.35985 
69,14,0.8,10,0.01,69,4.23586e-07,4.93194e-07,6.80929e-30,10.2765,0.858863,950.317,2545.79,2478.35,4.50055,19.0227,18.2751,-1.41326,-8.26507e-30,1.07719e-13,0.263073,0.253642,14965.8,22651.7,2.48421,25.5291,2.18665,22.4712,2.69879,0.0066,1.32381,4.5,5.34526,1.95092e-29,29.4431,1.84019,2.86509 
70,14,0.8,0.01,10,70,4.65956e-07,5.48313e-07,7.57028e-30,11.425,0.849799,950.317,2545.79,2478.35,4.51454,19.0179,18.2707,-1.38331,-8.89917e-30,6.42028e-13,0.271581,0.261645,20565.2,34625.7,2.45612,28.0612,2.1615,24.6952,2.66787,0.0066,1.26643,4.5,6.20613,2.11651e-29,31.9421,1.99638,2.79581 
71,14,0.8,0.01,10,71,4.91184e-07,4.98807e-07,6.88678e-30,10.3935,0.984717,950.317,2545.79,2478.35,4.51984,19.0161,18.269,-1.80131,-1.22156e-29,2.39561e-13,0.174548,0.169941,15482.6,25056.2,2.87619,29.8935,2.55116,26.5153,3.09945,0.0066,1.23262,4.5,6.53315,2.17195e-29,32.7789,2.04868,3.1538 
