cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
53,20,21,3.5,53,25417.1,-0.431348,47.4573,13.2189,83.5341,1.24807,-546.53,9.12966e-06,1.02714,0.187003,-2.60055,0.318098,-0.910069,41.0129,10574,80.6646,16642.2,42626.7,0.768894,-0.0712443,-3.11704,0.0598509,-1.16832,0.116449,10521.8,79.5993,16590,0.410706,0.986934,0.00876102,25618.7,0.0260347,959.22,0.0323336,-0.0563845,0.0194347,30.308,104.185,139.341,-327664,330.472,123.671,73.6005,670.155,30.5843,-530.814 
54,3,4,0,54,28039.5,0.072547,52.5993,12.738,83.7724,-0.0288004,-66.1782,499.947,1.3106,-0.34407,-5.48364,-2.93979,-2.43206,-0.992432,11980,84.0893,17977.1,21873,1.31684,-0.337821,-5.47114,-2.93355,-2.42581,0.444637,11981.3,84.1151,17978.4,0.422746,0.987863,0.00854498,28341.6,0.0287208,991.296,0.0356679,-0.149671,-0.000664333,-22.2004,104.263,117.555,-81903.7,586.448,117.745,43.8686,624.321,60.3941,-506.766 
55,3,4,9,55,26241.8,-0.670431,50.2404,12.859,83.6546,0.943899,292.381,3.18892,-0.849946,-0.745148,-3.51227,-2.4473,-3.86075,-30.0212,11110.6,79.4293,16845.4,30014.7,-0.66091,-0.556112,-3.1342,-2.25827,-3.67171,0.695152,11148.8,80.209,16883.6,0.420505,0.987566,0.00867535,26513,0.0268794,974.331,0.0269058,-0.0813211,-0.344429,-19.1868,104.538,120.107,-327665,5.14773,11.3065,100.019,233.388,4.51888,-113.28 
56,10,11,5,56,25743.8,-0.683834,48.737,13.0649,83.4923,0.0170742,480.503,270.959,2.01172,1.39378,-3.57653,-2.39069,-1.15524,-36.546,10656.1,79.8918,16800.5,20995.1,2.24184,1.6239,-3.11629,-2.16057,-0.925122,-0.333894,10702.6,80.841,16847,0.411112,0.986954,0.00876198,26033.4,0.0263694,959.26,0.0263815,-0.00385813,0.296167,-20.0592,104.111,117.181,-327665,5.13249,11.3646,100.028,233.613,4.08263,-116.432 
57,5,6,7,57,27043.3,-0.730179,51.029,13.1342,83.6675,0.303042,574.766,0.659691,1.41143,0.247891,-4.35852,-1.95152,-4.12468,-5.74277,11148.5,86.6652,17800.1,27488.1,1.44759,0.284052,-4.2862,-1.91536,-4.08852,0.499184,11155.8,86.8144,17807.4,0.407733,0.986564,0.00890066,27360.6,0.0277005,934.029,0.034358,-0.141468,0.123726,-7.35561,104.12,110.302,-81903.8,421.923,118.36,76.2796,627.332,27.8408,-517.03 
58,1,2,10,58,27050.9,-0.132473,51.1576,12.7734,83.4328,-0.163873,269.966,499.97,1.33641,0.450957,-2.62914,-2.33986,-2.37905,-39.0836,12166.8,91.6862,16686.7,22712.3,1.58251,0.697056,-2.13694,-2.09377,-2.13295,0.476764,12216.5,92.7013,16736.4,0.4451,0.986895,0.0101002,27446.7,0.0277082,940.218,0.0278209,-0.0844353,-0.515568,-19.0008,104.62,120.849,-327665,5.17089,11.4853,100.014,233.508,4.60629,-112.66 
59,7,8,5.6,59,26354.2,-0.747691,50.3708,13.0481,83.4529,0.415938,137.874,389.674,0.0975461,1.58034,-0.456781,-0.552484,-0.393155,22.5157,10855.1,90.433,17008.8,23262.3,-0.0442291,1.43857,-0.740332,-0.694259,-0.53493,-0.28712,10826.5,89.8481,16980.1,0.411992,0.985685,0.00965316,26278.4,0.0269946,985.725,0.0270172,-0.0297346,-0.396506,-18.7014,104.715,122.33,-327665,5.11447,11.1763,100.02,233.169,4.69532,-110.839 
60,20,21,0,60,28770.9,-0.799699,53.8566,13.2878,83.3783,0.424303,202.288,477.347,-0.833048,-1.39518,-2.2177,-0.663228,-2.53684,27.7821,11728.8,103.459,18586,26090.4,-1.00798,-1.57012,-2.56757,-0.838164,-2.71178,0.704728,11693.4,102.737,18550.6,0.409226,0.984857,0.0100989,28574.5,0.0294701,963.66,0.0294996,-0.0543851,-0.393217,-19.8245,104.537,120.219,-327665,5.14473,11.2394,100.022,232.886,4.51425,-112.667 
61,20,21,3.5,61,24747.3,-0.0179395,46.1054,13.0376,83.3858,-0.00291084,1.54314,500,1.37205,1.04248,-1.59969,-1.04,-1.09788,23.6136,10036.6,73.4643,16504,19568.1,1.22337,0.893787,-1.89707,-1.18869,-1.24657,0.143603,10006.6,72.8509,16473.9,0.400298,0.98742,0.00808033,24997.9,0.0253486,922.103,0.0253319,0.0137278,0.394012,-21.1669,103.97,116.008,-327665,5.17774,11.1671,100.038,233.217,3.93158,-117.209 
62,3,4,0,62,28686.5,-0.747639,54.3071,13.0351,83.7783,-0.429303,-694.944,104.005,0.0449409,0.400174,0.0620318,-0.406031,-0.707602,-11.3209,12334.3,108.11,17901.7,32756.5,0.116226,0.471459,0.204601,-0.334746,-0.636317,2.14444,12348.7,108.404,17916.2,0.430982,0.98487,0.011023,28652.4,0.0293836,993.137,0.0294284,-0.00855087,-1.33575,-20.7659,105.684,124.426,-327665,5.15626,11.2641,100.028,233.186,5.65683,-108.76 
63,3,4,9,63,28158.9,-0.807892,52.8826,13.2987,83.2506,-0.331446,730.084,19.8109,0.256367,0.829295,-2.76401,-2.34902,-0.486455,-4.1334,11299.3,112.543,18089.3,30771.1,0.282393,0.855322,-2.71196,-2.32299,-0.460428,0.377658,11304.5,112.651,18094.6,0.407068,0.98286,0.0113383,27770.6,0.0288431,957.641,0.0289239,-0.0260404,-1.74268,-18.4181,105.562,124.206,-681355,5.16381,11.6002,100.031,235.129,5.53093,-110.922 
64,10,11,5,64,26499.2,-0.291773,50.1302,12.9096,83.5619,0.216939,25.2195,499.983,2.07946,1.24995,-3.10233,-1.44363,-2.07532,7.0693,11136.9,102.909,16891.5,21245.4,2.03494,1.20544,-3.19135,-1.48814,-2.11983,0.103287,11127.9,102.725,16882.5,0.420065,0.984102,0.0110845,26491,0.0271432,989.195,0.027178,-0.00876559,-1.09741,-17.9059,105.165,121.958,-1.72014e+06,5.18366,12.2564,100.048,238.327,5.11714,-116.37 
65,5,6,7,65,26563.3,-0.234434,50.1547,12.8977,83.4305,-0.0866098,93.7011,0.000103759,-0.187368,1.8059,-6.19763,-2.98328,-1.24298,21.3963,11089.1,79.4454,17328.4,21322.3,-0.322094,1.67118,-6.46708,-3.118,-1.37771,0.327306,11061.8,78.8896,17301.1,0.412665,0.987673,0.00832965,26805.9,0.0272088,960.472,0.0287254,-0.0945895,6.0241,-29.9738,118.624,116.363,-9.58546e+06,12.6081,13.518,99.8264,245.478,18.7976,-129.115 
66,1,2,10,66,28206.6,-0.770888,53.974,12.9712,83.2378,-0.437039,1310.08,257.278,1.57131,0.914202,-2.54478,0.411892,-4.23984,-30.0255,12129.9,100.58,17899.5,41429.5,1.76037,1.10326,-2.16665,0.600955,-4.05078,0.21294,12168.1,101.36,17937.7,0.42708,0.985632,0.0103018,28491.5,0.028892,921.183,0.0290387,-0.0200791,-1.33148,-16.7506,105.073,121.882,-1.8542e+06,5.24063,12.3449,100.017,238.608,5.05554,-116.725 
67,7,8,5.6,67,26720.7,0.0072681,49.9232,12.8393,83.8483,-0.0718782,129.384,500,1.37747,1.11951,-3.22706,-0.595418,-1.48471,24.7562,11182,90.9606,17172.8,21168.6,1.22158,0.963622,-3.53882,-0.751301,-1.64059,0.0551822,11150.5,90.3175,17141.3,0.416856,0.986023,0.00961274,26749.1,0.02737,1020.63,0.033911,0.0212304,0.0401755,-21.3121,104.36,118.543,-81903.8,402.412,117.446,63.5557,623.942,40.8038,-505.399 
68,20,21,0,68,28031,-0.752172,54.125,12.8255,83.4238,-0.110199,1417.64,115.179,1.12288,-1.20521,-2.4171,-3.3809,-3.9249,16.1294,11583.2,111.022,17804.4,27683.4,1.02132,-1.30678,-2.62023,-3.48246,-4.02647,0.748409,11562.7,110.603,17783.8,0.416734,0.983536,0.0113268,27746,0.0287122,1009,0.0287933,-0.029003,-1.6705,-18.4592,105.495,123.49,-327788,5.17865,11.2654,99.9909,233.395,5.50428,-109.906 
69,20,21,3.5,69,24520,0.00941331,46.3545,12.7823,83.6935,-0.0370518,-9.11007,7.92359e-12,0.948876,2.16698,-4.9381,-1.36993,-2.1258,16.2018,10175,86.67,15964,19299.4,0.846857,2.06496,-5.14213,-1.47195,-2.22782,0.132873,10154.3,86.2492,15943.4,0.411726,0.985354,0.00986693,24662.8,0.0251158,922.337,0.0250304,-0.0110372,-0.721566,-19.2618,104.646,120.669,-327749,5.13277,11.2163,100.015,233.012,4.63112,-112.343 
70,3,4,0,70,27661.3,-0.369228,52.3857,12.8958,83.4433,-0.12481,359.858,500,1.49232,-0.102548,-3.72587,0.29644,-2.41959,13.5134,11857.3,87.8155,17715.4,23453.7,1.40723,-0.187639,-3.89605,0.21135,-2.50468,0.216053,11840.1,87.4645,17698.2,0.423685,0.987237,0.00902153,27945.5,0.0283334,957.701,0.0284101,-0.116388,-0.307423,-18.8799,104.488,117.723,-81903.9,9.74229,11.2811,100.423,229.267,4.06448,-111.544 
71,3,4,9,71,28073.2,-0.199538,52.9043,12.8609,83.439,-0.148478,42.3477,499.97,2.80938,-0.0789999,-7.93522,-2.62812,-2.88533,-8.54666,11475.8,114.448,17916.5,22353.8,2.8632,-0.0251839,-7.82758,-2.5743,-2.83151,0.247013,11486.7,114.67,17927.3,0.413182,0.98283,0.0116456,27800.6,0.0287554,994.28,0.0288354,-0.0275309,-1.67558,-18.3283,105.443,124.663,-403037,5.13983,11.3887,100.02,233.56,5.4228,-108.898 
72,10,11,5,72,26170.7,-0.70342,49.5192,13.0906,83.6202,-0.14592,436.312,483.498,1.38393,1.90815,-1.54374,-3.47508,-3.76856,-8.90534,11226.2,86.2642,16702.8,23174.8,1.44001,1.96422,-1.43159,-3.419,-3.71248,0.722498,11237.5,86.4955,16714.1,0.424901,0.986709,0.00944287,26447.3,0.0268067,1001.99,0.0268199,-0.00866781,-0.458144,-20.7421,104.569,120.975,-327665,5.1352,11.2082,100.004,232.986,4.56417,-112.01 
73,5,6,7,73,27014.4,-0.064178,51.2134,12.7741,83.2395,0.0919166,-54.1178,1.30646e-11,1.41287,-0.285377,-4.71086,-2.17968,-4.7635,-1.66629,11155.3,105.282,17406.1,21458.5,1.42336,-0.274885,-4.68987,-2.16919,-4.75301,0.551791,11157.4,105.326,17408.2,0.413255,0.983749,0.0110225,26998.9,0.0276708,963.747,0.0278401,-0.0253668,-1.0044,-18.6375,105.042,122.739,-364737,5.16167,11.403,100.038,233.817,5.0047,-111.077 
74,1,2,10,74,26772.7,-0.473541,51.7746,12.6837,83.3242,0.221304,-2540.03,1.66098,2.28865,1.72227,-4.07005,-2.34802,-0.849069,10.245,10937.8,100.318,17222.3,39676.4,2.22414,1.65776,-4.19907,-2.41253,-0.913579,-0.15255,10924.7,100.052,17209.3,0.410934,0.984226,0.0105962,26585.2,0.0274232,1002.51,0.0275038,-0.0365809,-1.38827,-17.1663,105.413,124.396,-411709,5.15496,11.3612,100.036,233.724,5.37766,-109.328 
75,7,8,5.6,75,27191.1,-0.120775,51.2624,12.8453,83.3064,1.84899,-1095.1,1.70751e-06,-0.424805,1.73002,-1.68205,-2.22159,-4.03891,-20.2775,11263.5,114.377,17406.4,87350.4,-0.297123,1.8577,-1.42669,-2.09391,-3.91123,0.757004,11289.3,114.904,17432.2,0.415773,0.9825,0.0119965,27152.6,0.0278519,948.802,0.0279703,-0.0255438,-1.52278,-17.0341,105.55,124.086,-1.95463e+06,5.18317,12.2746,100.048,238.52,5.50146,-114.435 
76,20,21,0,76,26632.6,-0.285472,51.0491,12.792,83.2502,0.193661,-255.247,5.75118e-11,-0.149797,0.270358,-3.6304,0.229165,-3.0414,9.35927,10928.1,97.514,17403.8,22867.1,-0.20873,0.211426,-3.74827,0.170233,-3.10033,0.438518,10916.2,97.2709,17391.8,0.408193,0.984646,0.0101976,26742.8,0.0272798,953.331,0.0272044,-0.103008,-0.439205,-18.1518,104.532,120.099,-204784,5.14292,10.5288,100.023,231.574,4.50899,-111.474 
77,20,21,3.5,77,23807.9,-0.720064,45.5839,13.1362,83.3516,0.332039,1061.89,22.5999,1.61849,0.410349,-4.27648,-2.95156,0.293834,10.2387,9547.52,84.6224,15837.3,30970.9,1.55402,0.345879,-4.40542,-3.01603,0.229363,0.167562,9534.49,84.3564,15824.3,0.398356,0.984753,0.00972442,23934.6,0.0243864,973.878,0.0244672,-0.0611699,-0.468857,-18.2767,104.612,118.709,-81907.3,6.40603,11.1571,101.146,228.665,3.46592,-109.957 
78,3,4,0,78,29038.2,-0.0231219,54.4094,12.801,83.3619,-0.0540089,37.0211,2.64312e-11,-0.124192,-0.112956,-5.7768,-3.98247,-0.465146,6.77165,12503.4,102.133,18174.5,22738.4,-0.166832,-0.155595,-5.86208,-4.02511,-0.507785,0.453031,12494.7,101.957,18165.9,0.430472,0.985921,0.0102331,29025.7,0.0297438,1010.52,0.0297747,-0.0542076,-0.393568,-19.2943,104.544,119.947,-327665,5.14325,11.3732,100.014,233.209,4.52994,-113.262 
79,3,4,9,79,27616.7,-0.751032,52.5627,13.0329,83.3657,-0.300114,721.384,278.302,2.11099,-0.223702,-1.91444,-0.455905,-2.76098,-19.6015,11897.2,91.2547,17562.1,29348.2,2.23441,-0.100277,-1.66759,-0.332479,-2.63756,0.333895,11922.1,91.7639,17587.1,0.426913,0.986709,0.00952003,27926.4,0.0282878,961.672,0.0283068,-0.0120244,-0.884295,-18.9293,104.719,121.473,-330034,5.10733,10.8913,99.9943,233.214,4.72458,-111.741 
80,10,11,5,80,24836.8,-0.0761356,47.8111,12.5587,83.4307,-0.00623688,49.5747,4.24052e-12,1.94008,0.0180073,-6.4786,-1.04887,-4.10938,-26.2911,10383.9,95.6698,15901.9,19556.6,2.10563,0.183556,-6.1475,-0.883321,-3.94383,0.292208,10417.4,96.3527,15935.3,0.418058,0.984072,0.0110156,24918.5,0.0254403,915.287,0.0254875,-0.0147038,-1.2773,-15.5362,105.351,123.86,-1.66413e+06,5.22336,12.2912,100.033,238.337,5.31853,-114.477 
81,5,6,7,81,26712.9,-0.120878,51.0994,12.652,83.1291,0.38123,143.71,0.000320084,2.3751,-0.440731,-3.18171,-2.26159,-3.97399,-17.2647,11253.6,104.604,16969,22829.5,2.48382,-0.33202,-2.96428,-2.15288,-3.86528,0.566032,11275.5,105.052,16991,0.421714,0.983957,0.0112611,26737.3,0.027362,963.567,0.027456,-0.0430587,-1.43459,-16.8151,105.504,125.311,-350930,5.1374,11.3559,100.021,233.411,5.48301,-108.1 
82,1,2,10,82,28279,-0.790465,54.0076,13.0353,83.366,-0.430725,-521.447,6.26488,1.41416,-1.03707,-3.07909,-1.75226,-2.37928,25.4661,11782.4,103.789,18124.6,30229.1,1.25381,-1.19743,-3.39979,-1.91261,-2.53963,0.563886,11749.9,103.128,18092.2,0.41646,0.984873,0.0103911,28213.9,0.0289662,994.674,0.0290265,-0.0896052,-0.387972,-19.0506,104.721,120.428,-245745,5.1117,10.9634,99.9948,231.625,4.72613,-111.197 
83,7,8,5.6,83,27517.7,0.0904881,51.2677,12.8544,83.3028,0.0120547,-33.6282,0.0240544,3.17207,0.942431,-3.39195,1.46338,1.03832,7.82794,11620.1,99.7184,17505.2,21466.4,3.12278,0.89314,-3.49053,1.41409,0.989026,2.19191,11610.1,99.5151,17495.3,0.421714,0.985222,0.0103695,27530.8,0.0281863,939.43,0.0282124,-0.0366706,-0.860316,-18.3367,104.626,121.577,-351597,5.16115,11.0904,100.02,232.649,4.60602,-111.072 
84,20,21,0,84,28847.5,-0.771509,54.2367,13.1664,83.5379,0.774451,-556.697,52.8807,2.09937,-1.47381,-1.30573,-0.0829223,-3.12746,-5.63584,12297.3,101.466,18186.8,37281.2,2.13486,-1.43832,-1.23476,-0.0474349,-3.09197,0.664252,12304.4,101.612,18194,0.426335,0.985754,0.0101833,28860.9,0.0295485,1016.42,0.0295756,-0.0237905,-0.495293,-20.3306,104.559,119.392,-327665,5.14969,11.3456,100.016,233.112,4.54319,-113.72 
85,20,21,3.5,85,24200.6,-0.533742,45.4227,13.2739,83.3047,0.190063,19.0327,60.9377,0.112871,0.231799,-3.06709,-2.69571,-3.79526,6.20636,9934.21,92.7589,15661.3,19745.3,0.0737916,0.192719,-3.14525,-2.73479,-3.83434,0.667094,9926.31,92.5977,15653.4,0.410671,0.983937,0.0107795,24170.9,0.0247887,1012.93,0.0248265,-0.0276327,-0.651308,-19.4351,104.908,122.17,-655945,5.23064,11.7085,100.055,236.03,4.85367,-113.86 
86,3,4,0,86,27763.7,-0.477644,53.2126,12.8162,83.4744,0.153414,118.282,499.998,-0.0746726,0.363925,-2.46501,-2.31997,-4.98033,-15.9367,11569.3,107.176,17747.5,22791.6,0.0256764,0.464274,-2.26431,-2.21962,-4.87998,0.744837,11589.6,107.59,17767.8,0.417518,0.984014,0.0110315,27758.3,0.0284383,967.503,0.0285199,-0.0604729,-0.893394,-16.7786,104.959,121.923,-384176,5.15028,11.4335,100.005,233.648,4.95454,-111.725 
87,3,4,9,87,27185,0.0547569,50.4461,12.9059,83.3134,0.10554,-105.655,500,-0.592703,3.36586,-5.09211,-2.85329,-1.73322,5.15842,12021.1,99.8622,16849.5,21556.9,-0.625184,3.33337,-5.15707,-2.88577,-1.7657,0.273687,12014.5,99.7282,16842.9,0.439423,0.985682,0.0107895,27341.6,0.0278456,995.794,0.0278647,-0.127113,-0.294142,-18.806,104.477,120.227,-107915,5.13633,10.5893,100.029,229.259,4.448,-109.032 
88,10,11,5,88,25528.6,-0.723744,48.5787,13.1044,83.4768,3.90239,-3814.99,39.8432,1.61333,-0.703646,-6.6755,-2.68142,-1.89127,29.4139,10222.8,80.1554,16998.6,505363,1.42811,-0.888858,-7.04592,-2.86664,-2.07648,0.384624,10185.3,79.3914,16961.1,0.397554,0.986543,0.00854878,25620,0.0261489,988.012,0.0323453,-0.058012,0.144208,7.64136,104.013,111.138,-81903.9,351.513,115.153,95.5514,616.014,8.46173,-504.876 
89,5,6,7,89,26915.2,-0.769065,51.4211,13.0657,83.2232,0.942264,-155.48,488.674,-0.342832,-0.182093,-4.6376,0.577595,-2.4538,25.4257,11116.5,86.019,17560.7,26640.2,-0.502931,-0.342192,-4.9578,0.417496,-2.6139,0.380223,11084.1,85.3586,17528.4,0.409993,0.986703,0.00889081,27035,0.0275692,947.771,0.0275811,-0.0491976,0.313891,-18.1044,104.587,120.027,-87345.5,5.12253,10.4794,100.028,228.732,4.55924,-108.705 
90,1,2,10,90,26263.8,-0.742055,51.2337,12.7775,83.361,-0.878421,-2899.73,14.4962,3.57401,1.17051,-1.48163,-2.63298,-4.38958,30.7528,11477.9,99.8606,16586.7,104230,3.38037,0.976864,-1.86892,-2.82662,-4.58322,0.620257,11438.7,99.0618,16547.5,0.431699,0.985071,0.0109075,26497,0.026902,981.389,0.0271137,-0.0417477,-1.22808,-17.1839,105.213,123.712,-402750,5.15326,11.459,100.011,234.165,5.20128,-110.452 
91,7,8,5.6,91,25707.2,-0.275575,48.2885,12.9573,83.6148,0.283957,-15.2746,1.5472e-05,0.024319,-0.187438,-3.72563,-2.55403,-1.10292,-3.25735,10881.2,96.3061,16475.4,20509.5,0.0448296,-0.166928,-3.68461,-2.53352,-1.08241,0.503598,10885.4,96.3907,16479.6,0.42058,0.98474,0.0106598,25881.8,0.0263319,981.576,0.0263474,-0.0270437,-0.42521,-18.8307,104.509,120.906,-1.46979e+06,5.13336,11.9888,100.032,237.891,4.47679,-116.985 
