cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
106,3,4,10,106,26634.1,0.214852,49.3358,12.9816,83.9085,-0.043593,-136.79,1.84524e-12,-0.370851,1.06649,-1.65631,-0.366048,-1.31328,52.2386,12241.6,52.6795,17008,21043.1,-0.699784,0.737558,-2.31418,-0.694981,-1.64221,0.498401,12175.1,51.3226,16941.5,0.441255,0.992677,0.0055495,27591.9,0.0272813,970.274,0.0272664,0.00926371,-1.06059,-25.6458,104.577,107.603,-538227,5.1742,11.1573,100.006,233.722,4.57153,-126.119 
107,20,21,2.2,107,26166.7,-0.151233,47.9742,13.2643,83.8654,-0.0231166,-69.7825,3.6557e-05,-0.333341,-1.34563,-2.83341,-1.98033,-0.0244905,46.3287,12115.3,47.7187,16351.1,20767.6,-0.62506,-1.63735,-3.41685,-2.27205,-0.31621,0.586714,12056.4,46.5153,16292.1,0.448489,0.993294,0.00523185,26882.2,0.0268025,1005.26,0.026799,0.00529517,-1.22923,-24.7375,104.783,109.537,-578523,5.1427,11.2274,100.01,233.596,4.77246,-124.059 
108,20,21,0,108,28431.9,-0.0622767,52.6304,13.1643,83.7714,-0.0672577,111.859,1.67254e-12,0.676814,-0.506168,2.41982,-1.18464,-1.59685,69.9823,13384.7,44.7442,17815.8,22799.2,0.236154,-0.946828,1.5385,-1.6253,-2.03751,1.54269,13295.7,42.9265,17726.7,0.451818,0.994382,0.00444097,29427,0.0291228,925.063,0.0370968,0.0109227,-0.151187,-38.6555,104.018,104.938,-174403,456.024,136.356,55.0354,706.627,48.9827,-601.689 
109,3,4,0,109,27533.6,-0.599272,51.6484,13.2882,84.017,-0.0491677,450.982,500,1.29951,2.97778,-1.02827,0.278865,-1.36943,65.2792,12728.8,61.9385,17401,23063.6,0.888462,2.56673,-1.85036,-0.13218,-1.78047,-5.01117,12645.7,60.2429,17317.9,0.445193,0.991732,0.00636722,28405.1,0.0282026,931.223,0.0282139,0.0166569,0.656797,-25.9973,103.643,111.308,-163825,5.17197,10.9675,100.017,230.662,3.6265,-119.354 
110,3,4,10,110,26933.1,0.0719849,50.1531,13.1362,83.9889,-0.0581828,0.393293,4.8222e-11,0.533255,0.155587,-2.47324,-0.215873,1.41279,84.3875,12332.9,49.4939,17496.7,21447.5,0.00188959,-0.375779,-3.53597,-0.747238,0.881424,0.0634863,12225.4,47.302,17389.3,0.435849,0.993275,0.00498586,28049.7,0.0275875,870.915,0.0276443,0.015803,-1.2374,-27.2446,103.727,102.911,-499762,5.1925,11.9194,100.016,232.921,3.71087,-130.01 
111,20,21,2.2,111,26178.7,0.116989,47.9313,13.2448,83.872,-0.114636,35.1134,4.26924e-12,-0.11636,-0.745765,-4.40469,-0.155512,3.93281,83.6511,12550.3,48.6599,16157.3,20797.2,-0.643088,-1.27249,-5.45814,-0.682241,3.40608,-0.173822,12443.9,46.4872,16050.9,0.46003,0.993505,0.00530687,27050.1,0.0268148,936.119,0.0268706,0.0162988,0.330526,-27.0156,104.595,109.014,-163828,7.05644,11.3933,100.576,230.615,4.01908,-121.601 
112,20,21,0,112,26840.4,-0.0313561,50.3928,13.0325,83.4746,-0.0521465,31.7128,500,1.80739,-0.524205,-1.57537,0.129835,-1.34377,13.8267,12282.3,56.8104,17244.7,21433,1.72032,-0.611269,-1.74949,0.0427724,-1.43084,0.137545,12264.7,56.4513,17227.1,0.438945,0.99201,0.00600015,27941.4,0.0274926,898.756,0.0275372,-0.0108213,0.499853,-24.2827,103.674,111.748,-327665,5.19976,11.3517,99.9869,233.282,3.68756,-121.533 
113,3,4,0,113,28028.9,-0.208379,52.5107,13.1624,83.9179,-0.0548784,121.074,0.000618281,0.284967,-0.70804,0.740765,0.847148,2.29804,120.384,13517.2,44.9612,17527.1,22716.1,-0.473058,-1.46606,-0.775284,0.0891233,1.54002,0.285628,13364,41.8343,17373.9,0.458074,0.994552,0.00441598,29174.2,0.02871,874.856,0.0370176,0.0198375,-0.129452,-33.7708,104.112,91.2049,-262197,394.619,142.846,88.2755,738.873,15.8361,-647.668 
114,3,4,10,114,27116.6,-0.132027,50.5134,13.2125,83.7253,0.156673,-343.295,40.8225,-0.844566,-0.923012,-2.83416,-0.587302,4.83482,71.1315,12778.1,52.1802,17068.6,23477.2,-1.29246,-1.37091,-3.72995,-1.0352,4.38693,-0.226314,12687.5,50.3326,16978.1,0.450911,0.993105,0.00543138,28137.6,0.0277755,869.2,0.0277565,0.0207364,0.549078,-25.4338,103.608,110.129,-330193,5.15193,10.9751,100.041,233.445,3.56695,-123.316 
115,20,21,2.2,115,26646.2,-0.878683,50.3099,13.4694,83.9916,-0.129893,804.147,0.393162,1.65078,1.36876,-1.03417,-1.9898,-1.7997,69.7502,12033.5,60.2243,17312,25459.9,1.21158,0.929566,-1.91257,-2.42899,-2.2389,0.569175,11944.7,58.4126,17223.2,0.4325,0.991515,0.00620872,27617.8,0.0272937,887.546,0.0272889,0.00969324,0.482416,-26.2556,104.265,107.838,-327838,5.16397,11.1092,100.04,233.101,4.2244,-125.263 
116,20,21,0,116,26995.7,-0.853608,51.6032,13.2393,83.7301,0.216997,134.956,405.198,0.28653,-0.53199,-1.00993,-0.193819,-1.25104,56.8686,12865.4,45.0965,16970.5,23193.4,-0.0715566,-0.890077,-1.7261,-0.551906,-1.60912,0.644012,12793,43.6194,16898.1,0.454132,0.994069,0.00473255,28170.3,0.0276517,915.929,0.0276166,0.0214699,1.06194,-25.3993,103.439,106.748,-1.53237e+06,5.16477,11.7864,100.024,236.73,3.41504,-129.982 
117,3,4,0,117,27899.8,-0.87791,52.3634,13.4747,83.7769,0.337625,-378.761,195.512,-0.915523,1.27587,-2.07149,-2.6542,-2.16634,91.4274,13100.9,59.3081,17604.6,27131.9,-1.49122,0.70018,-3.22288,-3.22989,-2.74203,0.677255,12984.6,56.9334,17488.3,0.449311,0.992385,0.00596126,28898.9,0.0285777,947.202,0.0285691,0.0126458,-0.491771,-26.9737,104.511,106.217,-345647,5.15361,10.7616,100.022,232.416,4.48905,-126.198 
118,3,4,10,118,27161,0.0223267,50.5001,13.123,83.5598,0.00692992,-9.18242,0.351707,0.77031,-0.86285,-2.91658,-2.91402,0.468215,42.7955,12765.9,55.9828,17162.2,21575.5,0.500838,-1.13232,-3.45552,-3.18349,0.198743,0.511363,12711.4,54.8712,17107.8,0.449493,0.992502,0.00587364,28279.5,0.027821,881.001,0.0278407,-0.000491804,0.478121,-25.8624,104.089,108.816,-327709,5.16959,11.1731,100.02,233.05,4.06912,-124.235 
119,20,21,2.2,119,24256,-0.765623,46.398,13.2268,83.5259,-0.311395,987.428,10.5702,-1.29884,-2.1409,-1.68586,-0.273809,-2.40514,-1.4092,11771,62.2831,15242.3,29987.4,-1.28997,-2.13202,-1.66811,-0.264935,-2.39627,0.784796,11772.8,62.3197,15244.1,0.459069,0.990821,0.00747446,25644.9,0.0248454,858.675,0.0248637,-0.0349996,0.411107,-21.2237,103.57,113.818,-204784,5.13619,10.3679,100.028,231.478,3.54225,-117.66 
120,20,21,0,120,27781.3,-0.396747,51.293,13.4744,83.5647,-0.195901,633.03,6.91194e-05,1.5914,0.152979,-1.28453,-1.25633,-2.1779,71.2116,13298.9,49.6051,17423.9,26535.9,1.143,-0.295421,-2.18133,-1.70473,-2.62631,0.614932,13208.2,47.7554,17333.2,0.455747,0.993713,0.00504962,28981.5,0.0284564,824.453,0.0284355,0.0185314,-0.606612,-26.32,104.624,107.975,-384036,5.16372,10.7975,100.016,232.939,4.60749,-124.964 
121,3,4,0,121,27968.8,0.0423046,51.8768,13.0803,83.6354,0.0509104,-107.245,500,-3.08148,-0.60186,1.09792,1.36313,-0.218884,104.43,13403.6,48.5989,17387.7,22267.2,-3.73905,-1.25943,-0.217209,0.705561,-0.876449,0.959676,13270.7,45.8864,17254.8,0.458042,0.993985,0.0048749,28972.6,0.0286484,934.015,0.0368309,0.0290019,0.143204,-36.3392,104.176,97.8437,-261614,438.959,142.047,101.52,736.018,2.6566,-638.175 
122,3,4,10,122,27270.2,-0.0733546,50.5633,13.231,84.0425,-0.165712,0.996801,498.527,-0.222271,1.39248,-0.895277,-0.127643,-2.34001,72.8775,12378.7,62.6878,17479.7,21783.7,-0.681162,0.933587,-1.81306,-0.586534,-2.7989,0.633434,12286,60.7948,17386.9,0.437098,0.991415,0.00639986,28108.1,0.0279328,933.809,0.0353101,0.106714,0.0169981,-27.6685,104.177,109.66,-163824,454.346,130.782,85.9345,685.148,18.2423,-575.488 
123,20,21,2.2,123,26302.3,-0.168865,49.3713,13.0611,83.6642,0.253526,-68.7692,5.76801e-09,0.904165,0.135236,1.39283,-2.06523,-1.79039,43.9342,12748.5,50.5847,16286.9,21559.3,0.627523,-0.141406,0.839549,-2.34187,-2.06703,1.2723,12692.6,49.4435,16230.9,0.462174,0.993229,0.0055802,27462.7,0.0269414,910.804,0.0269716,-0.00368222,0.546915,-19.4347,104.1,109.053,-962899,5.31159,11.9915,100.065,236.025,4.03416,-126.972 
124,20,21,0,124,26773.6,-0.200653,50.1341,12.9506,83.6774,-0.295891,-240.026,10.162,-2.15476,-2.11218,-2.25388,-0.774895,-1.7033,57.395,12034.7,52.0655,17361,23447.7,-2.51616,-2.47358,-2.97669,-1.1363,-2.0647,0.733449,11961.6,50.5747,17287.9,0.431926,0.992655,0.00536007,27693.6,0.0274242,950.664,0.027287,0.0189791,0.911927,-24.7754,103.372,108.509,-292139,5.17689,11.1342,100.012,231.884,3.35984,-123.376 
125,3,4,0,125,27973.3,-0.216081,51.8583,13.2434,83.5633,0.962487,-1957.2,500,1.19602,1.72499,-1.38628,-0.019723,-1.61223,67.1075,13106.8,50.1466,17683.2,83680.3,0.773467,1.30243,-2.23139,-0.442281,-2.03479,0.152386,13021.4,48.4036,17597.8,0.448466,0.993537,0.00504126,29035.3,0.0286531,892.005,0.0286417,0.0128277,-0.541003,-25.3877,104.121,108.208,-309194,5.22631,10.909,100.016,232.345,4.1052,-124.137 
126,3,4,10,126,26597.9,-0.100507,49.1382,13.209,83.5751,0.0664395,32.5593,500,0.481917,0.257466,-1.24149,0.809967,1.18531,56.8528,12226.3,52.9176,17018.2,21199.8,0.12393,-0.100521,-1.95747,0.45198,0.827328,-1.98964,12153.9,51.4409,16945.9,0.440764,0.992648,0.00556079,27574.7,0.0272442,856.878,0.0272099,0.0154732,-1.48468,-25.3438,104.742,109.022,-264165,5.20356,11.1377,100.047,231.744,4.6948,-122.722 
127,20,21,2.2,127,26311.3,-0.773701,48.799,13.5097,83.7,1.04694,-503.986,77.3258,-0.824876,3.08723,3.36051,-3.01695,-1.64014,57.8319,12350.5,48.8104,16448.7,38637.6,-1.18903,2.72307,2.63221,-3.3811,-2.00429,3.15908,12276.9,47.3083,16375.1,0.451717,0.993302,0.00529374,27178.2,0.0269507,860.951,0.0269509,0.00214438,0.656578,-23.8103,103.447,109.66,-204836,5.18545,10.4487,100.022,231.945,3.42531,-122.285 
128,20,21,0,128,28049.5,-0.124061,51.848,13.1917,83.8861,-0.0149071,65.9851,500,3.49692,1.20853,-2.06631,-3.10017,-0.753603,61.1731,13227,44.9565,17489.3,22297.4,3.11173,0.823342,-2.8367,-3.48536,-1.13879,0.195443,13149.2,43.3676,17411.5,0.453519,0.994261,0.00456726,28993.6,0.0287311,926.504,0.0287093,0.0207658,-0.512805,-26.5962,104.256,106.577,-279965,5.14731,10.5714,100.017,231.992,4.23911,-125.415 
129,3,4,0,129,26178.2,-0.128565,49.1529,13.0485,83.9693,0.159813,-55.2182,500,-2.19424,2.65813,-1.22983,-1.80888,2.57431,91.0699,12128.9,46.0421,16678.2,21166.1,-2.76768,2.08469,-2.37672,-2.38232,2.00087,0.309326,12013,43.6766,16562.3,0.443533,0.993678,0.00483434,27084.7,0.0268143,988.562,0.0268156,0.00416585,-0.45155,-25.3062,104.444,106.132,-275513,5.2058,10.9462,100.007,232.239,4.43671,-126.106 
130,3,4,10,130,27222.3,-0.161394,50.799,13.1963,83.7497,-0.0383909,262.266,2.46671e-12,1.74543,1.80911,5.93407,0.0474766,-1.10137,84.4772,12724.2,55.6972,17304.5,22150.1,1.2135,1.27718,4.87021,-0.484454,-1.6333,0.0711266,12616.7,53.5029,17197,0.446356,0.992634,0.00569846,28265.9,0.0278838,904.268,0.0355586,0.00690953,-0.146743,-49.1842,103.991,109.238,-173104,488.935,135.879,143.948,705.364,-39.9565,-596.126 
131,20,21,2.2,131,27386.3,-0.867387,51.0114,13.5898,83.7933,0.465901,101.474,492.941,1.11039,2.53969,1.38176,0.738468,0.0058077,81.4652,12825.1,47.3742,17227.2,24106.1,0.597429,2.02673,0.355836,0.225504,-0.507157,0.868128,12721.4,45.2582,17123.6,0.449458,0.993813,0.00484516,28303.8,0.0280518,925.796,0.0279708,0.0159364,-1.56249,-26.9756,104.687,107.408,-322847,5.16024,10.9539,100.011,232.379,4.67659,-124.971 
132,20,21,0,132,26803.8,1.06365,48.2191,12.8307,83.7648,3.39848,-4009.7,499.192,1.30896,0.443901,3.1531,1.80372,0.614881,60.6793,12059.4,46.9448,17294.6,463741,0.926874,0.0618197,2.38894,1.42164,0.232799,0.525257,11982.2,45.3687,17217.3,0.433353,0.993418,0.00483061,27650,0.0274552,978.319,0.0274451,0.0137949,0.371892,-24.7717,103.776,104.972,-170127,5.14054,10.2734,99.9923,230.384,3.78335,-125.412 
133,3,4,0,133,28334.2,-0.869501,52.8906,13.5008,83.6985,-0.753947,1130.69,496.511,3.66547,4.20184,2.733,0.347243,-0.464815,47.5825,12907.7,67.55,18054.3,50996.3,3.36586,3.90222,2.13377,0.0476284,-0.76443,0.754317,12847.1,66.3141,17993.7,0.439648,0.991048,0.00674312,29221.4,0.0290227,918.9,0.0290623,0.00766882,0.402265,-24.8846,103.991,109.166,-163827,5.10277,10.2382,100.011,230.507,3.98003,-121.341 
134,3,4,10,134,28033.5,-0.153778,51.7036,13.2467,83.5649,-0.164332,212.096,499.776,-0.465349,0.933571,3.59947,-1.92368,-2.59545,64.2899,12843.1,59.5637,17736.8,23430.5,-0.870165,0.528754,2.78983,-2.32849,-3.00026,1.96858,12761.2,57.8939,17655,0.44268,0.992123,0.00600433,28827.3,0.0287147,843.91,0.0286267,0.0040023,0.548711,-25.312,103.652,107.853,-163824,5.13349,10.2544,100.024,230.677,3.62805,-122.824 
135,20,21,2.2,135,27167.4,0.132879,49.7251,13.1849,83.3953,-0.0775118,-6.48284,5.74029e-12,2.21026,2.00393,-0.4567,-0.243559,-0.0221057,66.9146,12297,52.5037,17476.3,21359,1.78892,1.58258,-1.29939,-0.664903,-0.443449,2.34825,12211.9,50.7657,17391.1,0.435551,0.992778,0.00534846,28037.8,0.0278276,871.22,0.0353624,0.00979825,-0.180074,-37.8288,104.107,104.85,-258419,321.074,136.432,58.1526,714.299,45.9542,-609.449 
136,20,21,0,136,27636,-0.660782,51.8922,13.2713,83.8848,0.597776,-485.568,4.31602,-0.265824,0.133442,-2.67568,2.21461,-0.78419,67.2398,12658.2,64.0994,17588,31867.7,-0.689215,-0.289949,-3.52246,1.79121,-1.20758,0.100953,12572.6,62.3529,17502.4,0.441148,0.991396,0.00651978,28499.8,0.0283075,886.955,0.0283001,0.0322036,0.373741,-26.16,104.12,109.708,-174064,5.09592,10.2363,100.004,230.682,4.11592,-120.974 
137,3,4,0,137,27584.9,-0.665699,51.6456,13.396,83.777,0.345263,97.6811,0.00608745,0.946886,1.38377,0.84806,-4.47118,-0.920763,94.3932,12670.6,51.6815,17580,23619.7,0.352518,0.789398,-0.340677,-5.06555,-1.51513,0.941054,12550.4,49.2297,17459.9,0.441312,0.993182,0.00516715,28438.9,0.0282552,901.681,0.0282283,0.000499814,-1.48533,-25.8766,104.853,107.434,-770654,5.17039,11.5668,100.004,234.696,4.84874,-127.262 
138,3,4,10,138,24980.2,-0.305664,45.7006,13.2809,83.5434,0.617681,545.914,497.562,1.53226,2.56058,0.611278,0.236394,-0.277233,41.9189,11735.4,46.8085,15834.9,30735,1.26831,2.29663,0.0833732,-0.0275586,-0.541185,0.972927,11682,45.7197,15781.5,0.448562,0.993198,0.00530831,26043.2,0.0255873,920.672,0.032725,0.0101102,0.0435931,-22.2577,104.203,109.714,-252465,491.618,136.655,13.5172,715.819,90.6858,-606.106 
139,20,21,2.2,139,27642.7,0.0701734,49.9277,13.3508,83.2453,-0.0618039,58.4877,3.78958,2.12504,-1.88146,4.84722,-2.31151,-1.23224,70.5144,13028.7,58.8944,17434.3,21816.9,1.68103,-2.32547,3.9592,-2.75552,-1.67625,4.54445,12939,57.0628,17344.5,0.450482,0.992341,0.00602395,28722.5,0.0283144,854.717,0.0305778,-0.0967187,-0.330738,-8.83867,104.797,109.487,-265031,122.088,40.7048,84.3294,343.967,20.4674,-234.48 
140,20,21,0,140,27428.6,-0.817766,50.9098,13.5244,83.8155,0.455285,418.714,492.054,1.48507,1.11762,1.09746,-2.33703,-1.5181,34.8476,12708.1,61.8061,17207.4,28619.6,1.26564,0.898198,0.658607,-2.55646,-1.73753,1.44756,12663.7,60.901,17163,0.447766,0.991654,0.00649405,28282.1,0.0280951,965.927,0.0281594,0.00100955,-0.824551,-26.7893,104.364,108.729,-363359,5.14942,10.8984,100.009,232.395,4.3558,-123.666 
141,3,4,0,141,26699.7,-0.860567,50.0278,13.5434,83.5724,-0.587496,1361.58,0.238233,0.529208,0.434504,5.55837,-1.10799,-2.18764,49.9438,11971.6,44.9304,17491.9,48096.5,0.214725,0.120021,4.92941,-1.42247,-2.50212,-2.67987,11908.1,43.6331,17428.4,0.428843,0.993629,0.00459067,27767.9,0.0273485,900.879,0.0273464,0.00151334,0.350711,-25.7721,104.18,105.544,-265651,5.12808,10.4955,100.011,231.688,4.16973,-126.144 
142,3,4,10,142,26971.6,-0.852348,50.3473,13.5563,83.6656,0.362218,275.973,181.148,2.72449,0.904851,1.37967,-1.24981,-1.96167,54.769,12640.7,58.6573,16920.2,25472.5,2.37963,0.559986,0.689943,-1.59468,-2.30654,3.53971,12571,57.2348,16850.5,0.450493,0.992095,0.00621802,27905,0.027627,882.834,0.0276887,0.0244038,0.657587,-25.3236,103.658,109.615,-301559,5.18106,10.8729,100.009,231.744,3.64873,-122.129 
143,20,21,2.2,143,25916.4,-0.379651,48.6595,13.1719,83.6556,-0.0449763,418.388,2.53436e-09,-0.876912,0.856746,-1.29766,-2.29673,-2.70486,2.07838,12209.3,60.3144,16325.1,21477.2,-0.889999,0.843659,-1.32383,-2.30981,-2.71794,0.793084,12206.6,60.2605,16322.5,0.451093,0.991435,0.00675487,27060.1,0.0265462,886.734,0.0266607,0.00581414,1.17204,-24.5674,103.359,109.029,-163826,5.19648,11.0179,100.033,230.558,3.3264,-121.529 
144,20,21,0,144,26928.9,-0.480735,51.1512,13.0302,83.3931,0.270733,33.3166,1.82282e-05,0.102882,2.68479,-1.00363,-3.09118,-2.96065,34.8245,12707.3,58.5823,16818.8,21990.7,-0.116398,2.46551,-1.44219,-3.31047,-3.17993,0.741704,12663,57.6778,16774.4,0.453419,0.992092,0.00629409,27927.7,0.0275833,902.321,0.0276002,-0.00811305,0.980762,-18.027,103.317,110.458,-509383,5.15939,11.0808,100.002,233.759,3.31472,-123.301 
145,3,4,0,145,26982.5,-0.39599,50.4186,13.1213,83.3597,0.180898,63.2921,500,-1.06222,-1.80309,-3.65414,-3.05507,-1.67245,9.27257,12305.4,49.2751,17180.2,21908.6,-1.1206,-1.86148,-3.77091,-3.11346,-1.73083,0.674845,12293.6,49.0342,17168.4,0.440365,0.993068,0.00523365,27916.9,0.0276381,941.673,0.0277395,-0.0355257,1.77211,-12.2162,103.497,105.654,-1.57535e+06,5.93805,12.4636,100.2,238.369,3.29773,-132.715 
146,3,4,10,146,27327.8,-0.083218,50.8659,13.1261,83.7875,-0.0218952,96.5866,500,2.90925,2.17393,0.00330512,2.7397,0.299947,40.3883,12560.3,47.0445,17556.7,21803.7,2.65494,1.91961,-0.505324,2.48539,0.0456326,1.07656,12508.9,45.9955,17505.3,0.439854,0.993606,0.00481684,28438.7,0.0279918,865.265,0.0279976,0.0100386,-0.367129,-27.5203,104.325,106.516,-316739,5.1609,10.7215,100.013,232.015,4.31224,-125.499 
147,20,21,2.2,147,26781.7,-0.885819,50.2836,13.5669,83.6204,-0.473912,1156.46,9.91351,0.647745,3.35427,-0.408287,-1.40335,-3.72921,61.5988,12454.4,66.4484,17056.9,40048.7,0.259874,2.9664,-1.18403,-1.79122,-4.11708,0.693738,12376,64.8484,16978.5,0.444756,0.990914,0.00698664,27826.4,0.0274325,921.199,0.0275052,0.00177577,0.958718,-25.2894,103.452,109.084,-163825,5.17928,10.8244,100.005,230.344,3.44646,-121.26 
148,20,21,0,148,26681.2,-0.617839,50.1118,13.3588,83.7675,-2.72725,1571.06,2.67755e-08,2.12142,0.799576,3.85085,-0.57304,-3.03165,47.5743,12114.7,69.3396,17108.9,161272,1.82185,0.500013,3.25172,-0.872602,-3.33121,-1.37391,12054.1,68.1039,17048.4,0.437248,0.99021,0.00730498,27568.2,0.0273296,887.23,0.0273774,0.00599285,0.790254,-25.0335,103.548,113.071,-163825,5.15816,10.9657,99.9979,231.026,3.54984,-117.955 
149,3,4,0,149,26609.3,-0.834764,50.0876,13.4297,83.6977,-0.123781,628.887,238.257,0.776714,-0.976596,-1.31577,-2.88897,-1.50363,41.7495,12525.3,56.6832,16817.3,24431.4,0.513828,-1.23948,-1.84154,-3.15185,-1.76652,0.753987,12472.2,55.5987,16764.2,0.449811,0.992259,0.00607229,27727.5,0.027256,897.584,0.0273106,0.00262623,0.859927,-24.5911,103.327,110.242,-327666,5.18173,11.6037,100.034,233.494,3.29275,-123.252 
150,3,4,10,150,26250.2,0.155981,48.6742,13.1249,83.8044,0.189274,-265.208,3.55646e-07,0.577856,3.02778,1.75088,0.947027,0.482168,61.5461,12219.8,51.786,16851.6,22430.6,0.190316,2.64024,0.975801,0.559487,0.0946284,0.781234,12141.4,50.1874,16773.2,0.443036,0.992818,0.00548158,27405.1,0.0268881,896.798,0.0268219,-0.0107161,0.492162,-20.0354,104.547,107.949,-924254,5.31613,12.1261,99.9508,236.286,4.59613,-128.337 
151,20,21,2.2,151,26902.8,-0.159025,50.2367,13.2717,83.4524,0.0819984,-84.608,9.51131e-13,0.0746832,-1.16501,0.236915,-0.362145,-0.230028,65.7135,12945.7,52.305,16953.3,21930,-0.339097,-1.57879,-0.590647,-0.775926,-0.643808,0.849642,12862.1,50.5981,16869.7,0.455884,0.993163,0.00549477,28213.5,0.0275566,885.731,0.0275932,0.00175998,0.994403,-24.5343,103.361,108.238,-327666,5.22387,11.6705,100.041,233.777,3.31978,-125.539 
152,20,21,0,152,26996.9,-0.109761,50.0517,13.215,83.3973,-0.531249,229.196,500,-1.78567,2.43097,2.87382,-1.45176,-0.593615,38.1415,11741.1,60.8614,17806.6,25495.6,-2.02584,2.1908,2.39348,-1.69193,-0.833782,-72.1212,11692.5,59.8707,17758,0.419804,0.991119,0.00617227,27852.3,0.027653,897.284,0.0276891,-0.0136597,-0.307588,-19.3148,103.932,107.925,-1.38573e+06,5.63296,12.2167,100.134,237.868,3.79781,-129.943 
153,3,4,0,153,27437,-0.865707,52.3455,13.2608,83.7164,3.51433,-1091.38,498.191,1.32489,0.474344,2.79413,-1.60826,0.762194,57.6336,12804.6,65.4593,17287.4,147454,0.961992,0.111441,2.06833,-1.97116,0.399291,-0.317501,12731.3,63.9623,17214,0.448347,0.991285,0.00679819,28396,0.0281037,888.009,0.0280591,0.0382389,0.374895,-24.4392,104.256,110.111,-353765,5.14126,10.8175,100.011,232.915,4.24482,-122.804 
154,3,4,10,154,26680.5,-0.0217014,49.7233,13.1637,83.6048,-0.0254188,20.4789,0.0769109,1.38256,2.88683,-3.20499,-0.886799,-1.96117,30.8599,12034,64.376,17240.6,21324.4,1.18824,2.69251,-3.59362,-1.08112,-2.15549,-0.218394,11994.7,63.5744,17201.4,0.433837,0.99081,0.00676219,27647.9,0.0273288,914.854,0.0273118,0.0200138,0.751982,-24.5149,103.698,113.066,-327666,5.19206,11.4915,100.001,233.34,3.69691,-120.275 
155,20,21,2.2,155,26373.8,-0.768023,49.7703,13.2926,83.3254,-0.805473,1577.04,226.503,4.153,-1.24001,1.79392,-1.64451,-5.75699,27.7709,11757.8,59.9981,17069.2,62887.9,3.97813,-1.41487,1.44419,-1.81938,-5.93186,1.38576,11722.5,59.2768,17033.8,0.430605,0.991228,0.00636959,27223.2,0.0270147,895.83,0.034117,-0.0629212,-0.0848688,-11.0989,104.973,106.071,-259937,357.258,131.855,97.4622,697.61,7.51051,-591.539 
156,20,21,0,156,26386.6,-0.778987,49.2476,13.432,83.6348,0.210448,221.581,71.2441,-2.26104,1.17065,-1.79995,-1.59776,-0.477891,50.9416,12321.5,52.081,16693,23051.9,-2.5818,0.849885,-2.44148,-1.91852,-0.798656,0.645678,12256.6,50.7578,16628.1,0.447514,0.992805,0.00559163,27388.2,0.0270278,927.189,0.0270962,0.00718938,0.762539,-25.1272,103.453,108.168,-327666,5.19282,11.5511,100.032,233.584,3.42148,-125.416 
157,3,4,0,157,26628.2,-0.77719,50.5278,13.1915,83.4059,0.197236,223.524,2.25646,2.07485,5.09808,3.11292,0.731426,-0.258362,43.4962,12700.2,59.5449,16465.2,23133.3,1.80097,4.8242,2.56516,0.457542,-0.532246,0.718598,12644.8,58.4151,16409.9,0.458514,0.99198,0.00651472,27577.8,0.0272753,918.702,0.0273028,-0.0120997,1.07236,-19.4036,103.499,111.318,-964166,5.18346,11.4706,100.006,235.964,3.49366,-124.646 
158,3,4,10,158,26883.7,-0.101292,50.1464,13.1122,83.2852,0.0559604,64.695,499.999,0.635622,-0.230129,-1.9309,-1.11665,1.07441,-2.3064,12234.6,60.4199,17174.5,21522.6,0.650145,-0.215606,-1.90185,-1.10212,1.08894,-0.284601,12237.5,60.4798,17177.4,0.439109,0.991425,0.00644405,27869,0.027537,950.407,0.0277188,-0.0416454,1.02411,-9.90858,103.512,105.734,-1.14336e+06,5.28546,13.2932,100.004,238.617,3.50768,-132.883 
159,20,21,2.2,159,26476,-0.797142,49.6922,13.4334,83.5394,-0.290626,631.635,500,0.129673,1.88518,2.25952,-0.211168,-5.5246,20.3371,12417.4,60.3813,16631.6,27706.2,0.00161533,1.75712,2.0034,-0.339225,-5.65266,1.89849,12391.5,59.853,16605.8,0.450555,0.991618,0.0065958,27502.7,0.0271194,909.899,0.0270755,0.0249945,0.956237,-25.0231,103.161,110.797,-442522,5.16426,11.3275,100.006,233.959,3.15492,-123.162 
160,20,21,0,160,28427.2,-0.202597,52.1448,13.3711,83.8057,-0.12281,-57.7722,500,0.130417,0.331985,0.337538,-3.08212,-3.09675,41.87,13083.3,58.6525,17937,22928.3,-0.133227,0.0683412,-0.18975,-3.34576,-3.36039,0.97274,13030,57.565,17883.7,0.444646,0.992328,0.00589451,29304.1,0.0291179,878.507,0.0291131,0.00304277,-1.24345,-26.7181,104.804,108.649,-323800,5.15568,10.7712,100.015,232.155,4.78863,-123.506 
