cyc,time,buffer,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ODmean,refmean,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,3,4,0,51,27669.9,-0.815861,50.974,13.606,84.5454,0.304175,87.1831,177.973,-1.68732,-0.491537,-0.528272,-0.824623,-2.83648,123.662,13262.7,45.8068,17070.9,23440.7,-2.46599,-1.27021,-2.08561,-1.60329,-3.61515,0.81109,13105.3,42.5948,16913.5,0.45989,0.994344,0.00461772,28496.5,0.0283423,1041.01,0.0282803,0.0327326,-0.865649,-30.3475,104.01,100.321,-281778,5.1692,11.1071,100.024,232.226,3.98577,-131.904 
52,3,4,10,52,25583.9,-0.0605489,47.9876,13.024,84.3177,0.183359,-58.8185,0.00170206,-0.555221,-1.32562,-1.04368,-1.85894,1.71218,93.23,12199.6,27.0623,16326.3,20696.7,-1.14227,-1.91267,-2.21777,-2.44599,1.12513,0.663646,12080.9,24.6408,16207.6,0.450279,0.996443,0.00279277,26829.8,0.0262056,1034.91,0.0340508,0.0238345,-0.026926,-26.5561,103.842,99.3843,-173748,515.958,143.817,56.1197,736.39,47.7219,-637.006 
53,20,21,2.2,53,25561,-0.195682,46.9279,13.3662,84.3767,0.31272,-164.928,1.07602e-09,-1.93195,0.111057,-3.15616,-1.4698,1.49087,141.012,12536,39.1979,15775.1,22097.9,-2.81986,-0.776854,-4.93198,-2.35772,0.602959,0.520396,12356.6,35.5353,15595.6,0.465432,0.994993,0.00417976,26548.6,0.0261822,994.746,0.0262168,0.0302781,-0.305293,-28.0044,103.744,100.505,-177787,5.1295,10.314,100.016,230.733,3.72791,-130.227 
54,3,4,0,54,26779.8,-0.85341,50.2496,13.5021,84.4372,0.837259,-676.654,384.723,-0.900729,-1.14598,-1.35775,-1.52217,-2.07006,164.01,12686.1,38.9225,17039.4,40529.3,-1.93346,-2.17871,-3.4232,-2.55489,-3.10279,0.74053,12477.3,34.6625,16830.7,0.448934,0.995162,0.00377945,27793.3,0.0274306,970.615,0.0273969,0.0267139,-0.282514,-28.823,103.973,99.5068,-196899,5.16184,10.332,100.029,230.763,3.94457,-131.256 
55,3,4,10,55,26540.3,0.0171375,48.8939,13.1279,84.1594,0.0576247,11.9442,500,-3.76496,0.0339797,1.06086,-1.65821,-2.74295,105.47,12424.2,25.9149,16889.8,20917.5,-4.42907,-0.630136,-0.267366,-2.32233,-3.40706,0.975817,12289.9,23.1754,16755.5,0.446299,0.996711,0.00254144,27537.5,0.0271852,976.042,0.0272719,0.0464476,0.494957,-26.4533,103.402,99.4988,-264935,5.15726,10.7169,100.026,231.75,3.37565,-132.251 
56,20,21,2.2,56,27041.7,-0.847692,51.0122,13.3991,84.3937,0.399018,48.1956,370.165,-1.62072,-0.323795,2.00502,0.0480917,-3.0968,103.138,12906.9,48.7517,17005.8,22876.7,-2.27014,-0.973224,0.706162,-0.601338,-3.74623,1.10257,12775.7,46.0728,16874.5,0.454141,0.993729,0.00500436,28131.5,0.0276988,939.057,0.0277628,0.0147085,-0.285186,-27.9239,103.946,102.953,-188747,5.1347,10.1843,100.005,230.497,3.94147,-127.544 
57,3,4,0,57,26863.4,0.130221,50.0104,13.0449,84.2616,-0.0488112,75.2336,0.140606,-3.36453,1.8054,-1.92797,-0.563774,-4.86622,130.762,13171.1,34.9005,16564.9,21356.6,-4.18791,0.982027,-3.57472,-1.38715,-5.68959,0.742034,13004.7,31.5041,16398.5,0.465662,0.995778,0.0035265,27927.3,0.0275162,983.86,0.02747,0.0218516,-0.25904,-27.1645,103.97,100.88,-176796,5.11235,10.317,99.9994,230.696,3.97086,-129.816 
58,3,4,10,58,26284.4,-0.837227,49.5397,13.4413,84.4641,-0.305118,1324.56,57.4848,-2.01667,-4.07592,-1.60481,1.17206,-0.844278,116.949,12706.6,29.7902,16707.4,34832.9,-2.75307,-4.81232,-3.0776,0.435664,-1.58067,0.738921,12557.8,26.7526,16558.5,0.454563,0.996286,0.00296734,27626.1,0.0269231,945.782,0.0268667,0.0267992,-1.01011,-27.8398,104.46,94.6733,-272496,5.14956,10.9159,100.036,231.671,4.42404,-136.998 
59,20,21,2.2,59,25822.9,-0.770158,48.2187,13.4438,84.2151,0.0946275,133.617,499.56,0.0763433,0.420101,-1.08328,-2.94898,-1.91208,69.4797,11915.7,44.5825,16635.5,21514.1,-0.361152,-0.0173943,-1.95827,-3.38648,-2.34957,0.757425,11827.3,42.7778,16547,0.43992,0.99371,0.00473968,26885.1,0.0264504,951.804,0.0263704,0.0251566,-0.341725,-26.6022,103.994,102.185,-289842,5.15203,10.5306,100.005,231.964,3.98887,-129.78 
60,3,4,0,60,26815.2,-0.877848,50.6142,13.4748,84.3983,1.51558,-831.755,98.2782,0.131576,0.454687,0.00866188,-2.81666,0.505795,161.038,12925.1,30.2753,16963.3,63238.3,-0.882436,-0.559325,-2.01936,-3.83067,-0.508217,0.741108,12720.1,26.0925,16758.3,0.454774,0.996423,0.00285993,27970.2,0.0274668,955.739,0.0356015,0.123106,-0.290046,10.0346,103.849,75.3833,-176893,394.419,144.74,106.598,739.559,-2.74855,-664.176 
61,3,4,10,61,27509.5,0.00196856,50.5817,13.2354,84.1162,-0.0055467,-2.78079,496.408,-0.769272,-1.96866,-5.299,-0.328322,-2.47611,116.151,13741.2,41.8585,16655.1,21793.9,-1.50064,-2.70003,-6.76175,-1.05969,-3.20748,0.556013,13593.3,38.8416,16507.3,0.475043,0.995024,0.00431576,28615,0.028178,1005.16,0.0280823,0.0243792,-0.823736,-26.8338,104.168,103.493,-293494,5.12591,10.6134,100.028,232.073,4.14016,-128.58 
62,20,21,2.2,62,25666.8,-0.782193,47.8321,13.5097,83.8982,0.683698,123.116,291.637,-0.901252,-1.04854,2.55452,-0.914037,0.405631,71.7584,12685.5,46.8375,15863,23776,-1.3531,-1.50039,1.65084,-1.36588,-0.0462127,1.63136,12594.2,44.9737,15771.7,0.46738,0.99379,0.00522541,26946.4,0.0262905,1006.64,0.0262641,0.0194065,-0.667158,-26.0653,104.213,103.071,-271591,5.08722,10.479,99.9997,231.475,4.21311,-128.404 
63,3,4,0,63,27691.4,-0.619213,51.3584,13.4605,84.5548,0.330375,65.0507,500,-2.07727,-0.808673,-1.75543,-1.35749,-3.39868,120.642,13429.4,35.78,17158.6,23204,-2.83692,-1.56832,-3.27473,-2.11714,-4.15833,0.765344,13275.9,32.6464,17005,0.461762,0.995715,0.00352403,28750.4,0.0283643,974.398,0.0283539,0.0497426,-0.394278,-29.0591,103.656,99.0741,-178249,5.2143,10.2996,100.045,230.406,3.6113,-131.332 
64,3,4,10,64,26360.6,-0.830489,48.8666,13.6447,84.2887,0.559165,-503.434,7.07613,-1.40784,0.931249,-5.67216,-1.89278,1.45742,64.0744,13067.4,34.8918,16207.5,30869.5,-1.8113,0.527789,-6.47908,-2.29624,1.05396,0.280491,12985.8,33.2275,16125.9,0.469473,0.995542,0.00378131,27660.4,0.0270012,1013.72,-0.00723415,0.581577,-13.9059,-51.4374,84.2257,104.419,-8.50718e+06,11.2527,13.1193,96.7573,243.706,-12.5317,-139.287 
65,20,21,2.2,65,26626.5,-0.795979,50.1546,13.3315,84.2534,-0.314295,942.935,69.7347,-1.2612,-1.05493,-2.59284,-3.09694,-4.0451,134.183,12842.2,34.4762,16607.3,31413.8,-2.10612,-1.89985,-4.28267,-3.94185,-4.89001,0.749851,12671.4,30.9909,16436.6,0.458633,0.995738,0.00346124,27628.7,0.0272735,1023.85,0.0354372,0.0893884,-0.102491,-8.7058,104.021,76.8826,-268244,414.459,149.638,111.624,766.709,-7.60332,-689.827 
66,3,4,0,66,28284.9,-0.144498,51.8485,13.2802,84.1093,-0.114643,74.1169,500,2.44733,0.575699,-4.02515,1.93706,1.85641,118.681,13791.4,38.7803,17328.1,22691.4,1.70003,-0.171602,-5.51976,1.18976,1.10911,-2.26138,13640.4,35.6977,17177,0.465996,0.995441,0.00381371,29271.5,0.0289722,962.18,0.0288869,0.0278617,-1.52474,-25.9496,104.312,103.699,-173884,5.16034,10.7098,100.027,230.198,4.28507,-126.499 
67,3,4,10,67,26505.8,-0.890992,49.9314,13.5543,83.9731,0.680779,-43.9834,486.871,-1.01206,-3.10546,-0.403083,-1.48825,1.40251,86.7253,12384.6,33.413,17205.9,23006.4,-1.55814,-3.65154,-1.49526,-2.03433,0.856425,0.810315,12274.2,31.1604,17095.5,0.441024,0.995577,0.00334642,27831.1,0.0271499,982.253,0.0351188,0.0709227,0.143535,-9.64719,103.989,76.3461,-174085,459.181,142.868,76.5512,732.347,27.4383,-656.001 
68,20,21,2.2,68,25262.7,-0.737148,47.6324,13.2754,84.0701,2.03774,-1021.48,292.836,0.678278,0.399853,-1.94033,-0.573248,-0.320498,76.1136,12429.1,39.4171,15518.7,88344.5,0.199011,-0.0794141,-2.89886,-1.05252,-0.799765,0.374105,12332.2,37.4401,15421.8,0.46773,0.994715,0.00445223,26366.1,0.0258766,1004.36,0.0258201,0.0118583,-0.775509,-26.8916,103.883,105.234,-452215,5.23835,11.0263,100.045,233.42,3.83772,-128.186 
69,3,4,0,69,27554.3,-0.83239,50.5615,13.6643,84.1262,0.566407,29.2853,34.8265,-4.32693,-3.61285,-5.31229,0.232443,-3.54978,106.51,13067.4,38.4483,17200.6,23030.6,-4.9976,-4.28352,-6.65362,-0.438223,-4.22044,0.676905,12931.9,35.6818,17065,0.454371,0.995195,0.00383693,28461.1,0.0282239,968.58,0.028141,0.040475,-0.642298,-27.7952,103.887,103.734,-290423,5.15023,10.5531,100.027,231.972,3.85952,-128.238 
70,3,4,10,70,26283.6,-0.822546,48.8641,13.5927,84.0262,0.291126,327.5,20.7359,-1.95279,1.33597,-1.13697,0.00373079,1.0281,81.9952,13028.3,44.396,16088.7,24725.6,-2.4691,0.819664,-2.16957,-0.512571,0.511798,0.432016,12923.9,42.2663,15984.4,0.47048,0.994309,0.00484733,27469.7,0.0269223,1005.08,0.0268491,0.0985877,-0.464882,-26.7419,103.549,104.295,-271900,8.15313,11.5852,100.594,231.912,2.95476,-127.617 
71,20,21,2.2,71,26856.3,-0.821311,49.2682,13.7309,83.9837,0.370722,18.2627,321.387,1.38699,1.29398,2.97054,2.90404,3.04964,97.1182,13218.5,43.1638,16386,22242.7,0.775462,0.682453,1.74748,2.29251,2.43812,0.779804,13094.9,40.6412,16262.4,0.469458,0.994598,0.0045825,27893.7,0.027509,932.647,0.0273956,0.0316845,-1.70007,-27.6471,104.919,105.36,-200761,5.13663,10.5952,100.008,230.638,4.91036,-125.278 
72,3,4,0,72,26660.6,-0.918542,50.4265,13.5499,84.2343,0.192636,491.887,244.866,2.03285,-0.0960104,2.74887,2.72808,3.06072,148.505,12180.1,32.4574,17557,25327.4,1.09775,-1.03111,0.878673,1.79299,2.12562,0.819349,11991.1,28.6002,17368,0.431396,0.995843,0.00302425,27795.9,0.0273085,984.316,0.0352884,0.0128846,-0.203803,-51.0361,103.969,97.7998,-178170,507.276,142.695,74.1239,732.118,29.8446,-634.319 
73,3,4,10,73,26961.2,-0.869007,50.2571,13.6174,84.5743,-1.59088,5501.93,30.2217,-1.03972,-0.838616,-2.49621,-0.398334,-1.75191,134.586,12674.2,49.8415,17138.5,307214,-1.88717,-1.68607,-4.19111,-1.24578,-2.59936,0.638993,12502.9,46.3458,16967.2,0.447442,0.993555,0.0050065,27943.1,0.0276163,1015.68,0.0275667,0.0337933,-1.11175,-29.6285,104.2,100.057,-378989,5.17223,11.1792,100.03,233.054,4.17006,-132.997 
74,20,21,2.2,74,26161.8,-0.802722,49.0377,13.4449,84.1961,1.55263,-812.615,31.3341,-0.299244,-0.55621,4.52984,-2.2997,-2.68456,106.516,12891.4,38.7909,16143.1,62534.9,-0.969948,-1.22691,3.18843,-2.97041,-3.35526,1.59774,12755.9,36.0242,16007.5,0.46686,0.995082,0.00412846,27322.7,0.0267975,996.906,0.0349176,0.0548698,-0.141457,-37.5056,103.849,94.5635,-183205,435.232,149.03,92.0211,757.272,11.8281,-662.709 
75,3,4,0,75,26749.3,-0.174281,49.4604,13.2616,83.9056,0.651181,-153.34,0.000898585,0.10313,-1.34938,0.0318771,0.364577,-3.66988,91.536,12811.3,39.661,16899.4,24602.9,-0.473248,-1.92576,-1.12088,-0.211801,-4.24626,0.859503,12694.8,37.2834,16782.9,0.453918,0.994887,0.00407558,27967.3,0.0273993,966.869,0.0274009,0.0218637,0.496247,-25.8465,103.616,100.114,-239486,5.13912,10.753,100.013,230.766,3.60216,-130.651 
76,3,4,10,76,26766.8,-0.181938,49.5816,13.2394,84.3601,-0.0423721,-285.53,500,0.493123,-1.41435,0.837956,-2.38093,-3.98223,106.36,12595.9,44.0247,16985.1,21762.9,-0.1766,-2.08407,-0.50149,-3.05065,-4.65195,0.952078,12460.6,41.262,16849.7,0.448321,0.994238,0.00449073,27793.8,0.0274172,984.984,0.0273879,0.0214864,-0.775642,-28.7811,103.83,100.334,-274634,5.14188,10.8947,100.013,231.605,3.81662,-131.271 
77,20,21,0,77,27718.6,-0.105743,51.1571,13.2577,84.0768,0.00914584,168.902,3.54906e-10,-2.49024,0.0295249,-0.684382,-0.616057,-3.19942,90.9212,13408,45.4289,17307.6,22128.7,-3.06275,-0.542982,-1.8294,-1.18856,-3.77193,0.824022,13292.3,43.0673,17191.8,0.459354,0.994362,0.00459346,28936.8,0.0283921,920.038,0.0283609,0.0169559,-1.01029,-27.7091,104.182,104.341,-508929,5.16991,11.1524,100.039,233.483,4.14248,-129.142 
78,20,21,0,78,26807.2,-0.826084,49.8198,13.5684,84.0299,0.0436152,102.629,490.249,1.08256,0.828955,-2.68495,-0.36614,-4.32692,99.3828,12545.8,43.3654,17069.3,22150.9,0.456774,0.203168,-3.93652,-0.991927,-4.95271,0.573101,12419.3,40.7841,16942.8,0.446139,0.994286,0.00441467,27837.2,0.0274586,958.586,0.0275181,0.0304091,0.332366,-29.0336,103.74,102.003,-174927,12.105,11.7038,99.972,232.073,3.76788,-130.07 
79,20,21,0,79,27060.7,-0.0349428,49.512,13.2951,83.5897,-0.100331,-13.0676,3.1264e-11,-1.47632,-0.686905,-0.837611,-3.29358,-1.69055,103.582,12746.8,48.8989,17174.9,21471.4,-2.12855,-1.33913,-2.14206,-3.94581,-2.34278,0.819969,12615,46.2084,17043.1,0.448546,0.993631,0.00496963,28124.2,0.0277183,956.58,0.035713,0.0177409,0.0559554,-25.336,103.681,101.108,-193983,544.689,143.797,51.3481,737.985,52.3332,-636.876 
80,20,21,0,80,25982,0.064938,47.9626,13.0831,84.0156,0.101437,-140.483,9.2234e-12,1.13014,1.6307,1.1029,0.00382969,-2.01872,92.4947,12593.8,35.9573,16198.9,20891.1,0.547723,1.04829,-0.0619256,-0.578585,-2.60114,0.96237,12476.1,33.5548,16081.2,0.460203,0.995315,0.00382899,27110,0.0266133,974.508,-0.00655223,0.585478,-13.6202,-50.8427,83.9121,105.779,-1.96948e+07,26.3475,19.0978,78.1178,270.852,5.79433,-165.074 
81,20,21,0,81,27426,-0.152671,49.6297,13.6139,84.0881,0.148387,-76.2653,0.640715,1.23386,-2.15757,-0.62128,-2.87468,-0.597474,107.497,12868.6,44.6719,17265.4,22363.1,0.55698,-2.83446,-1.97504,-3.55156,-1.27436,0.782447,12731.7,41.8798,17128.6,0.449586,0.994276,0.00448378,28318.8,0.0280925,928.104,0.0280708,0.03012,-0.649391,-27.4555,103.345,103.848,-453341,5.24794,11.2586,100.066,233.765,3.27971,-129.917 
82,20,21,0,82,27787,-0.87614,51.8417,13.5592,84.01,0.405369,168.34,2.12411,-1.44152,-2.01656,0.0169723,-1.53285,-0.660325,125.551,13565.3,41.845,17268.8,25104.2,-2.23208,-2.80711,-1.56414,-2.32341,-1.45088,0.849277,13405.5,38.5839,17109,0.462664,0.994988,0.0041371,28974.7,0.0284622,953.224,-0.00755751,0.622295,-13.7642,-51.1327,83.9557,104.822,-1.03524e+07,16.152,13.9716,91.9028,247.668,-7.94711,-142.846 
83,20,21,0,83,26696.9,-0.773594,49.9645,13.362,83.9276,1.09078,-1548.66,58.3648,0.666377,0.856997,1.46897,5.20043,2.25001,105.58,12909.7,33.3371,16482.2,76723.8,0.0015696,0.192189,0.139355,4.53563,1.58521,0.978408,12775.4,30.5948,16347.9,0.462007,0.995827,0.00343563,27651.9,0.0273456,979.104,0.0353118,0.022974,0.0551143,-38.1771,103.953,115.614,-172796,604.427,145.566,107.181,743.055,-3.22768,-627.442 
84,20,21,0,84,24688.9,-0.358255,46.4627,13.331,83.934,0.581425,45.4519,494.14,-0.543634,0.44689,1.35157,-0.101042,-0.70315,28.8733,11894.5,47.9465,15466.7,21023.5,-0.725442,0.265082,0.987955,-0.28285,-0.884957,2.54317,11857.8,47.1966,15429.9,0.457847,0.993083,0.00560301,25899,0.0252888,953.414,0.0252588,0.0284981,-0.370898,-25.4653,104.091,104.81,-305534,5.16317,10.6523,100.028,232.191,4.0626,-127.381 
85,20,21,0,85,26541.3,-0.585161,50.1038,13.279,83.9823,-0.11626,499.932,500,0.417124,-0.0179673,-0.369249,1.25909,1.41242,89.8204,12797.3,34.068,16681.3,23550.7,-0.148451,-0.583542,-1.5004,0.693518,0.846847,-1.16812,12683,31.7351,16567,0.456897,0.99564,0.00351626,27758.9,0.0271862,970.845,0.0351178,0.08685,0.183955,-9.68081,103.897,77.2011,-173185,436.834,143.392,93.5214,734.429,10.3751,-657.228 
86,20,21,0,86,27292.6,-0.854343,50.5945,13.633,84.233,1.08504,-495.624,364.796,1.73771,-0.985751,5.54007,-0.935034,-3.11957,93.5049,12884.3,52.2078,17186,39959.9,1.14894,-1.57453,4.36252,-1.52381,-3.70835,4.36813,12765.3,49.7791,17067,0.451131,0.993222,0.00534413,28296.3,0.0279558,954.413,0.028065,0.0172801,-0.885221,-28.882,103.673,103.902,-468662,5.19385,11.5499,99.997,233.422,3.67557,-129.52 
87,20,21,0,87,27684.9,-0.836624,52.1427,13.3525,84.0285,-0.0768549,761.801,256.986,2.05285,0.196561,-1.16705,2.2719,-3.62718,81.6089,13157.7,36.8502,17423.6,24570.6,1.53898,-0.317308,-2.19479,1.75803,-4.14105,0.346036,13053.8,34.7305,17319.7,0.453025,0.995366,0.0036803,28814.7,0.0283577,928.099,0.0282823,0.0279576,-1.38116,-26.9113,104.646,103.633,-269566,5.15278,10.9656,100.017,231.401,4.62896,-127.768 
88,20,21,0,88,27738.6,-0.291002,50.5904,13.4251,84.0076,0.206161,-586.304,500,1.17042,0.0188778,0.710443,-0.0666135,-1.85999,101.487,12763.6,45.5013,17674,26044.4,0.531384,-0.620158,-0.567629,-0.705649,-2.49902,0.852987,12634.4,42.8653,17544.8,0.441759,0.994098,0.00448044,28600.2,0.0284127,954.277,0.0283254,0.0299467,-2.08294,-26.1503,104.973,103.203,-250011,5.17998,11.2679,100.033,231.31,4.93997,-128.108 
89,20,21,0,89,27825.9,-0.815229,51.8159,13.4489,84.1869,0.266875,20.5518,370.688,2.77265,2.6744,1.14795,1.03757,-1.12858,137.432,13207.6,40.3895,17376.7,22863.9,1.90728,1.80902,-0.582801,0.172192,-1.99395,1.4443,13032.6,36.8198,17201.8,0.454317,0.99508,0.00392748,28686.3,0.028502,968.326,0.0284981,0.0268707,0.290463,-27.4387,103.729,100.303,-175642,5.1912,10.7677,100.037,230.262,3.69171,-129.959 
90,20,21,0,90,27099.8,-0.8215,50.9908,13.3673,84.0341,-8.04479,8107.2,232.349,0.80325,0.457655,0.387839,1.04307,-1.30647,89.6829,12799.7,45.9615,16901.9,2.14534e+06,0.238541,-0.107054,-0.741579,0.47836,-1.87118,0.62975,12685.6,43.6321,16787.7,0.453666,0.994017,0.00476491,27962.4,0.0277584,987.09,0.027686,0.0221676,-0.62059,-27.0199,104.336,107.112,-199422,5.12822,10.4223,100.014,230.46,4.32162,-123.347 
91,20,21,0,91,27333.8,-0.8183,50.9149,13.4838,84.0282,-0.687282,888.016,352.428,0.0655572,2.98236,4.36533,-2.66782,-0.208153,68.8913,12774.2,43.9857,17259.7,42216.6,-0.368233,2.54857,3.49775,-3.10161,-0.641943,-0.808067,12686.5,42.1964,17172,0.44808,0.994213,0.00450617,28313,0.027998,990.179,0.0280756,0.03246,-0.292768,-27.4432,103.747,103.376,-172924,18.1197,14.1649,101.818,241.971,1.92848,-138.596 
92,20,21,0,92,25645.8,0.0307171,47.5081,13.0125,84.3491,0.0153023,-32.4132,0.294421,0.309734,1.5376,2.1333,0.187387,1.85153,92.1896,12419,39.1799,15855,20140.6,-0.270759,0.957109,0.972311,-0.393106,1.27104,0.616687,12301.7,36.7854,15737.7,0.46207,0.994794,0.00428729,26623,0.026269,984.406,0.0340238,0.120867,-0.193833,7.50172,103.928,76.1993,-173974,447.983,143.878,97.9195,736.838,6.00815,-660.638 
93,3,4,0,93,27039,-0.388012,50.4729,13.3423,84.2068,0.0415927,430.228,500,4.02103,3.18568,5.13249,2.40479,-0.718489,107.385,12496.7,50.2879,17364.2,22504.8,3.34486,2.5095,3.78014,1.72862,-1.39467,0.62079,12360,47.4987,17227.5,0.440846,0.99332,0.00505329,28037,0.0276961,909.7,0.0352921,0.0980166,-0.0773756,-8.61828,104.002,76.5536,-176493,440.566,136.42,67.0411,707.932,36.9604,-631.378 
94,3,4,10,94,25645.1,-0.112321,48.6522,12.9429,83.918,0.23368,-179.347,302.75,1.9345,1.20139,3.0095,2.37262,0.869008,76.9638,11799.3,47.9234,16472.9,21863.1,1.44988,0.716772,2.04026,1.888,0.384387,0.685111,11701.4,45.9244,16374.9,0.439859,0.993179,0.00513973,26602.5,0.0262683,975.091,0.0338737,-0.0838031,0.181611,10.6996,104.142,104.653,-269579,402.632,142.329,48.3334,738.709,55.8089,-634.056 
95,20,21,2.2,95,25904,-0.787229,49.2763,13.2305,84.0613,0.687313,8.4713,383.287,3.04602,4.30728,2.20574,2.21276,-0.508179,126.122,12256.2,43.0384,16430.5,21412.6,2.25187,3.51313,0.617432,1.41861,-1.30233,0.904992,12095.7,39.7626,16270,0.449631,0.99428,0.00448179,26901.3,0.0265335,944.179,0.0265151,0.0352361,0.31412,-25.4009,103.723,104.858,-194023,5.12237,10.305,99.9952,230.745,3.72727,-125.887 
96,20,21,0,96,27364,-0.12303,49.9556,13.3414,83.8285,0.0367888,101.718,9.37604e-13,0.393559,0.821843,-0.235866,0.80041,-2.85138,105.439,12584.5,47.9184,17378.7,21817.8,-0.270361,0.157922,-1.56371,0.13649,-3.5153,0.690659,12450.3,45.1797,17244.5,0.442397,0.99369,0.00480303,28142.9,0.0280289,957.689,0.0356424,0.105327,-0.241827,7.20768,104.069,79.7183,-266453,410.47,138.39,76.6157,722.858,27.4535,-643.14 
97,3,4,0,97,25642.7,-0.162217,48.6798,12.8819,84.3153,-0.260374,172.187,0.00142909,-1.57688,3.59554,0.02905,-3.00966,-3.6548,57.0114,11861.4,55.4669,16289.6,21873.4,-1.93586,3.23655,-0.688921,-3.36865,-4.01379,0.898249,11788.8,53.9861,16217.1,0.444085,0.99205,0.00609493,26546.4,0.0262658,1013.21,0.0333728,-0.0445685,0.0578346,-25.0079,103.595,109.616,-327664,385.249,133.811,76.8641,709.207,26.7305,-599.591 
98,3,4,10,98,28291.4,-0.867413,52.0599,13.6938,83.8056,0.0589975,713.227,492.067,-0.210821,1.82127,-0.773712,0.246955,-1.84032,113.648,13228.3,52.7422,17745.4,24577,-0.926434,1.10566,-2.20494,-0.468658,-2.55593,0.563405,13083.6,49.7903,17600.7,0.449604,0.993384,0.00518407,29100.3,0.0289788,1002.5,0.0369607,-0.00904973,0.0216722,-26.9025,103.87,103.328,-267289,429.934,140.844,48.0857,731.79,55.7841,-628.462 
99,20,21,2.2,99,25982.4,-0.767155,48.8244,13.3409,84.0739,2.79194,-643.69,499.46,-2.10466,-2.52805,-1.76179,-1.34638,-2.50348,90.9673,12153.2,46.3673,16320.5,79706.9,-2.67745,-3.10085,-2.90738,-1.91917,-3.07628,0.78749,12037.4,44.0045,16204.7,0.449431,0.993643,0.00497741,26783.7,0.0266138,993.437,0.0265801,0.0118778,-1.86511,-26.9506,105.036,107.093,-555566,5.18312,11.5154,100.041,234.195,4.99595,-127.102 
100,20,21,0,100,28052.4,-0.813531,52.3743,13.3958,84.0007,0.788272,-527.751,441.207,3.95676,0.621804,-1.9853,2.42347,1.14781,59.3767,13390,54.4598,17252.8,36381.8,3.58288,0.247924,-2.73306,2.04959,0.773931,1.69698,13314.4,52.9175,17177.2,0.45998,0.993093,0.00564292,28945.7,0.0287341,1047.67,0.0286681,0.044187,0.681508,-26.5104,103.467,105.72,-163825,5.13556,10.215,100.008,230.644,3.45883,-124.924 
101,3,4,0,101,27940.4,-0.299803,51.0722,13.3605,84.0559,-0.220269,41.7679,5.57121e-07,1.46268,-2.27072,2.20885,-1.40974,-2.5741,146.216,13130.2,46.2872,17225.9,22512.3,0.541998,-3.1914,0.367492,-2.33042,-3.49478,1.04533,12944.1,42.4894,17039.8,0.454972,0.994288,0.00457235,28450.3,0.0286193,1018.1,0.036304,0.118023,-0.379516,-9.36849,103.813,77.2833,-175869,430.679,138.42,56.4826,715.459,47.3304,-638.176 
102,3,4,10,102,27170.8,-0.886962,50.3881,13.709,84.0526,0.307783,285.121,498.525,0.335575,-1.97181,-2.387,-2.57905,-0.537922,140.195,12385.3,39.6437,17524.2,25343.7,-0.547196,-2.85458,-4.15255,-3.46182,-1.42069,0.666109,12206.8,36.0023,17345.8,0.43609,0.994865,0.00380884,27991.5,0.027831,975.217,0.0278473,0.00740105,-0.853311,-28.9105,103.21,100.985,-462281,5.41348,10.8959,100.11,233.614,3.10005,-132.628 
103,20,21,2.2,103,26335.5,-0.809402,49.8924,13.3053,83.5983,0.186564,514.884,183.68,-1.68225,0.424673,-2.0236,-1.4898,-7.22776,87.4636,12442.4,36.5226,16770.8,24737.1,-2.23298,-0.126062,-3.12507,-2.04054,-7.7785,0.795789,12331.1,34.2508,16659.4,0.448547,0.995163,0.00377296,27491.2,0.0269755,999.484,0.026971,0.0117511,0.351605,-25.453,102.82,101.931,-257299,5.41933,10.7138,100.102,231.225,2.71832,-129.294 
104,20,21,0,104,25893.6,0.240752,48.1188,12.9272,84.1449,0.116017,-151.496,0.00994945,-0.359433,0.034448,0.746364,-2.22725,-1.63411,25.8794,12402.5,52.6827,16086.1,20821.6,-0.522389,-0.128508,0.420452,-2.39021,-1.79706,1.09517,12369.6,52.0105,16053.2,0.458506,0.992696,0.0059328,26978,0.0265228,1031.24,0.0266142,0.0258772,0.438821,-26.9838,103.636,108.794,-171953,6.27396,11.5681,100.443,230.856,3.19295,-122.061 
105,3,4,0,105,26728.4,-0.710204,50.0521,13.3295,83.6403,-4.88102,3678.84,499.884,0.0457712,0.534683,-1.91098,0.57802,-2.47225,48.626,12127.7,47.9166,17125.4,606262,-0.260414,0.228498,-2.52336,0.271835,-2.77844,0.501498,12065.8,46.6536,17063.5,0.437268,0.993279,0.00501128,27593.6,0.0273779,1058.27,0.0272614,0.0159459,-0.436048,-25.1693,104.4,106.29,-272750,5.14333,10.6163,100.008,231.657,4.39239,-125.368 
