cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
136,815,0.16,0.41,44.74,136,25623.8,-0.296412,58.3005,12.1076,115.413,-0.021238,443.909,500,-9.55104,-0.0580261,-13.1708,-5.17128,-10.3142,-1311.55,598.754,78.8058,31640,23285.6,-1.29258,8.20044,3.34608,3.08718,-2.05576,0.703502,2438.33,146.938,33479.6,0.067886,0.904602,0.00801995,35917.9 
137,815,0.16,0.41,44.85,137,25914.5,-1.59119,59.904,12.409,115.452,2.39368,-1073.07,496.75,1.20598,0.346158,6.20994,-10.5862,-11.6274,-1380.59,4069.35,107.238,28444.2,107814,9.89921,9.03939,23.5964,-1.89294,-2.93413,0.374232,6005.77,178.957,30380.6,0.165056,0.950439,0.0107345,36386.3 
138,815,0.16,0.41,44.76,138,26797.4,-0.446718,61.3131,12.0965,115.802,1.72766,-550.064,4.55963e-07,-10.7948,-11.007,-20.8475,-2.75486,-10.2731,-1456.01,1789.37,68.7465,31968.3,55080.3,-1.62665,-1.83893,-2.51126,6.41324,-1.10498,-2.75609,3831.56,144.383,34010.5,0.101251,0.938135,0.00775952,37842.1 
139,815,0.16,0.41,44.88,139,24064.8,-0.190473,56.2289,11.9032,115.963,-0.120365,-151.203,499.966,-16.7203,-3.16029,-25.6803,-12.188,-14.3148,-1367.75,1396.61,72.8986,29226.6,22380.5,-8.10792,5.45208,-8.45552,-3.57559,-5.70246,0.585298,3315.02,143.951,31145,0.096199,0.929375,0.00844224,34460 
140,815,0.16,0.41,44.9,140,24077.7,-1.25423,57.5392,12.1462,115.694,0.205122,1695.66,1.65315e-07,-8.79206,-0.647962,-19.9513,-20.3164,-6.60052,-1373.42,368.3,68.5515,30536.6,34073.6,-0.143974,8.00013,-2.65515,-11.6683,2.04757,0.399253,2294.66,139.898,32462.9,0.066019,0.903594,0.00787599,34757.6 
141,815,0.16,0.41,44.75,141,26837.6,-1.56451,61.7701,12.3097,115.461,2.55099,-551.237,479.73,-7.75144,-0.928552,-19.8057,-8.08047,1.39907,-1346.3,930.577,69.3851,32230.8,70529.1,0.725873,7.54876,-2.8511,0.396843,9.87637,1.18164,2818.9,139.323,34119.1,0.0763142,0.920392,0.00746593,36938 
142,815,0.16,0.41,44.8,142,27438.7,-0.223464,62.8236,11.8614,115.806,-0.822853,1637.3,0.615293,-12.8194,-0.82449,-17.3708,-9.07642,-6.65908,-1396.89,5900.02,110.489,28257.6,68115.7,-4.02351,7.97138,0.220888,-0.28055,2.13679,0.963338,7859.3,183.054,30216.9,0.20641,0.960836,0.0110363,38076.2 
143,815,0.16,0.41,44.81,143,26920.5,-0.578503,63.6401,11.8008,116.034,0.740204,82.0157,3.64943,-10.1519,-15.575,-6.69236,-3.64006,-10.6718,-1311.97,6180.82,109.899,27402.3,26423.9,-1.89076,-7.31381,9.82992,4.62108,-2.41071,-2.46646,8020.99,178.054,29242.5,0.215251,0.962605,0.0110919,37263.5 
144,815,0.16,0.41,44.89,144,26402.5,0.00606562,58.9388,12.0965,115.773,0.0901907,-83.7124,58.0159,-8.08294,0.287817,-12.8329,-12.0723,-6.04979,-1322.67,706.197,60.2509,32061.8,23454.7,0.245584,8.61634,3.82418,-3.74383,2.27873,0.659194,2561.38,128.961,33917,0.0702163,0.919025,0.00695544,36478.4 
145,815,0.16,0.41,44.82,145,25260.2,-0.123597,58.1692,11.861,115.816,0.281966,-8.58388,99.6812,-9.06529,-1.31668,-15.881,-5.58062,-8.57958,-1110.19,5799.72,129.021,25658.6,22538.9,-2.07471,5.6739,-1.89985,1.40996,-1.589,2.24965,7356.88,186.693,27215.8,0.212795,0.957479,0.0124787,34572.7 
146,815,0.16,0.41,44.83,146,26082.5,-0.0991356,60.3031,11.755,115.889,-0.0232716,38.6464,500,-4.76389,-4.95268,-10.0235,-7.39386,-6.84706,-1376.88,5844.43,120.957,26978,23105.1,3.90593,3.71715,7.31619,1.27596,1.82276,0.594401,7775.63,192.483,28909.2,0.211958,0.958478,0.0121165,36684.8 
147,815,0.16,0.41,44.87,147,26141.5,0.0173901,60.1142,11.9079,115.909,-0.134206,-36.8439,8.63342e-13,-8.74061,-4.78749,-8.93067,-12.0834,-9.66834,-1391.5,2493.34,100.785,30367.7,23463.6,0.0213096,3.97444,8.59317,-3.32145,-0.906419,-0.027762,4445.05,173.07,32319.4,0.120906,0.936209,0.00976811,36764.5 
148,815,0.16,0.41,44.79,148,25079.2,-0.768302,58.3235,11.9758,115.935,-3.99611,-289.689,0.213712,-2.2082,-8.28203,-10.0951,-8.22992,-17.1454,-1099.95,4517.4,110.852,26783.2,60422.2,4.71787,-1.35596,3.75701,-1.30384,-10.2193,1.85304,6060.18,167.992,28326,0.176239,0.953733,0.0108069,34386.2 
149,815,0.16,0.41,44.77,149,26067.8,-1.60938,60.2105,12.4353,115.602,-1.97983,1292.14,111.187,-6.80515,-4.60708,-18.5991,-4.53627,-12.7937,-1284.91,2797.59,98.5041,30025.1,107652,1.28557,3.48364,-2.4177,3.55445,-4.703,3.00978,4599.79,165.253,31827.3,0.126274,0.940848,0.00947389,36427.1 
150,815,0.16,0.41,44.86,150,23834.1,0.0270024,56.3913,11.6797,115.854,-0.0660779,-14.421,500,-1.47888,-0.52138,-8.4956,-8.0775,0.535132,-1282.1,3149.23,97.2286,27454.5,21471.7,6.59419,7.55168,7.65052,-0.00443671,8.6082,0.748339,4947.51,163.831,29252.8,0.144663,0.945225,0.0102114,34200.3 
151,815,0.16,0.41,44.84,151,25900.6,-1.05963,60.5293,11.9995,115.933,-15.4746,-1663.8,0.173243,-2.58349,-10.0307,-25.4721,0.228125,-4.58376,-1193.21,5397.63,120.731,26988.5,861781,4.92982,-2.51741,-10.4455,7.74143,2.92955,4.95977,7071.22,182.716,28662.1,0.197889,0.956737,0.0116068,35733.3 
152,815,0.16,0.41,44.78,152,27094.4,-0.237178,62.1988,11.8188,115.831,-0.135822,351.576,500,-6.12855,-7.31987,-20.85,-8.7611,-5.67372,-1302.18,3853.3,102.098,29750.6,25485,2.07093,0.879612,-4.451,-0.561619,2.52576,10.5993,5679.74,169.744,31577,0.152449,0.950299,0.00980525,37256.7 
