cyc,delay from wiggle start,start of charge column,wait between wiggle 1st period and pulse,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
102,715,0.26,0.31,44.74,102,24223.5,0.122501,56.6558,11.7029,115.791,-0.107685,-101.145,500,-4.83018,-5.71722,-17.7285,-8.47633,-9.1714,-1474.08,266.23,65.0995,30539.1,21938.6,4.45172,3.56469,0.83531,0.805577,0.1105,0.914483,2333.77,141.675,32606.6,0.066793,0.903966,0.00794035,34940.4 
103,715,0.26,0.31,44.85,103,27144.7,-1.17155,61.2902,12.2478,115.978,1.31665,-247.471,500,-4.69908,-4.47543,-9.03507,-7.50387,-8.43313,-1205.48,4913.31,138.285,28407.4,35043.8,2.89151,3.11516,6.14611,0.0867175,-0.842547,0.460723,6604.11,200.908,30098.2,0.179937,0.949453,0.0121469,36702.3 
104,715,0.26,0.31,44.76,104,23206.3,-0.111317,54.7301,11.7977,116.064,-0.0504998,3.37637,367.195,-5.92211,-0.865045,-14.7824,-10.9468,-5.00457,-1295.62,1208.33,64.6382,28791.7,21024.9,2.23605,7.29312,1.53397,-2.78868,3.15359,0.865772,3025.56,131.943,30608.9,0.0899543,0.929095,0.00787804,33634.5 
105,715,0.26,0.31,44.88,105,25452.3,-0.720148,58.6156,12.0695,115.68,2.42777,-1091.75,500,-8.89603,-8.58069,-17.7964,-5.13164,-13.2247,-1316.5,1917.04,83.7675,29899.1,109313,-0.606379,-0.291039,-1.2171,3.15801,-4.93506,0.687247,3763.56,152.157,31745.6,0.105988,0.933924,0.00875195,35509.2 
106,715,0.26,0.31,44.9,106,26188.9,-0.722571,59.0758,12.3415,115.926,5.32422,-3557.3,4.57214e-06,-8.23508,-0.0818212,-13.1739,-6.66557,-4.80493,-1391.87,530.649,61.9375,32151.3,640289,0.529136,8.68239,4.35454,2.09864,3.95928,0.778101,2482.88,134.242,34103.5,0.0678634,0.913561,0.00719891,36586.4 
107,715,0.26,0.31,44.75,107,22582.7,-1.49947,56.0103,12.0966,116.177,0.308343,289.099,464.561,3.26492,-5.24524,-25.1671,-9.32116,-0.16366,-1182.93,631.116,60.9048,28440.2,24957.9,10.7135,2.20336,-10.2699,-1.87256,7.28494,2.27427,2290.29,122.356,30099.4,0.0707105,0.914502,0.00743261,32389.7 
108,715,0.26,0.31,44.8,108,23971,-0.067265,57.0604,11.494,115.848,0.0218191,-2.24415,1.22471,-7.91579,-3.3703,-14.7021,2.72969,-7.0167,-1429.49,4817.85,101.419,25634,21351.7,1.08535,5.63084,3.30024,11.7308,1.98444,0.860935,6822.86,175.678,27639,0.197983,0.956883,0.0115732,34461.9 
109,715,0.26,0.31,44.81,109,28360.3,-0.463561,64.2769,11.949,116.056,0.0237729,203.27,3.201e-05,-7.00686,4.41915,-17.5524,3.50492,2.06197,-1340.92,6279.15,131.894,28638,25159.8,1.43654,12.8625,-0.665611,11.9483,10.5054,1.01844,8159.91,201.552,30518.8,0.210967,0.958565,0.0120194,38678.7 
110,715,0.26,0.31,44.89,110,24106.7,-1.64325,58.3384,12.1701,115.902,6.30889,-1629.11,327.626,-6.40184,-6.08586,-22.7716,-9.67189,-8.06659,-1441.38,858.35,62.4504,30095.4,357690,2.67413,2.99011,-4.61969,-0.595915,1.00938,4.16846,2880.02,137.327,32117,0.0822932,0.922982,0.00781498,34997.1 
111,715,0.26,0.31,44.82,111,27315.2,-0.355783,60.9704,12.0416,116.003,-0.33466,772.336,500,-12.8921,-4.14548,-19.985,-9.72142,-10.0748,-1153.18,6164.68,121.721,27405.9,32314.1,-5.6308,3.11578,-5.46246,-2.46015,-2.81354,0.587775,7782.13,181.627,29023.4,0.211439,0.96076,0.0113964,36805.5 
112,715,0.26,0.31,44.83,112,27160.4,-1.2248,61.5521,12.4413,115.964,1.08967,1626.39,500,-5.03622,-4.78858,-18.9704,-15.8625,-8.45132,-1459.73,6245.71,131.569,27844.7,82621,4.1553,4.40294,-0.587371,-6.67102,0.740203,1.28792,8293.12,207.399,29892.2,0.217181,0.95807,0.0126197,38185.3 
113,715,0.26,0.31,44.87,113,29269.9,-0.762698,64.6688,12.3853,115.704,-1.0832,347.156,500,2.76156,-2.63089,-8.68141,-11.3364,-5.80214,-1293.36,2726.3,83.6039,33108.1,38314.7,10.9055,5.51308,7.60653,-3.19246,2.34183,0.671772,4540.37,150.792,34922.1,0.115055,0.945073,0.00789133,39462.5 
114,715,0.26,0.31,44.79,114,24807.6,-1.36989,56.5116,12.4024,115.997,2.42381,1628.44,482.74,-6.06359,-10.2371,-12.0088,-14.1025,-11.8037,-1198.01,3916.09,109.103,26972.2,151305,1.47998,-2.69356,3.07833,-6.55893,-4.26013,1.34378,5596.42,171.337,28652.6,0.163404,0.949147,0.0108954,34249 
115,715,0.26,0.31,44.77,115,25917.8,-1.62177,59.7719,12.4956,115.916,1.58242,487.3,474.336,-4.11563,-7.06908,5.28454,-13.5379,-5.70384,-1226.44,2172.94,81.0317,30300.7,49415.8,3.60691,0.653462,20.7296,-5.8154,2.01871,0.0218786,3893.14,144.743,32020.9,0.108402,0.938911,0.00825803,35914 
116,715,0.26,0.31,44.86,116,26193.8,-0.249732,60.5525,11.5638,115.369,1.31686,-1152.33,360.345,5.1207,-4.13005,-20.4947,-4.88896,-9.77721,-1299.14,4006.24,100.216,28846.3,72192.7,13.301,4.05026,-4.13408,3.29135,-1.59689,1.27724,5828.41,167.703,30668.5,0.159696,0.95206,0.00997265,36496.9 
117,715,0.26,0.31,44.84,117,29200.7,-1.59349,64.6146,12.6131,116.028,0.242372,-2470.24,423.485,-2.4341,-1.53145,-15.6114,-16.7704,-6.55624,-1378.61,5583.47,127.874,30129.6,46020.9,6.24664,7.14929,1.75008,-8.08968,2.12449,0.809376,7517.1,199.49,32063.2,0.18992,0.955619,0.0113313,39580.3 
118,715,0.26,0.31,44.78,118,25166.8,-1.58944,58.1535,12.4998,115.94,1.02538,644.311,111.087,-7.88358,-8.44924,-32.6184,-13.7196,-13.8915,-1378.47,3184.64,104.559,28524,45170,0.796286,0.230631,-15.2587,-5.03973,-5.21168,0.376768,5118.08,176.167,30457.4,0.143865,0.943186,0.0105425,35575.5 
