cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
145,43.248,0.21,145,12029.9,0,5,101,125,0,5,135,-7.74789,-9.37727,-18.8071,-12.6978,-12.7194,361.446,-24.4205,25266.4,-60.9039,16439.4,-9.14445,-10.7738,-21.6002,-14.0944,-14.1159,0.690225,-45.5434,23682.2,-82.0268,0.316328,-0.00110013,1.00188,-143.976,551.272,597.791,0.577561,34559.7,8.65244e-07,0.663467,112.094,86.7925,25.7194,26.5441,0.968933,601.296,652.45,0.723901 
146,43.288,0.21,146,19914.6,0,5,101,125,0,5,135,-10.4218,-10.7101,-27.9141,-13.3741,-14.5742,298.094,-25.8422,32707.3,-60.4147,16439.4,-11.5736,-11.8619,-30.2177,-14.5259,-15.726,0.639859,-43.2628,31400.8,-77.8353,0.316561,-0.000787914,1.00135,-136.665,568.005,639.471,169.197,42751.5,9.28821e-07,0.648865,111.712,87.389,24.9971,26.2481,0.95234,567.996,637.981,0.648103 
147,43.268,0.21,147,17521.7,0,5,101,125,0,5,135,-6.53145,-4.1952,-23.7594,-9.63294,-13.879,321.414,-41.0807,30303.5,-62.7787,16439.4,-7.77333,-5.43708,-26.2432,-10.8748,-15.1209,0.59903,-59.8641,28894.7,-81.5621,0.379514,-0.00118529,1.00153,-157.739,557.014,615.282,8.73195e+10,40006.4,9.085e-07,0.644384,111.826,87.7896,24.7544,25.777,0.960328,557.017,615.285,0.644388 
148,43.158,0.21,148,19838.5,0,5,101,125,0,5,135,-9.97823,-12.3192,-19.8384,-8.77804,-13.0614,344.556,-50.3194,32562.1,-52.1519,16439.4,-11.3095,-13.6505,-22.501,-10.1093,-14.3926,0.687325,-70.4552,31052,-72.2877,0.448187,-0.00129822,1.00127,-157.2,566.849,636.466,1.46208,43018.4,9.30751e-07,0.645339,111.936,86.8104,25.0519,26.3003,0.952535,570.49,640.52,0.649467 
149,43.258,0.21,149,13976.3,0,5,101,125,0,5,135,-3.54484,-8.74618,-19.0064,-8.94662,-10.6593,323.566,-33.8972,26564.3,-40.4883,16439.4,-4.79503,-9.99638,-21.5068,-10.1968,-11.9094,0.631761,-52.8064,25146.1,-59.3975,0.425572,-0.00120143,1.00128,-124.083,544.608,605.995,0.762891,35651.4,8.7426e-07,0.657107,111.873,87.7066,24.9891,26.1196,0.956719,567.632,631.749,0.684959 
150,43.238,0.21,150,10853.7,0,5,101,125,0,5,135,-10.5893,-5.0952,-13.1378,-6.96529,-13.7412,339.559,-52.372,23611.7,-54.2615,16439.4,-11.9013,-6.40719,-15.7617,-8.27727,-15.0532,0.725408,-72.2158,22123.5,-74.1053,0.448149,-0.00186875,1.00182,-161.142,539.764,579.413,0.510749,32336.9,8.46281e-07,0.660817,112.782,87.1263,25.8779,26.5481,0.974753,608.728,652.651,0.744796 
151,43.193,0.21,151,16524.5,0,5,101,125,0,5,135,-3.63325,-7.10686,-19.8459,-12.7324,-13.915,399.491,-10.3865,28800.3,-50.1371,16439.4,-5.1768,-8.65041,-22.933,-14.2759,-15.4585,0.655115,-33.7328,27049.3,-73.4834,0.276696,-0.000713128,1.00148,-121.913,538.574,622.179,282.492,38109.7,8.93909e-07,0.64757,111.746,87.5935,24.4959,25.7094,0.9528,545.448,612.064,0.646371 
152,43.148,0.21,152,19029.1,0,5,101,125,0,5,135,-6.67873,-11.0859,-17.9667,-8.86309,-9.59212,381.639,-39.0121,32222.3,-35.8454,16439.4,-8.15331,-12.5605,-20.9159,-10.3377,-11.0667,0.668181,-61.315,30549.6,-58.1484,0.467721,-0.00114821,1.00103,-131.093,546.854,613.739,0.870815,42904.4,9.29928e-07,0.622986,111.576,87.2322,24.8844,26.1143,0.952903,562.885,631.494,0.641129 
153,43.178,0.21,153,15138.7,0,5,101,125,0,5,135,-4.64591,-3.6201,-17.2223,-10.6881,-20.3984,358.376,-41.8298,27646,-76.3647,16439.4,-6.0306,-5.0048,-19.9917,-12.0728,-21.7831,0.69188,-62.7733,26075.2,-97.3082,0.349628,-0.00137755,1.00203,-179.543,519.821,568.4,0.805968,36620.5,8.82111e-07,0.616213,112.704,86.688,24.3475,25.2188,0.965452,538.859,588.926,0.638623 
154,43.228,0.21,154,9129.62,0,5,101,125,0,5,135,-7.84655,-5.87944,-28.784,-7.25845,-7.14082,395.768,-33.5434,22531.1,-57.7985,16439.4,-9.37571,-7.40861,-31.8424,-8.78762,-8.66999,0.518155,-56.672,20796.5,-80.9272,0.368515,-0.00155962,1.00212,-153.785,550.91,601.528,0.686431,31564.6,8.3949e-07,0.685729,113.465,87.4818,25.3172,26.2068,0.966054,582.634,635.975,0.725108 
