cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
10,43.118,0.01,10,10138.7,0,5,101,125,0,5,135,-12.5262,-10.6859,-15.6543,-12.8937,-14.039,365.339,-34.735,23996.7,-67.8536,16439.4,-13.9378,-12.0975,-18.4775,-14.3053,-15.4506,0.751208,-56.0854,22395.5,-89.204,0.343808,-0.00143309,1.00217,-163.13,451.56,543.904,1.57068,32722.7,8.49634e-07,0.583293,113.514,87.1269,22.346,24.2967,0.919714,453.907,546.648,0.586281 
11,43.218,0.01,11,3760.66,0,5,101,125,0,5,135,-7.62774,-9.26657,-27.5756,-9.82501,-7.29672,283.011,-50.1445,17176.7,-51.109,16439.4,-8.72123,-10.3601,-29.7626,-10.9185,-8.39022,0.563295,-66.6837,15936.3,-67.6481,0.450988,-0.00239682,1.00231,-147.861,479.114,559.899,0.723352,24666.6,7.73247e-07,0.669817,114.573,87.0347,23.5217,25.1804,0.934127,502.925,587.135,0.702753 
12,43.203,0.01,12,3375.29,0,5,101,125,0,5,135,-10.9663,-10.8384,-23.3082,-13.9617,-9.14044,377.463,-32.0765,17190.4,-37.8818,16439.4,-12.4248,-12.2969,-26.2251,-15.4202,-10.5989,0.659263,-54.1354,15536,-59.9408,0.429427,-0.00199513,1.0021,-126.064,514.264,585.358,5.26612,24907.3,7.75754e-07,0.707262,114.025,86.9149,23.7906,25.1473,0.946051,514.491,585.592,0.707559 
13,43.138,0.01,13,9670.34,0,5,101,125,0,5,135,-10.9322,-14.3972,-26.88,-12.3966,-12.2198,350.863,-21.2997,23294.1,-49.4226,16439.4,-12.2879,-15.7529,-29.5913,-13.7523,-13.5755,0.651702,-41.8041,21756.3,-69.927,0.332527,-0.00109919,1.00175,-125.716,455.28,578.648,465.214,31903.1,8.4248e-07,0.609238,113.867,86.6524,22.652,24.3207,0.931387,466.422,547.729,0.599947 
14,43.168,0.01,14,12852.8,0,5,101,125,0,5,135,-15.5475,-10.1256,-19.0193,-8.1576,-7.53516,301,-21.5204,26070.6,-35.6164,16439.4,-16.7105,-11.2886,-21.3453,-9.32061,-8.69817,0.683131,-39.1108,24751.3,-53.2068,0.379868,-0.00090376,1.00117,-102.959,468.851,547.889,1.22615,34575.2,8.65373e-07,0.585681,113.415,87.6425,22.8341,24.4524,0.933818,473.951,553.677,0.591959 
15,43.278,0.01,15,11516.4,0,5,101,125,0,5,135,-6.31371,-10.7553,-26.6192,-8.46897,-3.98338,348.696,-45.9259,25168.4,-60.7051,16439.4,-7.661,-12.1026,-29.3138,-9.81626,-5.33068,0.543572,-66.3037,23640,-81.0829,0.405271,-0.00160527,1.00187,-163.603,467.497,564.408,3.64216,33814.1,8.58976e-07,0.598005,113.841,87.666,22.683,24.6933,0.918586,467.698,564.641,0.598257 
16,43.253,0.01,16,12276.3,0,5,101,125,0,5,135,-5.7379,-12.3296,-13.6084,-11.9485,-13.6169,351.802,-44.0681,25497.6,-51.3566,16439.4,-7.09719,-13.6889,-16.327,-13.3078,-14.9762,0.750341,-64.6274,23955.7,-71.9159,0.428205,-0.00154398,1.00163,-150.926,418.894,522.463,0.610432,33759.9,8.58517e-07,0.544918,113.296,87.1752,22.3007,24.6526,0.9046,452.068,562.778,0.587518 
17,43.188,0.01,17,6990.01,0,5,101,125,0,5,135,-3.73787,-11.7718,-22.272,-12.7239,-6.9464,279.446,-20.4225,20240.6,-51.2792,16439.4,-4.8176,-12.8515,-24.4314,-13.8036,-8.02613,0.617843,-36.7533,19015.8,-67.6101,0.311772,-0.00110567,1.00193,-117.885,468.725,582.909,535.276,28278,8.09279e-07,0.645894,114.448,87.6763,23.174,24.5496,0.943965,488.164,558.086,0.644964 
18,43.233,0.01,18,6893.14,0,5,101,125,0,5,135,-5.42505,-14.4072,-20.077,-14.6812,-11.2568,366,-22.027,20528.6,-59.7154,16439.4,-6.8392,-15.8213,-22.9053,-16.0953,-12.6709,0.691851,-43.4161,18924.4,-81.1044,0.308481,-0.00131268,1.00233,-140.741,482.045,567.192,11.6288,28422.3,8.10653e-07,0.645021,113.546,87.778,23.1609,24.8777,0.930988,487.612,573.104,0.652108 
20,43.128,0.01,20,13470,0,5,101,125,0,5,135,-8.07819,-6.22852,-19.5495,-14.8687,-8.26445,372.002,-45.6467,27603.4,-44.0741,16439.4,-9.51553,-7.66586,-22.4241,-16.3061,-9.70179,0.658238,-67.3865,25972.9,-65.8139,0.460406,-0.00148477,1.00138,-146.363,488.716,581.517,0.962434,37184.3,8.86615e-07,0.601276,113.048,87.1157,23.4409,25.3286,0.925472,499.477,594.067,0.614385 
21,43.223,0.01,21,11356.3,0,5,101,125,0,5,135,-4.54188,-5.76249,-22.7038,-7.86925,-12.4977,352.378,-43.3533,24389.8,-48.408,16439.4,-5.9034,-7.12401,-25.4269,-9.23077,-13.8593,0.586853,-63.9463,22845.4,-69.001,0.435757,-0.00160204,1.00164,-146.747,572.676,652.177,1.0687,33754.4,8.5847e-07,0.711888,113.339,87.4487,25.3054,26.7512,0.945953,582.091,662.672,0.723469 
22,43.198,0.01,22,11826.4,0,5,101,125,0,5,135,-8.8184,-13.2993,-20.7615,-12.7265,-7.70414,404.422,-40.6845,25293.7,-49.129,16439.4,-10.381,-14.8619,-23.8867,-14.2891,-9.26675,0.671369,-64.3189,23521.2,-72.7634,0.42417,-0.00156502,1.00168,-151.635,587.187,628.808,0.737672,34951.5,8.68501e-07,0.699643,113.809,87.107,26.0096,26.662,0.97553,614.938,658.26,0.732561 
23,43.243,0.01,23,15111,0,5,101,125,0,5,135,-8.40333,-6.4847,-18.164,-10.1619,-15.7166,330.847,-33.6584,28373.9,-59.4894,16439.4,-9.68165,-7.76302,-20.7207,-11.4403,-16.9949,0.688881,-52.9931,26923.8,-78.8241,0.359076,-0.00112599,1.00159,-147.582,511.458,590.062,0.826575,37933.9,8.92533e-07,0.615502,112.675,87.5464,24.1201,25.6641,0.939837,528.84,609.91,0.636313 
24,43.298,0.01,24,17972.6,0,5,101,125,0,5,135,-11.9827,-12.9876,-19.6363,-5.25217,-13.2775,345.441,-37.9468,30968.5,-83.2225,16439.4,-13.3174,-14.3224,-22.3057,-6.58689,-14.6122,0.686473,-58.1344,29454.4,-103.41,0.319023,-0.0011291,1.00191,-182.227,483.733,572.832,776.441,39503.1,9.04674e-07,0.581868,113.385,87.4605,23.8878,25.6199,0.93239,518.701,607.811,0.620655 
25,43.213,0.01,25,7911.91,0,5,101,125,0,5,135,-11.6117,-6.03099,-17.2335,-8.47219,-7.09029,370.445,-20.6371,21012.8,-58.1713,16439.4,-13.043,-7.46232,-20.0961,-9.90352,-8.52162,0.659541,-42.2859,19389.1,-79.8201,0.306264,-0.00124779,1.00224,-138.07,532.398,620.471,0.890504,29462.2,8.20421e-07,0.700555,113.529,86.4905,24.5319,26.2293,0.935286,547.052,637.069,0.719566 
26,43.208,0.01,26,5710.31,0,5,101,125,0,5,135,-5.63306,-4.39628,-16.6431,-11.9808,-10.2388,301.227,-19.2543,19239.7,-74.5517,16439.4,-6.79694,-5.56016,-18.9708,-13.1446,-11.4027,0.660479,-36.858,17919.4,-92.1554,0.249979,-0.00117674,1.0028,-147.445,513.378,588.217,184.195,26674,7.93678e-07,0.692378,114.08,86.5941,24.4912,25.9228,0.944774,545.236,622.264,0.733897 
27,43.318,0.01,27,13571.4,0,5,101,125,0,5,135,-9.83675,-11.6205,-31.2851,-7.70993,-11.9094,344.493,-39.124,26854.5,-59.1506,16439.4,-11.1678,-12.9516,-33.9473,-9.04098,-13.2405,0.577498,-59.2562,25344.6,-79.2828,0.383795,-0.0013378,1.0017,-154.396,484.353,564.553,3.52044e+07,35620.6,8.74008e-07,0.598299,113.232,87.8046,23.0831,24.6913,0.93487,484.345,564.546,0.598289 
28,43.183,0.01,28,15288.8,0,5,101,125,0,5,135,-0.387104,-10.4746,-22.6044,-17.1636,-6.64663,331.852,-35.3542,29009.9,-34.483,16439.4,-1.66931,-11.7568,-25.1688,-18.4458,-7.92884,0.612607,-54.7476,27555.4,-53.8764,0.458525,-0.00113661,1.00106,-119.399,532.89,614.699,0.945212,38997.7,9.00799e-07,0.635363,112.971,87.3669,24.4908,26.0567,0.939903,545.22,628.713,0.649956 
