cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
58,43.248,0.09,58,12095.8,0,5,101,125,0,5,135,-9.63258,-10.1929,-15.5263,-11.4289,-11.2895,348.263,-35.5773,25708.1,-53.1246,16439.4,-10.9782,-11.5386,-18.2175,-12.7745,-12.6351,0.724578,-55.9298,24181.6,-73.4771,0.388126,-0.00132341,1.00165,-144.102,472.997,564.441,0.761141,34506.1,8.64796e-07,0.597481,113.049,86.7555,23.2947,25.1994,0.924416,493.265,588.021,0.622763 
59,43.288,0.09,59,12040.2,0,5,101,125,0,5,135,-10.3896,-8.17266,-21.6625,-15.5367,-6.20963,361.58,-54.1903,26145.5,-67.7983,16439.4,-11.7867,-9.56973,-24.4566,-16.9337,-7.6067,0.652375,-75.321,24560.7,-88.929,0.41377,-0.00175549,1.00197,-182.036,481.517,568.046,302.998,34811.1,8.67336e-07,0.602989,112.962,87.0794,23.1845,24.9079,0.930811,488.609,574.493,0.610851 
60,43.268,0.09,60,17018.1,0,5,101,125,0,5,135,-15.3439,-7.11156,-23.4042,-11.4561,-12.0876,345.348,-50.3939,30166.8,-53.7549,16439.4,-16.6783,-8.44591,-26.073,-12.7905,-13.4219,0.663181,-70.576,28653.1,-73.937,0.443037,-0.00140948,1.0014,-159.3,514.352,596.907,12.5574,39736.6,9.06453e-07,0.611278,112.796,87.4402,23.8554,25.3808,0.939902,517.298,596.517,0.612825 
61,43.158,0.09,61,14373.8,0,5,101,125,0,5,135,-7.22665,-4.28841,-19.6811,-9.86723,-12.6776,384.506,-29.0455,28130.2,-52.4233,16439.4,-8.7123,-5.77406,-22.6524,-11.3529,-14.1633,0.638458,-51.516,26444.9,-74.8938,0.364358,-0.00111441,1.00154,-141.389,484.041,564.476,0.81886,37376.5,8.8814e-07,0.588549,112.652,87.5814,23.4784,25.1093,0.935048,501.073,583.822,0.608989 
62,43.258,0.09,62,13474.1,0,5,101,125,0,5,135,-6.85753,-9.55827,-16.8819,-8.84604,-11.5243,327.653,-30.7992,26893.1,-49.2538,16439.4,-8.12352,-10.8243,-19.4139,-10.112,-12.7903,0.683111,-49.9473,25457,-68.4019,0.378304,-0.00112242,1.00146,-132.029,489.072,560.374,12.6552,35930.2,8.76533e-07,0.597251,113.325,86.8577,23.2475,24.6373,0.943588,491.266,562.08,0.599499 
63,43.238,0.09,63,10822.8,0,5,101,125,0,5,135,-13.3068,-3.03218,-21.19,-6.93293,-13.4887,411.453,-51.6774,24967.3,-52.1952,16439.4,-14.8965,-4.62195,-24.3696,-8.52271,-15.0785,0.638912,-75.7227,23163.9,-76.2405,0.452856,-0.00187149,1.00179,-167.211,531.741,584.966,0.953528,34334.4,8.6336e-07,0.645987,113.478,86.818,24.457,25.4111,0.962452,543.714,597.942,0.660424 
64,43.193,0.09,64,12221,0,5,101,125,0,5,135,-12.3268,-9.2299,-21.4031,-7.79722,-15.0869,382.36,-31.2743,25703.1,-33.5514,16439.4,-13.8042,-10.7073,-24.3578,-9.27458,-16.5643,0.673961,-53.6194,24027.3,-55.8965,0.444255,-0.00127683,1.00126,-120.695,540.993,611.617,11.637,34794.6,8.672e-07,0.66331,113.464,87.4302,24.396,25.703,0.949148,541.005,611.758,0.663394 
65,43.148,0.09,65,14852.7,0,5,101,125,0,5,135,-12.3697,-16.8714,-25.2113,-8.05233,-10.9295,277.628,-64.6727,28512.2,-41.442,16439.4,-13.4424,-17.9441,-27.3567,-9.12503,-12.0022,0.657486,-80.8972,27295.3,-57.6666,0.538966,-0.00169646,1.00115,-150.097,492.167,573.428,0.829847,37886.7,8.92162e-07,0.595459,112.778,87.2671,23.6534,25.2913,0.935237,508.571,592.318,0.61519 
66,43.178,0.09,66,17659.9,0,5,101,125,0,5,135,-10.5432,-5.17155,-25.5066,-6.92228,-9.99466,351.922,-36.7044,31034.9,-32.0144,16439.4,-11.9029,-6.53131,-28.2262,-8.28204,-11.3544,0.574246,-57.2707,29492.5,-52.5807,0.475798,-0.00111088,1.00097,-120.368,523.979,612.048,17.5787,40721.8,9.13883e-07,0.619667,112.521,87.6945,24.0321,25.7131,0.934625,524.986,612.237,0.620359 
67,43.228,0.09,67,9337.81,0,5,101,125,0,5,135,-12.9261,-8.95363,-15.7829,-10.3509,-12.6416,380.042,-16.2397,23267.9,-27.5278,16439.4,-14.3945,-10.422,-18.7197,-11.8193,-14.11,0.730518,-38.4493,21602.1,-49.7374,0.391803,-0.00101811,1.00125,-98.1343,559.396,610.817,1.05474,32246.9,8.45495e-07,0.691359,113.487,86.7136,25.0162,25.8946,0.966076,568.863,620.915,0.702925 
