cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
319,43.248,0.45,319,15321.9,0,5,101,125,0,5,135,-9.27102,-6.35122,-17.1198,-6.66561,-7.78862,323.741,-26.4252,27130.9,-46.1557,16439.4,-10.5219,-7.60209,-19.6216,-7.91648,-9.03949,0.641297,-45.3446,25711.9,-65.0751,0.367357,-0.00100877,1.00138,-123.435,564.908,623.131,1.31546e+06,36432.5,8.80599e-07,0.673753,111.087,87.4469,24.9291,25.9408,0.960999,564.91,623.132,0.673755 
320,43.288,0.45,320,14507.3,0,5,101,125,0,5,135,-7.32465,-6.22131,-18.2243,-8.07074,-12.4533,326.098,-44.0881,26649.4,-69.0217,16439.4,-8.58463,-7.48129,-20.7443,-9.33072,-13.7133,0.65342,-63.1453,25220.1,-88.0789,0.373995,-0.00143277,1.0019,-168.84,513.292,556.206,0.748581,35619.2,8.73997e-07,0.61135,111.656,87.4938,24.2882,25.0514,0.969533,536.234,581.134,0.638712 
321,43.268,0.45,321,14605.1,0,5,101,125,0,5,135,-6.7893,-5.60347,-18.4373,-9.53895,-9.09904,389.658,-39.1424,27398.7,-43.9608,16439.4,-8.29486,-7.10904,-21.4485,-11.0445,-10.6046,0.633369,-61.9141,25690.9,-66.7324,0.436036,-0.00137902,1.00141,-141.993,545.918,589.08,1.09392,37033.1,8.85411e-07,0.64048,111.532,87.1881,24.6882,25.409,0.971634,554.044,597.841,0.65001 
322,43.158,0.45,322,13291.4,0,5,101,125,0,5,135,-11.4735,-6.39928,-18.4312,-10.3432,-15.3908,273.726,-20.6652,25842.8,-66.6881,16439.4,-12.5312,-7.4569,-20.5464,-11.4008,-16.4485,0.699543,-36.6617,24643.1,-82.6846,0.269803,-0.000850841,1.00182,-135.883,539.325,567.221,160.183,34687.1,8.66306e-07,0.638455,111.706,87.2212,24.4523,24.6685,0.991233,543.505,563.506,0.638822 
323,43.258,0.45,323,14793.2,0,5,101,125,0,5,135,-6.91777,-8.72479,-16.146,-6.47076,-8.07551,282.461,-36.6545,26872.2,-73.2354,16439.4,-8.00915,-9.81616,-18.3287,-7.56214,-9.16689,0.653411,-53.1615,25634.1,-89.7424,0.330499,-0.00118647,1.0019,-160.852,548.467,579.811,5.40443e+10,35902.3,8.76307e-07,0.64352,111.545,87.1929,24.5637,25.0229,0.981648,548.469,579.812,0.643522 
324,43.238,0.45,324,10774.3,0,5,101,125,0,5,135,-10.9563,-8.42453,-18.7538,-4.90936,-6.63492,305.373,-43.1607,23103.4,-41.9008,16439.4,-12.1362,-9.60443,-21.1136,-6.08926,-7.81482,0.628009,-61.0066,21765,-59.7468,0.459724,-0.00160427,1.00149,-132.703,573.005,675.754,464.999,33637.5,8.57478e-07,0.725689,111.82,86.7748,24.5168,25.4839,0.962049,546.377,601.374,0.66849 
325,43.193,0.45,325,10081.4,0,5,101,125,0,5,135,-9.33907,-7.9376,-18.8148,-8.53339,-11.1244,311.464,-35.4426,22045.7,-58.1628,16439.4,-10.5425,-9.14103,-21.2217,-9.73683,-12.3279,0.662987,-53.6445,20680.6,-76.3648,0.369244,-0.00148446,1.00201,-145.282,507.224,589.351,346.213,29098.7,8.17033e-07,0.669187,111.068,86.4518,24.9692,25.6967,0.971689,566.727,611.458,0.720495 
326,43.148,0.45,326,15159.8,0,5,101,125,0,5,135,-10.2264,-7.88227,-16.5896,-10.8887,-6.79214,306.795,-35.0297,27668,-61.7984,16439.4,-11.4118,-9.06766,-18.9604,-12.0741,-7.97754,0.681292,-52.9588,26323.3,-79.7275,0.356309,-0.00115096,1.00165,-148.632,542.348,587.426,0.669182,37234.2,8.87012e-07,0.636336,111.407,86.6961,25.1577,25.9413,0.969794,575.316,623.153,0.675027 
327,43.178,0.45,327,12193.5,0,5,101,125,0,5,135,-12.7516,-8.44677,-13.8068,-10.8545,-10.137,334.66,-30.3782,25050.2,-55.7267,16439.4,-14.0447,-9.73983,-16.393,-12.1476,-11.4301,0.742876,-49.9358,23583.4,-75.2842,0.35598,-0.00121142,1.00174,-140.277,537.538,593.788,0.901021,34240.4,8.62571e-07,0.654977,111.403,87.1473,24.6348,25.6504,0.960404,551.649,609.258,0.672105 
328,43.228,0.45,328,7539.29,0,5,101,125,0,5,135,-12.2465,-9.1562,-14.8899,-5.72648,-8.47638,350.211,-20.5288,20143,-49.5327,16439.4,-13.5997,-10.5093,-17.5962,-7.07963,-9.82953,0.699797,-40.9951,18608,-69.999,0.327977,-0.0012605,1.00205,-124.994,538.083,588.558,889.426,27894.2,8.056e-07,0.698553,112.145,86.2082,24.8334,25.634,0.968768,560.582,608.479,0.724974 
329,43.118,0.45,329,15265.8,0,5,101,125,0,5,135,-8.99698,-6.58112,-15.4673,-6.76282,-14.5686,335.693,-22.8369,27499.4,-42.3046,16439.4,-10.294,-7.87817,-18.0614,-8.05987,-15.8657,0.699773,-42.4548,26028,-61.9225,0.363602,-0.000932938,1.00129,-116.762,573.524,614.737,3.16192e+06,36785.2,8.83431e-07,0.672121,110.857,87.6751,25.1185,25.7655,0.974887,573.524,614.738,0.672122 
330,43.218,0.45,330,6330.34,0,5,101,125,0,5,135,-6.00157,-6.88977,-25.3514,-8.11845,-11.9567,336.093,-37.6347,18974.4,-75.7548,16439.4,-7.30017,-8.18837,-27.9486,-9.41704,-13.2553,0.577237,-57.276,17501.3,-95.3961,0.333482,-0.0018736,1.00297,-171.751,551.998,597.186,0.604433,27056.5,7.97454e-07,0.719976,111.985,87.2212,25.6201,26.3948,0.970647,596.659,645.135,0.778005 
331,43.203,0.45,331,9339.13,0,5,101,125,0,5,135,-6.94776,-5.33194,-21.6561,-7.23146,-10.7442,358.019,-50.1426,22301.8,-54.2575,16439.4,-8.33108,-6.71525,-24.4228,-8.61478,-12.1275,0.594383,-71.0653,20732.6,-75.1802,0.440629,-0.00196253,1.00197,-161.281,600.995,650.65,1.07192,31438.9,8.38373e-07,0.745885,111.986,87.0737,25.9159,26.7196,0.96992,610.517,661.109,0.757788 
332,43.138,0.45,332,12627.9,0,5,101,125,0,5,135,0.772554,-7.88636,-9.92905,-9.43249,-9.09447,272.04,-47.5235,24963,-27.0568,16439.4,-0.278554,-8.93747,-12.0313,-10.4836,-10.1456,0.712696,-63.4215,23770.7,-42.9548,0.551648,-0.00152693,1.00098,-114.967,525.371,568.309,9.80209e+10,33557.8,8.568e-07,0.637744,111.229,87.0099,24.0409,24.7735,0.970427,525.371,568.312,0.637745 
334,43.278,0.45,334,16846.8,0,5,101,125,0,5,135,-13.2561,-9.15211,-25.4863,-12.201,-8.41044,345.835,-26.6687,29351.9,-36.2806,16439.4,-14.5924,-10.4883,-28.1588,-13.5372,-9.74668,0.632024,-46.8793,27836.1,-56.4911,0.408824,-0.000963279,1.0011,-114.669,451.434,516.853,670.165,33886.1,8.59586e-07,0.561942,111.043,87.0066,25.5987,26.1865,0.977553,595.662,634.988,0.715473 
335,43.253,0.45,335,13417.5,0,5,101,125,0,5,135,-10.6838,-6.07553,-16.1875,-6.23295,-8.81148,376.957,-32.6603,26593.3,-77.3341,16439.4,-12.1403,-7.53202,-19.1004,-7.68944,-10.268,0.663311,-54.6896,24941.1,-99.3634,0.314442,-0.00125457,1.00217,-173.926,553.176,594.681,2.71347e+09,36061.8,8.77602e-07,0.653546,111.363,87.4559,24.669,25.3417,0.973454,553.182,594.68,0.653548 
