cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
42,9.3,11,44.533,42,33403.5,-0.315206,64.71,11.7651,115.3,0.482413,-474.003,235.367,2.5251,0.979682,0.235206,1.49713,-0.542588,57.3644,1099.38,48.0887,33295.4,32227.3,2.16389,0.618474,-0.487212,1.13592,-0.903797,1.19278,1018.92,45.1087,33215,0.0297634,0.928096,0.00249549,34233.9 
43,9.3,11,44.783,43,34356.9,-0.0300888,66.7561,11.6262,114.921,-0.00889575,-230.063,500,0.0415531,-2.55384,-0.657489,0.357671,-1.64341,93.8569,2867.29,55.8103,32544.2,25331.9,-0.549439,-3.14483,-1.83947,-0.23332,-2.2344,0.770108,2735.65,50.9346,32412.6,0.0778318,0.968445,0.00288642,35148.2 
44,9.3,11,45.093,44,31278.7,-0.0249563,61.8745,11.4246,115.286,-0.0142383,-17.486,500,0.618729,1.87838,1.63803,1.51351,-1.67877,40.1246,1188.55,46.327,31149.6,23019.8,0.366075,1.62573,1.13272,1.26085,-1.93142,0.53841,1132.27,44.2426,31093.3,0.0351358,0.935997,0.00261427,32225.6 
45,9.3,11,44.833,45,33812,-0.0595721,67.2862,11.3906,115.347,0.182739,-39.9885,0.000780789,1.66622,1.38107,3.32864,0.206356,0.0616418,113.116,2868.98,54.7365,31935.7,25187.8,0.953962,0.668814,1.90412,-0.505903,-0.650617,0.196701,2710.32,48.8604,31777,0.078589,0.969417,0.00282443,34487.3 
46,9.3,11,44.843,46,32179.1,-0.176186,63.8038,11.4646,115.246,1.70125,725.992,7.48473e-11,-1.56229,-0.625276,1.34001,0.539766,0.522508,102.854,2981.3,54.1881,30197.5,64018.5,-2.20993,-1.27292,0.0447184,-0.107881,-0.125138,1.01218,2837.04,48.845,30053.2,0.0862577,0.970752,0.00298501,32890.3 
47,9.3,11,44.893,47,31240.2,-0.0294338,62.689,11.2568,114.989,-0.0141466,10.2263,500,1.55917,-0.80744,1.43271,-0.18171,-0.0357157,129.305,2939.13,58.4182,29385.5,22976.7,0.744966,-1.62164,-0.19569,-0.995911,-0.849917,0.932941,2757.76,51.7011,29204.1,0.0862828,0.968234,0.00325054,31961.9 
48,9.3,11,44.853,48,31762.5,-0.00362548,64.0426,11.2702,114.704,-0.163059,406.368,499.57,-1.36169,-1.47552,-2.3925,1.08841,-0.224505,130.919,3061.1,50.7168,29837.3,25653.1,-2.18605,-2.29988,-4.04123,0.26405,-1.04887,0.566018,2877.47,43.9158,29653.7,0.0884529,0.973986,0.00272065,32531.1 
49,9.3,11,44.693,49,32217.3,-0.0354305,64.143,11.3446,114.997,-0.00752343,5.60151,500,1.8037,2.10142,1.74323,0.287701,-0.982468,74.4633,2470.1,51.0961,30720.5,23689.6,1.33483,1.63255,0.80548,-0.181175,-1.45134,0.623667,2365.66,47.2279,30616,0.0717263,0.966242,0.00283356,32981.7 
50,9.3,11,44.813,50,32962.5,-0.07732,66.1998,11.3251,115.285,0.186114,-665.768,6.65257e-12,2.33998,0.900195,0.874989,1.73228,-2.47903,138.039,3006.97,58.4082,31094.2,28439.4,1.47078,0.0310001,-0.8634,0.863088,-3.34823,0.532478,2813.36,51.2373,30900.6,0.0834481,0.969113,0.00304516,33713.9 
51,9.3,11,44.933,51,32936.5,-0.112283,65.5499,11.3776,115.205,0.369909,-675.832,1.00068e-11,3.78681,-0.992267,-0.913176,-0.864051,1.31431,82.0853,2678.78,44.4575,31303.9,32416.4,3.26994,-1.50914,-1.94691,-1.38092,0.797439,-1.52981,2563.65,40.1933,31188.7,0.0759546,0.973296,0.00236832,33752.4 
52,9.3,11,44.823,52,33788.7,-0.317075,65.9826,11.6682,114.961,0.211343,-523.302,468.792,-1.16829,-1.30319,-2.43766,-2.3069,-0.881859,95.3088,2936.1,60.3984,31901,28663,-1.76842,-1.90333,-3.63792,-2.90704,-1.48199,0.689032,2802.42,55.4473,31767.3,0.0810657,0.966534,0.00320495,34569.7 
53,9.3,11,44.653,53,28786.2,-0.0256438,59.3422,10.9951,115.375,-0.0283944,28.5886,500,0.331998,0.952332,2.52207,-1.21925,1.73207,54.027,1870.62,32.9739,28058.6,21266.5,-0.00819598,0.612139,1.84169,-1.55944,1.39188,0.191557,1794.84,30.1673,27982.8,0.0602748,0.971427,0.00198198,29777.7 
54,9.3,11,44.573,54,33411,-0.0651046,65.215,11.6664,114.886,0.02597,-30.8068,4.42275e-11,1.11069,-1.34895,2.96127,0.917658,0.0733139,133.756,1466.14,41.8604,33078.8,24793.3,0.268458,-2.19118,1.27682,0.0754294,-0.768915,1.95328,1278.54,34.9121,32891.2,0.0374172,0.954393,0.00195147,34169.7 
55,9.3,11,44.613,55,33059.8,-0.000378467,64.1697,11.579,115.152,-0.0747547,52.0047,500,3.15097,0.0307783,2.2548,-1.51032,-0.016308,68.3813,1933.22,49.3677,32056,24314.3,2.72039,-0.399801,1.39364,-1.9409,-0.446887,-0.0506542,1837.3,45.8155,31960.1,0.0543623,0.958186,0.00263374,33797.4 
56,9.3,11,44.973,56,31462.9,-0.0246134,62.7182,11.3164,115.088,-0.0384548,24.4038,500,2.30332,0.662858,3.80513,-1.18351,-0.890289,49.7625,2282.55,48.1812,30249.6,23135.1,1.98998,0.349517,3.17845,-1.49685,-1.20363,-0.128125,2212.75,45.5962,30179.8,0.0683106,0.965195,0.00277536,32392.5 
57,9.3,11,44.803,57,32474.8,-0.0196596,65.0064,11.2997,114.922,-0.0306891,61.8573,500,0.343122,1.55771,-5.28373,-1.59653,0.59417,102.087,3209.24,59.9797,30286.8,23973.9,-0.299695,0.91489,-6.56936,-2.23935,-0.0486462,0.202956,3066.05,54.6765,30143.6,0.0923241,0.969737,0.0033302,33209.7 
58,9.3,11,44.733,58,32673.8,-0.0390748,65.7421,11.2664,115.249,0.14598,72.0532,1.07562e-10,3.05992,0.886049,-0.440315,-3.77908,-3.92691,119.641,2824.61,52.2727,31001.6,24453.8,2.30657,0.132704,-1.947,-4.53243,-4.68025,0.77673,2656.8,46.0576,30833.8,0.0793298,0.970556,0.00274407,33490.6 
59,9.3,11,44.773,59,32227.2,-0.0351706,65.2325,11.2633,115.362,-0.000210365,6.81771,500,4.25815,1.81855,2.19441,-0.813587,0.318228,86.7125,2769.99,27.344,30727.6,23918.1,3.71214,1.27254,1.1024,-1.35959,-0.227778,0.755007,2648.37,22.8394,30605.9,0.0796399,0.985132,0.00137277,33254.3 
