cyc,delaytime,windowsamples,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
63,13.3,15,44.533,63,31277.5,-0.307989,62.0088,11.5197,115.209,-0.478028,1152.31,372.803,-0.983628,-1.33182,0.203405,0.892371,-0.499597,49.8627,987.613,48.7212,31357.3,41185.1,-1.2976,-1.6458,-0.42454,0.578398,-0.813569,0.882174,917.676,46.1309,31287.4,0.0284948,0.919142,0.00270869,32205 
64,13.3,15,44.783,64,32212.7,-0.0184472,64.3974,11.2713,114.891,-0.0396823,95.5397,500,1.36358,-1.90525,0.727648,-3.42491,-0.859351,88.4257,3008.19,62.888,30226.6,23752.1,0.806788,-2.46205,-0.385938,-3.9817,-1.41614,0.94812,2884.16,58.2945,30102.5,0.0874341,0.965837,0.00355461,32986.7 
65,13.3,15,45.093,65,32177.1,-0.142375,63.0113,11.5494,114.729,1.07212,-2205.09,499.986,2.49667,-0.872823,-3.7222,1.91743,0.6728,72.9692,1481.6,57.977,31703.4,100651,2.0372,-1.33229,-4.64114,1.45796,0.213333,-1.04912,1379.26,54.1864,31601,0.0418207,0.935671,0.00314872,32980.3 
66,13.3,15,44.833,66,33107.6,-0.00661868,64.5967,11.5035,115.246,-0.0979142,86.2332,500,-0.587318,2.07244,0.963345,-0.257825,1.9407,81.9014,3101.58,60.3028,30901.5,24464.9,-1.10303,1.55673,-0.0680775,-0.773536,1.42498,1.06564,2986.7,56.0482,30786.7,0.0884336,0.968204,0.00334241,33773.4 
67,13.3,15,44.843,67,31553.8,-0.215209,62.8865,11.3839,114.753,0.344393,-694.033,0.299114,-0.794913,-0.757227,-3.32719,-1.48027,-0.534343,79.6042,3106.54,53.0228,29462.2,31085.6,-1.29616,-1.25847,-4.32969,-1.98152,-1.03559,0.562721,2994.89,48.8875,29350.5,0.0925909,0.972227,0.00305891,32345.4 
68,13.3,15,44.893,68,32929.4,-0.305095,64.8507,11.5631,114.773,0.845939,-299.532,284.917,1.41389,0.173473,-2.05549,-0.0164784,1.43444,103.697,3166.29,62.6425,30832.2,32659.5,0.760939,-0.479481,-3.36139,-0.669432,0.781489,-0.132591,3020.84,57.2557,30686.8,0.0896191,0.967896,0.00342525,33707.6 
69,13.3,15,44.853,69,31826.3,-0.0832919,63.8723,11.3075,115.172,0.468897,-798.042,487.067,1.80209,0.776286,-0.27741,-0.725319,-0.0273065,107.159,3000.8,48.391,29876.9,35692.6,1.12734,0.101536,-1.62691,-1.40007,-0.702056,0.349277,2850.5,42.8243,29726.6,0.0875003,0.974383,0.00264673,32577.1 
70,13.3,15,44.693,70,32871.2,-0.0312365,64.5224,11.4929,115.163,-0.0222899,37.7005,1.31823e-10,3.3323,2.35929,2.2706,1.45713,-0.458695,61.1558,2358.93,46.5758,31462.1,24167.2,2.94721,1.97421,1.50044,1.07205,-0.843777,0.774375,2273.15,43.3989,31376.3,0.0675539,0.967669,0.00254147,33649.5 
71,13.3,15,44.813,71,31858.7,-0.0121035,64.2935,11.2025,115.279,0.0184665,-123.932,7.78965e-11,0.563984,-1.33567,-1.44663,0.0239764,-0.0146396,101.842,2885.22,49.2464,29993.5,23521,-0.0772859,-1.97694,-2.72917,-0.617294,-0.65591,0.549389,2742.37,43.9559,29850.6,0.0841399,0.972716,0.00270522,32593 
72,13.3,15,44.933,72,32900,-0.0492162,65.893,11.3271,115.228,0.0412024,-90.1567,1.35427e-06,4.18501,1.2201,3.20991,0.730527,0.864727,65.5166,2743.9,45.6969,31260.4,24418,3.77247,0.807561,2.38483,0.317987,0.452187,0.691684,2652.01,42.2934,31168.5,0.0784143,0.972849,0.00249338,33820.5 
