cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,0.45,0.5,0,24352.4,-0.309568,43.6047,12.9362,119.283,0.38203,1297.59,48.7631,-7.07451,-7.2131,-8.50419,-4.48061,-0.532256,-231.888,8762.88,31.6287,16513.5,34499.8,-5.61437,-5.75296,-5.58392,-3.02047,0.927883,0.706786,8947.59,48.4203,16698.2,0.348891,0.990619,0.00531322,25645.8,-0.00143877,0.84524,12.54,10.4147,118.618,87.6566,1.35025,13.3926,11.5038,118.663,136.593,-0.0447247,-48.9363 
1,0.25,0.7,1,24969.9,-0.30962,45.1526,12.7898,119.275,0.31691,-83.76,115.347,-9.47411,-7.21441,-11.5824,-6.04354,-1.69472,-173.805,9397.66,37.2068,16607.8,19663.5,-8.37971,-6.12001,-9.39356,-4.94913,-0.600317,0.680955,9536.1,49.7924,16746.3,0.362833,0.990945,0.00544738,26282.4,-0.0015276,0.91299,12.503,10.3869,118.663,87.1392,1.39831,13.1829,11.3188,118.683,136.132,-0.0200132,-48.9927 
2,0.05,0.9,2,26915.9,-0.146445,47.9558,12.9133,119.305,2.67152,-1497.56,0.00541877,-1.26937,-2.83577,-1.52181,-1.4011,-2.66698,-113.521,22264,30.0467,5680.33,150397,-0.554552,-2.12096,-0.0921788,-0.686283,-1.95217,0.982949,22354.5,38.267,5770.75,0.794819,0.997013,0.012068,28125.2,-0.00176943,2.05322,13.3768,10.3186,118.773,87.3778,0.508213,12.3642,11.3017,118.959,136.844,-0.186121,-49.4661 
3,0.04,0.91,3,28831.6,-0.421485,49.4012,13.6446,119.083,-0.0594151,389.461,282.641,-0.422976,-3.54085,-3.97663,-0.567913,-3.75429,-240.815,29497.1,-2.5928,591.44,22696.2,1.09337,-2.0245,-0.943931,0.948437,-2.23794,0.701719,29689,14.8452,783.258,0.974296,0.999126,0.0337359,30472.2,-0.00302087,2.59637,13.8854,10.4128,118.519,87.1658,0.0581863,25.7639,13.2832,148,104.477,-29.4805,-17.3115 
4,0.31,0.64,4,26150.2,-0.00240005,45.0955,13.2727,118.931,-0.00156768,-18.1715,500,-10.1342,-9.56244,-17.9,-6.32339,-3.95548,-149.635,35.0859,5.33154,26870.4,19485.3,-9.19201,-8.62023,-16.0156,-5.38118,-3.01327,0.620685,154.275,16.1669,26989.6,0.00568362,0.845032,0.00110222,27143.9,-0.00123483,-0.0270684,-16.5859,-6.90372,113.656,73.4778,2.16107,13.6234,11.5728,118.136,136.729,-4.48081,-63.2515 
5,0.32,0.63,5,26223.1,-0.313228,45.7309,13.2323,119.121,-0.31741,744.115,6.82214,-10.1134,-11.6112,-11.2639,-7.2191,-4.80226,-146.651,3192.49,30.7136,23747.2,27387.6,-9.18994,-10.6877,-9.41709,-6.29567,-3.87884,0.761407,3309.31,41.3329,23864,0.121785,0.97861,0.00318042,27173.3,-0.00134775,0.341866,11.756,10.1358,118.682,87.5887,1.90015,13.5927,11.5897,118.331,136.076,0.351076,-48.4877 
6,0.24,0.71,6,25919.3,-0.357927,45.6871,13.2115,118.922,-0.0674554,203.389,12.1507,-12.4238,-8.18707,-13.7601,-8.0233,-3.54628,-170.896,2442.12,3.9586,24325.4,20095.7,-11.3478,-7.11098,-11.6079,-6.94722,-2.47019,0.70601,2578.25,16.3336,24461.5,0.0953501,0.989035,0.00122851,27039.8,-0.00162699,0.274548,12.0266,9.85685,118.691,88.5916,2.00181,13.4971,11.3879,118.136,136.916,0.555078,-48.3244 
7,0.49,0.46,7,25349,-0.0290717,45.5198,12.6897,119.204,-0.085427,41.9596,499.999,-10.0579,-5.09677,-8.20255,-4.08866,-4.10788,-177.875,13526.8,38.5663,12756.6,18920.5,-8.9379,-3.97674,-5.96249,-2.96863,-2.98785,0.759903,13668.5,51.4466,12898.3,0.514495,0.993456,0.00729389,26566.8,-0.00145798,1.28186,12.8743,10.3622,118.485,87.0669,1.08436,13.0723,11.2795,118.801,136.369,-0.316423,-49.3017 
8,0.03,0.92,8,27073.3,-0.245878,46.0783,13.5558,119.237,0.233488,-6.09891,486.838,-5.93179,-0.44207,-7.62329,-4.39693,-3.06388,-173.062,24332.1,32.4357,3719.34,20380.1,-4.84206,0.647656,-5.44384,-3.3072,-1.97415,0.635122,24469.9,44.9675,3857.19,0.863834,0.996794,0.0210239,28327.1,-0.00182582,2.12644,13.9335,10.4864,118.618,87.0036,0.32242,12.5371,11.4877,119.17,136.69,-0.552,-49.6865 
9,0.01,0.94,9,24939.7,-0.317543,44.859,12.8468,119.15,0.294678,-118.128,17.2178,-9.00748,-7.03012,-13.3838,-1.84604,-3.1472,-230.407,3855.69,19.134,22064.4,19893.5,-7.55667,-5.57931,-10.4822,-0.395231,-1.69639,0.592289,4039.22,35.8184,22248,0.153657,0.984719,0.00295695,26287.2,-0.0015147,0.425021,11.6583,9.86728,118.68,88.016,1.86081,13.2548,11.262,118.444,136.673,0.236144,-48.6571 
10,0.14,0.81,10,25911.1,-0.0678191,46.113,12.865,119.18,0.0570671,-23.9235,3.51403e-12,-4.37306,-5.27121,-11.7786,-1.5297,-2.49156,-149.455,10665.1,53.7714,16181.9,19356.5,-3.43198,-4.33014,-9.89646,-0.588623,-1.55048,0.50012,10784.1,64.5938,16301,0.398157,0.989627,0.00724659,27085.1,-0.00144128,1.01859,12.6264,10.4444,118.556,87.534,1.33949,13.2631,11.4391,118.509,136.575,0.0476835,-49.0407 
11,0.23,0.72,11,25433.4,-0.103771,42.7887,13.6119,118.834,0.0405285,86.1844,500,-9.40329,-12.5279,-16.8053,-6.25618,-3.85584,-178.93,29.2065,24.8092,25983.6,19073.9,-8.27662,-11.4013,-14.552,-5.12951,-2.72917,0.654253,171.731,37.766,26126.1,0.00653022,0.7221,0.00265574,26297.8,-0.00101477,-0.0225083,17.556,7.63363,116.611,73.0501,1.9964,13.8619,11.881,117.985,136.109,-1.37476,-63.0591 
12,0.16,0.79,12,26569.4,-0.327744,46.1428,13.2852,118.984,1.02403,-314.514,478.209,-5.66664,-4.39239,-13.0898,-10.8959,-6.54768,-148.333,407.505,12.4523,26840.5,30440.3,-4.73263,-3.45838,-11.2218,-9.96189,-5.61367,0.679271,525.658,23.1934,26958.6,0.0191258,0.92832,0.00158232,27484.3,-0.00197253,0.0294673,6.19199,122.755,127.986,97.9999,2.23627,13.4127,11.1824,118.123,136.388,9.86325,-38.3882 
13,0.17,0.78,13,22692.7,-0.313758,40.7936,12.9677,119.294,-0.0402541,-334.641,249.871,-5.8093,-8.97226,-13.672,-4.24749,-5.75565,-231.505,8258.34,9.14023,15639.3,17659.2,-4.35158,-7.51454,-10.7565,-2.78977,-4.29793,0.637953,8442.74,25.9041,15823.7,0.347919,0.994659,0.00300654,24266.4,-0.00168532,0.781711,12.7382,10.4769,118.578,87.3324,1.28403,13.4611,11.4076,118.702,136.581,-0.123803,-49.2484 
14,0.08,0.87,14,26035,-0.235889,44.7597,13.4854,118.863,0.299704,12.933,11.0261,-10.8129,-6.96615,-18.7504,-5.92377,-5.85529,-176.771,164.968,17.2969,26623.1,19775.4,-9.69978,-5.85307,-16.5243,-4.81068,-4.74221,0.603068,305.773,30.0974,26763.9,0.0112958,0.853058,0.00206726,27069.7,-0.00105803,-0.0192477,15.6597,-6.75995,114.868,72.2145,2.14216,13.7068,11.436,118.093,136.005,-3.22442,-63.7904 
15,0.5,0.45,15,27007.6,-0.268581,45.7121,13.8149,118.992,1.54542,-1435.81,352.932,-0.793546,-1.77864,-4.57286,-5.17988,-4.4245,-244.676,26684.6,9.63585,1423.37,92791.3,0.747115,-0.237975,-1.49154,-3.63921,-2.88383,0.801272,26879.5,27.3535,1618.26,0.943214,0.998222,0.0301968,28497.8,-0.00219838,2.29463,14.1424,10.5369,118.456,87.0758,0.113323,13.3488,12.9322,119.749,137.82,-1.29291,-50.7444 
16,0.48,0.47,16,23805.6,-0.246768,42.9251,12.6983,119.227,0.0754761,0.93299,197.86,-8.45489,-5.36148,-5.51131,-6.28207,-4.98585,-200.24,9290.63,6.41699,15289.4,17746.4,-7.19403,-4.10062,-2.9896,-5.02121,-3.725,0.870189,9450.13,20.9168,15448.9,0.379538,0.996142,0.00248789,24899,-0.00124431,0.917731,12.5093,10.1963,118.38,87.2371,1.2952,13.1353,11.2831,118.815,136.397,-0.434926,-49.1596 
17,0.41,0.54,17,26590.4,-0.294522,47.0901,13.0071,119.085,0.601557,52.1886,383.932,-7.85126,-3.69634,-4.43022,0.259694,-2.95743,-171.332,18506.1,36.785,8970,20961.1,-6.77243,-2.6175,-2.27255,1.33853,-1.87859,0.813764,18642.6,49.1916,9106.47,0.671828,0.995404,0.00985269,27749.1,-0.00154798,1.66455,13.3903,10.5546,118.528,87.1402,0.773552,12.655,11.4523,118.716,136.268,-0.187752,-49.128 
18,0.28,0.67,18,27975.1,-0.358932,47.5164,13.6445,119.338,1.61378,-82.69,318.762,-3.11029,-7.87035,-2.15419,0.18929,-1.80323,-234.284,24994,53.5978,3993.4,25449.6,-1.63506,-6.39512,0.796256,1.66451,-0.328012,1.13502,25180.6,70.5629,4180.02,0.857632,0.99512,0.0301588,29360.6,-0.00195953,2.14517,14.064,10.585,118.791,86.9582,0.339255,12.7963,11.6775,119.143,136.27,-0.352085,-49.3122 
19,0.47,0.48,19,26633.5,-0.335785,45.6308,13.5128,119.002,-0.563298,175.489,145.642,-9.50822,-8.31025,-16.4069,-5.01818,-4.019,-186.606,148.511,11.184,27232.1,23290.3,-8.33322,-7.13524,-14.0569,-3.84318,-2.844,0.611823,297.149,24.6965,27380.7,0.010736,0.873023,0.00165876,27677.9,-0.00109825,-0.0216814,-14.7581,-6.66305,115.96,71.4989,2.20047,13.7066,11.3979,118.3,136.284,-2.34025,-64.7855 
20,0.21,0.74,20,25019.3,0.764772,43.3136,12.522,119.135,-0.582141,331.355,1.51412e-09,-0.387304,-3.20109,-2.52014,-2.41999,-4.06431,-222.879,16516.4,30.7956,9267.75,23935.4,1.01611,-1.79768,0.286686,-1.01658,-2.6609,1.06871,16693.9,46.9349,9445.28,0.638654,0.995104,0.00907064,26139.2,-0.00139187,1.54257,13.1666,10.3291,118.474,86.8837,0.797939,12.8421,11.3344,118.814,136.027,-0.339927,-49.1428 
21,0.15,0.8,21,25121.1,-0.270498,44.071,13.0777,119.106,0.214743,150.906,0.00159845,-3.77477,-9.88942,-13.6634,-6.92287,-7.69812,-188.428,1593.46,17.0668,24240.9,19816.9,-2.58829,-8.70293,-11.2905,-5.73638,-6.51163,0.675838,1743.55,30.7113,24391,0.0667143,0.970097,0.00231408,26134.5,-0.00136833,0.180755,11.4974,10.1868,118.828,88.6457,2.01752,13.4311,11.281,118.397,136.072,0.430361,-47.426 
22,0.2,0.75,22,26367.5,-0.104884,44.1526,13.7299,119.214,-0.0338614,58.7132,499.969,-0.391324,-0.13341,-4.2815,-2.77999,-3.45228,-195.097,26206.1,31.6798,1256.73,19798.9,0.837151,1.09506,-1.82456,-1.55151,-2.2238,0.502528,26361.5,45.8072,1412.14,0.949156,0.996968,0.0563854,27773.7,-0.00221078,2.21901,14.1604,10.6845,118.731,87.2662,0.087435,14.518,14.2584,119.772,138.734,-1.04119,-51.4675 
