cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
136,3225,2.25,44.74,136,30583.6,-0.0230803,63.4904,12.4679,116.357,0.0153652,-11.1734,500,-15.25,-11.5896,-26.141,-15.9404,-22.5109,-1154.94,950.191,126.742,35776.6,25774.5,-7.97769,-4.31725,-11.5963,-8.66803,-15.2386,0.757388,2570.1,186.738,37396.5,0.0643062,0.887192,0.00911465,39966.6 
137,3225,2.25,44.85,137,28506,-0.181678,58.5655,12.5747,116.67,-0.0908795,-423.313,499.999,-12.8131,-7.60276,-25.4393,-14.6516,-10.8232,-855.794,5280.43,163.831,28702,25225.9,-7.42437,-2.21405,-14.6619,-9.26288,-5.43449,0.624032,6480.77,208.288,29902.3,0.178126,0.946751,0.0126688,36383.1 
138,3225,2.25,44.76,138,28108.2,-1.0115,59.1286,12.8017,116.543,-0.252599,471.033,1.37017e-05,-2.83478,-17.8852,-30.0735,-12.3939,-10.6105,-986.824,2232.92,133.405,31736,28514.4,3.37899,-11.6714,-17.646,-6.18011,-4.39678,0.516751,3617.04,184.668,33120.2,0.0984571,0.917982,0.0101666,36737.2 
139,3225,2.25,44.88,139,27569.5,-0.0437918,57.4893,12.4315,116.714,-0.0900636,86.5163,500,-10.3041,-11.024,-41.7767,-19.7869,-15.9557,-1011.38,2049.81,111.879,30899.9,23518.9,-3.93573,-4.65561,-29.0399,-13.4186,-9.58734,0.521087,3468.37,164.418,32318.4,0.0969176,0.923396,0.00928457,35786.8 
140,3225,2.25,44.9,140,28731.9,-0.0181073,59.7233,12.4752,116.648,-0.19649,-31.2966,500,-16.6404,-6.89632,-33.0173,-17.939,-20.3102,-1073.99,696.204,86.4206,33739.9,24454.3,-9.8778,-0.133687,-19.492,-11.1763,-13.5476,0.640551,2202.58,142.212,35246.3,0.0588157,0.89848,0.00737773,37448.8 
141,3225,2.25,44.75,141,26790.1,-1.36607,56.6937,12.9993,116.364,3.61671,-516.111,1.97573,-16.3766,-12.4348,-37.7828,-20.6096,-6.45169,-1077.82,1090.5,107.874,31344.9,84755.9,-9.58986,-5.64804,-24.2092,-13.8228,0.33508,0.54266,2602.26,163.865,32856.6,0.0733879,0.90074,0.00910344,35458.9 
142,3225,2.25,44.8,142,27432.9,0.0084541,56.0215,12.6854,116.761,-0.0773662,13.0848,8.66708e-11,-14.0861,-4.69767,-23.3578,-17.256,-14.1579,-1198.8,5540.6,161.907,27612.4,23167.2,-6.53764,2.85084,-8.26082,-9.70745,-6.6094,0.707731,7222.03,224.182,29293.9,0.197778,0.948476,0.0139014,36515.9 
143,3225,2.25,44.81,143,32122.6,-0.021322,67.4492,12.3107,116.736,-0.203083,87.448,500,-8.96662,-7.73015,-25.0394,-12.4085,-13.3105,-1252.23,6889.14,133.567,31533.1,27608.7,-1.08169,0.154791,-9.26955,-4.52357,-5.42558,0.539872,8645.51,198.618,33289.5,0.206164,0.96135,0.0108712,41935 
144,3225,2.25,44.89,144,28138.1,-0.165809,58.618,12.4966,116.675,-0.00244653,153.9,500,-4.79476,-9.41825,-24.417,-15.4191,-17.4918,-1067.54,1276,104.859,32147.7,23858.3,1.92726,-2.69623,-10.973,-8.69705,-10.7698,0.648401,2773.33,160.316,33645,0.076152,0.908132,0.00870113,36418.3 
145,3225,2.25,44.82,145,27161.1,-0.552461,57.9073,12.2466,116.634,-0.296449,809.745,481.424,-19.691,-15.4388,-30.5357,-12.9488,-18.9493,-845.642,6771.19,163.144,25982.9,30900,-14.3662,-10.114,-19.8861,-7.62406,-13.6245,0.696927,7957.28,207.074,27169,0.226534,0.956443,0.0138456,35126.2 
146,3225,2.25,44.83,146,26706.7,-0.73779,57.2885,12.3776,116.45,0.0214924,358.549,500,-11.3473,-8.47805,-37.8325,-13.1161,-27.359,-1004.07,6447.83,150.774,25947.8,23334.2,-5.02496,-2.15571,-25.1878,-6.79372,-21.0366,0.58159,7856.13,202.933,27356.1,0.223108,0.956751,0.0134809,35212.2 
147,3225,2.25,44.87,147,26927.1,-0.721995,56.6906,12.7189,116.725,-0.367918,1172.63,0.567242,-16.5805,-13.2038,-20.2927,-8.25202,-23.7928,-1018.72,2937.98,117.456,29538.8,37516.7,-10.1659,-6.78922,-7.46347,-1.83741,-17.3782,0.828953,4366.83,170.376,30967.6,0.123586,0.936086,0.0100331,35334.5 
148,3225,2.25,44.79,148,29719.5,-0.278179,60.8527,12.7281,116.696,-0.336473,479.25,500,-6.65164,-12.4937,-38.319,-13.0435,-18.7571,-965.197,5255.44,164.139,30204,30463.3,-0.574057,-6.41615,-26.1638,-6.96591,-12.6795,0.504467,6609.22,214.279,31557.8,0.173166,0.946309,0.0123535,38167.1 
149,3225,2.25,44.77,149,30324.8,-0.733803,61.6866,12.8227,116.695,-0.420765,1389.55,0.363132,-15.5473,-0.686994,-29.7462,-19.4314,-9.41252,-877.486,2956.74,120.472,32298.8,44782.5,-10.022,4.8383,-18.6956,-13.9061,-3.88722,0.551371,4187.5,166.055,33529.6,0.111024,0.935107,0.00904055,37717.1 
150,3225,2.25,44.86,150,29882.3,0.0487959,60.354,12.5501,116.561,0.0148726,-112.314,2.40255e-12,-10.1458,-8.62888,-35.8908,-12.6386,-6.09398,-813.323,3975,139.84,31060.3,24711.9,-5.02457,-3.5076,-25.6483,-7.51728,-0.972703,0.398921,5115.76,182.091,32201,0.13709,0.941363,0.0103094,37316.8 
151,3225,2.25,44.84,151,33147.4,-1.30343,66.1851,13.1121,116.658,0.26579,-704.473,444.419,-14.6158,-8.16104,-27.8092,-3.61257,-5.84148,-864.178,6730.36,155.393,31564.9,34345.8,-9.17433,-2.71954,-16.9262,1.82893,-0.399985,0.382055,7942.46,200.286,32777,0.195053,0.957735,0.011131,40719.4 
152,3225,2.25,44.78,152,31528,-0.561528,64.7479,12.5513,116.436,-1.42639,3954.03,2.43438e-06,-9.99109,-16.2422,-31.3918,-20.6435,-15.4738,-951.937,4374.81,135.363,32513.8,210055,-3.997,-10.2481,-19.4036,-14.6494,-9.47969,0.664169,5709.99,184.814,33849,0.144341,0.946394,0.00995767,39559 
