cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
204,3825,2.85,44.74,204,23719.1,-0.0473766,50.4613,12.5075,116.38,0.0635746,-4.73299,1.31959e-05,-8.04941,-11.797,-30.5942,-10.1229,-8.51438,-1123.04,711.654,96.7777,28713.7,20555.6,-0.977906,-4.72544,-16.4512,-3.05142,-1.44287,0.382667,2286.83,155.118,30288.9,0.0702005,0.893892,0.00934575,32575.7 
205,3825,2.85,44.85,205,30034.2,0.0760112,61.1424,12.4648,116.649,-0.0933113,-130.566,1.42111e-06,-6.40526,0.387486,-26.5831,-4.01476,-12.5724,-776.983,5333.31,147.345,29643.6,25206.4,-1.5128,5.27994,-16.7982,0.877699,-7.67996,0.153031,6423.11,187.708,30733.4,0.172866,0.951347,0.0111257,37156.5 
206,3825,2.85,44.76,206,25471,-0.471048,55.3245,12.3634,116.736,-1.7832,2500.28,0.359126,-7.75477,-14.599,-23.9873,-16.64,-11.3427,-948.053,1727.47,102.264,28970.9,167405,-1.78514,-8.62941,-12.048,-10.6704,-5.37305,0.687113,3057.2,151.513,30300.6,0.0916487,0.920193,0.00912707,33357.8 
207,3825,2.85,44.88,207,24248.6,-0.755066,53.9185,12.2789,116.489,0.868121,733.754,0.319207,-10.3887,-14.3695,-33.9644,-12.4357,-22.4707,-1062.71,1865.73,107.622,28197.4,42288.2,-3.69713,-7.67794,-20.5813,-5.74416,-15.7792,0.615157,3356.27,162.827,29688,0.101569,0.921744,0.0100022,33044.3 
208,3825,2.85,44.9,208,24406.2,-0.333303,52.2431,12.433,116.119,0.206079,77.7728,5.38608e-07,-16.9383,-3.66788,-20.497,-15.1536,-14.9892,-1023.57,915.288,96.1433,29165.7,21666.4,-10.4931,2.7773,-7.60665,-8.7084,-8.54398,0.766487,2350.95,149.316,30601.4,0.071344,0.89997,0.00890828,32952.3 
209,3825,2.85,44.75,209,25650.4,-0.172334,53.9005,12.4759,116.318,0.117569,73.534,2.13802e-07,-10.0911,-12.4707,-19.4909,-11.5311,-12.4762,-860.882,1133.06,106.641,29753.3,22172.2,-4.67031,-7.04992,-8.6494,-6.11033,-7.05542,0.742081,2340.53,151.362,30960.8,0.0702833,0.898333,0.00892538,33301.3 
210,3825,2.85,44.8,210,27751.4,-0.155782,56.9905,12.3721,116.485,-0.152571,108.438,1.8584,-7.71518,-7.70687,-26.1407,-13.476,-20.0097,-900.644,5922.03,158.914,26968.2,23491.8,-2.04407,-2.03576,-14.7985,-7.80489,-14.3386,0.639253,7185.27,205.7,28231.4,0.202878,0.952291,0.0132442,35416.7 
211,3825,2.85,44.81,211,27538.2,-0.114436,56.4861,12.5263,116.55,0.4986,-597.242,0.170601,-13.5834,-9.52317,-22.7274,-12.4558,-13.9943,-948.584,6778.7,160.987,26394,32727.3,-7.61039,-3.55019,-10.7814,-6.48284,-8.02134,0.704182,8109.18,210.264,27724.5,0.226301,0.956594,0.0137781,35833.7 
212,3825,2.85,44.89,212,28542.7,-0.0997611,58.7408,12.5811,116.457,0.0241192,51.7731,500,-9.95281,-11.1358,-23.7473,-11.0982,-13.8766,-1076.16,1265.04,92.1262,32711.9,24098.4,-3.17649,-4.35946,-10.1946,-4.32187,-7.10031,0.650303,2774.46,148.031,34221.3,0.074994,0.914603,0.00790538,36995.8 
213,3825,2.85,44.82,213,27552.4,-0.11188,57.1217,12.3935,116.597,0.13297,-66.1406,0.208186,-11.7959,-6.005,-19.5695,-8.91062,-16.1854,-782.033,6659.35,143.09,26128.8,23332,-6.87166,-1.08074,-9.721,-3.98636,-11.2612,0.704717,7756.23,183.715,27225.7,0.221721,0.960199,0.0122777,34981.9 
214,3825,2.85,44.83,214,28374.8,0.0723367,57.1947,12.7285,116.712,0.0214516,-175.665,1.06059e-12,-15.6835,-15.4177,-24.3319,-9.95988,-12.7122,-892.546,6649.29,161.45,27040.2,23821.6,-10.0634,-9.79755,-13.0917,-4.33975,-7.09204,0.705039,7901.17,207.816,28292.1,0.218305,0.955997,0.0133503,36193.3 
215,3825,2.85,44.87,215,29984.1,-0.195413,61.8981,12.396,116.639,0.0673375,89.1201,45.6688,-18.9846,-1.08224,-20.6395,-9.78165,-13.105,-960.598,3334.17,124.506,32247.6,25173.1,-12.936,4.96639,-8.5422,-3.73302,-7.05633,0.687112,4681.5,174.408,33594.9,0.122308,0.938795,0.00947268,38276.4 
216,3825,2.85,44.79,216,26237.2,-0.145293,54.4162,12.6734,116.548,-0.0847757,102.598,3.30419e-06,-23.2118,-9.93561,-30.3369,-7.12479,-15.4924,-927.021,4983.88,143.459,26776.2,22733.1,-17.3746,-4.09841,-18.6625,-1.28758,-9.6552,0.63463,6284.12,191.616,28076.4,0.182888,0.949342,0.0124159,34360.5 
217,3825,2.85,44.77,217,26940,-0.292604,57.71,12.3158,116.36,0.340971,85.3765,499.999,-14.9052,-8.1868,-35.216,-11.2559,-14.7592,-1002.78,2663.53,126.593,30017,24084.8,-8.59095,-1.87259,-22.5876,-4.94172,-8.44498,0.513595,4070.02,178.686,31423.4,0.11467,0.928652,0.0103663,35493.5 
218,3825,2.85,44.86,218,28240.7,-0.151664,58.788,12.5399,116.339,-0.355238,161.189,4.91183,-15.9867,-13.1662,-15.3909,-2.43802,-10.5456,-1078.23,4355.5,145.398,29765.2,25862.2,-9.19737,-6.37685,-1.8122,4.35132,-3.75625,0.892075,5867.82,201.41,31277.5,0.157969,0.943336,0.0117231,37145.3 
219,3825,2.85,44.84,219,25854.7,-0.0382374,53.3284,12.5312,116.702,-0.0230751,20.0068,6.58961e-06,-21.4905,-7.51834,-27.5921,-12.6069,-8.44217,-917.654,5334.97,161.995,25546.1,21769.4,-15.7122,-1.74012,-16.0356,-6.82864,-2.66394,0.62691,6622.07,209.665,26833.2,0.197938,0.947501,0.0141893,33455.2 
220,3825,2.85,44.78,220,25084.3,-0.510197,55.7113,12.2716,116.483,0.27713,427.7,495.383,-8.10328,-15.1245,-27.5661,-6.74708,-13.561,-1022.61,3912.26,125.576,27198.3,26114.2,-1.66416,-8.6854,-14.6878,-0.307963,-7.12186,0.54761,5346.58,178.698,28632.6,0.157349,0.944742,0.011366,33979.2 
