cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
170,3525,2.55,44.74,170,25686.6,-1.46736,56.0453,12.9244,116.434,-0.494767,1043.7,208.602,-6.11448,-8.24351,-34.8729,-17.6927,-17.9092,-991.235,707.823,119.212,30994.9,40390.3,0.127059,-2.00196,-22.3898,-11.4512,-11.6677,0.527477,2098.13,170.704,32385.2,0.0608447,0.875365,0.00961648,34483.3 
171,3525,2.55,44.85,171,29877.1,-0.246308,61.7981,12.6175,116.749,-0.296917,373.284,500,-9.13185,-10.7851,-27.7477,-10.7689,-14.9261,-952.312,5791.22,178.093,29960.5,28991.1,-3.1354,-4.78865,-15.7547,-4.77241,-8.9296,0.578534,7126.93,227.564,31296.2,0.185486,0.947079,0.0132175,38423.1 
172,3525,2.55,44.76,172,25835,-1.44381,58.0436,12.489,116.403,0.671675,872.411,390.458,-15.0877,-14.4036,-28.6669,-11.0772,-6.28965,-1099.08,1548.88,91.6269,30342.1,42673.6,-8.16705,-7.48294,-14.8257,-4.15655,0.630959,0.563966,3090.44,148.722,31883.6,0.0883638,0.922326,0.00851933,34974.1 
173,3525,2.55,44.88,173,25024.6,-1.51679,56.7595,12.6072,116.741,-1.57152,582.381,493.002,-13.6414,-7.18889,-16.1217,-18.1637,-12.5056,-1081.74,1983.25,101.269,29219.8,53088,-6.82998,-0.377493,-2.49892,-11.3523,-5.69417,0.906592,3500.49,157.463,30737,0.102241,0.927024,0.00934872,34237.5 
174,3525,2.55,44.9,174,28598.9,-0.123098,60.3566,12.5277,116.166,0.175466,-420.33,0.000289314,-10.2223,-12.5191,-23.5785,-2.25349,-14.5598,-1124.22,833.705,124.791,33939.2,27015.4,-3.14341,-5.44022,-9.4206,4.82544,-7.48092,0.544011,2410.54,183.192,35516,0.0635581,0.882617,0.00941219,37926.5 
175,3525,2.55,44.75,175,31772.5,-0.236333,63.7225,12.9127,116.538,0.0492014,316.275,500,-11.3886,-4.16743,-20.8434,-12.3899,0.491034,-878.876,1042.89,105.308,35981.6,27292.4,-5.85455,1.36662,-9.77533,-6.85587,6.02508,0.352372,2275.6,150.964,37214.3,0.0576249,0.895981,0.00741729,39489.9 
176,3525,2.55,44.8,176,31368.7,-0.0242162,62.6977,12.6399,116.79,0.00309241,-48.1719,3.6199e-11,-10.6512,0.723701,-24.839,-15.7698,-12.4266,-645.683,5972.47,151.823,30226,25803.1,-6.58553,4.7894,-16.7076,-11.7041,-8.36089,0.566809,6878.1,185.365,31131.6,0.180956,0.954962,0.0108493,38009.7 
177,3525,2.55,44.81,177,29582.6,-0.313987,59.846,12.7481,116.715,0.171182,328.643,9.1973e-13,-10.1026,-16.1131,-33.9652,-12.8674,-14.4879,-797.753,6218.28,179.196,28612.4,26667,-5.07934,-11.0899,-23.9187,-7.84414,-9.46462,0.583273,7337.21,220.638,29731.3,0.197936,0.950006,0.013486,37068.5 
178,3525,2.55,44.89,178,30793.1,-0.044947,62.8161,12.666,116.635,-0.0081826,17.0744,500,-13.4064,-18.4613,-39.2719,-8.06171,-10.1341,-1036.72,1930.02,139.869,34658.5,25904.8,-6.87849,-11.9333,-26.216,-1.53379,-3.6062,0.477434,3384.12,193.724,36112.6,0.085681,0.908943,0.00978518,39496.7 
179,3525,2.55,44.82,179,29590.4,-1.32138,60.1112,13.1855,116.799,-1.11581,1617.18,319.218,-0.675771,-10.8836,-26.7397,-20.6579,-14.3534,-740.601,6562.3,165.237,28144.5,84542.8,3.98759,-6.22025,-17.4129,-15.9945,-9.69002,0.615864,7601.07,203.71,29183.3,0.206639,0.955201,0.0126953,36784.3 
180,3525,2.55,44.83,180,30502.9,-0.0320502,61.9914,12.6279,116.578,0.0253702,58.1731,2.04494e-11,-8.62293,-14.7168,-18.2376,-14.0857,-15.9,-978.796,6815.12,155.688,29105.2,25531.4,-2.45971,-8.5536,-5.91115,-7.9225,-9.73677,0.829077,8187.98,206.534,30478,0.211762,0.957724,0.0123291,38666 
181,3525,2.55,44.87,181,29588.9,-0.0276995,61.1229,12.7155,116.326,-0.0042736,-6.28653,499.997,-13.7022,-13.6986,-23.8321,-21.0204,-13.4109,-1048.88,3515.74,143.644,32348.4,25301.7,-7.09768,-7.09409,-10.6231,-14.4159,-6.80644,0.769249,4986.9,198.131,33819.6,0.128507,0.934992,0.0106767,38806.5 
182,3525,2.55,44.79,182,30093.1,-0.0246035,62.3866,12.4013,116.636,0.000527276,-57.2252,500,-22.069,-11.4143,-27.5385,-7.83624,-10.9555,-903.359,5376.81,139.06,30436.6,25186.7,-16.3808,-5.72607,-16.1621,-2.14803,-5.26733,0.646222,6643.86,185.988,31703.6,0.173254,0.953298,0.0106911,38347.5 
183,3525,2.55,44.77,183,26424.8,-0.254645,55.9285,12.335,116.737,1.44047,-1072.21,500,-3.1268,-7.51831,-29.0206,-12.8306,-12.4893,-951.651,2452.05,124.079,29265.3,72735.6,2.86549,-1.52602,-17.036,-6.83827,-6.49706,0.413197,3786.83,173.515,30600.1,0.110124,0.925766,0.0103375,34386.9 
184,3525,2.55,44.86,184,28640.5,-0.0319121,59.0658,12.4849,116.465,0.0201647,-49.2884,500,-11.1345,-14.269,-13.426,-13.1266,-10.0696,-827.715,4351.23,141.905,29846.9,24038.2,-5.92262,-9.05712,-3.0022,-7.91468,-4.85767,0.902381,5512.18,184.903,31007.9,0.150936,0.944552,0.0108653,36520.1 
185,3525,2.55,44.84,185,30275.7,0.0100294,62.3049,12.3506,116.547,-0.0372578,-79.9865,5.77737e-11,-7.88823,-6.69765,-36.6367,-15.194,-4.19928,-952.553,6248.12,149.326,29595.2,25146.9,-1.89026,-0.699674,-24.6407,-9.19604,1.79869,0.288416,7584.17,198.809,30931.2,0.196913,0.956138,0.0117015,38515.4 
186,3525,2.55,44.78,186,28069.4,-0.0679139,60.3557,12.1857,116.453,0.00952059,-315.434,500,-13.0328,-7.96772,-29.1254,-19.1032,-11.5592,-1110.5,3584.45,112.906,30537.7,24040,-6.04033,-0.975227,-15.1404,-12.1107,-4.56674,0.61012,5142.02,170.594,32095.3,0.138088,0.945127,0.00969628,37237.3 
