cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
153,3375,2.4,44.74,153,27889.9,-1.33137,59.6159,12.6944,116.284,2.7806,-1675.86,498.731,-10.8499,-14.1257,-30.2789,-19.655,-6.73503,-969.142,791.901,103.883,32789.8,176331,-4.7475,-8.02323,-18.0741,-13.5526,-0.6326,0.598621,2151.22,154.228,34149.1,0.0592616,0.888523,0.00825088,36300.3 
154,3375,2.4,44.85,154,30322.1,-0.0614483,60.4862,12.702,116.687,0.00241761,16.367,499.995,-12.1618,-5.00912,-22.8604,-16.6821,-7.74587,-894.646,5907.4,169.455,29684.6,25011.9,-6.52848,0.624224,-11.5937,-11.0487,-2.11253,0.621852,7162.23,215.93,30939.4,0.187977,0.949884,0.0126931,38101.6 
155,3375,2.4,44.76,155,31744.2,-0.0209158,62.6352,12.8567,116.533,0.120674,-246.297,8.3994e-05,-12.0876,-20.6037,-38.4012,-26.2259,-9.48486,-1005.73,2111.94,146.969,34955.1,27182.1,-5.75473,-14.2709,-25.7356,-19.8931,-3.15202,0.625971,3522.58,199.215,36365.7,0.0883111,0.909944,0.00999042,39888.3 
156,3375,2.4,44.88,156,28369.6,-0.533517,59.2139,12.5788,116.779,-0.0388757,3125.88,499.997,-12.6564,-12.3132,-24.9034,-12.8213,-7.69321,-963.574,2553.28,134.397,31473.2,28202.9,-6.58904,-6.24583,-12.7687,-6.75395,-1.62583,0.624266,3904.79,184.453,32824.7,0.106312,0.923646,0.0102453,36729.5 
157,3375,2.4,44.9,157,29447.6,-1.3062,60.7556,12.9792,116.652,0.70488,1860.42,7.02982e-05,-9.28318,-1.48355,-28.9952,-18.1992,-18.1649,-1059.89,709.914,109.211,34213.4,68359.7,-2.60934,5.1903,-15.6475,-11.5253,-11.491,0.566346,2196.51,164.27,35700,0.0579608,0.88427,0.00840501,37896.5 
159,3375,2.4,44.8,159,29986,-1.32891,62.575,12.8416,116.481,0.512075,-3919.67,90.3214,-8.744,-8.72263,-17.5682,-6.7365,-12.7146,-952.847,5947.24,155.85,29582.3,91498.4,-2.74418,-2.7228,-5.56855,-0.736678,-6.71481,0.698786,7283.7,205.349,30918.8,0.19066,0.952982,0.0120866,38202.5 
160,3375,2.4,44.81,160,27834.7,-0.307264,58.5763,12.4419,116.519,0.447539,34.6812,499.959,-10.3591,-14.7271,-25.095,-17.7283,-17.0975,-878.039,6658.41,165.44,26977,24230.2,-4.83032,-9.19834,-14.0374,-12.1995,-11.5687,0.729187,7889.95,211.052,28208.5,0.218567,0.955282,0.013595,36098.5 
161,3375,2.4,44.89,161,32032.7,-0.512655,63.6404,12.7482,116.653,-0.100899,1908.98,427.33,-12.683,-18.1338,-29.5983,-19.4637,-14.1366,-1114.78,1922.04,141.785,36086.1,32680.7,-5.66349,-11.1143,-15.5594,-12.4442,-7.11715,0.700196,3485.63,199.696,37649.7,0.0847356,0.908876,0.00967608,41135.4 
162,3375,2.4,44.82,162,26637.5,-0.986336,59.172,12.7032,116.844,-0.973143,2040.09,462.051,-13.0241,-15.3932,-27.8548,-17.9878,-17.2275,-946.529,6088.13,131.058,26182.9,89097.3,-7.06406,-9.43313,-15.9347,-12.0278,-11.2674,0.714058,7415.73,180.229,27510.4,0.212326,0.959204,0.0119242,34926.2 
163,3375,2.4,44.83,163,30357.9,0.0115012,62.003,12.3722,116.331,-0.00786629,-23.1828,500,-11.1073,-14.1369,-34.5015,-18.868,-13.9988,-844.163,6860.09,166.876,28615.3,24978,-5.79181,-8.82145,-23.8705,-13.5525,-8.68334,0.606873,8044.11,210.729,29799.3,0.212563,0.956165,0.0128591,37843.4 
