cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,1375,0.4,44.74,34,27358.1,-0.045744,58.8993,12.14,116.355,-0.100307,66.6317,499.461,-6.65119,-15.3291,-37.7779,-17.8546,-4.57253,-1005.11,568.872,91.9748,32677.9,23494.5,-0.322252,-9.00018,-25.12,-11.5256,1.75641,0.431824,1978.64,144.189,34087.7,0.0548612,0.886897,0.00773174,36066.3 
35,1375,0.4,44.85,35,25180.7,-0.0910731,56.3673,11.7883,116.915,0.00279448,5.03914,7.72928e-12,-2.00228,-20.0288,-28.1525,-11.2424,-8.61897,-1249.21,5061.69,100.137,26391.3,21631.4,5.86369,-12.1629,-12.4205,-3.3764,-0.753,0.45641,6813.83,165.031,28143.4,0.194919,0.959338,0.0106865,34957.3 
36,1375,0.4,44.76,36,27181.4,-0.361062,59.6201,12.2939,116.527,1.45596,-533.409,0.00446437,-9.28646,-24.0104,-30.1215,-16.7146,-3.30973,-1284.97,1894.92,113.172,31881.9,49141.9,-1.19536,-15.9193,-13.9393,-8.62353,4.78137,0.600548,3697.22,179.923,33684.2,0.0989053,0.921521,0.00974369,37381.4 
37,1375,0.4,44.88,37,27832.3,-0.0336625,61.637,12.0983,117.096,-0.1035,28.1163,500,-16.1548,-14.3595,-34.8721,-20.9701,-16.5591,-1325.27,2337.16,98.5064,32311.7,24369.8,-7.80992,-6.01459,-18.1824,-12.6253,-8.21425,0.655939,4195.99,167.352,34170.5,0.109366,0.934757,0.00894113,38366.5 
38,1375,0.4,44.9,38,25809.8,-0.86396,58.9453,12.115,116.441,1.0864,-733.279,500,-21.8948,-17.4971,-33.7801,-17.8868,-13.213,-1289.78,694.406,80.9268,31758.6,49180.1,-13.7734,-9.3757,-17.5373,-9.76534,-5.09155,0.684259,2503.45,147.929,33567.7,0.0694032,0.906284,0.00805255,36071.1 
39,1375,0.4,44.75,39,25071.4,-0.0212638,56.1249,11.9952,116.387,0.0213073,-4.0073,9.10959e-11,-10.6989,-11.8049,-28.9822,-9.80341,-11.0064,-1354.93,1175.22,100.725,30584.3,21918.7,-2.16734,-3.27325,-11.919,-1.27181,-2.47483,0.435286,3075.64,171.111,32484.7,0.0864905,0.911278,0.00960988,35560.4 
40,1375,0.4,44.8,40,27309.9,-1.29748,61.0929,12.1184,116.863,0.397033,-264.553,272.242,-18.3373,-9.50259,-34.744,-14.7702,-15.4399,-1015.5,5631.48,123.563,27674.4,27520.1,-11.9429,-3.10823,-21.9553,-8.37588,-9.04556,0.596617,7055.83,176.316,29098.7,0.195157,0.958102,0.0110386,36154.5 
41,1375,0.4,44.81,41,29539.2,-0.295189,60.6302,12.5874,117.209,0.801392,-0.982434,0.0594762,-10.4289,-7.85632,-28.1773,-16.6718,-14.4057,-1045.26,6834.2,186.773,28645.7,24869.5,-3.84715,-1.2746,-15.0138,-10.0901,-7.82398,0.605415,8300.28,241.072,30111.7,0.216085,0.951632,0.0145334,38412 
42,1375,0.4,44.89,42,25733.9,-1.39097,57.3382,12.4999,116.632,-13.0937,10527.4,261.588,-8.81922,-14.1749,-33.4631,-7.67148,-7.64922,-1323.34,1426.32,124.891,30788.4,4.51055e+06,-0.486512,-5.84221,-16.7977,0.661226,0.683491,0.228816,3282.43,193.636,32644.6,0.0913639,0.906425,0.0108086,35927 
43,1375,0.4,44.82,43,27684.3,-0.053206,58.7971,12.1459,117.101,0.00913433,-48.2824,500,-4.55256,-18.512,-28.0606,-21.7761,-11.0369,-996.867,6519.64,152.521,26856.3,23262,1.72445,-12.235,-15.5065,-15.4991,-4.75988,0.664912,7917.84,204.306,28254.5,0.218892,0.956795,0.0131451,36172.3 
44,1375,0.4,44.83,44,31305.3,-0.0229673,63.763,12.4394,116.941,0.0751762,-215.016,500,-15.1532,-14.0269,-16.2222,-14.9701,-5.10515,-865.387,7202.11,142.481,29566.2,26346.7,-9.70408,-8.57777,-5.32392,-9.521,0.343961,0.8376,8415.9,187.436,30780,0.214714,0.962487,0.0110931,39195.9 
