cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
51,1525,0.55,44.74,51,24389.6,-0.0125437,53.39,12.3611,116.492,-0.0192701,-15.1121,499.283,-11.7917,-4.71233,-38.6182,-14.6108,-16.2659,-1226.52,748.979,128.39,30224.4,21493.4,-4.06857,3.01077,-23.172,-6.88768,-8.54284,0.415739,2469.3,192.105,31944.7,0.0717527,0.880169,0.0109565,34414 
52,1525,0.55,44.85,52,27654.7,-0.365193,59.5392,12.2322,116.81,-0.712516,1344.46,67.5612,-8.52541,-16.7066,-21.0022,-13.5024,-7.73987,-1062.3,5372.59,146.726,27968.1,54892.9,-1.83636,-10.0175,-7.62412,-6.81339,-1.05082,0.721159,6862.58,201.911,29458.1,0.188944,0.951033,0.0124687,36320.6 
53,1525,0.55,44.76,53,27664.1,-1.30284,59.3547,12.7626,116.968,-15.8781,60479.1,500,-16.6013,-1.94853,-29.1244,-8.97967,-16.278,-1198.85,1673.94,116.913,31896.3,3.12853e+07,-9.05245,5.60031,-14.0267,-1.43082,-8.72913,0.492499,3355.44,179.19,33577.8,0.0908515,0.914532,0.00973484,36933.2 
54,1525,0.55,44.88,54,28900.9,-0.327605,61.2816,12.4391,116.641,0.245644,324.364,499.999,-15.6408,-12.897,-31.6163,-20.6446,-8.65312,-1012.25,2619.26,150.38,32449.6,27408.9,-9.26691,-6.52314,-18.8685,-14.2707,-2.27925,0.631535,4039.04,202.965,33869.4,0.106547,0.919169,0.0109184,37908.4 
55,1525,0.55,44.9,55,30092.3,-1.44987,63.4361,12.8883,116.753,0.677989,285.443,223.902,-16.3151,-16.0258,-14.4264,-12.0471,-20.5358,-1111.62,724.872,107.609,35149.8,32915,-9.31556,-9.02624,-0.427301,-5.04753,-13.5362,0.98856,2284.02,165.355,36709,0.0585752,0.887553,0.00822946,38993 
56,1525,0.55,44.75,56,30812.3,-0.394574,62.4485,12.8271,116.747,0.771839,-1264.57,0.000546536,-17.7869,-10.7586,-31.8228,-8.96141,-16.5359,-1031.31,1609.68,153.043,35049.8,57849.6,-11.293,-4.26473,-18.8351,-2.46756,-10.042,0.598419,3056.18,206.618,36496.3,0.0772691,0.894205,0.0103211,39552.5 
57,1525,0.55,44.8,57,31813.7,-0.00133847,65.1039,12.3868,116.759,-0.0692895,45.9432,500,-10.9448,-1.80287,-25.9363,-13.2304,-15.6375,-938.958,6172.51,163.919,31157.5,26355.5,-5.03242,4.1095,-14.1115,-7.31799,-9.72509,0.56008,7489.49,212.696,32474.5,0.187406,0.952654,0.0119213,39964 
58,1525,0.55,44.81,58,30008.5,-0.461802,60.8425,12.7912,116.749,-0.335579,779.567,2.64577e-06,-17.3539,-6.73577,-18.7107,-24.5674,-26.5459,-904.581,6769.48,197.183,28924.4,33850.6,-11.658,-1.03986,-7.31891,-18.8715,-20.85,0.877484,8038.24,244.174,30193.2,0.210252,0.949524,0.0146785,38231.4 
59,1525,0.55,44.89,59,30302.2,-0.763672,63.3812,12.7423,116.77,-3.42388,11585.1,0.023744,-17.4243,-10.4347,-22.851,-10.7846,-5.4942,-1181.25,1481.55,128.466,34726.7,1.31754e+06,-9.98629,-2.99675,-7.97497,-3.34664,1.94379,0.643351,3138.36,189.829,36383.6,0.0794081,0.90428,0.00951958,39521.9 
60,1525,0.55,44.82,60,30343.8,-0.0247984,62.4451,12.3537,116.937,-0.0285512,34.1983,500,-18.2224,-13.4014,-20.9971,-13.3521,-8.89218,-884.799,7011.84,162.458,28696.2,25144.3,-12.651,-7.83007,-9.85442,-7.78079,-3.32083,0.762184,8252.86,208.421,29937.2,0.2161,0.957675,0.0126623,38190 
