cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,1675,0.7,44.74,68,29479.2,-0.429893,62.2607,12.5612,116.715,-0.35245,642.604,3.69304,-17.9729,-11.0154,-27.6235,-7.0079,-8.68479,-1103.22,620.913,114.588,34813.6,32831.9,-11.0263,-4.06876,-13.7301,-0.0612294,-1.73812,0.551662,2168.28,171.898,36361,0.0562762,0.878166,0.00863344,38529.3 
69,1675,0.7,44.85,69,29246.5,-0.0232373,60.8935,12.393,116.484,-0.077117,-7.85044,499.86,-14.2086,-4.48578,-3.9975,-11.7188,-6.29707,-1019.73,5220.29,148.702,29875.2,24586.2,-7.78759,1.93519,8.84443,-5.29783,0.12389,5.0535,6650.56,201.675,31305.4,0.175218,0.949606,0.011728,37956 
70,1675,0.7,44.76,70,26560,-0.600602,55.8999,12.6667,116.223,0.560058,207.189,0.000282329,-13.7807,-10.0432,-26.6698,-9.13658,-12.5006,-1173.2,1870.88,135.6,30447.6,26827.3,-6.39332,-2.65583,-11.8951,-1.74922,-5.11322,0.572222,3516.41,196.546,32093.1,0.0987492,0.910901,0.0111556,35609.5 
71,1675,0.7,44.88,71,26106.5,-0.0525359,56.1492,12.2924,116.714,0.137652,-91.8803,500,-19.2883,-4.60722,-19.7723,-8.63508,-8.43874,-1108.05,2451.89,145.427,29708.7,22880.4,-12.3112,2.36988,-5.81815,-1.65798,-1.46164,0.69182,4006.04,202.988,31262.9,0.113586,0.918549,0.0118193,35268.9 
72,1675,0.7,44.9,72,28417.2,-0.236629,58.9473,12.6817,116.399,0.0559094,120.941,500,-13.4344,4.21179,-28.0482,-1.15418,-13.0938,-1126.74,1048.24,127.401,33368.7,24555.4,-6.33962,11.3065,-13.8587,5.94058,-5.999,-0.548424,2628.6,185.933,34949.1,0.0699511,0.889849,0.0097051,37577.7 
73,1675,0.7,44.75,73,27877.3,-0.6949,59.0164,12.7229,116.72,0.853063,65.5848,1.36619e-07,-22.4448,-15.1576,-26.638,-14.1076,-0.54953,-1267.34,1066.09,125.373,32877.2,26264.2,-14.4647,-7.17752,-10.6777,-6.12745,7.43059,0.655744,2843.67,191.209,34654.8,0.0758342,0.894718,0.0100616,37498.4 
74,1675,0.7,44.8,74,30019.7,-1.3387,61.8601,12.9952,117.006,0.261725,464.047,348.072,-11.3267,-3.76268,-22.0195,-16.2362,-10.8682,-937.992,6007.22,153.04,29391.5,30122.8,-5.42041,2.1436,-10.2069,-10.3299,-4.96191,0.645293,7322.84,201.767,30707.1,0.192555,0.954,0.0119591,38029.9 
75,1675,0.7,44.81,75,28966.1,0.0071139,60.3765,12.4708,117.025,-0.0898118,-121.372,500,-12.6134,-1.99595,-21.4738,-14.9348,-12.8781,-998.258,6975.91,151.218,27976.9,24865.7,-6.32759,4.28982,-8.90231,-8.64906,-6.59237,0.659977,8376.06,203.076,29377.1,0.221864,0.959299,0.0125739,37753.1 
76,1675,0.7,44.89,76,27717,-0.125042,57.1224,12.7495,116.54,-0.0921008,223.359,500,-14.5498,-14.3943,-25.119,-6.53044,-15.0517,-1073.29,1358.24,111.01,32245.7,24377.7,-7.79154,-7.63607,-11.6026,0.227782,-8.29351,0.669403,2863.64,166.765,33751.1,0.0782099,0.907514,0.00901979,36614.7 
77,1675,0.7,44.82,77,29454.6,-1.19834,61.2833,12.6962,116.706,-0.427217,1489.37,10.8719,-6.33883,-15.5239,-14.8761,-10.756,-3.97903,-878.515,7259.22,185.028,27816.5,46041.8,-0.807061,-9.99211,-3.81254,-5.22421,1.55274,0.791473,8491.42,230.665,29048.7,0.226196,0.954619,0.0144166,37540.1 
