cyc,wigglefreq,amplitude,wiggletime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
15,15,0.75,7,4,15,11079.8,0,5,101,125,0,5,135,-4.55661,-2.18134,-5.11615,-7.27299,-1.51295,-106.841,11.3183,13810.3,-17.072,16439.4,-4.14379,-1.76853,-4.29052,-6.86018,-1.10013,0.763779,17.5621,14278.5,-10.8282,3.84437,0.000702343,1.00041,4.56827,212.452,463.815,737.591,16816,6.79841e-07,0.461738,107.612,74.6111,17.2264,24.1247,0.714058,269.711,538.935,0.560802 
16,15,0.75,1,10,16,15264.4,0,5,101,125,0,5,135,0.0297893,-5.75483,-4.9925,0.0417739,-1.34162,-97.7023,15.0992,17876.8,-13.8035,16439.4,0.407291,-5.37733,-4.23749,0.419276,-0.964117,0.565491,20.8089,18305.1,-8.09379,1.87529,0.000649169,1.00024,11.0963,226.897,515.754,1071.91,23976.1,7.65172e-07,0.447071,107.614,73.6522,16.4037,23.6082,0.694831,244.563,516.106,0.464308 
18,15,0.75,4,7,18,9820.81,0,5,101,125,0,5,135,-1.53785,-3.126,-5.48654,-4.33229,-2.5863,-123.924,11.7062,12489.3,-15.3232,16439.4,-1.05903,-2.64718,-4.52891,-3.85347,-2.10748,0.680975,18.9484,13032.5,-8.08101,2.04821,0.000830133,1.00034,9.25118,273.248,527.806,247.329,17168.1,6.84553e-07,0.554765,106.924,74.1483,17.1704,23.8654,0.719467,267.957,527.41,0.549161 
19,15,0.75,10,1,19,12653.7,0,5,101,125,0,5,135,0.493633,-0.749747,-1.79542,-1.52204,0.514962,-98.3762,15.2211,15499.2,-28.5515,16439.4,0.873739,-0.369641,-1.03521,-1.14193,0.895068,-0.330645,20.9702,15930.4,-22.8024,-3.28035,0.000751642,1.00078,-6.39266,288.599,564.767,925.267,21821.8,7.41532e-07,0.544443,107.293,73.8016,17.7826,24.5042,0.725693,287.406,556.026,0.539095 
21,15,0.75,5,6,21,12320.5,0,5,101,125,0,5,135,-3.19776,0.00301449,-3.98579,-3.26257,-1.83274,-199.651,4.09145,15112.2,-22.4657,16439.4,-2.42635,0.774427,-2.44296,-2.49116,-1.06133,0.680549,15.7591,15987.2,-10.7981,5.62559,0.000562956,1.00037,2.80132,263.441,527.325,4.27201e+10,20889.5,7.30818e-07,0.510001,107.28,73.8899,17.0251,23.8633,0.713443,263.442,527.319,0.51 
22,15,0.75,0.1,10.9,22,12832.6,0,5,101,125,0,5,135,1.03737,0.971073,-5.17459,-0.0750537,-1.84134,-143.642,13.8497,15677.9,-24.0945,16439.4,1.59237,1.52608,-4.06458,0.47995,-1.28634,-1.31928,22.2442,16307.5,-15.7001,6.53461,0.000778846,1.00052,3.40406,237.692,505.891,961754,21564.7,7.38609e-07,0.469485,107.193,73.551,16.1717,23.3734,0.691882,237.692,505.891,0.469485 
23,15,0.75,3,8,23,13024.8,0,5,101,125,0,5,135,0.771765,-2.64754,-6.89971,-1.29423,-0.100318,-160.494,11.6207,15946.6,-14.0404,16439.4,1.39188,-2.02742,-5.65948,-0.67411,0.519799,0.122471,20.9999,16650,-4.66109,1.36305,0.000720197,1.00015,15.4066,252.662,521.809,6.55278e+10,21964.5,7.43144e-07,0.488599,107.063,73.8511,16.6732,23.7384,0.702375,252.666,521.813,0.488604 
24,15,0.75,9,2,24,12921.5,0,5,101,125,0,5,135,-1.92368,-4.59731,-4.7034,-1.97897,-2.87444,-124.783,12.5574,15716.4,-6.66548,16439.4,-1.44154,-4.11517,-3.73912,-1.49683,-2.39231,0.71641,19.8498,16263.3,0.626861,0.963487,0.000696958,0.999979,20.602,285.891,611.912,462.873,22391.8,7.47933e-07,0.559219,107.019,74.6033,17.5712,24.4157,0.719666,280.613,552.017,0.526221 
25,15,0.75,8,3,25,11914.3,0,5,101,125,0,5,135,-2.22735,-0.999252,-1.91894,0.617875,-2.44153,-210.657,9.393,14658.4,-16.6185,16439.4,-1.41341,-0.185314,-0.291064,1.43181,-1.6276,0.860439,21.7038,15581.7,-4.30767,1.31263,0.000795309,1.00015,16.5346,266.253,541.907,1.39721e+11,20138.2,7.21949e-07,0.526142,107.532,73.8759,17.1158,24.1917,0.707509,266.258,541.93,0.526158 
26,15,0.75,7,4,26,12579.9,0,5,101,125,0,5,135,-2.97499,-0.425131,-8.27338,0.591077,-0.978972,-149.362,13.8057,15348,-21.8242,16439.4,-2.39788,0.151975,-7.11917,1.16818,-0.401865,0.17207,22.5344,16002.7,-13.0954,3.3042,0.000804018,1.00044,6.81992,221.773,455.336,292.747,19447,7.13593e-07,0.445317,106.988,74.0965,17.0735,23.974,0.71217,264.944,532.221,0.526226 
27,15,0.75,1,10,27,11720.8,0,5,101,125,0,5,135,-1.47203,-3.15326,-9.7244,-3.91955,-3.98181,-180.699,17.4212,14692.4,-8.01408,16439.4,-0.77384,-2.45508,-8.32803,-3.22137,-3.28363,0.538918,27.9813,15484.4,2.54599,0.901561,0.00103154,0.999911,31.0365,244.006,487.443,1094.37,20202.1,7.22712e-07,0.477196,106.533,73.6695,16.258,22.9003,0.709944,240.236,485.62,0.472609 
28,15,0.75,6,5,28,12475,0,5,101,125,0,5,135,-0.710033,-3.69478,-3.55574,-1.32303,-3.86602,-136.971,14.6889,15380.7,-21.6345,16439.4,-0.180805,-3.16556,-2.49728,-0.7938,-3.33679,0.749627,22.6935,15981,-13.6299,3.58076,0.000810788,1.00046,6.33762,264.94,526.615,2.96102e+07,21232.4,7.34795e-07,0.508339,107.016,73.8435,17.0735,23.8477,0.715938,264.941,526.629,0.508348 
29,15,0.75,4,7,29,11381.5,0,5,101,125,0,5,135,-2.97885,-4.81194,-4.58595,-2.32335,-0.877705,-130.131,11.6959,14074.4,-17.7048,16439.4,-2.47605,-4.30914,-3.58034,-1.82055,-0.374904,0.714963,19.3008,14644.8,-10.0999,2.68782,0.000752536,1.00037,7.18083,272.95,571.224,318.542,20186.8,7.22529e-07,0.5465,107.013,73.8473,16.76,23.656,0.708489,255.302,518.196,0.503407 
30,15,0.75,10,1,30,12938.7,0,5,101,125,0,5,135,-0.592326,1.11898,-3.40255,-3.49898,-1.25824,-193.862,0.101242,15683.6,-23.5417,16439.4,0.156718,1.86803,-1.90446,-2.74994,-0.509193,0.393261,11.4305,16533.3,-12.2124,-3.54506,0.00039491,1.0004,-3.22435,276.411,546.13,151.15,21402.1,7.36747e-07,0.527359,107.167,74.0951,17.4367,24.1933,0.720725,276.336,542.005,0.525293 
31,15,0.75,2,9,31,8832.16,0,5,101,125,0,5,135,0.288373,-2.54774,-4.94976,-2.386,-1.18965,-162.718,4.37954,11680.8,-17.5435,16439.4,0.917084,-1.91903,-3.69234,-1.75729,-0.560937,0.473464,13.8888,12394,-8.03427,3.26975,0.000639935,1.00035,4.24767,179.821,378.676,577.353,13484.1,6.31598e-07,0.413156,106.936,73.7243,16.1225,22.945,0.702661,236.251,487.515,0.537329 
32,15,0.75,5,6,32,13463.5,0,5,101,125,0,5,135,1.59211,0.561456,0.686813,-3.65561,-1.60281,-115.217,9.01519,16191.8,-16.3856,16439.4,2.03728,1.00663,1.57716,-3.21043,-1.15764,-5.23377,15.7485,16696.8,-9.6523,3.78051,0.000538682,1.00031,4.16569,265.834,515.487,3.27996e+10,22332.8,7.47276e-07,0.495374,107.034,73.5216,17.1022,23.594,0.724853,265.834,515.486,0.495374 
33,15,0.75,0.1,10.9,33,10385.9,0,5,101,125,0,5,135,-1.76955,0.870976,-1.49927,-4.28241,-2.97701,-74.8591,11.5708,13060.2,-10.3567,16439.4,-1.48031,1.16022,-0.920793,-3.99317,-2.68776,0.883765,15.9456,13388.3,-5.98188,1.81875,0.000680114,1.00024,8.76733,238.782,490.038,1.06881e+11,17956.2,6.94871e-07,0.492279,106.877,73.8392,16.2087,23.0045,0.704589,238.783,490.048,0.492286 
34,15,0.75,3,8,34,12851.4,0,5,101,125,0,5,135,-0.606901,-1.66748,-6.8239,-1.60108,-4.19495,-116.052,6.23382,15656.5,-14.2788,16439.4,-0.158501,-1.21908,-5.9271,-1.15268,-3.74655,0.514328,13.0159,16165.2,-7.49678,3.23799,0.000459892,1.00025,4.01974,232.821,492.862,299.221,20540.1,7.2672e-07,0.46613,106.87,74.1413,16.6606,23.6309,0.705033,252.282,517.098,0.497006 
35,15,0.75,9,2,35,12253.8,0,5,101,125,0,5,135,0.050235,-3.37032,-3.63014,-1.75801,-0.63616,-146.504,14.2444,15171,-19.5055,16439.4,0.616299,-2.80426,-2.49801,-1.19195,-0.0700964,0.580026,22.8061,15813.2,-10.9438,2.35758,0.000823449,1.00038,9.67355,272.501,527.216,960137,21049.3,7.32676e-07,0.517328,107.048,74.4055,17.3156,23.8612,0.725679,272.508,527.225,0.51734 
36,15,0.75,8,3,36,11880.2,0,5,101,125,0,5,135,-0.22776,-2.29411,-6.08665,-1.37605,0.162834,-102.012,7.13184,14598,-23.4376,16439.4,0.166396,-1.89995,-5.29834,-0.981892,0.556989,0.289462,13.0934,15045.1,-17.476,-1.66209,0.000497056,1.00063,-7.8777,234.449,446.679,533.404,18225.2,6.98325e-07,0.463409,106.831,74.4136,17.757,24.0372,0.738731,286.581,535.033,0.560734 
37,15,0.75,7,4,37,11445.1,0,5,101,125,0,5,135,-0.105499,-0.979129,3.15901,1.1307,-1.32219,-97.2287,8.348,14338.1,-15.9454,16439.4,0.270173,-0.603457,3.91036,1.50637,-0.946518,0.0547672,14.03,14764.2,-10.2634,8.18563,0.000542718,1.00038,1.71398,252.851,505.772,775.665,19290.7,7.11676e-07,0.502491,107.254,73.6018,17.1181,23.8237,0.718532,266.328,525.569,0.525703 
38,15,0.75,1,10,38,11692.7,0,5,101,125,0,5,135,-0.975168,-4.09465,-4.27029,-2.19134,-0.617843,-133.147,11.288,14651.3,-22.5008,16439.4,-0.460714,-3.58019,-3.24138,-1.67689,-0.103388,0.642333,19.0691,15234.9,-14.7197,13.5672,0.000714733,1.00052,1.40553,239.481,500.935,1.67631e+06,20045.2,7.20836e-07,0.480496,106.517,73.5374,16.2324,23.2586,0.697909,239.482,500.934,0.480496 
39,15,0.75,6,5,39,11013.4,0,5,101,125,0,5,135,-2.39704,-3.73821,-5.10965,-1.90619,-1.81984,-130.356,11.7428,14004.3,-23.6912,16439.4,-1.89337,-3.23454,-4.10232,-1.40252,-1.31617,0.656679,19.3608,14575.7,-16.0732,265.375,0.00075845,1.0006,0.0729564,207.699,406.764,1072.15,16344.5,6.73426e-07,0.431617,106.89,74.3753,17.5768,23.8154,0.738042,280.792,525.204,0.570251 
40,15,0.75,4,7,40,12489.9,0,5,101,125,0,5,135,-2.48629,-3.25703,3.32449,-2.3056,-4.04322,-153.792,13.2994,15445.2,-15.603,16439.4,-1.89207,-2.66281,4.51294,-1.71138,-3.44899,1.86749,22.287,16119.3,-6.61543,1.55327,0.000789449,1.00022,14.3485,245.948,513.806,295.253,21293.1,7.35494e-07,0.483328,106.911,73.7806,16.5993,23.4165,0.708872,250.431,507.759,0.484834 
41,15,0.75,10,1,41,10136.3,0,5,101,125,0,5,135,-1.78402,1.63145,-1.86191,-0.201219,-1.55218,-113.425,-0.666594,12945.2,-19.7369,16439.4,-1.34577,2.0697,-0.985406,0.237031,-1.11393,0.134375,5.96194,13442.3,-13.1084,-0.610344,0.000253376,1.00053,-9.76816,283.069,538.555,3.3464e+10,17693.6,6.91467e-07,0.564664,106.961,75.284,17.6477,24.1157,0.731794,283.064,538.532,0.564646 
42,15,0.75,2,9,42,10999.4,0,5,101,125,0,5,135,-0.626357,-2.39085,-1.75848,-3.32836,0.994326,-178.921,10.7287,13712.3,-9.94483,16439.4,0.0649584,-1.69954,-0.375854,-2.63705,1.68564,0.873101,21.1848,14496.5,0.511313,0.971852,0.000834373,0.999981,21.7984,275.533,561.608,346.836,19949,7.19681e-07,0.546592,106.845,73.8123,16.4865,22.9643,0.717917,247.037,488.335,0.482614 
43,15,0.75,5,6,43,10431.4,0,5,101,125,0,5,135,-4.16331,-5.35447,-0.884897,-4.5324,-1.2524,-140.601,14.0196,13221.2,-22.1068,16439.4,-3.62005,-4.81122,0.201608,-3.98915,-0.709153,1.01559,22.2363,13837.5,-13.8901,3.99346,0.000917421,1.00055,5.56817,209.995,444.776,386.776,15843.6,6.66475e-07,0.458555,106.591,74.3779,17.2332,24.045,0.716704,269.921,535.38,0.570381 
