cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,fermi3,fermi4,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc,alpha_visc,smomE,smomEkHz,smomEoEFEst,smomEoEF
15,15,0.75,7,4,15,4.43984e-07,6.95955e-07,9.6087e-30,14.5014,0.63795,1062.49,2846.28,2770.88,4.94593,21.3071,20.4666,-0.59259,-3.6325e-30,1.1784e-12,0.641932,0.601008,30090.2,47716.8,1.79184,25.9841,1.61867,23.4729,1.84092,0.0066,1.42273,4.5,5.05482,1.88727e-29,28.4825,1.78015,1.96412 
16,15,0.75,1,10,16,4.1225e-07,7.57791e-07,1.04624e-29,15.7898,0.544015,1062.49,2846.28,2770.88,4.93965,21.3092,20.4686,-0.166343,-9.46782e-31,7.27963e-13,1.03518,0.951654,38844.5,56729.5,1.50036,23.6905,1.40735,22.2218,1.3921,0.0066,1.45202,4.5,4.67815,1.79775e-29,27.1314,1.69572,1.71829 
17,15,0.75,6,5,17,4.37512e-07,7.21609e-07,9.9629e-30,15.0359,0.606301,1062.49,2846.28,2770.88,4.94221,21.3084,20.4678,-0.455854,-2.75359e-30,1.16804e-12,0.747796,0.695834,33541.9,52318.3,1.69251,25.4485,1.54535,23.2357,1.69654,0.0066,1.42756,4.5,4.8319,1.83528e-29,27.6979,1.73112,1.84212 
18,15,0.75,4,7,18,4.39938e-07,6.71825e-07,9.27556e-30,13.9986,0.654839,1062.49,2846.28,2770.88,4.94384,21.3078,20.4673,-0.663212,-4.02835e-30,6.54372e-13,0.593533,0.55741,27067.7,41663.3,1.84495,25.8267,1.65866,23.2189,1.9154,0.0066,1.40078,4.5,4.92931,1.85835e-29,28.046,1.75288,2.00349 
19,15,0.75,10,1,19,4.53256e-07,7.21747e-07,9.96481e-30,15.0388,0.627998,1062.49,2846.28,2770.88,4.9522,21.305,20.4646,-0.550242,-3.44335e-30,1.02767e-12,0.672938,0.628847,33561.2,51983.4,1.76055,26.4766,1.59539,23.9927,1.79622,0.0066,1.39633,4.5,5.4321,1.96911e-29,29.7177,1.85735,1.97607 
20,15,0.75,2,9,20,4.11823e-07,7.0911e-07,9.79033e-30,14.7755,0.580761,1062.49,2846.28,2770.88,4.93676,21.3102,20.4695,-0.340773,-1.93758e-30,6.35088e-13,0.850857,0.78769,31829,47629.1,1.61294,23.8319,1.48774,21.982,1.57512,0.0066,1.40005,4.5,4.50478,1.75371e-29,26.4669,1.65418,1.79127 
21,15,0.75,5,6,21,4.34445e-07,7.19267e-07,9.93057e-30,14.9871,0.604011,1062.49,2846.28,2770.88,4.94364,21.3079,20.4673,-0.445721,-2.67351e-30,3.94197e-13,0.756335,0.703457,33216.4,48979.2,1.68535,25.2585,1.54012,23.082,1.68584,0.0066,1.40874,4.5,4.91759,1.8556e-29,28.0046,1.75029,1.86858 
22,15,0.75,0.1,10.9,22,4.03726e-07,7.29914e-07,1.00776e-29,15.209,0.553114,1062.49,2846.28,2770.88,4.93614,21.3104,20.4697,-0.210605,-1.17392e-30,8.60151e-13,0.984927,0.906955,34713.4,51984.5,1.52798,23.239,1.42698,21.7029,1.43838,0.0066,1.45156,4.5,4.46791,1.74411e-29,26.322,1.64512,1.73069 
23,15,0.75,3,8,23,4.21896e-07,7.29408e-07,1.00706e-29,15.1984,0.578409,1062.49,2846.28,2770.88,4.94159,21.3086,20.468,-0.329938,-1.92186e-30,6.95086e-13,0.861279,0.796966,34641.2,51213.4,1.60565,24.4034,1.4825,22.5317,1.56371,0.0066,1.43244,4.5,4.79448,1.82628e-29,27.562,1.72263,1.81348 
24,15,0.75,9,2,24,4.45154e-07,7.19971e-07,9.94029e-30,15.0018,0.618294,1062.49,2846.28,2770.88,4.94931,21.306,20.4655,-0.508386,-3.12455e-30,1.00724e-12,0.705121,0.657683,33314,51065.1,1.73009,25.9544,1.57288,23.596,1.75202,0.0066,1.40439,4.5,5.25822,1.93231e-29,29.1622,1.82264,1.94391 
25,15,0.75,8,3,25,4.36512e-07,7.08542e-07,9.78249e-30,14.7636,0.61607,1062.49,2846.28,2770.88,4.94528,21.3073,20.4668,-0.498716,-3.00561e-30,7.51601e-13,0.712784,0.66454,31752.5,47881.9,1.72312,25.4394,1.56775,23.1457,1.7418,0.0066,1.41384,4.5,5.01568,1.87834e-29,28.3478,1.77174,1.92011 
26,15,0.75,7,4,26,4.28291e-07,7.21544e-07,9.96201e-30,15.0346,0.593575,1062.49,2846.28,2770.88,4.94388,21.3078,20.4673,-0.399084,-2.35986e-30,8.36414e-13,0.796932,0.739666,33532.9,50566,1.65277,24.8486,1.51647,22.7994,1.63661,0.0066,1.41809,4.5,4.9316,1.85888e-29,28.0541,1.75338,1.86597 
27,15,0.75,1,10,27,4.1495e-07,7.11814e-07,9.82767e-30,14.8318,0.582947,1062.49,2846.28,2770.88,4.93346,21.3113,20.4705,-0.350807,-2.00978e-30,8.09997e-13,0.841319,0.7792,32194.5,48528.4,1.61972,24.0233,1.49261,22.1382,1.58569,0.0066,1.423,4.5,4.30726,1.70131e-29,25.676,1.60475,1.73114 
28,15,0.75,6,5,28,4.41883e-07,7.21793e-07,9.96544e-30,15.0398,0.612201,1062.49,2846.28,2770.88,4.94316,21.308,20.4675,-0.481806,-2.93943e-30,1.24488e-12,0.726384,0.676704,33567.6,52484.4,1.71099,25.7329,1.55886,23.4448,1.72395,0.0066,1.41673,4.5,4.88865,1.84879e-29,27.9017,1.74386,1.8552 
29,15,0.75,4,7,29,4.2217e-07,6.99549e-07,9.65832e-30,14.5762,0.603489,1062.49,2846.28,2770.88,4.94055,21.3089,20.4683,-0.443398,-2.58443e-30,8.01762e-13,0.758299,0.705211,30558.8,46404,1.68372,24.5423,1.53894,22.4319,1.68339,0.0066,1.44218,4.5,4.73221,1.81111e-29,27.333,1.70831,1.87518 
30,15,0.75,10,1,30,4.44291e-07,7.20285e-07,9.94462e-30,15.0083,0.616826,1062.49,2846.28,2770.88,4.94798,21.3064,20.466,-0.502003,-3.07934e-30,1.07923e-12,0.710169,0.6622,33357.7,51437.3,1.72548,25.8966,1.56949,23.5555,1.74528,0.0066,1.42119,4.5,5.17803,1.91481e-29,28.8982,1.80614,1.92548 
31,15,0.75,2,9,31,3.98824e-07,6.57419e-07,9.07666e-30,13.6984,0.606652,1062.49,2846.28,2770.88,4.93139,21.312,20.4712,-0.457404,-2.51864e-30,1.13534e-12,0.7465,0.694676,25363.4,39753.8,1.69361,23.1998,1.54615,21.1798,1.69817,0.0066,1.44481,4.5,4.18353,1.66728e-29,25.1625,1.57266,1.83689 
32,15,0.75,5,6,32,4.31007e-07,7.29953e-07,1.00781e-29,15.2098,0.590459,1062.49,2846.28,2770.88,4.94098,21.3088,20.4682,-0.385013,-2.2911e-30,7.70747e-13,0.809617,0.750968,34719,52902.4,1.64306,24.9905,1.50945,22.9583,1.62176,0.0066,1.38731,4.5,4.75793,1.8174e-29,27.428,1.71425,1.80332 
33,15,0.75,0.1,10.9,33,3.98664e-07,6.83428e-07,9.43575e-30,14.2403,0.58333,1062.49,2846.28,2770.88,4.93396,21.3111,20.4704,-0.352563,-1.94056e-30,1.11407e-12,0.839663,0.777726,28494.4,43923.3,1.6209,23.0822,1.49347,21.2675,1.58754,0.0066,1.43062,4.5,4.33729,1.70943e-29,25.7986,1.61241,1.81165 
34,15,0.75,3,8,34,4.23141e-07,7.23395e-07,9.98755e-30,15.0731,0.584938,1062.49,2846.28,2770.88,4.93986,21.3092,20.4685,-0.35991,-2.10263e-30,8.00365e-13,0.832758,0.771581,33791.5,51107.5,1.6259,24.5074,1.49706,22.5654,1.59529,0.0066,1.42916,4.5,4.69091,1.80092e-29,27.1793,1.6987,1.80316 
35,15,0.75,9,2,35,4.48356e-07,7.20415e-07,9.94641e-30,15.011,0.622359,1062.49,2846.28,2770.88,4.94548,21.3073,20.4668,-0.525987,-3.25598e-30,6.16829e-13,0.691396,0.645392,33375.6,50436.9,1.74285,26.1619,1.58228,23.7517,1.7706,0.0066,1.40334,4.5,5.02812,1.88119e-29,28.3907,1.77442,1.89132 
36,15,0.75,8,3,36,4.38813e-07,7.03505e-07,9.71294e-30,14.6587,0.623752,1062.49,2846.28,2770.88,4.9478,21.3065,20.466,-0.532,-3.22311e-30,1.00402e-12,0.686771,0.641249,31080.1,48448.5,1.74722,25.612,1.58552,23.2416,1.77695,0.0066,1.36881,4.5,5.16725,1.91244e-29,28.8623,1.80389,1.96896 
37,15,0.75,7,4,37,4.3385e-07,7.03105e-07,9.70743e-30,14.6504,0.617048,1062.49,2846.28,2770.88,4.94436,21.3076,20.4671,-0.502968,-3.01275e-30,3.28787e-13,0.709401,0.661513,31027.2,45791.1,1.72618,25.2892,1.57001,23.0012,1.7463,0.0066,1.40926,4.5,4.96079,1.86569e-29,28.1567,1.7598,1.92192 
38,15,0.75,1,10,38,4.03931e-07,7.08857e-07,9.78683e-30,14.7702,0.569834,1062.49,2846.28,2770.88,4.93592,21.3105,20.4698,-0.290071,-1.61769e-30,8.51465e-13,0.900748,0.832083,31794.9,47803.5,1.57919,23.3249,1.46352,21.6165,1.52176,0.0066,1.43399,4.5,4.45458,1.74062e-29,26.2693,1.64183,1.77853 
39,15,0.75,6,5,39,4.37725e-07,6.91599e-07,9.54856e-30,14.4106,0.632917,1062.49,2846.28,2770.88,4.9462,21.307,20.4665,-0.571252,-3.45233e-30,1.17014e-12,0.657368,0.614872,29528.7,46753.3,1.776,25.5933,1.60687,23.156,1.81839,0.0066,1.35139,4.5,5.07141,1.89102e-29,28.5392,1.7837,1.98043 
40,15,0.75,4,7,40,4.19673e-07,7.20888e-07,9.95295e-30,15.0209,0.58216,1062.49,2846.28,2770.88,4.93802,21.3098,20.4691,-0.347199,-2.01175e-30,9.78292e-13,0.844736,0.782241,33441.5,50764.9,1.61727,24.2929,1.49086,22.394,1.58189,0.0066,1.41388,4.5,4.58051,1.77317e-29,26.7606,1.67253,1.78156 
41,15,0.75,10,1,41,4.46242e-07,6.72552e-07,9.28559e-30,14.0137,0.663505,1062.49,2846.28,2770.88,4.94957,21.3059,20.4655,-0.698848,-4.30563e-30,8.5955e-13,0.570579,0.536671,27155.5,42561.2,1.87222,26.2368,1.67941,23.5348,1.95295,0.0066,1.38503,4.5,5.2735,1.9356e-29,29.2119,1.82575,2.08452 
42,15,0.75,2,9,42,4.16573e-07,6.89278e-07,9.51652e-30,14.3622,0.604362,1062.49,2846.28,2770.88,4.93399,21.3111,20.4704,-0.447272,-2.57245e-30,9.85466e-13,0.755018,0.702282,29232.4,45443.2,1.68645,24.2211,1.54092,22.1311,1.68748,0.0066,1.38835,4.5,4.33913,1.70993e-29,25.806,1.61288,1.7968 
43,15,0.75,5,6,43,4.32786e-07,6.78654e-07,9.36984e-30,14.1409,0.637713,1062.49,2846.28,2770.88,4.94495,21.3074,20.4669,-0.591591,-3.53491e-30,9.68566e-13,0.642648,0.601651,27901.5,43271.7,1.79109,25.3276,1.61811,22.8815,1.83986,0.0066,1.4023,4.5,4.99582,1.87378e-29,28.279,1.76744,1.9998 
44,35,0.45,0.1,10.9,44,3.92825e-07,7.28079e-07,1.00522e-29,15.1707,0.539536,1062.49,2846.28,2770.88,4.93163,21.3119,20.4711,-0.144273,-7.82467e-31,4.72116e-13,1.06118,0.974787,34452.2,49630.7,1.48684,22.5564,1.39776,21.205,1.36906,0.0066,1.46231,4.5,4.1981,1.67134e-29,25.2237,1.57648,1.66266 
45,35,0.45,3,8,45,4.38467e-07,7.36137e-07,1.01635e-29,15.3386,0.595633,1062.49,2846.28,2770.88,4.94113,21.3087,20.4681,-0.408339,-2.47196e-30,4.69453e-13,0.788703,0.732329,35608.8,53168.8,1.65918,25.4495,1.52111,23.3317,1.64637,0.0066,1.38786,4.5,4.76678,1.81956e-29,27.4606,1.71629,1.79029 
46,35,0.45,9,2,46,4.47701e-07,7.17327e-07,9.90378e-30,14.9467,0.624124,1062.49,2846.28,2770.88,4.95516,21.304,20.4637,-0.533602,-3.29829e-30,1.71176e-12,0.685546,0.64015,32948.3,52864.7,1.74839,26.1326,1.58638,23.7111,1.77865,0.0066,1.3949,4.5,5.60976,2.00521e-29,30.2625,1.8914,2.02469 
47,35,0.45,8,3,47,4.40132e-07,7.13115e-07,9.84562e-30,14.8589,0.617197,1062.49,2846.28,2770.88,4.94877,21.3062,20.4657,-0.50362,-3.06034e-30,5.16654e-13,0.708886,0.661052,32371.3,47860.7,1.72665,25.6562,1.57035,23.3337,1.74698,0.0066,1.41014,4.5,5.22553,1.92522e-29,29.0552,1.81595,1.9554 
48,35,0.45,7,4,48,4.40286e-07,7.29554e-07,1.00726e-29,15.2015,0.6035,1062.49,2846.28,2770.88,4.94693,21.3068,20.4663,-0.443449,-2.69564e-30,7.47484e-13,0.758259,0.705175,34662,52262.6,1.68375,25.5955,1.53896,23.3944,1.68344,0.0066,1.4014,4.5,5.11484,1.90079e-29,28.6865,1.79291,1.88709 
49,35,0.45,1,10,49,4.14497e-07,7.35665e-07,1.0157e-29,15.3288,0.563431,1062.49,2846.28,2770.88,4.93743,21.31,20.4693,-0.259917,-1.48744e-30,1.09065e-12,0.931806,0.859709,35540.3,53906.3,1.55951,23.9054,1.44945,22.2184,1.49009,0.0066,1.41661,4.5,4.54484,1.76405e-29,26.6229,1.66393,1.73679 
50,35,0.45,6,5,50,4.50552e-07,7.30647e-07,1.00877e-29,15.2242,0.616648,1062.49,2846.28,2770.88,4.94828,21.3063,20.4659,-0.501229,-3.11792e-30,9.39683e-13,0.710782,0.662749,34818.1,53232.5,1.72493,26.2607,1.56909,23.8881,1.74446,0.0066,1.40513,4.5,5.19611,1.91879e-29,28.9581,1.80988,1.90211 
51,35,0.45,4,7,51,4.23095e-07,7.46043e-07,1.03002e-29,15.545,0.567119,1062.49,2846.28,2770.88,4.94035,21.309,20.4684,-0.277323,-1.61997e-30,8.44002e-13,0.913749,0.843663,37065.8,55053.1,1.57086,24.4191,1.45754,22.6576,1.50839,0.0066,1.46027,4.5,4.72021,1.80816e-29,27.2885,1.70553,1.75545 
52,35,0.45,10,1,52,4.63642e-07,7.50449e-07,1.03611e-29,15.6368,0.617819,1062.49,2846.28,2770.88,4.95082,21.3055,20.4651,-0.506322,-3.2411e-30,1.03498e-12,0.706749,0.659139,37726.4,58173.8,1.7286,27.0299,1.57179,24.5778,1.74984,0.0066,1.39853,4.5,5.34876,1.95166e-29,29.4543,1.84089,1.88365 
53,35,0.45,2,9,53,4.20941e-07,7.20528e-07,9.94797e-30,15.0134,0.584211,1062.49,2846.28,2770.88,4.93894,21.3095,20.4688,-0.356592,-2.07241e-30,7.62878e-13,0.835871,0.774349,33391.4,50523.3,1.62364,24.3763,1.49544,22.4516,1.59179,0.0066,1.39458,4.5,4.63538,1.78705e-29,26.97,1.68563,1.7964 
54,35,0.45,5,6,54,4.28707e-07,6.96875e-07,9.62141e-30,14.5205,0.615185,1062.49,2846.28,2770.88,4.94599,21.3071,20.4666,-0.494855,-2.92902e-30,1.11147e-12,0.715864,0.667296,30209.7,47039.8,1.72034,24.9803,1.56572,22.735,1.73773,0.0066,1.40873,4.5,5.05828,1.88805e-29,28.4943,1.78089,1.96234 
55,35,0.45,0.1,10.9,55,4.06293e-07,7.23475e-07,9.98866e-30,15.0748,0.561586,1062.49,2846.28,2770.88,4.93278,21.3115,20.4708,-0.251167,-1.40892e-30,8.0354e-13,0.941023,0.867907,33802.7,50466.5,1.55385,23.424,1.44542,21.7893,1.4809,0.0066,1.45367,4.5,4.26677,1.69028e-29,25.5095,1.59434,1.6922 
56,35,0.45,3,8,56,4.20093e-07,7.05681e-07,9.74299e-30,14.704,0.595301,1062.49,2846.28,2770.88,4.93862,21.3096,20.4689,-0.406847,-2.35972e-30,9.01671e-13,0.790022,0.733506,31369.5,48093.5,1.65814,24.3814,1.52036,22.3554,1.6448,0.0066,1.39826,4.5,4.61665,1.78234e-29,26.8989,1.68118,1.82935 
57,35,0.45,9,2,57,4.67759e-07,7.26787e-07,1.00344e-29,15.1438,0.643599,1062.49,2846.28,2770.88,4.95404,21.3044,20.4641,-0.616373,-3.98061e-30,4.03999e-13,0.625176,0.585943,34269.1,51724.8,1.80963,27.4047,1.63198,24.7144,1.86603,0.0066,1.37309,4.5,5.54231,1.99168e-29,30.0583,1.87864,1.98486 
58,35,0.45,8,3,58,4.54997e-07,7.31266e-07,1.00962e-29,15.2371,0.622205,1062.49,2846.28,2770.88,4.95012,21.3057,20.4653,-0.525317,-3.3e-30,8.41166e-13,0.691908,0.645857,34906.6,53328.2,1.74238,26.5489,1.58193,24.104,1.76991,0.0066,1.41922,4.5,5.30699,1.94278e-29,29.3203,1.83252,1.92427 
59,35,0.45,7,4,59,4.509e-07,7.09789e-07,9.79971e-30,14.7896,0.63526,1062.49,2846.28,2770.88,4.9503,21.3056,20.4652,-0.581202,-3.61819e-30,8.10528e-13,0.650121,0.608367,31920.5,48982.8,1.78338,26.3755,1.61236,23.8461,1.8289,0.0066,1.40202,4.5,5.31746,1.94502e-29,29.354,1.83463,1.98477 
60,35,0.45,1,10,60,4.1479e-07,7.27254e-07,1.00408e-29,15.1535,0.570351,1062.49,2846.28,2770.88,4.9385,21.3096,20.469,-0.292492,-1.67505e-30,5.04746e-13,0.8983,0.829905,34335.2,50313.3,1.58078,23.9544,1.46466,22.1948,1.52431,0.0066,1.44123,4.5,4.60902,1.78041e-29,26.8697,1.67936,1.77317 
61,35,0.45,6,5,61,4.39222e-07,7.00526e-07,9.67182e-30,14.5966,0.626988,1062.49,2846.28,2770.88,4.94452,21.3076,20.4671,-0.545917,-3.31051e-30,1.12144e-12,0.676192,0.63177,30687,47852.9,1.7574,25.652,1.59304,23.2529,1.79166,0.0066,1.39301,4.5,4.97045,1.86793e-29,28.1906,1.76191,1.93131 
62,35,0.45,4,7,62,4.36786e-07,6.8968e-07,9.52207e-30,14.3706,0.633317,1062.49,2846.28,2770.88,4.94675,21.3068,20.4664,-0.572954,-3.45519e-30,7.01789e-13,0.656123,0.613752,29283.6,44400.4,1.77725,25.5402,1.60781,23.1052,1.82018,0.0066,1.40146,4.5,5.10445,1.89846e-29,28.6514,1.79071,1.99375 
63,35,0.45,10,1,63,4.5495e-07,6.88939e-07,9.51185e-30,14.3552,0.660363,1062.49,2846.28,2770.88,4.95422,21.3043,20.464,-0.685975,-4.30879e-30,9.64756e-13,0.578762,0.544069,29189.4,45368.7,1.86234,26.7342,1.67187,24,1.93938,0.0066,1.37022,4.5,5.55363,1.99397e-29,30.0927,1.8808,2.0963 
64,35,0.45,2,9,64,4.15056e-07,7.07779e-07,9.77196e-30,14.7477,0.58642,1062.49,2846.28,2770.88,4.93804,21.3098,20.4691,-0.366671,-2.1012e-30,5.16717e-13,0.826462,0.765972,31650.1,47175.1,1.6305,24.0461,1.50038,22.1272,1.60241,0.0066,1.41933,4.5,4.58188,1.77352e-29,26.7658,1.67286,1.81491 
65,35,0.45,5,6,65,4.47935e-07,6.94492e-07,9.58851e-30,14.4709,0.644982,1062.49,2846.28,2770.88,4.94779,21.3065,20.466,-0.622192,-3.8479e-30,4.98105e-13,0.621163,0.582319,29900.9,45138.6,1.81395,26.2494,1.63525,23.6635,1.87215,0.0066,1.39312,4.5,5.16685,1.91235e-29,28.861,1.80381,1.99442 
66,35,0.45,0.1,10.9,66,4.23117e-07,7.27895e-07,1.00497e-29,15.1669,0.581289,1062.49,2846.28,2770.88,4.93658,21.3103,20.4696,-0.343201,-2.0049e-30,5.24147e-13,0.848538,0.785627,34426,51115.2,1.61458,24.4881,1.48891,22.5822,1.57768,0.0066,1.42221,4.5,4.49421,1.75097e-29,26.4254,1.65159,1.74231 
67,35,0.45,3,8,67,4.12797e-07,7.13028e-07,9.84442e-30,14.8571,0.578935,1062.49,2846.28,2770.88,4.93656,21.3103,20.4696,-0.33237,-1.89427e-30,9.38185e-13,0.858931,0.794876,32359.4,49584.6,1.60728,23.8796,1.48367,22.0431,1.56627,0.0066,1.42889,4.5,4.49299,1.75065e-29,26.4207,1.65129,1.77832 
68,35,0.45,9,2,68,4.46086e-07,7.05021e-07,9.73387e-30,14.6903,0.632728,1062.49,2846.28,2770.88,4.94913,21.306,20.4656,-0.570443,-3.5133e-30,6.48247e-13,0.657958,0.615404,31281.5,47405,1.77542,26.0813,1.60643,23.5988,1.81754,0.0066,1.40878,4.5,5.24703,1.92989e-29,29.1257,1.82035,1.98265 
69,35,0.45,8,3,69,4.63262e-07,6.85743e-07,9.46771e-30,14.2886,0.675562,1062.49,2846.28,2770.88,4.95461,21.3042,20.4639,-0.747771,-4.78276e-30,8.22243e-13,0.540572,0.509497,28785,45027.7,1.91018,27.2937,1.70853,24.4125,2.00446,0.0066,1.37637,4.5,5.57694,1.99865e-29,30.1635,1.88522,2.11102 
70,35,0.45,7,4,70,4.48476e-07,6.89868e-07,9.52467e-30,14.3745,0.650089,1062.49,2846.28,2770.88,4.94929,21.306,20.4656,-0.643516,-3.98458e-30,7.68532e-13,0.606638,0.569231,29307.6,45089,1.83001,26.3055,1.64735,23.68,1.89463,0.0066,1.40715,4.5,5.25705,1.93205e-29,29.1584,1.8224,2.02847 
71,35,0.45,1,10,71,4.05892e-07,6.99325e-07,9.65523e-30,14.5716,0.580405,1062.49,2846.28,2770.88,4.93382,21.3112,20.4704,-0.339136,-1.9005e-30,1.0521e-12,0.852422,0.789083,30529.4,46360.2,1.61184,23.487,1.48694,21.6671,1.5734,0.0066,1.42947,4.5,4.32874,1.70713e-29,25.7638,1.61024,1.76808 
