cyc,wigglefreq,amplitude,wiggletime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
90,55,0.3,9,2,90,17211.4,0,5,101,125,0,5,135,-1.39275,-1.4605,-0.976952,-3.72236,0.0679245,-147.634,8.59978,19956,-12.9788,16439.4,-0.822319,-0.890072,0.163901,-3.15193,0.638351,1.04035,17.2275,20603.1,-4.35113,1.43489,0.000477579,1.00011,12.0061,274.64,560.354,1127.59,27359.9,7.99597e-07,0.490616,107.208,75.0346,17.4157,24.4526,0.712221,275.669,553.686,0.488601 
91,55,0.3,8,3,91,14470.5,0,5,101,125,0,5,135,1.06197,-1.95314,-6.71869,-0.545778,-1.59136,-128.141,4.85346,17259.8,-13.0398,16439.4,1.55708,-1.45803,-5.72846,-0.0506658,-1.09625,0.154635,12.342,17821.4,-5.55123,2.17268,0.00039558,1.00017,5.68056,264.366,553.695,6.58528e+07,23772.8,7.63003e-07,0.501432,107.269,74.5248,17.055,24.4526,0.69747,264.368,553.685,0.501429 
92,55,0.3,7,4,92,15694.1,0,5,101,125,0,5,135,-0.799279,-1.34687,-4.94793,-1.6825,-2.98125,-98.8828,6.00947,18410.4,-11.2201,16439.4,-0.417216,-0.96481,-4.1838,-1.30043,-2.59919,0.557992,11.7882,18843.8,-5.4414,2.24174,0.000357343,1.00016,5.2585,257.948,547.099,958.506,25050.7,7.76437e-07,0.48383,106.857,74.4407,17.0401,24.0854,0.707487,263.907,537.178,0.484929 
94,55,0.3,6,5,94,15143.3,0,5,101,125,0,5,135,-4.3365,-4.20982,-6.21994,-3.60622,-0.888022,-186.397,-0.714311,18279.1,-11.433,16439.4,-3.6163,-3.48962,-4.77954,-2.88602,-0.167821,0.680069,10.1787,19096.1,-0.539955,1.06798,0.000304494,1.00002,9.53079,275.889,595.615,502.469,25174.4,7.77713e-07,0.521232,106.905,74.1041,17.0331,24.2678,0.701882,263.69,545.345,0.4876 
95,55,0.3,4,7,95,17481.7,0,5,101,125,0,5,135,-0.74892,-0.65762,-4.36313,-3.60238,-3.38686,-168.554,13.4175,20376.8,-18.642,16439.4,-0.0976593,-0.00635966,-3.06061,-2.95112,-2.7356,0.654221,23.2678,21115.6,-8.7917,1.82955,0.000629275,1.00023,12.7177,266.64,544.358,935.572,27857,8.0441e-07,0.473617,107.045,74.8951,16.93,23.799,0.711375,260.508,524.481,0.459513 
97,55,0.3,2,9,97,18901.2,0,5,101,125,0,5,135,-1.09759,-1.30372,-4.61328,-2.83701,-1.57874,-164.744,11.8712,21939.8,-25.7907,16439.4,-0.461055,-0.667187,-3.34021,-2.20048,-0.942207,0.561142,21.4988,22661.9,-16.1631,10.2226,0.000541807,1.00039,2.10305,244.248,521.932,466.66,29053.9,8.1577e-07,0.437678,107.047,74.4109,16.7547,23.9722,0.698923,255.141,532.142,0.451686 
98,55,0.3,5,6,98,16441.3,0,5,101,125,0,5,135,-1.62339,0.280199,-3.87449,0.707746,-2.3517,-142.25,7.01142,19237.8,-16.7262,16439.4,-1.07377,0.829823,-2.77524,1.25737,-1.80208,0.221289,15.3245,19861.3,-8.41317,2.93085,0.000440706,1.00023,5.22868,230.787,503.968,277.763,24732.4,7.73135e-07,0.441115,106.762,74.5648,16.7989,24.1465,0.695707,256.488,539.908,0.481325 
99,55,0.3,0.1,10.9,99,16688.5,0,5,101,125,0,5,135,-1.38977,-0.952354,-7.00145,-4.02413,-0.902521,-128.623,7.40783,19661.2,-17.5782,16439.4,-0.8928,-0.455381,-6.00751,-3.52716,-0.405549,0.467816,14.9245,20225,-10.0614,5.2352,0.000421494,1.00027,2.85081,242.544,517.554,6.49642e+06,26797.8,7.94083e-07,0.446177,107.014,73.809,16.3359,23.6411,0.690998,242.546,517.542,0.446174 
100,55,0.3,3,8,100,15895.4,0,5,101,125,0,5,135,-1.15679,-0.221981,-0.19492,1.53125,2.36784,-112.414,9.47998,18881.4,-11.276,16439.4,-0.722441,0.212365,0.673771,1.96559,2.80219,0.863373,16.0495,19374.1,-4.70649,1.54297,0.000473145,1.00013,10.4017,237.444,515.855,385.674,24982,7.75726e-07,0.451165,107.247,75.1416,16.3511,23.6315,0.69192,242.998,517.126,0.456974 
101,55,0.3,9,2,101,15627.3,0,5,101,125,0,5,135,-3.80239,-1.32287,-2.91043,-1.5826,-0.178527,-71.7356,17.7692,18556.3,-26.5291,16439.4,-3.52522,-1.0457,-2.35609,-1.30543,0.0986453,0.710333,21.9614,18870.7,-22.3369,-4.53486,0.000664578,1.00064,-4.8428,265.353,553.043,1.51017e+06,25074.5,7.76683e-07,0.493228,107.055,75.099,17.0867,24.4385,0.699173,265.354,553.046,0.49323 
102,55,0.3,8,3,102,15722.1,0,5,101,125,0,5,135,-1.73656,-2.74118,-3.47416,0.0545852,0.21823,-154.443,6.03004,18707.9,-14.5872,16439.4,-1.13983,-2.14444,-2.28068,0.651322,0.814967,0.443554,15.0557,19384.8,-5.56154,1.79623,0.000443618,1.00016,8.38184,273.361,571.691,439.354,26060.2,7.8673e-07,0.502485,107.008,74.559,17.107,24.0564,0.711119,265.982,535.888,0.479885 
103,55,0.3,7,4,103,12806.9,0,5,101,125,0,5,135,-2.68234,-1.59152,-1.47835,-1.93386,1.83045,-181.747,15.2624,15707.7,-17.2394,16439.4,-1.98011,-0.889286,-0.0738867,-1.23162,2.53268,0.955008,25.8837,16504.3,-6.61809,1.44263,0.000895367,1.00022,17.942,284.442,565.606,249.944,21758.1,7.4081e-07,0.541437,106.974,75.3955,16.9996,23.8098,0.713975,262.655,524.959,0.501243 
105,55,0.3,6,5,105,15769,0,5,101,125,0,5,135,1.47062,-3.63836,-4.69743,-3.30563,-0.956736,-170.052,13.2712,18602.2,-14.8538,16439.4,2.12766,-2.98131,-3.38334,-2.64859,-0.299689,0.529128,23.209,19347.5,-4.91596,1.3408,0.000685009,1.00014,17.3099,250.217,531.32,367614,24532.4,7.71045e-07,0.472887,106.707,73.9945,16.5923,23.9538,0.692681,250.22,531.326,0.472891 
107,55,0.3,10,1,107,12878.5,0,5,101,125,0,5,135,-3.00986,-2.16582,-0.946413,-4.8751,-0.308269,-216.835,1.33489,15714.5,-24.4139,16439.4,-2.17206,-1.32801,0.729198,-4.03729,0.529537,1.11614,14.0067,16664.9,-11.7421,-167.055,0.000480051,1.00038,-0.0838446,208.409,411.79,911.318,17846.7,6.93456e-07,0.422452,107.14,75.4393,17.5421,24.1823,0.725412,279.687,541.511,0.561204 
