cyc,wigglefreq,amplitude,wiggletime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
44,35,0.45,0.1,10.9,44,12775.6,0,5,101,125,0,5,135,-1.9163,0.725255,-2.60658,-0.626583,-3.91612,-122.405,5.35807,15669.9,-24.0342,16439.4,-1.44335,1.1982,-1.66069,-0.153635,-3.44318,0.698202,12.5114,16206.4,-16.8809,-1.61527,0.00044095,1.00057,-7.74568,222.193,490.192,2.83918e+06,21311,7.357e-07,0.448587,106.644,73.2154,15.6355,23.0079,0.67957,222.192,490.191,0.448586 
45,35,0.45,3,8,45,13729.3,0,5,101,125,0,5,135,-2.28035,-1.03838,-4.48123,-1.12243,-0.500377,-169.104,0.761512,16581.5,-16.8146,16439.4,-1.62697,-0.385002,-3.17447,-0.469051,0.153006,0.423085,10.6439,17322.7,-6.93219,4.57745,0.000350991,1.00022,2.32529,230.963,468.54,404.302,21201.7,7.3444e-07,0.447908,107.309,73.4243,16.9987,23.5687,0.72124,262.626,514.38,0.500443 
46,35,0.45,9,2,46,12678.7,0,5,101,125,0,5,135,-1.04089,-3.14918,-3.85023,-3.74348,1.4194,-133.625,21.734,15511.3,-15.8855,16439.4,-0.524593,-2.63288,-2.81763,-3.22718,1.9357,0.612248,29.543,16097,-8.07643,1.48822,0.00104765,1.00027,19.8513,265.9,549.954,434.978,20879.3,7.30699e-07,0.52334,106.825,75.1921,17.9342,24.7659,0.724147,292.327,567.964,0.557644 
47,35,0.45,8,3,47,12129.4,0,5,101,125,0,5,135,-0.633313,-1.54311,-7.69055,-1.79508,1.80848,-161.349,16.3189,14920,-28.9824,16439.4,-0.00989281,-0.919687,-6.44371,-1.17166,2.4319,-0.0540913,25.7481,15627.2,-19.5532,11.2719,0.000940628,1.00068,2.28428,277.149,545.797,3.9717e+06,20930.1,7.3129e-07,0.531842,106.853,74.3316,17.4624,24.2777,0.719277,277.15,545.794,0.531841 
48,35,0.45,7,4,48,13433.6,0,5,101,125,0,5,135,-3.48206,-1.19108,-5.37202,-1.72873,0.265539,-200.143,7.12696,16263.7,-19.3066,16439.4,-2.70875,-0.417766,-3.82539,-0.955417,1.03885,0.44305,18.8233,17140.9,-7.61026,1.94235,0.000627121,1.00024,9.691,246.096,505.179,828.895,21096.4,7.33223e-07,0.480882,106.877,74.7404,17.3723,24.2711,0.71576,274.296,545.494,0.527556 
49,35,0.45,1,10,49,13373.1,0,5,101,125,0,5,135,-3.08696,-0.315245,-5.65555,-1.7035,-3.9503,-134.074,11.6032,16231,-17.9374,16439.4,-2.56893,0.202792,-4.61948,-1.18547,-3.43226,0.601884,19.4385,16818.6,-10.1021,2.65698,0.000660008,1.00033,7.31604,247.477,506.737,2.36182e+06,22481.9,7.48935e-07,0.47284,107.059,73.682,16.5011,23.393,0.705388,247.477,506.738,0.472841 
51,35,0.45,4,7,51,13926,0,5,101,125,0,5,135,-1.44601,-0.0443531,-3.31302,-0.602417,0.782716,-165.31,11.7848,16773.8,-27.281,16439.4,-0.807286,0.594371,-2.03557,0.0363067,1.42144,-1.57427,21.4455,17498.3,-17.6204,71.224,0.000699839,1.00055,0.3011,268.099,572.473,345.521,24218.5,7.67742e-07,0.510281,107.079,73.2209,16.5633,23.8602,0.69418,249.344,527.181,0.472241 
52,35,0.45,10,1,52,14764.5,0,5,101,125,0,5,135,-4.52807,-6.02267,-2.40189,0.561807,1.29212,-142.24,14.1011,17853.4,-16.94,16439.4,-3.97849,-5.47309,-1.30271,1.11139,1.8417,0.833011,22.4136,18476.9,-8.62744,1.8584,0.000692699,1.00025,12.0607,272.762,551.827,90.9739,23896.2,7.64322e-07,0.507594,107.251,73.2107,17.7148,24.694,0.717371,285.219,564.672,0.525063 
53,35,0.45,2,9,53,12733,0,5,101,125,0,5,135,-2.6107,-0.0744432,-3.10658,-3.40125,-1.98811,-229.776,6.52986,15547.8,-29.3242,16439.4,-1.72289,0.813366,-1.33096,-2.51344,-1.1003,0.772649,19.958,16554.9,-15.896,22.61,0.000688416,1.00052,0.882704,261.345,510.282,1.92506e+07,21427.2,7.37035e-07,0.495478,107.05,73.8708,16.9572,23.4746,0.722364,261.345,510.279,0.495477 
54,35,0.45,5,6,54,11288.8,0,5,101,125,0,5,135,-2.20054,-4.79839,-6.17768,-2.77432,2.29946,-72.7223,3.60155,14159.2,-25.1081,16439.4,-1.91955,-4.5174,-5.61571,-2.49334,2.58044,0.530677,7.85144,14477.9,-20.8582,-0.457054,0.000309792,1.00078,-17.1784,267.693,550.701,989.296,19583.7,7.15261e-07,0.536799,107.014,73.8824,17.3978,23.9527,0.726337,275.102,531.279,0.534495 
