cyc,wigglefreq,amplitude,wiggletime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
187,95,0.25,0.1,10.9,187,11187.5,0,5,101,125,0,5,135,-0.103486,0.280459,2.50702,-0.332091,-0.153477,-169.987,3.79079,14052.8,-7.15291,16439.4,0.553311,0.937255,3.82061,0.324705,0.503319,0.37767,13.7248,14797.9,2.78114,0.8044,0.000529712,0.999898,17.0622,232.757,484.881,793.202,19570.5,7.151e-07,0.469788,106.076,73.7114,16.1474,23.0727,0.699847,236.979,492.958,0.477962 
188,95,0.25,3,8,188,10627.5,0,5,101,125,0,5,135,0.255544,-4.97665,0.873734,-0.52511,-0.0391753,-177.661,9.8512,13670.5,-14.4449,16439.4,0.941991,-4.2902,2.24663,0.161338,0.647272,8.66836,20.2337,14449.2,-4.06238,1.3174,0.000799552,1.00015,15.3589,245.938,506.525,3.0831e+06,18843.7,7.06136e-07,0.499833,105.661,73.7871,16.4498,23.3882,0.703339,245.94,506.53,0.499837 
189,95,0.25,9,2,189,12970.9,0,5,101,125,0,5,135,0.832626,-4.17845,-3.67792,-2.32775,-0.688479,-154.581,8.46075,16077.4,-33.7482,16439.4,1.4299,-3.58118,-2.48338,-1.73048,-0.0912081,0.615359,17.4945,16754.9,-24.7145,-1.43835,0.000596297,1.0008,-12.1629,232.671,515.146,465.813,21733.5,7.40531e-07,0.467512,105.791,73.7293,16.7677,23.9366,0.700503,255.536,530.564,0.497224 
190,95,0.25,8,3,190,12796.9,0,5,101,125,0,5,135,1.0605,-3.28767,0.0116162,-1.87929,0.399402,-127.878,-0.228169,15801.8,-12.0814,16439.4,1.55459,-2.79358,0.999805,-1.3852,0.893496,2.36795,7.24501,16362.2,-4.6082,4.22407,0.000252958,1.00015,1.71517,249.537,539.059,642.507,21761.6,7.40849e-07,0.495058,106.047,74.2058,17.0909,24.1439,0.707875,265.481,539.792,0.510976 
191,95,0.25,7,4,191,9572.12,0,5,101,125,0,5,135,-0.175901,-1.52665,0.274566,-3.38955,-4.19099,-157.964,18.8565,12654.1,-16.0869,16439.4,0.43444,-0.916305,1.49525,-2.77921,-3.58065,1.27967,28.0879,13346.5,-6.85547,1.4142,0.00120113,1.00028,19.8613,211.211,488.804,925.456,16241.7,6.72011e-07,0.478134,105.916,74.1281,16.806,24.1362,0.696297,256.705,539.45,0.553754 
192,95,0.25,1,10,192,14457.9,0,5,101,125,0,5,135,0.724727,0.166217,-5.43492,-2.80569,-1.39746,-132.647,3.66263,17264.8,-8.83405,16439.4,1.23725,0.678739,-4.40987,-2.29317,-0.884933,0.222517,11.4145,17846.2,-1.08215,1.12837,0.000365356,1.00003,10.1159,244.417,509.576,2.36365e+06,23875.8,7.64103e-07,0.461868,106.589,73.895,16.3988,23.4584,0.69906,244.418,509.577,0.461869 
193,95,0.25,6,5,193,13477.9,0,5,101,125,0,5,135,1.33384,-0.335105,-2.80775,-3.02154,1.80109,-67.6439,11.0243,16241.4,-14.8489,16439.4,1.5952,-0.0737421,-2.28503,-2.76018,2.06245,-0.563701,14.9774,16537.8,-10.8958,7.873,0.000517243,1.00036,1.90237,207.348,453.485,197.48,20623,7.27697e-07,0.421387,105.912,73.7801,16.3529,23.6872,0.690366,243.049,519.566,0.488334 
194,95,0.25,4,7,194,12922.5,0,5,101,125,0,5,135,-1.04043,-0.310236,-5.82356,-0.81702,0.856059,-233.243,10.5558,15748.1,-17.1953,16439.4,-0.139227,0.59097,-4.02115,0.0841849,1.75726,-1.32711,24.1865,16770.4,-3.56461,1.21485,0.000823442,1.00012,19.909,240.255,520.871,3.5331e+07,21798.3,7.41265e-07,0.47723,106.007,73.5835,16.2586,23.7171,0.685521,240.255,520.878,0.477233 
195,95,0.25,10,1,195,15103.4,0,5,101,125,0,5,135,-0.290343,-0.179491,-8.05826,-3.79957,3.43476,-146.355,2.50889,17860,-4.19732,16439.4,0.275144,0.385997,-6.92729,-3.23408,4.00025,-0.259512,11.0619,18501.5,4.35567,0.679114,0.000341535,0.999872,16.2887,201.086,431.028,821.837,21239,7.3487e-07,0.40062,106.153,73.8417,17.1459,24.0292,0.713545,267.195,534.676,0.514338 
196,95,0.25,2,9,196,14432.6,0,5,101,125,0,5,135,-2.45961,0.258826,-5.59152,-3.95425,1.84202,-196.621,12.9542,17145.9,-14.0513,16439.4,-1.6999,1.01853,-4.0721,-3.19454,2.60173,0.238331,24.4447,18007.7,-2.56076,1.14378,0.000775092,1.00008,21.3718,240.219,516.451,1.70415e+06,23640,7.6158e-07,0.46249,106.138,73.2021,16.2574,23.6161,0.688403,240.22,516.452,0.462492 
197,95,0.25,5,6,197,12437.3,0,5,101,125,0,5,135,-1.97219,1.42398,-0.360097,-0.48259,1.09566,-261.382,19.644,15274.6,-18.6191,16439.4,-0.962257,2.43391,1.65976,0.527338,2.10559,0.712064,34.9191,16420.3,-3.34396,1.12984,0.00121372,1.00011,30.9064,271.324,525.747,5.51601e+10,21256.4,7.35071e-07,0.513811,106.117,74.4003,17.2779,23.8277,0.725119,271.325,525.746,0.513811 
198,95,0.25,0.1,10.9,198,11799.7,0,5,101,125,0,5,135,-1.45087,-3.17675,-2.42081,-2.12312,1.08156,-152.21,18.0908,14513.8,-7.50827,16439.4,-0.862764,-2.58864,-1.24459,-1.53501,1.66967,0.727143,26.986,15180.9,1.38687,0.941912,0.00101476,0.99995,28.6502,233.901,496.664,2.66873e+06,20031.6,7.20673e-07,0.472943,105.7,73.3592,16.0422,23.1592,0.692691,233.902,496.662,0.472943 
199,95,0.25,3,8,199,13521.1,0,5,101,125,0,5,135,-0.151316,-2.18831,-7.36468,-2.5749,-1.10424,-186.068,14.9349,16463.8,-12.2792,16439.4,0.567614,-1.46938,-5.92682,-1.85597,-0.385311,0.346537,25.8087,17279.4,-1.40534,1.06991,0.000852766,1.00004,24.1223,247.367,539.001,444.466,22642.3,7.50711e-07,0.486399,106.026,73.4503,16.5402,23.8774,0.692715,248.65,527.941,0.48263 
200,95,0.25,9,2,200,13769.3,0,5,101,125,0,5,135,-1.97573,-2.66834,-3.87314,-1.30917,-0.634746,-163.641,16.5257,16755.5,-16.8161,16439.4,-1.34345,-2.03606,-2.60859,-0.676892,-0.00246812,0.608758,26.0889,17472.7,-7.25288,1.50062,0.000852485,1.00023,17.3855,220.119,481.189,942.021,21478.8,7.37626e-07,0.441215,106.479,73.3047,17.103,24.1577,0.707975,265.86,540.41,0.513869 
201,95,0.25,8,3,201,10719,0,5,101,125,0,5,135,-1.22294,-1.81999,-8.01584,2.03295,-0.825944,-208.173,10.6016,13512.5,-15.9498,16439.4,-0.418604,-1.01565,-6.40716,2.83729,-0.0216065,-0.274871,22.7672,14424.9,-3.78416,1.24915,0.000901087,1.00014,18.2262,207.02,445.055,517.337,16520.6,6.75837e-07,0.449129,106.38,74.2448,17.2077,23.8428,0.721713,269.123,526.414,0.556926 
202,95,0.25,7,4,202,11459.4,0,5,101,125,0,5,135,-0.416905,-0.945321,-1.40919,-0.298111,1.65135,-153.336,4.06243,14180.5,-21.9781,16439.4,0.175555,-0.352861,-0.224267,0.294349,2.24381,1.10496,13.0234,14852.5,-13.0171,-5.01442,0.000500804,1.00048,-2.59719,237.776,500.986,511.291,18596.8,7.03039e-07,0.490928,106.541,74.4933,17.0129,24.0091,0.708603,263.065,533.781,0.533008 
203,95,0.25,1,10,203,13612.4,0,5,101,125,0,5,135,0.718109,-1.22791,-4.63015,2.44396,-0.197663,-142.451,18.1111,16173.2,-5.34027,16439.4,1.26851,-0.677508,-3.52935,2.99436,0.352738,9.63449,26.4359,16797.6,2.98454,0.880687,0.0008985,0.999904,30.0173,238.529,504.418,7.25992e+10,22156.7,7.45306e-07,0.465405,106.31,74.1016,16.2001,23.3392,0.694115,238.53,504.413,0.465404 
204,95,0.25,6,5,204,14785.2,0,5,101,125,0,5,135,-1.28669,1.66442,-6.04158,-1.12179,1.18729,-227.421,19.009,17690.2,-12.6372,16439.4,-0.407977,2.54313,-4.28416,-0.243082,2.066,-12.1382,32.2995,18687,0.65325,0.976305,0.000986707,0.999981,33.0834,228.438,530.286,1023.56,23329.1,7.58226e-07,0.45903,106.584,73.6951,16.757,24.3337,0.688635,255.212,548.314,0.493363 
205,95,0.25,4,7,205,12589.5,0,5,101,125,0,5,135,-2.10447,-3.21938,1.26188,-0.151257,0.317123,-224.688,14.2606,15592.6,-13.2871,16439.4,-1.23632,-2.35123,2.99818,0.716894,1.18527,-1.28379,27.3914,16577.4,-0.156304,1.00689,0.000943301,1.00001,27.2038,252.304,526.009,4.80215e+07,21437.9,7.37158e-07,0.494194,106.456,73.9819,16.6613,23.8335,0.699073,252.305,526.001,0.494192 
206,95,0.25,10,1,206,13343.6,0,5,101,125,0,5,135,-0.858915,-1.83634,0.105212,-2.59721,-1.9897,-192.081,19.3079,16315,-18.4684,16439.4,-0.116751,-1.09418,1.58954,-1.85505,-1.24754,1.58354,30.5331,17156.9,-7.24313,1.39795,0.00101591,1.00023,21.8414,209.143,484.972,752.732,20718.5,7.28818e-07,0.436979,105.74,73.4436,16.8362,24.2297,0.694861,257.63,543.635,0.513492 
207,95,0.25,2,9,207,14028.2,0,5,101,125,0,5,135,-2.16322,-1.35997,-8.62367,-4.25604,-1.54092,-151.502,12.3577,16801.4,-23.2055,16439.4,-1.57785,-0.774596,-7.45292,-3.67067,-0.955551,0.483569,21.2114,17465.5,-14.3518,5.31709,0.000693507,1.00045,3.9893,227.95,484.197,563.678,22295.3,7.46857e-07,0.444829,106.555,73.8028,16.3822,23.3565,0.701398,243.921,505.157,0.470003 
208,95,0.25,5,6,208,12226.2,0,5,101,125,0,5,135,-0.746765,-4.84828,-1.75604,1.37718,-0.808988,-205.733,7.59018,15046.1,-16.3592,16439.4,0.0481473,-4.05337,-0.166214,2.17209,-0.0140753,0.917447,19.6132,15947.8,-4.33615,1.3611,0.000702272,1.00015,14.4099,236.172,492.81,74.3506,19818.8,7.18111e-07,0.475075,106.02,73.8033,16.6626,23.5884,0.70639,252.343,515.239,0.502121 
209,95,0.25,0.1,10.9,209,14548.7,0,5,101,125,0,5,135,-3.11743,-3.92404,-7.33116,0.273537,1.76253,-208.613,18.0703,17696.4,-33.6873,16439.4,-2.31139,-3.118,-5.71908,1.07957,2.56857,0.237489,30.2616,18610.8,-21.4959,6.77519,0.000928298,1.00063,4.46654,243.609,512.873,1.8514e+06,24798.8,7.73825e-07,0.456782,106.469,73.6753,16.3717,23.5341,0.695659,243.611,512.872,0.456782 
210,95,0.25,3,8,210,15095.6,0,5,101,125,0,5,135,-0.90301,-5.25581,-4.10327,-4.35397,-0.929378,-160.856,20.5217,17771,-15.8412,16439.4,-0.281493,-4.63429,-2.86023,-3.73245,-0.307861,0.757942,29.9222,18476.1,-6.44075,1.34825,0.000924579,1.00019,22.1933,206.919,456.698,560.838,22462.8,7.48723e-07,0.410576,106.19,73.6252,16.3641,23.6695,0.691357,243.383,518.79,0.474591 
211,95,0.25,9,2,211,12111.3,0,5,101,125,0,5,135,1.24739,-0.600208,-6.50845,-1.18586,-3.89094,-252.543,19.8729,15156.3,-19.0408,16439.4,2.22317,0.375568,-4.5569,-0.210085,-2.91516,0.103574,34.6315,16263.2,-4.28222,1.17423,0.00121535,1.00014,29.4928,264.107,555.321,2.95662e+10,21239,7.34871e-07,0.521136,105.757,73.8799,17.0466,24.4886,0.696103,264.108,555.317,0.521134 
212,95,0.25,8,3,212,14498.3,0,5,101,125,0,5,135,1.01723,-3.0501,-12.0018,0.521663,-2.45078,-125.909,3.0168,17348.4,-8.81081,16439.4,1.50372,-2.56361,-11.0289,1.00815,-1.9643,0.154546,10.3749,17900.3,-1.45268,1.20195,0.000331088,1.00004,8.63172,269.344,554.014,6.96424e+10,24250.7,7.68082e-07,0.502929,106.41,74.076,17.2146,24.4598,0.703791,269.339,554.011,0.502923 
213,95,0.25,7,4,213,14935,0,5,101,125,0,5,135,-3.14632,-5.61918,-7.8415,-0.253674,0.0969213,-166.532,17.1216,17795.4,-25.8584,16439.4,-2.50287,-4.97573,-6.55461,0.389773,0.740368,0.492012,26.8537,18525.3,-16.1263,3.57946,0.000827641,1.00047,7.50218,215.601,494.716,785.773,22930.6,7.53884e-07,0.433211,106.376,73.9861,16.8286,24.1875,0.695755,257.396,541.746,0.49533 
215,95,0.25,6,5,215,14633.1,0,5,101,125,0,5,135,-1.23815,-0.33613,-0.934475,-5.48822,-3.13574,-180.917,17.6297,17532.9,-14.9737,16439.4,-0.539122,0.362898,0.463581,-4.78919,-2.43671,1.06681,28.2025,18325.8,-4.4009,1.2304,0.000878627,1.00013,22.9214,251.668,527.179,244.218,24131.3,7.66819e-07,0.475008,106.022,74.0751,16.6391,23.7705,0.69999,251.633,523.227,0.473191 
216,95,0.25,4,7,216,13063.1,0,5,101,125,0,5,135,-1.55456,-0.560074,-1.38367,1.75972,-0.00154992,-242.861,4.70056,15915.2,-25.6634,16439.4,-0.616197,0.378293,0.493067,2.69809,0.936817,0.87325,18.8934,16979.6,-11.4706,3.68389,0.000635428,1.00037,5.12864,245.902,526.244,289.091,21879.6,7.42186e-07,0.484687,106.283,73.6978,16.4602,23.6601,0.695696,246.251,518.377,0.481393 
217,95,0.25,10,1,217,14424.1,0,5,101,125,0,5,135,-1.66419,1.07432,-3.97868,-0.700764,2.89934,-175.289,23.9169,17203.7,-10.2189,16439.4,-0.986908,1.7516,-2.62412,-0.0234821,3.57663,2.54932,34.1608,17972,0.0250152,0.999122,0.00108498,0.999999,34.1908,279.102,561.689,946.168,24172,7.6725e-07,0.516051,106.237,73.9108,17.2329,24.2637,0.710233,269.911,545.161,0.499961 
218,95,0.25,2,9,218,12261.2,0,5,101,125,0,5,135,-3.80293,-3.61247,-7.21453,-3.50529,-1.87065,-52.4955,-9.04759,14906.6,12.877,16439.4,-3.60009,-3.40964,-6.80887,-3.30245,-1.66782,0.637612,-5.97975,15136.7,15.9448,-0.454594,-0.000225794,0.999428,13.154,214.524,517.885,820.424,19522.8,7.14518e-07,0.466489,106.826,74.0202,16.2489,23.7503,0.684157,239.97,522.337,0.495496 
219,95,0.25,5,6,219,13951.7,0,5,101,125,0,5,135,-0.42568,-4.91472,-4.18058,-2.98987,-1.22843,-231.044,14.2307,17004.2,-19.456,16439.4,0.467027,-4.02201,-2.39516,-2.09716,-0.335721,0.714284,27.7329,18016.9,-5.95377,1.34702,0.000878811,1.00018,20.5884,254.694,536.026,2.08119e+10,23169.7,7.56495e-07,0.488423,106.324,73.3825,16.7401,24.0596,0.695777,254.696,536.029,0.488426 
