cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
493,43.248,0.69,493,26463.2,0.0593657,53.8525,11.896,121.633,-0.0290807,-104.444,5.98718e-11,-11.2176,0.0498324,-3.73314,-6.34454,-0.865471,59.0765,11644.9,40.3852,16776.8,20953.5,-11.5896,-0.322156,-4.47711,-6.71653,-1.23746,0.816081,11562,37.3163,16694,0.446086,0.994384,0.00410081,25918.8,-0.0023711,1.05999,12.14,11.2168,121.658,91.8845,1.38939,12.0875,12.6762,120.9,143.196,0.758473,-51.3115 
494,43.288,0.69,494,31120.2,-0.0361102,63.4818,11.7816,121.847,-0.134071,88.6838,500,-5.23837,-1.58751,-9.93897,-4.38589,-8.21492,113.251,14438.7,49.2643,18886.2,24734.2,-5.95148,-2.30062,-11.3652,-5.099,-8.92804,0.662196,14279.8,43.3812,18727.3,0.469958,0.994712,0.00424904,30385.4,-0.00255346,1.36521,12.0247,10.893,121.973,91.1208,1.65422,11.8791,12.1121,121.068,141.829,0.905609,-50.7083 
495,43.268,0.69,495,24534,-0.0908666,51.5199,11.7825,121.507,0.102252,-10.6167,2.5898e-10,0.246765,-6.73278,2.03572,1.70797,-7.37037,142.48,10872.4,25.2048,15687.8,19796.3,-0.650396,-7.62994,0.241397,0.810806,-8.26753,1.01558,10672.6,17.8033,15488,0.444835,0.997089,0.002113,23992.3,-0.00245381,1.04456,11.941,10.7888,121.624,91.5479,1.35932,11.8851,12.3898,120.618,142.501,1.00628,-50.9532 
496,43.158,0.69,496,24876.1,-0.0539265,53.019,-11.6011,122.158,-0.0393088,55.2962,500,-7.30784,5.46267,-4.98766,-6.28477,-11.8981,130.506,11515.6,10.4726,15768.9,20093.6,-8.1296,4.64091,-6.63118,-7.10653,-12.7198,0.778564,11332.6,3.69307,15585.9,0.458133,0.99943,0.000436296,24736.4,-0.00283602,1.13122,11.86,10.7202,122.271,91.283,1.39015,11.8062,12.2108,121.325,142.04,0.946469,-50.757 
497,43.258,0.69,497,23308.6,-0.828929,50.8252,11.8273,122.02,-4.23096,9041.2,346.99,-5.53464,-3.35464,-11.7185,-3.1835,-6.48168,94.1833,10185.5,27.6904,15401.8,1.26483e+06,-6.12769,-3.94769,-12.9046,-3.77654,-7.07473,0.61856,10053.4,22.7978,15269.7,0.43361,0.996047,0.00274274,23185.3,-0.00276211,1.0189,11.6991,10.7179,122.042,91.5923,1.35482,11.8059,12.2687,121.205,142.675,0.837181,-51.0827 
498,43.238,0.69,498,22395.5,-0.855377,47.9168,12.1766,121.942,-0.828049,479.818,239.82,-1.69905,-6.25607,-4.12709,-2.57322,-9.17535,27.5309,10112.7,41.2984,14565.1,31927.6,-1.8724,-6.42942,-4.4738,-2.74657,-9.34871,0.820119,10074.1,39.8682,14526.4,0.44641,0.993122,0.00503028,22566.8,-0.00274725,0.93246,12.1186,11.2217,122.048,91.4402,1.18243,12.145,12.9378,121.072,142.484,0.975858,-51.0437 
499,43.193,0.69,499,27772,-0.0378072,57.9685,11.7527,122.043,0.0926961,-148.539,499.97,-6.60125,0.200513,-10.4054,-0.944564,-3.40652,160.353,12590.7,31.2061,17387.3,22626.4,-7.61095,-0.809185,-12.4248,-1.95426,-4.41622,0.543465,12365.8,22.8761,17162.4,0.455873,0.996773,0.00244936,27125.4,-0.00265107,1.17315,11.9739,11.1652,122.171,91.5209,1.45869,12.0373,12.5473,121.185,142.483,0.98539,-50.9623 
500,43.148,0.69,500,29297.2,-0.156503,59.5298,12.0687,122.04,-2.2819,-6125.6,1.55199e-05,-7.37802,-1.98481,-8.33818,-1.48751,-8.14775,178.555,13382.4,52.2685,18293.4,478418,-8.50233,-3.10912,-10.5868,-2.61183,-9.27206,0.689374,13131.9,42.9929,18043,0.458374,0.994303,0.00437019,28648.9,-0.00277011,1.21755,12.209,11.1885,122.163,91.9476,1.49845,12.198,12.6478,121.206,143.003,0.956823,-51.055 
501,43.178,0.69,501,27938.4,-0.210268,59.163,11.7927,121.844,0.270401,126.72,19.3349,-3.48815,-2.59741,-9.45588,-2.49834,-7.76834,146.831,12640.8,22.5237,17439.9,23827.5,-4.4127,-3.52196,-11.305,-3.42289,-8.6929,0.639457,12434.9,14.8962,17233.9,0.456225,0.997908,0.0015897,27256,-0.0026603,1.24573,11.8041,10.7074,122.007,90.7886,1.52886,11.8886,12.2069,120.959,141.38,1.04856,-50.5915 
502,43.228,0.69,502,21221.8,-0.269723,45.5126,-11.8172,122.039,0.0507917,70.4782,1.22308e-06,-0.273912,-2.78793,-9.90815,-7.87359,-1.29779,141.506,9686.88,20.4196,13895.5,17624.7,-1.16494,-3.67895,-11.6902,-8.76462,-2.18882,0.574709,9488.41,13.0686,13697.1,0.446138,0.997595,0.00175451,21267.9,-0.00265424,0.912849,12.0036,10.9901,122.135,91.7076,1.20734,11.9124,12.2721,121.227,142.671,0.907622,-50.9637 
503,43.118,0.69,503,26543.3,-0.861734,57.0502,11.8191,121.855,1.51332,-67.9156,101.88,-3.29315,5.59471,-7.27403,-0.74325,-7.85562,156.835,12150.3,15.6454,16723.7,25295.8,-4.2807,4.60716,-9.24913,-1.7308,-8.84317,0.525604,11930.3,7.4981,16503.7,0.456689,0.998901,0.00083622,26123.5,-0.00282268,1.21341,11.7446,10.6766,122.044,91.3075,1.50843,11.8035,11.9251,120.906,142.067,1.1384,-50.7599 
