cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
435,43.248,0.61,435,23184.1,0.00111606,48.3429,11.889,121.975,-0.0392687,22.6711,500,-2.98192,-3.08062,-2.86231,-4.29967,-2.66628,128.567,10646.1,33.4964,14852.7,18739,-3.79147,-3.89017,-4.48141,-5.10922,-3.47583,0.784009,10465.8,26.8176,14672.3,0.453379,0.995536,0.00335564,23084,-0.00277443,0.979451,12.2423,11.0639,122.14,91.8662,1.26089,12.0972,12.455,121.168,142.878,0.97205,-51.0116 
436,43.288,0.61,436,25544.8,0.00614319,55.1936,11.4127,121.873,0.0360541,-129.4,0.199011,-8.85919,-3.28688,-8.54709,-5.48533,-0.552574,89.9553,12103.7,32.6053,15780.8,20657.5,-9.42562,-3.85331,-9.67994,-6.05175,-1.119,0.678723,11977.5,27.9323,15654.6,0.470805,0.995935,0.00327608,25440.5,-0.00297529,1.2316,11.7008,10.5596,121.94,91.3424,1.43771,11.6902,12.03,121.038,142.217,0.901627,-50.8743 
437,43.268,0.61,437,27782.6,-0.0701407,57.8054,11.7787,121.929,-0.010724,25.1138,500,0.100781,-5.27099,-6.11634,-0.383486,-2.617,196.197,12522.1,38.0923,17566.7,22173.4,-1.13462,-6.50639,-8.58715,-1.61889,-3.85241,0.604269,12247,27.9002,17291.5,0.451623,0.996029,0.00296346,27117.7,-0.00278474,1.1822,11.8801,11.0937,122.086,91.5235,1.47761,12.1598,12.4299,121.048,142.253,1.03789,-50.7298 
438,43.158,0.61,438,25989.1,-0.0729128,54.7128,11.652,121.67,-0.371969,587.741,4.72556e-08,-3.66381,-2.56517,-4.05009,-2.55985,-10.5493,159.338,12317.3,30.048,15832.6,27870.1,-4.66712,-3.56848,-6.05671,-3.56317,-11.5526,0.794046,12093.8,21.7707,15609.1,0.473938,0.99686,0.00256267,25517.6,-0.0027146,1.18963,11.8704,10.8738,121.875,91.5526,1.39043,11.8235,12.3258,120.784,142.491,1.09047,-50.9382 
439,43.258,0.61,439,27131.9,-0.681875,55.9706,12.2775,121.775,3.05165,-1354.67,492.996,-4.07007,-6.68858,-3.85942,-2.39541,-3.38008,81.9344,12328.2,23.5436,16941.4,156945,-4.58599,-7.2045,-4.89126,-2.91133,-3.896,0.791764,12213.3,19.2873,16826.5,0.457699,0.997244,0.00210705,26684,-0.00264747,1.12929,12.2772,11.0389,121.808,91.3496,1.40768,12.2116,12.5776,120.962,142.5,0.846236,-51.15 
440,43.238,0.61,440,21223.7,-0.077264,45.4823,-11.7069,121.636,-0.0366335,122.722,3.32626e-07,-7.22182,-3.2745,-6.10962,-0.000731388,-1.48165,108.395,9094.36,12.8653,14308.4,17479.7,-7.90435,-3.95704,-7.47468,-0.683266,-2.16419,0.663052,8942.33,7.2344,14156.3,0.42347,0.998586,0.000940496,21116.8,-0.00265669,0.866615,11.9886,10.9553,121.734,91.4187,1.24935,11.9101,12.3093,120.79,142.253,0.943825,-50.8345 
441,43.193,0.61,441,29965.8,-0.0710502,62.4237,-11.8198,121.869,0.0208254,-61.0042,374.795,-6.41875,-1.78485,-5.03417,-2.04596,-0.800183,104.251,13409.5,55.0447,18758,24060.4,-7.0752,-2.44129,-6.34706,-2.70241,-1.45662,0.683005,13263.3,49.629,18611.7,0.453145,0.993494,0.00488804,29269.4,-0.002617,1.29219,11.8577,10.8442,121.929,91.4257,1.58884,12.0566,12.3934,121.03,142.348,0.898967,-50.9228 
442,43.148,0.61,442,26348.9,-0.773133,56.0638,11.7725,121.62,1.57511,-26.1989,10.4846,-3.33418,-3.39627,-6.82861,-7.02677,-5.66427,90.9296,11648.8,17.37,16728.6,22828.9,-3.90674,-3.96883,-7.97373,-7.59933,-6.23683,0.731393,11521.2,12.6464,16601.1,0.446591,0.998083,0.00140132,25798.2,-0.00246919,1.14736,11.7595,10.7403,121.711,92.1917,1.50942,11.7352,11.984,120.833,143.193,0.877866,-51.0017 
443,43.178,0.61,443,29247.2,-0.84574,60.6522,12.0557,121.526,1.57812,-349.07,475.498,-7.44859,-2.52833,-17.6998,-4.28562,-1.87536,187.236,13617.2,40.9303,17730.6,41735.8,-8.62757,-3.70731,-20.0577,-5.4646,-3.05434,0.50973,13354.6,31.2038,17467.9,0.470613,0.995928,0.00327984,28377.1,-0.00261441,1.29092,12.069,10.8321,121.621,90.3993,1.51429,11.9659,12.4702,120.648,141.077,0.972867,-50.6774 
444,43.228,0.61,444,23487.1,-0.016345,49.0814,11.9077,121.737,-0.0320374,-46.5167,26.3853,-4.65699,-1.01332,-9.9114,-3.95799,-1.74812,181.269,10654.6,22.9809,15023.2,19074.1,-5.7984,-2.15472,-12.1942,-5.0994,-2.88953,0.566602,10400.3,13.5643,14769,0.450199,0.997723,0.00168899,23101.6,-0.00266892,0.968446,12.2409,11.271,121.881,91.0456,1.26172,12.007,12.6259,120.886,141.997,0.994821,-50.9512 
