cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
348,43.248,0.49,348,25734.9,-0.0447379,54.4235,11.6032,121.895,-0.0140235,-12.4392,500,-0.723977,-0.0926471,-3.8579,-6.43039,-1.40814,177.882,12099.9,39.4261,15901.7,20562.8,-1.84405,-1.21272,-6.09805,-7.55046,-2.52822,0.682947,11850.4,30.1854,15652.2,0.468186,0.995562,0.00353994,25311.3,-0.00273268,1.1908,11.787,10.7517,122.039,90.6924,1.41314,11.8082,12.1302,120.986,141.284,1.05382,-50.592 
349,43.288,0.49,349,25672.1,-0.0171667,54.0329,11.7289,121.731,0.00652671,-14.3063,499.98,-10.5901,-3.93424,-5.65375,-3.98903,-4.9863,148.912,11537.6,19.0549,16329.8,20633.6,-11.5278,-4.8719,-7.52906,-4.92669,-5.92396,0.783519,11328.7,11.3192,16120.9,0.449682,0.998255,0.00129175,25192.7,-0.00273742,1.10028,12.0507,10.842,121.844,91.0336,1.40738,11.9423,12.4269,120.862,141.85,0.981375,-50.8169 
350,43.268,0.49,350,29033.9,-0.0807834,59.6359,11.9517,122.081,0.00831758,-29.1435,500,-2.56832,-2.96847,-10.1381,-4.06748,-5.20997,118.675,13411.5,53.346,18033.4,23210.3,-3.31559,-3.71574,-11.6326,-4.81474,-5.95723,0.604815,13245.1,47.1811,17867,0.462942,0.993805,0.00484088,28610.7,-0.00289869,1.25582,12.2032,10.9278,122.258,91.5462,1.51247,12.0834,12.5076,121.202,142.179,1.0555,-50.6327 
351,43.158,0.49,351,28151.5,0.107168,58.2775,11.762,121.771,-0.0936566,-26.3127,499.919,-9.73556,-7.70157,-4.73362,-1.79609,-7.67025,173.016,12579.2,49.2779,17694.3,22394.3,-10.825,-8.791,-6.91249,-2.88553,-8.75969,0.81892,12336.5,40.2901,17451.6,0.451145,0.994317,0.0042348,27344.9,-0.00267399,1.20511,11.9556,10.8827,121.915,91.1586,1.52407,11.9607,12.3609,120.999,141.993,0.916724,-50.8341 
352,43.258,0.49,352,27630.3,-0.863316,57.7504,12.0877,121.939,1.80274,676.192,130.075,-3.25635,-9.52235,-4.61957,-7.60792,-2.30346,74.3868,12444.1,34.8201,17413.7,62407,-3.72475,-9.99075,-5.55636,-8.07631,-2.77185,0.815526,12339.8,30.9558,17309.4,0.453237,0.995629,0.00328358,27225.8,-0.00273679,1.18858,12.1206,10.7909,121.988,91.7949,1.52059,11.9506,12.1698,121.076,142.875,0.911867,-51.0803 
353,43.238,0.49,353,23606.6,-0.817722,50.131,12.0784,121.805,0.0458251,285.357,45.2595,-4.50459,1.44042,-4.11278,-4.88271,-7.18977,146.222,10317.5,42.6464,15411.9,20136.8,-5.42531,0.519702,-5.95422,-5.80343,-8.11049,0.759656,10112.4,35.0504,15206.8,0.436063,0.993971,0.00422794,23190.3,-0.00249702,0.98115,12.0006,10.9037,121.957,91.4398,1.30184,11.9823,12.5382,120.899,142.351,1.05854,-50.9108 
354,43.193,0.49,354,25228.1,-0.778748,52.6072,12.1111,121.776,0.797916,277.753,469.175,-2.11267,-6.18349,-6.76798,-7.03679,-2.87938,108.415,11557.4,31.6297,15720,27955.4,-2.79533,-6.86615,-8.13329,-7.71945,-3.56204,0.720277,11405.4,25.9978,15568,0.460009,0.996027,0.0030668,24793.8,-0.00254786,1.1004,12.1242,10.807,121.854,91.3025,1.34443,12.025,12.3937,120.927,142.06,0.92655,-50.7575 
355,43.148,0.49,355,29533.5,-0.31281,60.0712,11.9594,121.76,0.212424,148.381,500,-1.85677,-4.96612,-12.0186,-6.32481,-5.33349,64.3596,12879.5,52.3904,18792,24412.9,-2.26203,-5.37138,-12.8292,-6.73006,-5.73875,0.610428,12789.2,49.047,18701.7,0.442952,0.993333,0.00480787,28872.7,-0.00246725,1.19503,12.0946,11.0107,121.869,91.8408,1.5871,12.0323,12.4132,121.029,142.824,0.840832,-50.9828 
356,43.178,0.49,356,24105.6,0.00119433,51.7379,11.4678,121.944,-0.0741476,7.5826,4.30055e-12,-5.93174,-5.26292,1.70404,-3.40319,0.00119904,109.726,11247.8,22.8706,15128.7,19332.8,-6.62266,-5.95384,0.322204,-4.09411,-0.689718,1.01891,11093.9,17.1705,14974.8,0.462781,0.997299,0.00210775,23972.3,-0.00273608,1.14743,11.5785,10.5376,122.095,91.218,1.38738,11.6393,11.9769,121.163,141.989,0.932449,-50.7712 
357,43.228,0.49,357,20882.1,-0.116232,44.8119,11.7257,121.804,0.127023,-146.675,500,-3.61013,-4.30598,-7.99943,-2.80534,-6.19848,109.205,9769.15,18.3469,13328.4,17711.6,-4.29777,-4.99362,-9.3747,-3.49298,-6.88612,0.677237,9615.98,12.6739,13175.2,0.459069,0.997699,0.00176887,20946.7,-0.00280106,0.936581,11.9254,11.0302,121.989,91.308,1.15091,11.9639,12.4627,120.981,142.245,1.00813,-50.9366 
