cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
119,3075,2.1,44.74,119,24156.2,-0.727995,52.8902,12.4052,116.566,0.129185,325.128,1.39859e-06,-6.88254,-11.635,-35.3841,-18.5775,-15.1015,-1089.95,584.445,86.1981,29199.3,22726,-0.0194203,-4.77187,-21.6578,-11.7144,-8.23835,0.533255,2113.2,142.819,30728.1,0.0643459,0.894237,0.0084891,32841.3 
120,3075,2.1,44.85,120,30456.5,-0.00721891,60.8733,12.6765,117.026,-0.110775,152.245,500,-17.1281,-20.9194,-28.5599,-17.4895,-9.98455,-855.49,5102.24,140.955,30149.5,25669,-11.7413,-15.5326,-17.7863,-12.1027,-4.59775,0.712012,6302.15,185.396,31349.4,0.167381,0.951039,0.0107765,37651.6 
121,3075,2.1,44.76,121,27003.8,-1.33736,57.8216,12.7691,116.859,0.997399,694.046,151.958,-12.1542,-20.286,-27.5326,-14.0131,-7.31457,-1145.82,1914.67,102.462,30978,46569.8,-4.93923,-13.0711,-13.1028,-6.79817,-0.0996347,0.655289,3521.8,161.985,32585.2,0.0975378,0.925505,0.00907424,36107 
122,3075,2.1,44.88,122,23999.2,-0.930117,50.6508,12.6479,116.592,0.439429,2098.89,500,-4.11411,-11.3103,-20.326,-4.03257,-14.8586,-798.475,1645.26,99.1763,26902.5,50878.9,0.913674,-6.2825,-10.2704,0.995216,-9.83085,0.580368,2765.2,140.656,28022.4,0.0898151,0.91826,0.00916153,30787.6 
124,3075,2.1,44.75,124,29191,-0.0105669,60.3008,12.4734,116.447,-0.0649803,-28.5625,500,-14.8108,-6.5958,-29.5994,-5.27478,-2.02669,-1057.05,1281.43,110.839,33572.5,24545.6,-8.15476,0.0601942,-16.2874,1.38121,4.6293,0.11344,2764.05,165.751,35055.1,0.073086,0.905025,0.00863479,37819.1 
126,3075,2.1,44.81,126,31220,-0.0173792,63.1647,12.659,116.752,-0.0173851,-123.441,500,-12.9529,-12.5174,-25.1521,-10.9267,-13.3423,-1020.06,6787.21,186.934,30192.1,26099.6,-6.52991,-6.09438,-12.306,-4.50367,-6.91932,0.661488,8217.94,239.924,31622.8,0.20627,0.951392,0.0137835,39840.7 
127,3075,2.1,44.89,127,28731.2,-0.00307317,59.9979,12.478,116.33,0.00767185,10.5541,499.707,-4.09217,-5.91713,-28.9793,-17.536,-17.6582,-1083.08,1271.92,98.729,33238.9,24373.7,2.72773,0.902771,-15.3395,-10.7161,-10.8383,0.538848,2791.05,154.993,34758,0.0743309,0.911427,0.0081474,37549.1 
128,3075,2.1,44.82,128,31668.1,-0.0885545,64.332,12.5034,116.538,0.00352338,68.3447,497.912,-12.7992,-8.07219,-13.5725,-7.42262,-11.6247,-793.616,6569.01,143.398,30448.4,26192.7,-7.802,-3.075,-3.57809,-2.42543,-6.62753,0.847793,7682.13,184.624,31561.6,0.195755,0.95964,0.0106608,39243.7 
129,3075,2.1,44.83,129,26812.9,-0.0579238,57.6924,12.0881,116.556,0.135793,-103.715,494.453,-8.83469,-11.7472,-21.7281,-6.25643,-17.6377,-877.918,6072.17,136.268,26384.2,23160.9,-3.30668,-6.21914,-10.6721,-0.72842,-12.1097,0.676957,7303.53,181.874,27615.6,0.209156,0.958241,0.0119865,34919.1 
130,3075,2.1,44.87,130,27178.8,-0.535269,58.6873,12.3468,116.267,-0.00167141,574.363,500,-15.6348,-11.1685,-18.0428,-15.3533,-16.1856,-906.263,3066.05,136.77,30097,23619.4,-9.92834,-5.46201,-6.62981,-9.64683,-10.4791,0.842695,4337.17,183.849,31368.2,0.121471,0.930942,0.0106813,35705.3 
131,3075,2.1,44.79,131,26169,-0.0940458,55.7931,12.2486,116.744,-0.525499,170.063,499.564,-16.1068,-21.0603,-24.5231,-8.80039,-17.42,-985.286,4659.01,131.743,27311.5,25155.8,-9.90267,-14.8562,-12.1149,-2.59631,-11.216,0.760982,6040.97,182.927,28693.4,0.173919,0.949675,0.0116075,34734.4 
132,3075,2.1,44.77,132,28170,-0.106838,58.2814,12.6063,116.655,0.0570111,8.58168,500,-12.268,-15.7933,-34.7837,-13.0328,-16.2157,-985.713,3491.7,149.328,30545.1,23933.2,-6.06121,-9.58654,-22.3701,-6.82604,-10.009,0.59218,4874.26,200.534,31927.7,0.132446,0.932838,0.0114377,36801.9 
133,3075,2.1,44.86,133,27972.9,-1.33507,60.358,12.5752,116.42,11.3852,5780.15,298.055,-10.1631,-15.5161,-29.3073,-7.30529,-6.8081,-1083.35,4267.47,134.169,29660.5,2.16699e+06,-3.34155,-8.69449,-15.6642,-0.483713,0.0134748,0.44395,5786.97,190.447,31180,0.156544,0.945544,0.0111264,36967 
134,3075,2.1,44.84,134,28726.8,-1.29957,61.6216,12.5201,116.693,-1.82806,2101.29,331.387,-10.6855,-12.0563,-23.8098,-7.84798,-21.1118,-995.304,6190.74,139.46,28131.5,150161,-4.41835,-5.78916,-11.2754,-1.58081,-14.8446,0.702561,7586.75,191.164,29527.5,0.204416,0.957767,0.0117854,37114.2 
135,3075,2.1,44.78,135,31967.3,-0.124753,66.2008,12.4176,116.164,0.743935,1280.17,5.57328e-07,-17.3331,-16.7903,-32.3889,-15.0775,-11.5908,-935.785,4258.81,129.856,33584.7,57763.2,-11.4407,-10.8979,-20.6041,-9.18512,-5.69837,0.643689,5571.33,178.468,34897.3,0.137671,0.946918,0.00933277,40468.6 
