cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
102,1975,1,44.74,102,29628,-1.42149,61.9417,13.1473,116.679,-0.14532,1994.37,1.52467,-20.3582,-15.3254,-26.9567,-18.0212,-9.91941,-1008.33,723.109,111.49,34504.1,35945,-14.009,-8.97621,-14.2584,-11.672,-3.57023,0.728338,2137.39,163.87,35918.4,0.0561646,0.881702,0.00833419,38055.8 
103,1975,1,44.85,103,28076.6,-1.27955,57.613,13.1062,116.599,0.434406,1203.73,499.883,-21.076,-3.33383,-23.6781,-18.8948,-1.80627,-913.317,5170.77,161.059,28161,41603,-15.3251,2.41709,-12.1763,-13.1439,3.94464,0.644836,6451.78,208.504,29442.1,0.179746,0.946472,0.0128775,35893.8 
104,1975,1,44.76,104,30868.3,-0.0148848,61.5775,12.8546,116.48,-0.0125213,-22.5921,500,-4.80756,-14.4789,-29.5208,-11.6327,-14.3181,-1118.8,2365.66,127.484,34190.5,25776.9,2.23722,-7.43414,-15.4313,-4.58788,-7.27329,0.525036,3934.88,185.603,35759.7,0.0991289,0.923749,0.00947051,39694.6 
105,1975,1,44.88,105,28950.2,-1.31066,59.3198,13.1072,116.754,-0.489164,3189.82,229.754,-8.6339,-20.6959,-33.1446,-9.75284,-20.2439,-980.159,2181.36,135.204,32233.1,76105.2,-2.4621,-14.5241,-20.801,-3.58104,-14.0721,0.624803,3556.13,186.122,33607.9,0.0956876,0.916093,0.0100986,37164 
106,1975,1,44.9,106,26580.6,-0.374525,54.0139,12.9285,116.711,0.469651,284.02,12.4636,-13.2532,-4.2202,-20.0001,-14.7541,-6.64278,-950.293,979.918,143.593,31072.7,27074.8,-7.26946,1.76354,-8.0326,-8.77035,-0.65904,0.650269,2312.8,192.958,32405.6,0.066616,0.872597,0.0108498,34718.4 
107,1975,1,44.75,107,30979.7,0.0175644,62.3368,12.7951,116.34,0.161928,-345.318,500,-17.7885,-15.2812,-27.7465,-15.6634,-1.00633,-1037.42,1474.58,125.915,35131.7,27785,-11.2561,-8.74889,-14.6818,-9.13106,5.52602,0.616581,2929.66,179.807,36586.8,0.0741376,0.903011,0.00897187,39516.5 
108,1975,1,44.8,108,30387.5,-0.0261332,61.1787,12.7696,116.644,-0.0182279,-60.7831,500,-7.83181,-21.5883,-28.3771,-21.1522,-8.94539,-1084.43,6590.19,175.147,29669,25467.7,-1.00346,-14.7599,-14.7204,-14.3239,-2.11704,0.686297,8111.21,231.481,31190,0.206386,0.952433,0.013487,39301.2 
109,1975,1,44.81,109,28352.1,-0.0529158,55.9699,12.8297,117.08,0.01092,-29.7549,500,-9.35193,-17.7865,-23.6591,-9.48157,-14.2513,-804.591,6386.08,179.794,26900.5,23386.4,-4.28564,-12.7202,-13.5265,-4.41528,-9.18505,0.693503,7514.59,221.591,28029,0.211419,0.950928,0.0143542,35543.6 
110,1975,1,44.89,110,32501.2,-1.41328,64.5541,13.4189,116.443,-0.409758,3123.5,0.229077,-9.27413,-14.0591,-34.5202,-11.9474,-14.7495,-1004.31,1679.54,158.471,36389.9,69863.4,-2.95028,-7.73526,-21.8725,-5.62354,-8.42568,0.530706,3088.18,210.643,37798.6,0.0755301,0.893363,0.0101613,40886.7 
111,1975,1,44.82,111,28923.8,-0.0261038,58.6312,12.7969,117.106,0.00241578,-24.349,500,-15.3352,-15.7567,-30.92,-14.4665,-16.9968,-1242.11,6943.25,180.849,28129.7,24426.7,-7.51397,-7.93547,-15.2775,-6.64528,-9.17558,0.671789,8685.44,245.375,29871.9,0.22526,0.952889,0.0149059,38557.3 
112,1975,1,44.83,112,31417.9,-0.0530409,62.7976,12.7487,116.692,-0.161717,332.872,0.394119,-16.4932,-17.2981,-27.4095,-17.1204,-22.2203,-847.371,7233.76,178.726,29583.3,27814.1,-11.1575,-11.9624,-16.7382,-11.7847,-16.8846,0.755745,8422.28,222.745,30771.8,0.214887,0.955765,0.0131589,39194.1 
113,1975,1,44.87,113,28302.5,-0.0438311,56.7488,12.8047,116.845,0.000103026,-449.869,5.6302e-06,-8.92079,-7.31852,-29.3765,-7.49658,-22.8939,-931.576,2721.95,113.47,30613.2,23656.4,-3.0549,-1.45264,-17.6447,-1.63069,-17.028,0.567647,4028.57,161.864,31919.8,0.112065,0.934306,0.00925478,35948.4 
114,1975,1,44.79,114,30963.1,-0.0301241,63.0374,12.4797,116.781,0.295007,-609.606,500,-17.8656,-12.4886,-32.3312,-18.7699,-14.3892,-1154.95,5666.5,161.351,31036.9,31463.7,-10.5932,-5.21618,-17.7865,-11.4975,-7.11684,0.65933,7286.42,221.348,32656.8,0.18242,0.949522,0.0123319,39943.2 
115,1975,1,44.77,115,30494.3,-0.157396,61.0817,-12.7579,116.426,0.382034,-1106.19,0.699009,-7.91661,-8.99673,-23.6326,-5.69026,-14.516,-994.277,3094.36,150.158,32913.7,39125.1,-1.65591,-2.73603,-11.1112,0.570439,-8.25528,0.52082,4488.93,201.809,34308.3,0.115703,0.927064,0.0107195,38797.2 
116,1975,1,44.86,116,28233.1,-0.139524,58.5901,12.4652,116.669,-0.0570927,164.364,500,-25.2849,-9.80994,-31.1909,-16.2441,-13.2331,-876.76,3986.54,126.57,29609.9,24080.3,-19.7642,-4.28922,-20.1495,-10.7234,-7.71233,0.678322,5216.29,172.115,30839.7,0.144672,0.94541,0.0101761,36056 
117,1975,1,44.84,117,28843.1,-0.0766591,59.0697,12.3951,116.651,-0.0772398,279.04,1.42644,-11.1073,-16.58,-22.3343,-15.1747,-10.2837,-778.053,6050.16,153.245,27842.7,24536.4,-6.20808,-11.6808,-12.5359,-10.2755,-5.38451,0.727982,7141.45,193.663,28934,0.197959,0.954693,0.0121796,36075.4 
118,1975,1,44.78,118,28303.6,-1.21325,59.5456,12.6516,116.742,-1.1755,4694.9,117.592,-3.89123,-18.686,-29.9752,-14.9873,-5.0806,-1026.74,3780.96,128.184,29922.3,204182,2.57388,-12.2209,-17.045,-8.52219,1.38451,0.496154,5221.06,181.521,31362.4,0.142716,0.942647,0.0105494,36583.4 
