cyc,delay from wiggle start,wiggle time col,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
221,3975,3,44.74,221,26110.5,-0.0213854,56.3579,12.2326,116.426,-0.0791892,23.9667,499.914,-12.6449,-14.8856,-29.8502,-8.82462,-17.5321,-1119.18,610.238,92.9826,31441.3,22504.2,-5.59776,-7.83838,-15.7558,-1.77745,-10.485,0.619924,2180,151.122,33011.1,0.0619474,0.891811,0.00836248,35191.1 
222,3975,3,44.85,222,25698.6,-0.681515,54.6726,12.438,116.727,1.19899,-228.955,0.204333,-18.1712,-10.0305,-26.0886,-14.4835,-10.4048,-876.861,4655.39,142.72,26480,31073.2,-12.6498,-4.50916,-15.0458,-8.96216,-4.88349,0.673275,5885.28,188.271,27709.9,0.175182,0.946985,0.0123612,33595.2 
223,3975,3,44.76,223,25669.3,-0.275036,54.859,12.3651,115.976,0.33194,35.5153,0.228359,-15.8383,-7.54356,-20.9832,-7.36237,-11.1882,-1029.37,1752.92,113.339,29480.1,22465.9,-9.35665,-1.06186,-8.0198,-0.880674,-4.70649,0.666196,3196.72,166.813,30923.9,0.0936889,0.916322,0.00983914,34120.6 
224,3975,3,44.88,224,24760.5,-0.330689,52.5887,12.3429,116.741,0.21316,43.5036,31.443,-1.69068,-14.1118,-29.0366,-6.63184,-10.5583,-748.43,1999.82,127.243,28027.7,21432,3.02198,-9.39918,-19.6113,-1.91918,-5.84566,0.418981,3049.56,166.123,29077.4,0.0949221,0.912967,0.0104145,32127 
225,3975,3,44.9,225,24319.6,-0.167322,52.652,12.4517,116.271,0.102455,-49.5604,500,-16.8119,-17.2201,-30.6008,-20.1913,-14.2292,-1099.62,690.413,103.696,29569.3,21507.4,-9.88788,-10.2961,-16.7528,-13.2672,-7.30516,0.708693,2232.74,160.819,31111.6,0.06696,0.888061,0.00943221,33344.4 
226,3975,3,44.75,226,25884.6,-0.497982,54.2301,12.797,116.454,-0.0734515,230.155,500,-14.108,-11.3807,-27.7575,-17.9272,-12.7999,-945.459,1104.96,106.245,30293.6,23141.7,-8.15471,-5.42744,-15.8509,-11.9739,-6.84661,0.671508,2431.05,155.36,31619.7,0.071395,0.899413,0.00896979,34050.8 
227,3975,3,44.8,227,27069.1,-1.29871,56.5423,13.0037,116.707,1.50044,-126.077,439.777,-17.9627,-10.1056,-23.0093,-6.58181,-8.59373,-879.007,6019.11,169.235,26563.6,30093.2,-12.4279,-4.57068,-11.9395,-1.04693,-3.05885,0.638677,7252.01,214.898,27796.5,0.206914,0.950699,0.0140416,35048.5 
228,3975,3,44.81,228,25950.8,-1.36175,55.4458,12.9516,116.686,5.02731,-2698.1,0.30501,-17.5564,-14.969,-23.8582,-7.0889,-4.98975,-913.454,6229.23,166.65,25515.8,464937,-11.8046,-9.21722,-12.3546,-1.33712,0.762028,0.63611,7510.44,214.102,26797,0.218916,0.952483,0.0145045,34307.4 
229,3975,3,44.89,229,27756.3,-0.0846834,57.8828,12.4382,116.284,-0.00557369,-19.3383,500,-12.634,-16.4235,-39.6775,-16.9283,-10.8366,-1137.67,1218.34,101.28,32047.3,23440.6,-5.47038,-9.25984,-25.3503,-9.76472,-3.67301,0.526324,2814.04,160.38,33643,0.0771878,0.909308,0.00870508,36457 
230,3975,3,44.82,230,30135.9,0.0129377,61.1068,12.595,116.542,0.0126331,-102.535,500,-17.3207,-21.3067,-20.0916,-17.1895,-13.8764,-990.214,6852.28,153.155,29082.7,25096.4,-11.0856,-15.0716,-7.62136,-10.9544,-7.64125,0.854483,8241.15,204.595,30471.6,0.21288,0.958363,0.0122173,38712.7 
