cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,47.256,0,9217.67,-0.0795067,18.8699,12.9614,125.437,0.69336,-14.643,500,-6.90174,-5.24435,-5.13021,3.75182,1.386,117.567,5051,34.1124,6104.34,8292.42,-7.64203,-5.98464,-6.61079,3.01153,0.645711,0.601285,4924.04,28.9304,5977.38,0.46442,0.989823,0.00883695,10602.5 
1,47.316,1,8878.98,-0.219869,17.7979,13.3831,125.137,0.817641,-119.439,0.00374948,-0.511592,0.990565,-2.46693,-1.15712,-2.92025,57.6872,3428.25,19.6607,7328.76,10933,-0.874833,0.627324,-3.19341,-1.52036,-3.28349,0.612674,3365.95,17.118,7266.47,0.327775,0.991179,0.00432079,10269.1 
2,47.236,2,10241.7,-0.0098236,21.4208,12.5119,125.286,-0.00348275,-20.8507,500,-1.92325,1.32558,-0.124082,-3.31344,0.236739,101.914,6041.64,21.6833,6307.99,8727.13,-2.56497,0.683857,-1.40753,-3.95517,-0.404985,0.81598,5931.59,17.1912,6197.94,0.501842,0.994954,0.00508347,11819.6 
3,47.466,3,8046.75,-0.509139,17.5244,13.2682,124.841,-0.790649,448.601,240.602,-2.01731,-1.41342,-3.22487,1.02776,-0.558504,55.0459,474.1,12.2478,9724.79,19115.4,-2.36392,-1.76003,-3.91809,0.681154,-0.905114,0.525999,414.657,9.82158,9665.35,0.0432081,0.960199,0.00186838,9596.74 
4,47.276,4,10126.4,-0.0169999,19.8896,-13.1802,125.383,-0.205967,345.799,500,-3.4376,0.921766,4.1445,-1.54781,-0.576588,79.4977,4911.94,27.9322,7221.26,10852.4,-3.93817,0.42119,3.14335,-2.04839,-1.07716,1.89831,4826.09,24.4282,7135.41,0.415872,0.99122,0.00626695,11604.7 
5,47.416,5,7696.74,-0.176084,16.1269,13.4916,124.775,0.208337,468.257,0.000262226,-2.26346,-3.49708,-2.17782,0.166056,-0.41286,53.736,952.026,19.9138,8940.47,10258.6,-2.60182,-3.83544,-2.85454,-0.172306,-0.751221,0.720563,893.997,17.5453,8882.44,0.0957959,0.966796,0.00362548,9332.31 
6,47.376,6,8053.12,-0.441166,16.6543,13.5073,125.006,0.943915,1070.55,373.118,-2.97584,-2.82845,-3.45894,1.10331,1.24396,136.543,1674,16.2136,8288.71,40218.4,-3.83561,-3.68823,-5.17849,0.243534,0.384189,0.571125,1526.55,10.1952,8141.26,0.164841,0.988448,0.00230154,9260.75 
7,47.226,7,11435.3,-0.263744,24.9448,12.3193,125.008,-0.902035,-79.822,3.28878e-07,-1.29556,-0.529367,0.202781,-5.38917,0.571784,84.153,5858.76,34.8772,7951.07,12347.6,-1.82545,-1.05926,-0.856997,-5.91905,0.0418949,0.910905,5767.88,31.168,7860.2,0.435803,0.990632,0.00725151,13235.1 
8,47.206,8,11430.6,-0.504295,25.0815,12.1794,124.567,1.0389,-550.836,0.410382,-3.85319,2.26988,2.45665,-0.648597,2.40888,87.978,2242.88,31.1952,11416.6,28573.3,-4.40716,1.71591,1.3487,-1.20257,1.85491,2.95402,2147.87,27.3174,11321.6,0.166458,0.978227,0.00442506,12903.4 
9,47.296,9,9300.57,-0.467109,18.7498,13.5999,125.08,0.502486,1255.76,380.617,-0.778103,2.65051,-8.86536,-2.48389,-3.07869,62.142,3962.82,41.1736,7315.1,28842.2,-1.1694,2.25922,-9.64794,-2.87519,-3.46998,0.35263,3895.72,38.4346,7248,0.36134,0.983028,0.0096738,10781.3 
