cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,47.019,0,14474.9,-0.0301694,26.9422,12.1437,122.107,0.0424071,75.0327,500,-1.52098,0.722591,-2.1274,-0.661691,2.50937,106.849,73.1151,14.6312,14705.4,10754.3,-2.19378,0.049789,-3.473,-1.33449,1.83656,0.321006,-42.2703,9.92154,14590,-0.00305902,1.69708,0.0012511,13818.3 
1,47.509,1,14394,-0.00674573,26.0101,12.1334,122.516,-0.0156626,-5.96307,500,2.06485,2.02027,-0.420254,0.0317409,0.55005,14.3616,115.477,17.5521,14087.1,10276.6,1.97442,1.92984,-0.601117,-0.0586905,0.459618,1.16229,99.9683,16.9191,14071.6,0.00742265,0.771499,0.00220997,13468 
2,47.399,2,15170.6,-0.00307826,26.6833,12.3627,122.65,-0.0126286,0.382067,45.4545,0.248525,1.7314,3.08078,1.19183,0.106804,-52.2402,298.406,22.7515,14494.7,10738.7,0.577468,2.06034,3.73867,1.52078,0.435746,0.551342,354.82,25.0541,14551.1,0.0250255,0.890021,0.00316172,14178.3 
3,47.269,3,14306,0.0115667,25.7574,12.0135,123.233,-0.00425905,-33.4997,222.925,3.44534,1.21176,-0.989509,-0.0835368,2.45914,-69.3592,4953.39,38.1774,8893.74,10077.8,3.88208,1.64849,-0.116036,0.3532,2.89588,1.01339,5028.29,41.2346,8968.64,0.371132,0.985852,0.00839821,13548.5 
4,47.449,4,17346.2,-0.384932,30.2862,12.7268,122.588,0.224948,15.6635,7.21362e-13,-1.3607,-5.05949,1.33121,-0.920117,-1.13351,-16.7154,131.486,6.8924,16776.8,12662.3,-1.25545,-4.95424,1.54171,-0.814864,-1.02826,1.23678,149.537,7.62917,16794.9,0.0092853,0.918035,0.000836086,16104.7 
5,47.219,5,14054.3,0.0260018,26.1957,11.4085,123.784,-0.0394315,12.1663,500,0.436895,2.0503,4.86522,1.6595,2.42389,-47.5262,9251.94,42.6808,4147.16,9744.25,0.736155,2.34956,5.46374,1.95876,2.72315,0.587061,9303.26,44.7756,4198.48,0.699924,0.991648,0.019267,13291.8 
6,47.239,6,13047.9,0.103907,23.4418,11.5877,123.722,-0.044324,-23.8092,260.297,-1.90501,1.54144,0.767898,-0.767409,1.55236,-56.6594,7721.87,30.4557,4520.16,8877.05,-1.54824,1.89821,1.48144,-0.41064,1.90913,0.55511,7783.05,32.953,4581.34,0.641355,0.992645,0.0130768,12135.3 
7,47.359,7,14710.3,0.0399622,25.4982,12.3537,122.779,0.0126567,16.89,451.106,5.23615,2.27148,7.22693,3.1898,4.60262,-107.8,476.297,10.7176,13678.8,10261.2,5.91494,2.95027,8.58451,3.86859,5.28141,0.67727,592.71,15.4691,13795.2,0.0432693,0.956322,0.00206136,13698.2 
8,47.369,8,15046.8,0.0820457,26.4085,12.0239,122.733,-0.117429,17.2472,63.9912,0.473616,-0.226739,4.90964,4.54229,5.98118,-132.222,502.832,9.37327,13864.8,10402.7,1.30619,0.60583,6.57478,5.37486,6.81375,0.682,645.618,15.2013,14007.6,0.0462714,0.960426,0.00199509,13952.9 
9,47.379,9,15672,0.0266326,27.5237,12.2585,122.715,1.79282e-05,-18.9233,54.8617,1.78077,4.464,5.00094,0.00996374,0.507923,-102.254,386.388,6.83688,14767.1,10983.5,2.42464,5.10787,6.28868,0.653833,1.15179,0.597571,496.812,11.344,14877.5,0.0339574,0.961577,0.00140262,14630.4 
10,47.119,10,17488.5,0.00330506,30.67,-12.3737,122.634,0.00176813,-10.5813,12.6136,1.12123,3.83481,-2.28803,0.0987672,3.49797,36.2841,368.752,28.9132,16474.1,12354.6,0.892762,3.60634,-2.74497,-0.129704,3.26949,1.56089,329.569,27.3139,16434.9,0.0206721,0.873335,0.00305213,15942.7 
11,47.459,11,15436.5,0.0399358,26.7401,12.37,122.613,-0.0099082,28.4041,0.559727,0.490924,-1.38449,0.822978,-1.4694,1.34312,-16.365,311.735,25.8232,14514.7,10777,0.59397,-1.28144,1.02907,-1.36635,1.44616,-1.442,329.408,26.5445,14532.3,0.0233042,0.876409,0.00335347,14135.1 
12,47.229,12,13074.2,-0.018186,23.2226,11.8516,123.707,-0.00524236,15.2474,499.116,-0.864957,-3.60517,-1.73879,1.81851,6.29595,6.31152,8139.49,43.7827,4129.98,8962.1,-0.904699,-3.64491,-1.81828,1.77877,6.2562,2.0907,8132.68,43.5045,4123.17,0.674928,0.990725,0.0190659,12049.7 
13,47.429,13,16922.6,0.0353081,28.7106,12.6082,122.367,0.00853068,-18.8707,4.35175e-12,-1.65854,-0.29573,-1.48914,-3.43618,-0.441671,-4.86574,345.62,22.0059,15957.8,11789.2,-1.62791,-0.265092,-1.42786,-3.40554,-0.411032,0.799948,350.875,22.2204,15963.1,0.022614,0.900232,0.00255763,15515.8 
14,47.249,14,14144.5,0.0900888,24.7424,12.0046,123.62,-0.109607,-20.5561,471.274,-2.31047,-3.25295,-2.90401,1.62355,-0.28633,-18.1873,7232.03,49.461,6051.25,9742.44,-2.19595,-3.13843,-2.67497,1.73807,-0.171809,0.584831,7251.67,50.2627,6070.89,0.557006,0.988016,0.0150222,13019 
15,47.519,15,17575.3,-0.0321012,30.0395,12.5717,122.546,0.00979361,15.453,9.45814e-12,1.96568,-5.84311,-2.50261,-2.30361,4.13053,8.02313,237.409,34.2623,16690.8,12298.6,1.91516,-5.89363,-2.60365,-2.35413,4.08001,0.463856,228.745,33.9087,16682.1,0.0142283,0.794019,0.00373037,16076.7 
16,47.289,16,15274.7,-0.000350732,26.8219,12.5056,122.731,-0.0140442,1.88187,500,-0.94097,0.770801,2.22295,-2.59992,3.79963,56.8347,3069.48,45.8008,11768.6,10920,-1.29884,0.412928,1.5072,-2.95779,3.44176,-0.36367,3008.1,43.2957,11707.2,0.212888,0.975431,0.00676639,14130 
17,47.319,17,16474.5,0.00595244,28.0912,12.7149,122.931,-0.0170805,-14.8259,499.909,2.43218,1.68856,2.23726,-4.0147,-0.806351,-39.9339,1418.07,26.0206,14447.7,11635.5,2.68364,1.94001,2.74017,-3.76324,-0.554898,0.100309,1461.19,27.7808,14490.8,0.0959578,0.9678,0.00351914,15227.4 
18,47.279,18,16816.5,0.0402787,29.1994,12.3534,123.189,-0.0471607,2.82213,280.344,3.71752,1.16922,0.485392,-6.00258,0.272018,-77.8881,4460.21,31.4684,11683,11746.7,4.20796,1.65966,1.46627,-5.51214,0.762459,0.432605,4544.33,34.9015,11767.1,0.289023,0.986738,0.00543404,15723 
19,47.349,19,15390.1,0.00259237,25.971,12.6121,122.645,-0.0141071,-15.8436,500,1.52572,-0.895731,0.893894,0.803541,0.656199,-47.8122,804.999,18.9182,13923.1,10670.1,1.82678,-0.59467,1.49602,1.1046,0.95726,0.687679,856.631,21.0256,13974.7,0.0606139,0.958816,0.00276387,14132.6 
20,47.299,20,14447.9,-0.0138534,25.3393,12.4347,122.856,-0.00957293,-1.92635,3.65745e-10,4.54008,4.36034,6.55495,-0.82336,1.73814,-54.7171,2205.88,37.0111,11823,10257.7,4.88461,4.70488,7.24403,-0.47882,2.08268,0.607101,2264.97,39.4229,11882.1,0.16712,0.970441,0.00607468,13553 
21,47.419,21,15291,0.0253169,26.7083,12.3284,122.372,0.0527266,-127.018,245.944,1.77672,-1.44595,-0.752706,1.77481,3.06633,-32.7062,339.165,9.71238,14472.7,10936.9,1.98266,-1.24001,-0.340822,1.98075,3.27227,1.06027,374.485,11.154,14508,0.026452,0.950459,0.00141423,14157.1 
22,47.339,22,15671.2,-0.00680756,26.9197,12.6145,122.326,-0.00170713,-16.6607,2.19553e-10,1.68616,0.174319,-1.00859,-2.77366,-1.28665,-8.30704,903.327,21.2841,14241.4,11055.3,1.73846,0.226626,-0.903975,-2.72136,-1.23434,0.687701,912.298,21.6503,14250.4,0.0631341,0.960126,0.00279086,14450.2 
23,47.479,23,16123.3,0.0800118,27.6751,-12.317,122.478,0.278349,-384.92,494.407,0.323448,4.8474,0.959594,1.7279,0.423495,-13.5083,183.583,14.9274,15120,14584.4,0.408506,4.93246,1.12971,1.81296,0.508553,0.87151,198.17,15.5228,15134.6,0.0135956,0.879447,0.00188579,14576 
24,47.439,24,15517.9,0.091835,26.9492,12.1213,122.508,0.0088749,-87.0234,449.002,7.00837,-0.153572,-4.29956,0.0551157,-1.18798,-22.7367,227.237,18.5752,14570.6,10659,7.15154,-0.0104054,-4.01323,0.198282,-1.04481,2.75912,251.79,19.5774,14595.2,0.0178356,0.880229,0.00246483,14117.2 
25,47.389,25,15762,0.0366525,27.1401,12.3991,122.664,-0.0341884,-21.8551,500,-1.786,3.07391,0.979617,3.46582,3.68008,-50.1578,458.886,22.9357,14594.2,10979,-1.47017,3.38974,1.61128,3.78165,3.99591,0.857515,513.051,25.1465,14648.4,0.035557,0.921002,0.00315234,14429 
26,47.329,26,15660.5,-0.00027275,26.6833,12.5703,122.6,-0.0156996,11.227,3.72714e-11,-1.00183,3.6672,2.72782,-3.43767,3.24199,-65.0888,992.42,29.4654,13991.5,10924.7,-0.591981,4.07704,3.54752,-3.02783,3.65184,0.536672,1062.71,32.3343,14061.8,0.0736895,0.949446,0.00421794,14421.5 
27,47.409,27,16699.9,0.0332565,29.163,12.3093,122.595,-0.0690164,47.7418,69.6011,-1.1041,-0.00704333,3.43975,2.9398,3.25177,-20.0669,367.206,28.2546,15826.5,11793.1,-0.977748,0.119313,3.69246,3.06616,3.37813,0.602033,388.876,29.1391,15848.2,0.0251787,0.884071,0.00337554,15444.7 
28,47.469,28,16328.9,0.0360451,28.0368,12.505,122.291,-0.00917541,15.924,465.228,0.898919,-5.3498,0.431645,3.32004,2.52204,-60.3273,224.448,30.0872,15533.3,11418,1.27878,-4.96993,1.19137,3.69991,2.9019,0.709565,289.595,32.7463,15598.4,0.0191682,0.834806,0.0038523,15108.1 
29,47.499,29,16630.7,0.0218472,28.9258,-12.4029,122.51,0.0341287,-8.4154,498.085,-0.289554,2.429,5.44652,0.371145,-1.41595,-28.5214,77.6519,1.13473,15983.5,11688.4,-0.109962,2.60859,5.80571,0.550736,-1.23636,0.237967,108.452,2.39188,16014.3,0.00707815,0.962839,0.000275058,15322.1 
