cyc,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
76,47.4259,3,76,8868,-0.00208838,16.4803,11.5015,121.093,0.00222162,0.810811,3.89943e-12,-0.632077,-0.0271053,-7.50691,-3.49823,1.31893,-14.5856,355.055,-4.60307,8191.64,6170.47,-0.540236,0.0647364,-7.32323,-3.40639,1.41077,0.2523,383.572,-4.18978,8220.16,0.0721587,1.01949,-0.000939796,5315.67 
77,47.2859,1.8,77,9550.09,-0.0117068,19.12,10.7614,121.15,0.00839501,-0.465739,7.15374e-10,-1.69427,-1.93171,5.91749,-3.02002,-2.56126,-6.74084,350.87,-0.37571,8785.06,6698.21,-1.65183,-1.88926,6.00238,-2.97757,-2.51881,2.97766,364.049,-0.184706,8798.24,0.0645135,1.00089,-3.86738e-05,5642.99 
78,47.3259,2.34,78,8841.49,0.044107,16.5722,11.2912,121.063,-0.198242,81.6025,140.602,2.69475,-1.38754,-2.0236,-0.456519,1.51805,16.9468,543.804,9.91761,7901.16,6617.99,2.58804,-1.49425,-2.23702,-0.563228,1.41134,-6.58024,510.671,9.43741,7868.03,0.0976149,0.968672,0.00220467,5231.49 
79,47.3909,3,79,9993.99,0.0683378,17.7352,11.8034,121.134,-0.120152,-269.801,200.559,1.06209,1.55244,-7.27905,-7.30223,-1.31118,-11.6672,714.338,1.50789,8845.34,7869.82,1.13555,1.62591,-7.13212,-7.22876,-1.23771,0.444415,737.149,1.83848,8868.15,0.121681,0.995654,0.000381746,6058.04 
80,47.1909,1.33,80,10406.6,0.0250989,20.9603,10.3982,121.154,-0.0425909,174.308,499.993,-1.25393,-1.81311,0.755455,-0.838897,-6.87237,-10.8758,54.8201,0.6882,9808.68,7336.65,-1.18545,-1.74463,0.892419,-0.770415,-6.80389,1.09284,76.0838,0.996369,9829.95,0.0127357,0.977596,0.000186682,5974.05 
81,47.3659,3,81,8174.77,0.0175888,14.7139,11.9325,121.078,-0.0201839,-3.23711,65.012,-0.282566,3.37735,0.415185,-0.932071,0.608099,16.0576,514.045,8.11398,7295.17,5717.63,-0.383676,3.27624,0.212965,-1.03318,0.506989,0.917434,482.651,7.65898,7263.78,0.0997023,0.97298,0.00193856,4840.92 
82,47.2259,1.33,82,9726.2,0.00941844,19.9617,10.269,121.237,0.000921918,-9.87881,4.69752e-10,-2.54746,-2.11102,-1.57007,-2.17894,-2.0755,16.1872,178.921,2.32354,9034.4,6673.26,-2.64938,-2.21294,-1.77392,-2.28087,-2.17742,0.840109,147.273,1.86487,9002.75,0.0265408,0.978321,0.000381436,5548.92 
83,47.3959,3,83,9365.78,0.0032312,17.0931,11.6194,121.024,-0.00103494,-21.8635,1.34684,-1.74879,-0.182983,3.99583,2.4412,-2.50258,22.537,549.69,3.3042,8390.91,6466.21,-1.8907,-0.324892,3.71201,2.29929,-2.64449,-2.22441,505.627,2.6656,8346.85,0.0917032,0.990859,0.000587939,5513.74 
84,47.3809,3,84,7844.1,0.0538106,14.3,11.4884,121.213,-0.0909977,-35.6615,238.86,-1.78528,-2.68534,-1.62509,-2.0821,-2.72906,2.92377,427.522,-0.940771,7051.13,5453.6,-1.80369,-2.70375,-1.66191,-2.10051,-2.74747,0.849155,421.805,-1.02362,7045.42,0.0907292,1.00426,-0.000267708,4649.06 
85,47.3359,2.34,85,8877.74,-0.00488942,17.2397,11.0773,121.205,0.000829261,4.02941,6.23052e-11,-4.58016,1.03914,4.24825,-4.79956,0.993637,-30.9024,426.808,6.62825,8062.01,6216.8,-4.38558,1.23373,4.63742,-4.60498,1.18822,3.40133,487.226,7.50388,8122.42,0.0908889,0.973755,0.00169893,5360.68 
86,47.3009,1.8,86,9818.49,0.077805,18.908,10.8128,120.98,0.0598667,23.5147,348.903,-0.949639,-0.525184,-5.65003,2.5966,-0.415092,-44.5298,318.504,-4.37584,9042.3,6701.32,-0.669247,-0.244792,-5.08925,2.87699,-0.1347,-0.560642,405.565,-3.11407,9129.36,0.0689364,1.01362,-0.000628747,5883.18 
87,47.1859,1.33,87,9891.55,0.0543662,20.1903,10.3364,120.918,-0.008511,41.3357,88.9035,-0.272851,0.0487633,1.21259,-0.805952,-2.09668,-37.1838,-7.22111,-4.50443,9460.99,6805.14,-0.038715,0.2829,1.68086,-0.571816,-1.86254,4.30028,65.4782,-3.45082,9533.69,0.0113173,1.1016,-0.000667214,5785.69 
88,47.2409,1.5,88,10444.7,0.0648405,20.9179,10.4944,121.051,-0.0807667,-209.798,0.060846,-0.848198,-5.55485,-3.07117,-1.7198,-3.68802,-37.7754,374.426,7.7906,9507.88,7697.72,-0.610337,-5.31699,-2.59545,-1.48194,-3.45016,0.8071,448.282,8.86098,9581.73,0.0723348,0.966565,0.00170064,6197.32 
89,47.2809,1.8,89,8929.02,0.025508,17.9643,10.6355,121.066,-0.0631395,-80.224,103.645,-2.91554,-0.344682,3.68167,-0.992744,-4.13653,-21.7193,219.373,-4.67923,8306.23,6384.5,-2.77878,-0.207922,3.9552,-0.855983,-3.99977,2.01748,261.838,-4.06381,8348.69,0.0496746,1.02792,-0.000897468,5271.05 
90,47.2159,1.33,90,9544.49,-0.0513624,19.6239,10.1826,121.379,-0.0081583,-12.8234,500,-0.385576,3.25466,2.8576,-4.16011,-5.33782,-13.1876,788.031,2.65538,8204.94,6508.29,-0.302537,3.3377,3.02368,-4.07707,-5.25478,1.92382,813.815,3.02906,8230.72,0.141478,0.993529,0.000677469,5752.25 
91,47.3459,2.34,91,10231.1,0.0814555,19.0939,11.1553,121.006,-0.0129815,-13.86,400.693,-2.46117,-2.33942,-3.39045,0.0808907,0.107592,-72.8134,525.212,5.78205,9162.65,6939.65,-2.00269,-1.88094,-2.47348,0.539378,0.566079,0.529009,667.572,7.84524,9305.01,0.106802,0.979849,0.00155071,6250.58 
92,47.3759,3,92,8943.8,-0.00089029,15.9632,11.966,121.237,-0.00552223,6.12042,7.37798e-11,-1.434,-1.16641,-6.30715,1.42298,-3.14599,-33.6722,552.282,-0.771948,7954.77,6219.32,-1.22197,-0.95439,-5.8831,1.635,-2.93397,0.371358,618.115,0.182165,8020.6,0.113823,0.999485,4.18363e-05,5430.48 
93,47.4509,3,93,9391.44,0.0489881,17.8669,11.1066,121.12,0.000741622,-72.9431,3.07065,-0.543715,-3.71032,-0.213198,-2.40956,-2.92432,7.41661,272.726,-3.30495,8645.01,6461.67,-0.590416,-3.75703,-0.306599,-2.45626,-2.97102,0.969587,258.225,-3.51511,8630.51,0.0474981,1.0244,-0.000750831,5436.53 
94,47.1759,1.33,94,9464.66,0.014309,19.6352,10.3877,120.928,-0.0340725,1.62202,27.638,2.02159,-2.16601,-2.96686,-2.46449,-1.41503,7.47801,75.8514,-3.7369,9068.67,6641.5,1.97451,-2.2131,-3.06104,-2.51158,-1.46211,0.579142,61.2309,-3.9488,9054.05,0.0111457,1.12722,-0.000804054,5493.66 
95,47.3509,2.34,95,9206.13,-0.0114206,18.0878,11.1272,121.407,0.00548035,-7.07148,307.455,0.164513,-1.61251,-6.75097,-2.27538,2.99337,-17.3868,348.276,0.640359,8546.07,6553.14,0.273994,-1.50303,-6.53201,-2.1659,3.10285,0.0428013,382.269,1.13302,8580.07,0.0691226,0.99484,0.000243196,5530.31 
96,47.3109,1.8,96,9486.93,0.0128325,19.3679,10.5646,121.166,-0.00168636,-24.0182,23.5052,1.73027,4.3151,-1.43789,1.11183,-6.52851,13.1707,82.0321,-7.22633,9001.19,6662.22,1.64733,4.23216,-1.60376,1.0289,-6.61144,-0.227242,56.2817,-7.59953,8975.44,0.010343,1.30941,-0.00156215,5441.55 
97,47.3609,2.34,97,9457.03,0.0468422,18.2077,10.9903,121.118,-0.0351343,-40.3558,49.2277,-3.85329,0.428743,-0.856921,-0.702887,-1.47448,-13.4942,282.437,1.37128,8642.71,6560.36,-3.76832,0.513713,-0.686982,-0.617918,-1.38951,0.884522,308.82,1.75364,8669.09,0.0560444,0.99016,0.000372495,5510.27 
98,47.2759,1.8,98,9610.8,-0.0137457,19.423,10.8313,121.107,-0.00101187,-7.44163,498.042,0.267532,0.115377,-5.40312,-0.0661128,-1.0829,22.0274,440.611,1.95908,8941.94,6848.69,0.128832,-0.0233234,-5.68052,-0.204813,-1.2216,0.188663,397.545,1.33493,8898.87,0.0692965,0.994158,0.00027626,5736.87 
99,47.4559,3,99,7977.34,0.0393819,15.459,10.8855,121.172,-0.10528,25.0825,500,-1.67292,-1.84873,-8.98891,0.241973,-4.9468,-28.1885,163.258,0.00399171,7391.1,5563.99,-1.49542,-1.67123,-8.63392,0.419468,-4.76931,0.465406,218.37,0.802722,7446.22,0.0465996,0.993608,0.000198544,4686.1 
100,47.3859,3,100,8790.69,-0.0177353,16.6355,11.6773,121.194,-0.0586286,-1.60193,500,-4.41879,-0.69272,-3.76959,-1.08224,0.205836,36.9082,463.689,4.12599,8111.72,6326.79,-4.65119,-0.925122,-4.2344,-1.31464,-0.0265656,0.620299,391.528,3.08018,8039.56,0.0750736,0.98642,0.000705265,5215.26 
101,47.2509,1.5,101,10161.3,-0.00507433,21.1,10.4164,121.267,0.0073295,-5.71286,1.08603e-10,1.32457,-0.303646,-2.24668,1.84536,-3.37155,-28.8885,231.776,-2.42785,9601.26,7156.11,1.50647,-0.121743,-1.88288,2.02726,-3.18964,-0.133901,288.257,-1.60929,9657.74,0.0473881,1.00987,-0.000307047,6082.9 
102,47.3159,2.34,102,7974.76,-0.0161121,15.5188,11.2799,121.026,0.00702283,5.06341,295.008,-1.77816,-3.73571,-4.97929,1.87437,-4.3882,0.280837,479.893,2.81923,7262.92,5699.64,-1.77993,-3.73748,-4.98283,1.87261,-4.38997,0.617224,479.344,2.81127,7262.37,0.0991043,0.989841,0.000712573,4836.77 
103,47.3209,2.34,103,8519.55,0.00469932,16.1424,11.2529,121.378,-0.0569692,-37.8099,3.12964e-11,-1.33742,-0.5823,-3.80292,-2.46693,-3.92987,4.21423,520.731,-13.4,7623.18,5983.41,-1.36395,-0.608836,-3.85599,-2.49347,-3.95641,0.68596,512.491,-13.5195,7614.95,0.100855,1.0484,-0.00328118,5081.46 
104,47.3559,2.34,104,9938.23,-0.0045951,19.6179,10.9484,121.169,0.00190827,9.78467,4.1934e-11,-1.06691,-3.1536,0.872699,1.83828,-1.04691,-16.0385,337.184,12.8791,9187.44,6992.57,-0.96592,-3.05261,1.07468,1.93928,-0.945915,1.55098,368.541,13.3335,9218.8,0.0624665,0.940456,0.00265724,5899.82 
105,47.1609,1.33,105,9471.28,-0.0192434,20.2625,10.2609,121.193,-0.00396172,19.5678,370.015,-2.98666,-3.97658,-4.81168,-0.348124,-0.155707,-5.10539,8.3755,0.569952,9097.26,6770.77,-2.95451,-3.94444,-4.74739,-0.315977,-0.12356,0.607195,18.3572,0.714615,9107.25,0.00334821,0.936221,0.000144523,5482.7 
106,47.2909,1.8,106,9611.78,-0.025115,19.9481,10.695,121.313,0.0119501,-11.2049,500,-4.42278,-0.930316,-0.281572,-1.1161,-2.41918,30.3999,225.444,-4.14181,9166.69,6949.42,-4.6142,-1.12174,-0.664413,-1.30752,-2.6106,0.935609,166.008,-5.0032,9107.26,0.0294844,1.05568,-0.00101301,5630.36 
107,47.2009,1.33,107,10257.6,-0.0137475,21.5552,10.3542,121.338,0.00646444,-20.989,500,-1.09418,0.476562,-1.78786,-1.04815,-3.9652,-25.8149,-51.2433,0.307698,9914.66,7269.87,-0.931633,0.639112,-1.46276,-0.885605,-3.80265,0.772988,-0.771657,1.03917,9965.14,-0.000129076,-0.737094,0.000192059,5978.31 
108,47.2709,1.8,108,8214.68,-0.00412545,16.6959,10.7101,121.35,-0.00470005,4.46652,2.79987e-09,-2.61337,-0.413758,-1.19789,4.16608,-1.47532,-39.9862,433.233,-1.84567,7525.72,5821.67,-2.36159,-0.161975,-0.694328,4.41786,-1.22354,-28.4537,511.411,-0.712646,7603.9,0.100795,1.00244,-0.000172674,5073.75 
109,47.3059,1.8,109,9668.92,-0.00345342,19.6689,10.6595,121.167,-0.00189338,-13.8974,1.09915e-10,3.80696,-3.01145,-6.83668,-5.13356,-1.10679,13.1614,198.39,-10.3789,9016.52,6826.04,3.72408,-3.09432,-7.00242,-5.21643,-1.18966,0.452026,172.657,-10.7518,8990.79,0.0310137,1.12231,-0.00220779,5567.13 
110,47.1509,1.33,110,8621.43,-0.0117164,18.5294,10.44,120.946,-0.00801356,3.11811,500,0.300582,-0.482293,3.37454,-1.18767,-3.38375,29.5873,-39.9562,1.57399,8490.44,6298.16,0.114279,-0.668596,3.00193,-1.37397,-3.57005,2.2025,-97.8034,0.735621,8432.59,-0.0197115,1.01334,0.000160671,4961.75 
111,47.4009,3,111,9579.75,0.0136882,17.7444,11.6394,121.372,-0.0291357,-19.7182,9.2259,-0.914028,-3.58096,-0.663238,-3.88392,-2.64474,-16.1291,509.626,0.391466,8762.24,6742.07,-0.812468,-3.47939,-0.460117,-3.78236,-2.54318,0.958464,541.16,0.848489,8793.78,0.093024,0.997264,0.000177708,5817.43 
112,47.4359,3,112,8164.85,0.0103186,16.0369,10.9861,121.226,-0.0129523,-12.597,0.249431,0.858107,-2.44415,3.91846,-2.85278,-5.27297,48.4083,290.384,-3.98479,7612.02,5740.64,0.553293,-2.74897,3.30883,-3.1576,-5.57779,1.4341,195.739,-5.35646,7517.37,0.0415921,1.0503,-0.00131431,4706.16 
113,47.2209,1.33,113,9532.96,-0.0312169,19.9779,10.5422,121.278,-0.00782142,29.9748,129.658,4.41159,-4.01889,-3.10555,-6.0134,5.11806,-3.14892,317.705,-7.43075,8884.35,6863.69,4.43142,-3.99906,-3.06589,-5.99357,5.13789,0.121324,323.862,-7.34152,8890.51,0.0572379,1.04131,-0.00152347,5658.17 
114,47.3409,2.34,114,8681.21,-0.0205269,17.242,11.1069,121.106,-0.00856356,21.6078,500,-4.44646,-4.76283,-0.999847,-2.75399,-7.11764,-17.0951,356.402,5.36632,8133.68,6240.15,-4.33882,-4.65519,-0.78456,-2.64635,-7.01,0.959631,389.825,5.85072,8167.1,0.0736898,0.974407,0.0013179,5290.09 
115,47.2309,1.33,115,9934.79,-0.00866797,20.7503,10.4604,121.129,-0.0192191,-33.1122,500,0.898578,-6.59883,-1.61812,-3.3664,-3.07654,-7.68067,177.365,-5.90082,9483.56,7086.65,0.946941,-6.55047,-1.52139,-3.31804,-3.02818,0.887063,192.382,-5.68318,9498.58,0.032654,1.05452,-0.00110338,5891.53 
116,47.2109,1.33,116,9090.13,-0.00839649,19.2438,-10.0739,121.417,0.00182329,13.0303,2.68213e-11,-1.42269,-3.49052,-0.000397781,-2.00181,0.173533,14.3852,915.576,-5.45972,7873.34,6311.54,-1.51327,-3.58109,-0.181557,-2.09239,0.082953,0.975079,887.451,-5.86733,7845.22,0.158627,1.01171,-0.00137959,5594.58 
117,47.4109,3,117,7972.69,-0.0399695,15.741,11.3511,121.045,-0.00270977,33.8851,500,2.41582,-3.62147,-2.15046,1.52533,0.154276,3.5111,283.471,-1.71145,7539.15,5819.56,2.39371,-3.64358,-2.19468,1.50322,0.132167,-0.213093,276.606,-1.81093,7532.28,0.0576747,1.01159,-0.000443081,4795.98 
118,47.4409,3,118,9305.24,0.02336,18.1236,11.0063,120.951,0.0957311,-144.63,0.0891815,-4.09205,-1.02222,-4.53112,-5.45643,-1.71559,-14.6245,344.584,4.1302,8518.79,6944.28,-3.99997,-0.930134,-4.34695,-5.36435,-1.6235,0.73274,373.177,4.5446,8547.38,0.0678306,0.979133,0.000978479,5501.61 
119,47.3309,2.34,119,9010.05,-0.00567352,17.187,11.2299,121.234,0.00421168,2.69875,8.56093e-11,-3.44837,-2.93369,-3.19345,-0.638907,-4.90894,26.7166,433.218,-6.56433,8143.55,6283.44,-3.6166,-3.10191,-3.5299,-0.807135,-5.07716,0.781196,380.983,-7.32136,8091.32,0.0727654,1.0348,-0.0016696,5235.77 
120,47.2659,1.75,120,8223,0.00495747,16.7507,10.7584,121.082,-0.0424555,-4.24944,5.21324e-11,-1.54425,0.459982,-3.06374,1.11278,0.970028,18.1292,394.214,2.25174,7600.99,5872.34,-1.6584,0.345827,-3.29205,0.998621,0.855873,-0.197052,358.769,1.73804,7565.55,0.0732467,0.991593,0.00042301,4898.1 
121,47.4209,3,121,8673.21,0.0454267,16.3197,11.1943,121.255,-0.0689598,-13.9768,500,-2.14877,2.28564,4.58007,-1.27267,-2.03974,34.149,336.108,-0.887174,7955.34,5978.45,-2.3638,2.07061,4.15002,-1.4877,-2.25477,-35.2858,269.342,-1.8548,7888.57,0.0538417,1.0122,-0.000433312,5002.49 
122,47.4459,3,122,8615.79,-0.00735458,16.8094,11.1831,120.994,-0.00141266,1.21482,83.8351,-0.257056,2.88823,-6.12768,-1.17712,-3.37451,6.39356,217.208,-3.76845,8125.17,6119.49,-0.297315,2.84797,-6.20819,-1.21738,-3.41476,0.251093,204.708,-3.94962,8112.67,0.0403578,1.03494,-0.000897625,5072.31 
123,47.2059,1.33,123,9617.81,-0.0163783,20.5237,10.2696,121.098,-0.00347474,-1.01936,386.708,1.55924,-0.395327,-2.96662,0.68538,-0.341729,-13.0597,79.7716,-2.04392,9110.07,6861.4,1.64147,-0.313093,-2.80215,0.767614,-0.259495,-1.90182,105.305,-1.67387,9135.61,0.0188494,1.02861,-0.000337634,5586.67 
124,47.2459,1.5,124,9156.09,-0.0140554,19.1024,10.4949,121.057,-0.00840228,1.1889,118.586,-3.39341,3.75928,-4.66672,-1.83678,-2.81212,7.23514,129.27,-3.01016,8655.08,6526.55,-3.43897,3.71372,-4.75783,-1.88234,-2.85768,0.484139,115.124,-3.21517,8640.93,0.0217229,1.05138,-0.000685891,5299.68 
125,47.1559,1.33,125,9312.75,0.021847,19.874,10.0538,121.205,-0.0334331,-20.5369,3.94973,2.29124,0.894927,-7.69614,-4.45758,-2.10113,-18.6619,-40.3776,-3.39037,8932.9,6526.81,2.40875,1.01244,-7.46112,-4.34007,-1.98362,0.280067,-3.89103,-2.86158,8969.39,-0.000723543,0.437254,-0.000588047,5377.74 
126,47.4309,3,126,9092.17,0.0314649,17.4404,11.1194,120.833,-0.0179018,-16.2264,132.329,-4.03156,-2.54059,0.916117,2.80916,1.8921,21.7383,281.673,6.43616,8406.39,6322.44,-4.16844,-2.67747,0.642357,2.67228,1.75522,1.36168,239.172,5.8202,8363.88,0.0454915,0.959154,0.00128023,5257.5 
127,47.2609,1.75,127,8265.85,0.0113781,16.8855,10.5568,121.016,0.118776,-172.082,95.7897,-5.41421,3.82304,-3.4054,-7.20579,-5.34937,5.32707,418.9,6.81736,7536.9,6468.2,-5.44775,3.78949,-3.47249,-7.23934,-5.38292,0.8044,408.485,6.66641,7526.48,0.0829516,0.972233,0.00162895,4924.37 
128,47.1809,1.33,128,9398.36,-0.0175835,20.8306,9.88853,120.84,0.00382759,-2.44254,5.78593e-10,-2.64468,-0.328334,-4.65056,3.51621,-3.92205,50.4275,-59.1115,-6.34255,9146.63,6705.78,-2.96221,-0.645863,-5.28562,3.19868,-4.23958,0.467958,-157.704,-7.77143,9048.04,-0.0299185,0.920609,-0.00158471,5271.12 
129,47.2359,1.33,129,10726.7,0.0149205,22.3131,10.3665,121.224,-0.00362477,-0.473892,16.0346,-1.70137,-8.21563,-7.12545,-2.747,2.56739,27.8588,63.9516,-1.61381,10251.3,7529.91,-1.87679,-8.39105,-7.47629,-2.92242,2.39197,0.590891,9.48392,-2.4032,10196.8,0.00154774,1.79677,-0.000434337,6127.58 
130,47.2359,1.33,130,9082.54,0.071132,18.9849,9.96688,121.208,0.139798,-69.5781,86.5835,-0.42297,3.46395,-10.0929,-4.44566,-0.562444,9.37241,-5.19481,-7.50433,8531.84,6476.37,-0.481986,3.40494,-10.2109,-4.50468,-0.62146,0.177474,-23.5191,-7.7699,8513.51,-0.00462557,0.633658,-0.00168404,5084.59 
