cyc,dummy,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
56,47.1959,56,12923.5,0.0151942,27.1624,10.4444,122.653,-0.0121838,0.546979,1.34262e-11,0.22758,-7.62052,-6.35506,-0.43501,1.17926,15.441,-72.8043,1401.61,10307.1,9235.46,0.130352,-7.71775,-6.54951,-0.532238,1.08203,0.517961,-76.8879,1397.36,10303,-0.0112638,-0.0324628,0.199897,6826.11,0.000220107,0.0032075,53.1511,0.175359,119.26,82.8762,1.29196,10.7786,11.1494,122.441,128.084,-3.18034,-45.2074 
57,47.3059,57,13305.3,-0.0331863,26.7254,-10.9549,122.669,-0.00160157,24.0004,309.959,-4.21789,-5.64838,-8.71532,-0.199245,-2.23875,-11.439,214.766,1100.14,10382.8,9532.01,-4.14586,-5.57635,-8.57127,-0.127216,-2.16672,0.583665,217.791,1103.29,10385.9,0.0303486,0.101366,0.163661,7176.31,-6.01535e-05,0.0465213,11.0592,16.8707,125.98,97,1.28173,11.1157,10.894,122.4,128.788,3.58016,-31.7879 
58,47.2959,58,12631.2,-0.0323179,25.8297,10.7641,122.839,-0.0053629,-5.07311,316.189,-0.952787,-5.1437,-2.95743,3.05008,-6.3199,9.60222,229.082,1122.36,9870.7,9051.77,-1.01325,-5.20416,-3.07835,2.98962,-6.38036,0.757352,226.542,1119.71,9868.16,0.0331289,0.103632,0.172883,6838.21,-9.69496e-06,0.0429674,10.669,20.1446,126.619,97,1.23378,10.8973,10.8365,122.559,129.145,4.06006,-32.1454 
59,47.3259,59,12719.2,0.0047392,25.7409,10.7123,122.67,-0.01247,17.791,214.661,0.3346,-9.29418,5.01994,0.676803,0.345153,7.48192,106.201,1199.87,9754.09,8983.58,0.287488,-9.3413,4.92571,0.629691,0.298041,2.53911,104.222,1197.81,9752.11,0.0157005,0.0473654,0.18451,6638.13,8.84216e-05,0.0646364,10.8131,13.8697,125.32,97,1.2264,10.8863,10.8571,122.435,127.939,2.88441,-30.9389 
60,47.3909,60,13742.2,-0.0235634,28.36,10.6196,122.662,-0.0210641,16.4092,198.207,-1.86894,-5.33909,-3.53455,-2.54631,-3.52443,47.4536,3.40998,1197.06,10981.3,9815.42,-2.16775,-5.63789,-4.13216,-2.84511,-3.82324,0.777914,-9.13973,1183.99,10968.8,-0.00124521,-0.00443066,0.16586,7339.93,0.00043927,-0.0231421,4.61821,-19.6396,107,97,1.37518,10.882,10.9866,122.463,128.456,-15.4625,-31.4557 
61,47.2859,61,13734,0.0117189,27.1669,10.9322,122.807,-0.00273423,-2.96979,295.053,-2.01921,-7.15291,-7.26832,-5.47578,-2.74601,31.2545,331.821,1321.83,10266.8,9668.44,-2.21601,-7.34971,-7.66192,-5.67258,-2.94281,0.703521,323.555,1313.22,10258.5,0.0449584,0.123414,0.190816,7196.76,4.62261e-05,0.058797,11.2792,21.5032,124.794,97,1.23945,11.153,11.0975,122.574,128.792,2.21989,-31.7917 
62,47.3309,62,12156.3,-0.0577022,24.9286,10.7894,122.615,0.115173,-610.36,461.947,2.52502,-5.53405,-7.5093,1.9539,-0.124482,42.5862,106.846,1087.24,9613.61,11044.1,2.25687,-5.8022,-8.04561,1.68574,-0.392636,0.218709,95.584,1075.51,9602.35,0.0146396,0.0483301,0.171036,6529.16,-4.1084e-05,0.047347,9.90573,13.4838,126.148,97,1.20495,10.9145,10.8902,122.328,128.194,3.81933,-31.1935 
63,47.1759,63,13754.9,-0.00201159,28.1479,10.6226,122.629,-0.0126924,-9.56069,66.4735,1.23461,-6.91895,-7.20625,-2.32075,3.62613,0.834782,-10.254,1233.64,10991.5,9737.53,1.22935,-6.92421,-7.21676,-2.32601,3.62088,0.378762,-10.4748,1233.41,10991.3,-0.00142443,-0.00487654,0.171305,7353.68,-7.61668e-05,0.0438673,-10.4812,12.6689,126.891,97,1.38692,10.8563,10.8782,122.409,128.172,4.48241,-31.172 
64,47.2259,64,12625.4,0.00472135,25.3821,10.7834,122.914,0.012522,-6.16297,14.6304,-0.805196,-3.70728,-10.8551,-1.74165,0.626859,35.0907,1227.47,962.093,8748.3,8912.56,-1.02615,-3.92823,-11.297,-1.9626,0.405902,0.365625,1218.18,952.426,8739.02,0.172222,0.422258,0.167196,7073.33,0.000154837,0.155717,11.3778,11.4331,124.688,82.1855,1.07602,11.0136,11.1654,122.446,128.957,2.24237,-46.7719 
65,47.3159,65,13115,-0.00158069,26.1442,10.9032,122.572,-0.0222991,-4.90272,478.665,-0.45484,-3.19014,-13.4659,-3.69384,0.606786,30.2632,129.908,1135.13,10106.5,9283.1,-0.645399,-3.3807,-13.847,-3.8844,0.416227,0.351163,121.905,1126.79,10098.5,0.0176985,0.0582219,0.170499,6887.87,0.000124164,0.0533118,10.591,-13.8486,126.299,97,1.26256,10.9538,10.9316,122.324,127.832,3.97429,-30.8317 
66,47.4109,66,12675.2,-0.042542,26.2944,10.6543,122.891,0.0112246,10.2077,137.053,0.288517,-2.7977,-8.23179,-1.48409,-7.72315,58.2532,-18.2689,1186.3,10214,9123.53,-0.0782877,-3.16451,-8.9654,-1.8509,-8.08995,0.595224,-33.6747,1170.25,10198.6,-0.0049526,-0.0167182,0.174491,6799.41,0.000312357,-0.0215105,-6.95612,19.1648,107,97,1.26082,10.952,11.143,122.611,129.115,-15.6108,-32.1154 
67,47.2409,67,12526.8,-0.0514981,25.2293,11.0162,122.781,0.103405,-133.979,477.583,0.652891,0.0306414,-14.6527,4.91015,-1.28589,58.5994,946.174,1012.33,9148.18,9498.6,0.283906,-0.338343,-15.3906,4.54117,-1.65487,-0.225488,930.677,996.185,9132.68,0.132019,0.348046,0.167316,7049.57,-0.000129704,0.110698,12.4258,12.2233,125.013,82.1169,1.11527,11.1827,11.1054,122.352,128.683,2.66016,-46.5656 
68,47.4159,68,12921.6,0.0135836,26.0448,10.7175,122.842,-0.0148148,4.13078,69.3631,-1.88111,-1.77079,-5.83331,-1.83016,-1.47218,30.6129,-34.5731,1057.42,10274.6,9088.78,-2.07387,-1.96355,-6.21884,-2.02292,-1.66495,0.554017,-42.6691,1048.99,10266.5,-0.00624192,-0.0237968,0.158404,6835.89,3.45458e-05,0.0328617,-9.82292,12.0789,126.807,97,1.27692,10.9656,10.9964,122.613,129.326,4.19365,-32.3255 
69,47.1859,69,11287,0.00735696,23.8613,10.2399,122.398,-0.0075661,29.9468,114.987,-1.37045,-6.63283,-10.5592,0.533434,-5.39729,43.7143,-64.6209,955.187,9205.33,7961.34,-1.64571,-6.90808,-11.1097,0.258177,-5.67255,0.556991,-76.1817,943.145,9193.77,-0.0125224,-0.0483902,0.158938,6083.64,0.000345676,-0.00286723,252.313,8.49436,133.98,87.4655,1.18584,10.6088,10.8191,122.248,128.403,11.7324,-40.9374 
70,47.2309,70,11589,-0.052481,23.9657,10.7982,122.663,-0.0029754,19.4105,500,-2.13357,-0.734287,-5.64128,-2.11011,-1.10621,84.351,1124.25,995.272,8219.57,8426.24,-2.6647,-1.26542,-6.70355,-2.64124,-1.63734,0.550467,1101.94,972.034,8197.26,0.16711,0.39313,0.179277,6594.11,-0.000134913,0.132544,12.2341,11.9642,124.457,82.3943,1.02292,10.8511,11.2161,122.305,128.806,2.1518,-46.4116 
71,47.2709,71,12823,-0.0405563,26.1843,10.8132,122.671,0.0152842,11.1858,2.31329,3.16369,-1.58987,-2.51619,0.195963,0.367771,100.852,436.21,1088.3,9817.28,9222.54,2.52866,-2.22491,-3.78626,-0.439072,-0.267264,0.0961095,409.538,1060.52,9790.61,0.0587637,0.180776,0.166345,6969.24,-0.00016836,0.0509885,11.6997,21.4088,125.122,93.3972,1.21017,10.9777,11.0437,122.518,129.841,2.6046,-36.4437 
72,47.2209,72,13004.7,-0.00760546,26.2974,-10.7746,123.023,-0.0106151,20.4365,52.3178,0.222089,-2.96037,-10.3713,0.727792,-0.21728,46.305,1515.85,1066.45,8985.8,9230.87,-0.0694811,-3.25194,-10.9544,0.436222,-0.50885,0.236544,1503.61,1053.69,8973.56,0.200057,0.449164,0.177837,7515.89,0.000105049,0.195202,11.5285,10.449,124.502,81.8538,1.12845,10.9684,10.8587,122.585,129.084,1.91749,-47.2301 
73,47.2759,73,13733.6,-0.0135894,27.2564,11.0012,122.615,-0.00763285,-0.301061,130.015,-0.110793,-4.71842,-3.5672,2.15013,-0.640019,53.4354,448.907,1271.98,10330.4,9761.34,-0.447262,-5.05488,-4.24013,1.81366,-0.976488,0.523854,434.776,1257.26,10316.2,0.0591801,0.165002,0.18334,7346.66,-4.30441e-05,0.0582958,11.7792,22.4005,124.519,95.4378,1.26795,11.0797,10.9279,122.336,128.692,2.18344,-33.2543 
74,47.1909,74,13677.1,-0.00380992,28.6167,10.3967,122.401,-0.0167098,2.46173,390.856,0.898471,-4.5034,-4.46253,-1.3042,-3.06119,35.5505,-76.5636,1185.99,11069.2,9686.59,0.674618,-4.72725,-4.91024,-1.52806,-3.28505,0.643565,-85.9654,1176.19,11059.8,-0.0117373,-0.0435848,0.163813,7324.13,0.000285835,-0.00483405,128.221,3.77298,107,84.6312,1.3982,10.7433,11.0081,122.253,128.547,-15.2525,-43.9161 
75,47.3809,75,12023.1,-0.018077,24.6617,-10.6273,122.227,-0.026037,44.5885,1.54066e-09,1.0229,-7.18002,-3.82061,-2.41865,-4.46838,38.9757,-10.9435,931.187,9633.8,8569.57,0.77748,-7.42544,-4.31145,-2.66407,-4.7138,0.764881,-21.2512,920.45,9623.49,-0.00330681,-0.0133694,0.149798,6426.49,-4.67943e-05,0.0365079,9.72432,-13.0268,126.448,97,1.2178,10.8019,10.8987,122.042,128.987,4.40683,-31.9866 
76,47.3209,76,13314.6,-0.042804,27.2082,10.808,122.77,-0.00682948,-17.1217,64.019,3.61759,-5.68913,-6.89479,0.283079,1.39778,26.0801,120.211,1170.04,10688.2,9576.63,3.45337,-5.85335,-7.22323,0.118859,1.23356,0.126658,113.314,1162.86,10681.3,0.015587,0.0527456,0.167047,7269.77,-0.000199893,0.0418848,10.6757,15.235,126.679,97,1.3342,11.0053,10.8378,122.555,130.161,4.12374,-33.161 
77,47.1659,77,13107.1,-0.0601626,27.892,-10.452,122.726,-0.000459798,10.7716,494.231,-2.44629,-4.97937,-4.03385,0.941019,-2.56235,12.3872,-123.478,928.556,10951,9490.36,-2.52429,-5.05737,-4.18984,0.86302,-2.64035,0.69076,-126.754,925.143,10947.7,-0.0175847,-0.084942,0.134699,7208.23,-3.46101e-05,-0.0168669,7.05493,-12.4807,121.811,75.4145,1.39197,10.7108,10.9053,122.549,129.95,-0.737744,-54.5353 
78,47.3559,78,13197.4,-0.0406882,27.5223,10.5835,122.641,-0.0132768,24.2517,3.27246,-2.15816,-1.48078,1.22094,-1.6024,-0.977907,12.3988,49.0036,1129.18,10611.7,9492.69,-2.23623,-1.55885,1.06479,-1.68047,-1.05598,1.19478,45.7246,1125.76,10608.4,0.00639202,0.0226829,0.163518,7153.38,-0.000175661,0.0395871,-10.4312,-13.2705,125.832,97,1.32735,10.8426,11.0265,122.514,129.401,3.31843,-32.4006 
79,47.1809,79,13984.3,-0.00804247,28.8851,-10.5972,122.645,0.000468678,-6.25266,500,-0.690696,-8.11886,-5.90755,-0.671381,-3.08843,2.71489,-82.2909,1226.48,11331.9,9964.71,-0.707791,-8.13595,-5.94174,-0.688476,-3.10552,0.680199,-83.0088,1225.73,11331.2,-0.0110548,-0.0402561,0.166157,7508.87,0.000126515,-0.0532982,0.196201,2.37671,119.122,81.5022,1.42162,10.864,10.9858,122.47,128.51,-3.34817,-47.0075 
80,47.2159,80,12966.9,-0.0526658,26.6788,10.7809,122.745,-0.0132482,42.6903,498.699,-2.64392,-0.585853,0.296287,3.58359,-0.562322,32.8321,2478.42,1100.31,8119.99,9381.42,-2.85066,-0.792588,-0.117184,3.37685,-0.769058,0.898334,2469.74,1091.27,8111.31,0.312455,0.563938,0.198609,7904.32,-4.58027e-05,0.341287,10.9435,9.93399,124.031,81.6364,1.01226,10.9526,11.044,122.017,128.627,2.01405,-46.9909 
81,47.3359,81,14015.2,-0.0362741,28.26,10.9367,122.528,-0.0902242,31.3634,500,-3.23719,2.75551,-9.48133,-1.44894,0.616999,67.4765,105.564,1186.37,10995.9,10153.4,-3.66207,2.33063,-10.3311,-1.87382,0.192117,0.225802,87.719,1167.78,10978,0.0117854,0.0411568,0.163847,7443.01,-9.47963e-05,0.0385489,10.9594,-14.2091,127.576,97,1.33745,11.0754,11.2788,122.291,129.546,5.28539,-32.5458 
82,47.3959,82,12503.8,-0.0092519,25.9327,10.5136,123.02,0.00651163,-5.02517,418.284,0.553391,-6.99242,-3.69945,-1.60954,-3.05949,11.8364,-25.5651,1223.75,9834.83,8876.57,0.47886,-7.06695,-3.84851,-1.68407,-3.13402,0.747716,-28.6954,1220.49,9831.7,-0.00437527,-0.013618,0.186116,6558.54,0.000384866,-0.025185,-0.127847,3.67455,111.052,85.1345,1.23261,10.7265,11.189,122.829,129.181,-11.7768,-44.047 
83,47.3709,83,14138,-0.027491,28.4922,10.8877,122.645,0.00116738,12.1539,265.741,3.00297,-5.85215,-5.841,-3.58611,-2.52291,15.081,25.1928,1200.32,11288.1,10099,2.90801,-5.94711,-6.03092,-3.68108,-2.61787,0.607591,21.2044,1196.17,11284.1,0.00279685,0.0100281,0.163371,7581.54,-9.93415e-05,0.0414683,-11.0065,13.4435,126.388,97,1.40215,11.024,10.9013,122.429,129.516,3.95919,-32.5163 
84,47.2359,84,12537.4,0.0787743,25.4662,-10.6953,122.9,-0.0261084,-33.3331,0.168019,3.93893,-5.08013,-11.3929,-3.11429,-1.3373,-5.60757,1113.62,1077.5,8946.42,8894.81,3.97424,-5.04482,-11.3223,-3.07898,-1.30199,0.325002,1115.1,1079.04,8947.9,0.156832,0.371277,0.181765,7110.2,-0.000115995,0.129305,12.0491,12.7774,125.208,82.6561,1.10684,10.9853,11.1316,122.395,128.336,2.81272,-45.6796 
85,47.2609,85,12062.2,-0.00313393,24.4501,10.7714,122.445,-0.00187381,-4.3141,7.57944e-10,0.11166,-1.23307,-1.34106,-2.48067,-5.87195,72.4738,586.447,1056,9009.74,8573.59,-0.344689,-1.68942,-2.25376,-2.93702,-6.3283,0.83371,567.28,1036.04,8990.58,0.0860694,0.238319,0.175106,6590.97,-0.000116124,0.0589697,12.0819,19.8064,125.577,89.002,1.11065,10.9559,11.121,122.196,129.411,3.38044,-40.4094 
86,47.2809,86,12588.8,-0.00870511,24.9904,10.9816,122.43,-0.00832239,12.8531,327.115,-2.792,-4.27822,-12.2296,0.876607,-0.472341,-11.3588,334.954,1059.73,9632.65,8937.21,-2.72047,-4.2067,-12.0866,0.948131,-0.400817,0.345484,337.958,1062.86,9635.66,0.0497448,0.15376,0.168879,6793.85,-6.65201e-05,0.0440816,11.4778,19.9921,125.572,93.2222,1.1743,11.2159,11.0156,122.191,129.431,3.38065,-36.2091 
87,47.3759,87,13226.7,-0.013436,27.0461,10.645,122.785,0.00850991,-18.9935,500,6.90364,-5.45462,-9.18328,-3.18644,-5.75992,57.4073,19.3608,1035.29,10595.4,9377.6,6.54216,-5.8161,-9.90623,-3.54792,-6.1214,0.474456,4.17869,1019.48,10580.2,0.000589136,0.00233673,0.150743,7092.92,-7.29218e-05,0.0402272,-10.2268,-12.9903,127.263,97,1.33264,10.8375,10.9235,122.592,129.781,4.67076,-32.7812 
88,47.3659,88,13066.6,-0.00905719,26.1694,-10.885,122.512,-0.0389455,-3.58357,487.929,0.225007,2.93278,-4.84747,2.6933,0.655325,26.4405,34.2955,1077.92,10312.6,9277.44,0.0585182,2.76629,-5.18045,2.52682,0.488837,8.84903,27.303,1070.64,10305.6,0.00393867,0.0143631,0.160634,6932.03,-8.01557e-05,0.0455965,-10.9212,-13.1181,126.47,97,1.27502,11.0842,10.9472,122.316,128.908,4.15382,-31.9081 
89,47.2509,89,13468.3,0.0531252,26.9302,-10.9483,122.787,-0.0230509,-21.7716,500,-5.69569,-0.178332,-8.92249,2.45661,0.240665,-7.28505,784.76,1212.17,9955.96,9614.4,-5.64982,-0.13246,-8.83074,2.50248,0.286537,0.253151,786.686,1214.18,9957.89,0.105476,0.2702,0.183413,7458.47,-0.000185962,0.079464,12.7074,17.3873,125.806,86.1536,1.22143,11.1271,11.0426,122.44,129.078,3.36667,-42.9245 
90,47.3859,90,12213.4,-0.01392,25.2463,10.5707,122.903,0.00926884,5.78575,12.5521,-4.43731,-4.38513,-5.96346,-1.93608,-3.77264,19.2628,15.1255,1036.78,9716.5,8689.28,-4.55861,-4.50642,-6.20605,-2.05738,-3.89393,0.707571,10.0313,1031.48,9711.41,0.00153932,0.00552652,0.163638,6516.67,0.000347338,0.000726797,-1.88699,-0.145411,121.254,84.5961,1.22715,10.7967,10.9329,122.744,129.88,-1.48944,-45.2835 
91,47.1709,91,12550.1,-0.0236619,26.5115,10.3992,122.372,-0.0145337,5.40432,5.04048e-10,-3.65599,-1.20917,-4.48974,-2.38258,1.38395,28.874,-74.5668,913.399,10319.1,8977.41,-3.8378,-1.39098,-4.85336,-2.56439,1.20214,0.575918,-82.2029,905.445,10311.4,-0.0120418,-0.0547171,0.139233,6826.46,0.000265082,-0.00282202,156.329,8.37931,107,85.3712,1.321,10.6557,10.832,122.216,128.877,-15.2157,-43.5056 
92,47.2009,92,12569.1,-0.00538892,26.1499,10.501,122.758,-0.00541339,11.806,1.00896e-11,2.86513,-6.14793,-7.554,1.13094,-2.62859,53.9975,19.0415,903.592,10205.3,8941.23,2.52512,-6.48794,-8.23401,0.790931,-2.9686,0.427179,4.7612,888.716,10191.1,0.000696819,0.00305202,0.138408,6832.77,-7.65285e-05,0.0299276,3.61312,-45.8589,130.457,97,1.29493,10.7228,10.8133,122.463,128.98,7.99383,-31.9803 
93,47.2909,93,13673.4,-0.00631173,27.1064,11.0045,122.596,-0.0048936,12.8709,3.86531e-10,0.457167,-5.78,-6.39389,-1.14463,-2.03357,31.3943,294.06,1226.34,10513.9,9712.46,0.259486,-5.97769,-6.78925,-1.34231,-2.23125,0.57781,285.757,1217.69,10505.6,0.0390138,0.118242,0.175948,7324.51,-2.51375e-05,0.0441016,11.3895,22.2838,126.074,97,1.29045,11.1225,10.9193,122.309,129.251,3.76566,-32.2514 
94,47.2559,94,12175.6,-0.0217018,24.3075,10.8893,122.734,0.000352727,7.58624,4.27215e-12,-2.20398,-1.30474,-6.33294,0.168101,-0.119023,-18.3866,669.13,1039.69,8901.15,8616.66,-2.0882,-1.18896,-6.10139,0.283877,-0.00324769,0.329365,673.992,1044.75,8906.01,0.101489,0.269348,0.177696,6641.02,-4.84897e-06,0.0704722,11.9384,17.7294,125.272,87.0409,1.09398,11.0815,11.0835,122.461,129.377,2.81083,-42.3366 
95,47.3409,95,13348.8,-0.0230563,27.3414,10.7006,122.486,-0.000686948,3.48096,322.175,-4.3056,-3.17571,-7.88945,-0.579832,-4.28246,17.3057,100.334,1136.65,10498.8,9524.23,-4.41457,-3.28468,-8.10739,-0.688802,-4.39143,0.611843,95.757,1131.88,10494.3,0.013436,0.0461137,0.165751,7126.91,-3.34143e-05,0.0390382,10.7895,-14.5294,126.494,97,1.30503,10.8846,11.1184,122.331,129.458,4.16271,-32.4583 
96,47.2109,96,12573.9,-0.0100233,26.3318,-10.4154,122.47,-0.0057171,14.0383,29.1523,-6.83647,-3.62065,-8.81428,-1.74618,-4.17706,3.85064,1670.5,1034.64,8534.29,8930.55,-6.86072,-3.6449,-8.86278,-1.77043,-4.2013,0.650247,1669.48,1033.58,8533.27,0.226009,0.479978,0.18242,7386.77,0.000200618,0.253849,9.87414,9.5035,123.505,81.0859,1.08161,10.6807,11.0356,122.069,128.49,1.43591,-47.4039 
97,47.3009,97,12796.4,-0.026417,25.7905,10.8937,122.566,-0.00244574,7.47966,399.157,-5.32905,-2.57462,-10.555,0.332728,1.36782,38.6591,184.342,1015.07,10135.7,9146.55,-5.57248,-2.81805,-11.0419,0.0893022,1.12439,0.393926,174.118,1004.42,10125.4,0.0250235,0.0901298,0.154501,6958.17,-0.00010147,0.0377524,11.1019,17.1815,126.854,97,1.25856,11.0555,10.8544,122.285,129.446,4.56908,-32.4456 
98,47.4009,98,14051.4,0.00589174,28.369,10.684,122.757,-0.0160683,5.53119,500,-1.27349,-3.07134,-7.05117,2.72169,-2.2125,9.84604,-15.0087,1176.95,11108.5,9869.6,-1.33549,-3.13334,-7.17516,2.65969,-2.27449,0.362705,-17.6126,1174.24,11105.9,-0.00237261,-0.00864506,0.163018,7423.31,0.000384848,-0.00606155,16.9098,0.107226,122.025,79.6689,1.37751,10.9978,11.0141,122.44,128.499,-0.415168,-48.8304 
99,47.3609,99,14168,-0.0167071,28.9802,10.7876,122.535,-0.000985181,1.86993,500,3.2685,-0.0496392,-5.06639,-0.0867713,-0.570046,3.39973,44.0298,1365.22,11200.6,10177.1,3.24709,-0.0710464,-5.1092,-0.108179,-0.591453,-0.940607,43.1307,1364.28,11199.7,0.00571498,0.0177447,0.18327,7546.95,-0.000186889,0.0519846,-10.2877,13.7216,126.002,97,1.37832,11.0011,11.138,122.27,129.243,3.73199,-32.243 
100,47.3109,100,13159.2,-0.0715183,27.0397,10.878,122.387,0.0212699,-4.71904,498.506,2.99436,-6.94437,-5.31724,0.995096,-2.55668,5.07292,204.087,1202.31,10420.2,9578.46,2.96242,-6.97631,-5.38113,0.963153,-2.58863,0.511717,202.746,1200.91,10418.8,0.0282243,0.087984,0.175141,7183.37,-0.000310944,0.0496399,10.5076,17.4077,125.586,97,1.28614,11.0386,11.0235,122.208,129.54,3.37768,-32.5397 
101,47.3509,101,12348,0.00914121,24.5521,10.853,122.347,-0.0103376,-8.08846,6.78099e-10,-2.60369,-1.6312,-10.4757,-3.72506,-1.09471,8.24627,71.9339,1029.63,9779.71,8676.97,-2.65561,-1.68313,-10.5796,-3.77698,-1.14663,0.466807,69.7531,1027.36,9777.53,0.0105356,0.0373484,0.162168,6620.7,9.89442e-05,0.0305475,10.9481,-16.0325,126.006,97,1.23288,11.0023,10.6593,122.199,130.057,3.80732,-33.0571 
102,47.4059,102,13940.7,0.00475004,28.486,10.7159,122.762,-0.00530278,-4.58503,500,0.627855,-4.17735,-9.40262,-2.4633,-4.55061,40.9591,-4.15052,1248.87,11091.6,9937.81,0.369947,-4.43526,-9.91843,-2.72121,-4.80852,0.538966,-14.9827,1237.59,11080.8,-0.00202219,-0.00696611,0.170634,7409.13,0.0003319,-0.00397789,151.565,-1.88419,107,83.9167,1.37257,10.9664,11.0936,122.525,129.02,-15.5251,-45.1031 
103,47.2659,103,12587.2,-0.0213205,25.5884,10.7795,122.648,-0.0069294,27.4863,219.704,-3.56457,-5.31178,-5.11878,-1.45757,-0.532107,-24.1634,533.927,1084.77,9506.53,8985.42,-3.41242,-5.15963,-4.81448,-1.30542,-0.379957,0.680566,540.317,1091.42,9512.92,0.0781486,0.22051,0.174472,6913.97,-0.000154136,0.0574927,11.7565,20.9734,125.957,88.8242,1.17393,11.0237,10.9898,122.352,128.53,3.60552,-39.7054 
104,47.3459,104,12833,-0.00498176,26.1438,10.6839,122.762,-0.00432689,5.32872,6.48622,-4.67465,-2.58951,-14.6029,3.50681,-4.33365,3.91216,78.6373,1082.79,10129.1,9093.45,-4.69928,-2.61415,-14.6522,3.48217,-4.35829,0.358534,77.6027,1081.72,10128.1,0.0113067,0.0393801,0.164399,6863.44,-4.13892e-05,0.0427252,10.1404,-15.1375,126.413,97,1.26895,10.9152,10.9225,122.493,129.707,3.91953,-32.7068 
105,47.2459,105,14394.6,-0.00925112,28.6569,11.0427,122.855,-0.0255794,6.92744,500,-1.26335,-5.12503,-3.48206,1.50309,-3.14221,2.13662,1035.91,1168.29,10432.6,10307.3,-1.2768,-5.13848,-3.50897,1.48964,-3.15566,0.697249,1035.34,1167.7,10432,0.129018,0.336279,0.170947,8024.78,-0.000132968,0.108079,12.8132,14.3546,125.175,84.0316,1.2704,11.1737,11.157,122.459,129.689,2.71538,-45.6573 
106,47.2059,106,12489.4,-0.0650724,26.8153,10.3921,122.759,0.010722,28.5058,318.463,-3.15101,-6.01506,-7.7075,0.141083,-2.06294,9.06123,194.717,1080.61,10166.5,9081.49,-3.20807,-6.07212,-7.82161,0.0840265,-2.12,0.5913,192.321,1078.11,10164.1,0.0274654,0.0925059,0.163454,7002.3,-0.000321593,0.0439274,9.55796,19.1906,125.313,97,1.29444,10.7057,10.7856,122.528,129.345,2.78552,-32.3449 
107,47.1959,107,11954.6,-0.0623543,25.3659,10.5159,122.462,0.137754,-46.4562,292.527,-1.46036,-5.07999,-11.6547,-2.02817,0.660648,30.5385,-33.9958,1086.72,9825.99,8891.72,-1.65266,-5.27229,-12.0393,-2.22046,0.468356,0.418851,-42.0721,1078.31,9817.91,-0.00643705,-0.0228037,0.168274,6535.93,9.09008e-05,-0.00390018,117.801,4.16481,114.489,85.6247,1.23951,10.7783,10.9813,122.292,129.245,-7.80334,-43.6199 
108,47.3059,108,13849.1,-0.0697861,28.0359,11.0122,122.616,0.0176496,93.5451,389.826,1.67196,-1.31051,-1.01953,-1.9018,-1.71708,54.0681,172.728,1040.14,11165.4,10104.2,1.33151,-1.65097,-1.70044,-2.24225,-2.05753,0.73093,158.429,1025.24,11151.1,0.0207648,0.0811373,0.144835,7629.67,-0.000208948,0.0359371,11.2371,16.3815,128.132,96.9323,1.38607,11.0705,10.8187,122.451,129.554,5.68102,-32.622 
109,47.2959,109,13915.4,-0.0267574,27.9482,-10.9237,122.624,-0.00407418,2.55371,142.939,0.50638,-6.6672,-0.653958,0.0610387,-1.22751,61.1919,254.968,1025.55,10886.7,9938.82,0.12107,-7.05251,-1.42458,-0.324271,-1.61282,0.861599,238.785,1008.7,10870.5,0.0317448,0.119154,0.14598,7522.01,-7.4009e-05,0.0392245,11.2815,19.5149,126.751,94.626,1.34502,11.0515,10.9608,122.262,128.931,4.48946,-34.3054 
110,47.3259,110,13612.2,-0.0127092,27.7616,10.7025,122.697,-0.013819,13.0416,41.2108,0.646451,0.0555807,-4.36347,-1.43819,-3.40358,56.4057,73.8673,1079.77,10929.1,9678.1,0.291279,-0.299591,-5.07381,-1.79336,-3.75875,0.522879,58.9501,1064.23,10914.2,0.00799706,0.0306815,0.152271,7371.47,-7.49931e-05,0.0370356,10.4315,-13.2123,128.921,97,1.38063,10.8597,10.8552,122.489,129.118,6.43175,-32.1181 
111,47.3909,111,13079.5,-0.0237178,26.9869,10.6358,122.496,-0.0222326,78.1419,7.41185e-11,2.94208,-7.02085,-6.30268,-5.42673,-6.89708,42.9084,31.7868,1096.51,10505.7,9400.27,2.6719,-7.29103,-6.84305,-5.69692,-7.16727,0.718698,20.4392,1084.69,10494.3,0.0028985,0.0106529,0.159946,7051.62,0.000268218,0.0134994,-0.0402404,-14.7589,131.388,92.7201,1.33299,10.7836,10.8919,122.25,128.586,9.13811,-35.8655 
112,47.2859,112,14610.1,-0.0178865,28.9673,11.0255,122.921,0.0582292,-151.758,245.239,-0.582069,-1.26069,-3.17202,-2.16148,-6.27101,61.0669,349.337,1254.84,11199.1,10684.6,-0.966591,-1.64521,-3.94107,-2.546,-6.65553,0.749843,333.187,1238.01,11183,0.0425756,0.13329,0.169387,7825.78,-0.000120861,0.0482262,12.1182,20.5736,125.856,94.9081,1.35574,11.1807,11.1295,122.665,129.705,3.19095,-34.7972 
