cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,47.016,0,12353.5,-0.0391999,27.7611,11.5487,123.656,0.0252787,-23.7064,2.89971e-12,1.36631,-1.63106,-4.49758,2.93976,3.30866,109.465,194.273,51.5598,14470.6,10456.2,0.677037,-2.32033,-5.87612,2.25049,2.61939,-1.2178,76.063,46.7349,14352.4,0.00554767,0.481872,0.00596259,13710.8 
1,47.256,1,13470.2,-0.00149947,29.3245,11.7075,123.893,-0.0355171,-21.8036,500,-3.5218,-0.189505,6.48917,-0.280345,-0.802243,133.793,1076.62,72.3476,14684.6,11201.3,-4.36426,-1.03196,4.80425,-1.1228,-1.6447,2.43006,932.143,66.4503,14540.1,0.0632166,0.889084,0.00834841,14745.2 
2,47.446,2,14739.4,-0.541487,31.2428,12.213,123.652,-0.169953,-660.061,499.369,-2.81303,2.41825,-5.30386,-1.25441,-2.05222,88.2143,345.518,70.0612,16457.3,16073.1,-3.3685,1.86279,-6.41478,-1.80987,-2.60768,0.480081,250.257,66.173,16362.1,0.0158448,0.68365,0.00739491,15794.2 
3,47.416,3,14604.7,-0.119138,31.105,12.0347,123.766,-0.105055,38.425,0.34908,-1.70289,-0.278874,1.12718,-2.53739,-0.85123,81.4313,254.471,64.563,16753.9,12317.4,-2.21564,-0.791625,0.101678,-3.05014,-1.36398,1.01389,166.535,60.9737,16666,0.0104089,0.609484,0.00669436,15999.2 
4,47.316,4,13374.2,0.00512204,29.0129,11.7371,123.891,-0.0223441,-9.24506,500,-0.343701,-1.8205,-1.17994,0.482256,-4.10789,66.0933,455.437,80.562,15112.9,11092,-0.759873,-2.23667,-2.01229,0.0660842,-4.52406,0.787438,384.064,77.6488,15041.5,0.026174,0.738657,0.00941991,14673.5 
5,47.516,5,12181.5,-0.500367,27.1333,11.8431,123.87,1.20436,-314.897,78.9702,-1.53328,4.31246,3.38883,1.51303,0.15082,140.268,371.613,72.5485,13783.6,22806.6,-2.41651,3.42923,1.62237,0.629797,-0.732408,0.359374,220.139,66.3659,13632.1,0.0167143,0.654631,0.00888829,13170.7 
6,47.426,6,13398.4,-0.478861,29.5206,11.7016,123.985,0.168978,-303.033,491.493,-2.70904,3.15345,-3.54346,0.714788,1.35301,36.8929,220.558,58.0061,14941.3,12912.1,-2.94134,2.92114,-4.00807,0.482483,1.1207,-0.652753,180.718,56.3799,14901.4,0.0126049,0.646847,0.00692141,14337.1 
7,47.356,7,12556.9,-0.499112,28.1183,11.7131,123.607,0.246061,101.279,218.402,0.151906,1.01218,-2.53622,-2.00015,-1.99946,70.9506,321.467,68.8991,14340.1,11532.8,-0.294851,0.565425,-3.42974,-2.4469,-2.44621,0.574066,244.848,65.7718,14263.5,0.0177488,0.68023,0.00842277,13795.2 
8,47.346,8,13757.4,-0.275431,29.3768,11.7881,123.84,0.131579,54.5879,0.000113027,-2.0554,0.561419,2.26894,1.59525,0.785204,58.4472,430.019,76.8763,15044.7,11506.9,-2.42343,0.193392,1.53288,1.22722,0.417178,-0.618251,366.903,74.3002,14981.6,0.0251313,0.738342,0.00905307,14599.4 
9,47.206,9,13997.9,-0.537988,30.2004,12.0884,123.526,-1.2629,-2149.86,7.8297,-4.80731,0.361373,-2.62366,-1.98956,0.515213,46.3996,457.399,75.5151,15621.3,100268,-5.09947,0.0692073,-3.208,-2.28173,0.223047,0.688452,407.292,73.47,15571.2,0.0267957,0.760065,0.00861676,15199.9 
10,47.466,10,14466.1,-0.494248,30.6372,12.0858,123.725,0.0839298,-94.0885,301.636,-2.65637,-0.94882,2.19617,-1.00635,-2.66856,6.96945,221.368,57.2458,16128.1,12310.7,-2.70026,-0.992704,2.1084,-1.05023,-2.71244,1.3943,213.842,56.9386,16120.5,0.0137711,0.682145,0.00646435,15528.3 
11,47.326,11,14372.1,-0.0115792,30.3639,11.7645,123.821,-0.00464894,-10.117,498.757,-3.38106,0.355777,-2.79641,2.71992,0.153645,61.5617,396.806,62.6335,15835.4,11630.1,-3.7687,-0.0318606,-3.57168,2.33229,-0.233992,0.322769,330.326,59.92,15768.9,0.0215747,0.759045,0.00695111,15310.8 
12,47.276,12,13287,-0.518806,28.7537,12.121,123.562,0.502387,-90.6204,0.000254409,-0.391601,-0.604416,-1.2118,1.79675,-6.19726,49.5305,657.097,78.8325,14709.1,12827.6,-0.703482,-0.916296,-1.83556,1.48487,-6.50914,0.783532,603.609,76.6493,14655.6,0.0415526,0.818181,0.00954237,14526.4 
13,47.336,13,13955.6,-0.461528,29.6468,12.1125,123.772,-1.02931,-466.562,500,1.08195,2.53649,4.87417,-1.55656,-2.11882,69.4307,335.568,66.7787,15571.9,27323.1,0.644766,2.0993,3.9998,-1.99375,-2.55601,-0.822974,260.59,63.7184,15497,0.0173928,0.700328,0.00751719,14982.7 
14,47.226,14,8764.26,-0.0129136,20.8173,11.0228,124.688,-0.0148566,4.45781,500,-5.42475,0.293993,-7.53504,-1.07719,-1.37555,31.8235,4450.7,63.3299,6068.43,7471.98,-5.62514,0.0936087,-7.93581,-1.27757,-1.57593,0.513762,4416.33,61.9272,6034.06,0.435163,0.976049,0.0185546,10148.7 
15,47.376,15,12101.3,-0.0146833,26.5458,11.6102,123.768,-0.00502836,-5.74116,499.962,-0.355662,4.83782,-3.18997,-0.205075,-1.56088,86.0612,330.902,66.6151,13765.3,10033.9,-0.897566,4.29592,-4.27378,-0.746979,-2.10278,-0.147265,237.966,62.8218,13672.4,0.0179912,0.683999,0.00839304,13226.8 
16,47.406,16,12721.8,-0.565191,28.1914,12.0757,123.806,0.151919,206.787,146.42,-4.37811,-3.04745,-8.21961,-3.18515,-0.911596,71.4362,202.469,56.1721,14778.8,12104.8,-4.82793,-3.49727,-9.11924,-3.63496,-1.36141,0.593631,125.326,53.0234,14701.6,0.00889347,0.574581,0.00659995,14091.9 
