cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
11,0.31,3.69,11,15689.9,-0.0225097,26.871,13.0077,121.69,0.00625257,0.729769,500,-1.92195,0.11496,-2.05354,5.92538,4.93717,9.13043,1835.23,93.5805,13574.6,11378.5,-1.97945,0.0574685,-2.16853,5.86788,4.87968,1.32575,1811.43,92.8906,13550.8,0.2045,0.91765,0.0124701,8857.85 
12,0.35,3.65,12,15835.2,-0.0293823,27.2289,12.7773,121.813,-0.0225728,5.4733,500,4.97694,1.32827,9.625,-0.201524,-0.703009,3.73985,1676.04,56.1195,13807.4,11329.7,4.95339,1.30472,9.5779,-0.225073,-0.726557,0.356514,1666.29,55.8369,13797.6,0.188472,0.944606,0.00739956,8841.05 
13,0.37,3.63,13,19092.3,-0.0888525,32.2895,13.1557,121.56,-0.0949217,195.449,491.612,1.3409,-2.44854,-3.52828,2.79599,6.37244,46.8358,2033.32,108.264,16722.4,14432.3,1.04599,-2.74345,-4.1181,2.50108,6.07752,2.49042,1911.22,104.725,16600.3,0.181272,0.9125,0.0114876,10543.4 
14,0.29,3.71,14,16283,-0.0233424,27.1152,13.1843,121.713,-0.00743157,3.07731,500,2.69171,-1.92724,1.16997,0.468982,5.63875,47.2646,1798.36,57.8148,14169.6,11638.3,2.3941,-2.22485,0.574741,0.17137,5.34114,0.908137,1675.15,54.2434,14046.4,0.186558,0.946372,0.00706349,8979.25 
15,0.19,3.81,15,16587.8,-0.030002,28.3148,12.8454,121.526,-0.00162563,3.52385,142.434,3.13621,-1.1875,-4.44631,1.46796,-0.304983,34.9872,1725.99,45.3911,14533.7,11840.3,2.9159,-1.4078,-4.88692,1.24766,-0.525288,-0.839641,1634.79,42.7474,14442.5,0.178765,0.956242,0.00542277,9144.88 
16,0.39,3.61,16,18738.5,-0.107927,31.762,13.2003,121.751,0.12909,-47.2758,481.931,0.651592,-0.277316,3.56322,-0.178236,1.83043,75.9458,2096.41,87.2983,16362.4,13847.2,0.173382,-0.755526,2.6068,-0.656447,1.35222,0.0417693,1898.43,81.5598,16164.4,0.184243,0.930074,0.00920901,10303.9 
17,0.25,3.75,17,17004.6,-0.00989121,29.1918,12.9357,121.643,0.00141392,-2.5606,500,2.98506,-3.2852,3.90244,2.06466,3.63732,16.4061,1877.29,75.8637,14849.8,12292.7,2.88176,-3.3885,3.69583,1.96136,3.53401,0.574432,1834.52,74.624,14807.1,0.192415,0.933545,0.00919837,9534.2 
18,0.27,3.73,18,17673.8,-0.0274155,29.5865,13.0806,121.737,-0.0430196,41.5022,145.252,3.71045,-2.20368,2.54977,3.50491,0.57987,32.5806,2184.67,116.446,15200.3,12656.6,3.5053,-2.40884,2.13947,3.29976,0.374719,0.690399,2099.74,113.984,15115.4,0.210822,0.913243,0.0137009,9959.74 
19,0.33,3.67,19,18314.5,-0.098301,31.2405,13.0909,121.953,0.0910045,9.59449,465.542,-3.12743,-1.69843,-3.73035,1.26687,-2.35424,46.2039,2008.93,98.3503,16078.5,13341.6,-3.41836,-1.98936,-4.31222,0.975937,-2.64518,0.621376,1888.48,94.8591,15958,0.185388,0.9192,0.0108314,10186.7 
20,0.05,3.95,20,14996.9,-0.109845,26.5438,12.7417,121.679,0.176551,-41.792,487.041,-2.7808,-1.35659,2.30035,-1.72367,5.99327,13.9186,1867.06,87.7901,12971.7,11250.1,-2.86844,-1.44423,2.12507,-1.81131,5.90563,-0.114517,1830.77,86.7384,12935.5,0.213945,0.923436,0.0122015,8557.21 
21,0.01,3.99,21,16894,-0.103967,29.5985,12.7964,121.619,-0.0953363,29.6713,499.578,-0.565404,1.12848,-5.21907,0.996978,0.29179,16.8477,1944.54,71.7014,14779.8,12421.8,-0.67149,1.0224,-5.43124,0.890892,0.185704,-0.356542,1900.62,70.4284,14735.9,0.198741,0.939102,0.0087273,9563.27 
22,0.11,3.89,22,17946.9,-0.0205533,30.1528,13.2446,121.944,0.00871914,-3.82407,500,-3.09247,2.27569,3.73354,3.1163,2.12134,19.5355,2062.72,72.2365,15701.5,13001.7,-3.21548,2.15268,3.48752,2.99329,1.99833,0.529752,2011.79,70.7603,15650.5,0.198205,0.942017,0.00825987,10150.1 
23,0.07,3.93,23,18015.7,-0.0570233,29.9704,13.2729,121.868,0.126567,-168.149,382.492,-0.707619,4.34279,2.91567,2.34437,-1.26229,12.0433,2246.68,103.984,15462.8,13642.3,-0.783452,4.26695,2.764,2.26854,-1.33813,0.61493,2215.28,103.074,15431.4,0.216345,0.924706,0.0121548,10239.6 
24,0.13,3.87,24,16342.1,-0.0996382,28.0638,13.0515,121.68,-0.235213,-45.3497,493.211,0.355144,-0.472188,-2.24585,1.91669,1.95643,76.9912,2019.82,122.878,14055.6,12270.7,-0.129649,-0.956982,-3.21543,1.4319,1.47164,-1.29916,1819.12,117.06,13854.9,0.201594,0.898786,0.0153254,9023.66 
25,0.09,3.91,25,15508,-0.0183799,26.7294,12.9466,121.654,0.0438648,-49.1189,3.52375e-12,3.69301,0.676688,-2.17386,3.27557,1.41317,99.2256,1998.95,102.485,13354.9,11335.3,3.06822,0.0518908,-3.42346,2.65077,0.78837,2.09173,1740.28,94.9873,13096.2,0.203535,0.912811,0.0131847,8550.3 
26,0.17,3.83,26,17132.3,-0.00149078,29.6677,-12.8349,121.77,0.00413287,-20.6709,500,4.46926,-2.46266,4.47074,4.12625,3.02866,-19.4429,1967.17,112.475,14854.1,12398.5,4.59168,-2.34023,4.71559,4.24867,3.15109,0.671772,2017.86,113.944,14904.8,0.206571,0.910068,0.0138869,9768.35 
27,0.41,3.59,27,16124.8,-0.0138239,27.3737,13.1284,121.85,-0.0134921,6.10583,500,0.190492,1.74113,2.66994,1.15618,-0.21435,44.8518,1969.8,100.375,13964.3,11701.5,-0.0919274,1.45871,2.10511,0.873761,-0.496769,0.45306,1852.88,96.9855,13847.4,0.204658,0.916086,0.0127376,9053.5 
28,0.23,3.77,28,16117.8,-0.011021,27.0344,13.1916,121.763,-0.0207193,-9.29137,500,-0.0839573,-2.78161,-0.791038,0.937832,2.31212,43.4795,1948.81,104.068,13916.4,11615.6,-0.357736,-3.05539,-1.3386,0.664053,2.03834,0.346811,1835.46,100.782,13803.1,0.203645,0.912334,0.0132715,9013.07 
29,0.15,3.85,29,15557.9,-0.0341875,26.5539,13.0609,121.791,0.0508784,-52.3992,500,-0.930088,-0.848735,-0.688029,0.802226,1.60152,59.3709,1920.33,99.8538,13358.9,11376.8,-1.30393,-1.22258,-1.43571,0.428384,1.22768,0.377443,1765.55,95.3677,13204.1,0.204544,0.913636,0.0131301,8631.68 
30,0.21,3.79,30,16849.8,-0.0732115,28.9279,12.9393,121.706,0.0169635,24.6432,24.3031,-3.25544,2.71516,-0.961906,3.09767,3.1549,57.0915,1907.87,89.968,14716.2,12198.5,-3.61493,2.35567,-1.68089,2.73818,2.79541,1.64813,1759.04,85.6542,14567.3,0.188454,0.921477,0.0107153,9334.05 
31,0.03,3.97,31,16946,-0.100301,28.8265,13.1638,121.707,0.0321058,23.095,490.766,0.0226519,-0.563942,-1.12614,4.93401,-1.03947,50.9785,1985.39,92.0627,14739.5,12377,-0.298346,-0.884941,-1.76813,4.61301,-1.36047,6.87188,1852.5,88.2108,14606.6,0.196075,0.92308,0.0110023,9447.91 
32,0.31,3.69,32,16807.6,-0.0781324,28.5304,13.1069,121.927,-0.0376016,54.7452,87.8718,1.39706,2.34958,-3.97029,-3.22841,3.29299,56.8792,2108.79,94.7761,14455.3,12240.2,1.03891,1.99142,-4.68659,-3.58656,2.93483,-1.03059,1960.52,90.4782,14307.1,0.208561,0.925272,0.0115154,9400.2 
33,0.35,3.65,33,15589.1,-0.00860467,26.8061,12.8944,121.694,0.0371201,-46.8443,498.075,1.15872,0.274093,-0.652681,2.47986,-1.40838,32.4304,1870.29,95.4833,13493.5,11308.6,0.954517,0.0698876,-1.06109,2.27565,-1.61259,2.69402,1785.75,93.0329,13409,0.20389,0.916447,0.0126195,8758.4 
34,0.37,3.63,34,15878.4,-0.027925,27.0674,-12.9888,121.682,0.0208977,-86.9944,500,0.317814,-4.34791,2.4019,3.37663,1.69251,34.7339,1831.82,78.1547,13862.5,11504.1,0.0991034,-4.56662,1.96447,3.15791,1.4738,0.0771364,1741.27,75.5302,13771.9,0.195589,0.929447,0.0100017,8902.68 
35,0.29,3.71,35,16089,-0.022813,27.209,13.1204,121.859,-0.0406181,-0.406407,500,2.54716,3.29512,-1.39514,3.2359,0.395238,59.1568,1961.39,95.349,13967.5,11621.8,2.17466,2.92263,-2.14013,2.86341,0.0227437,1.36625,1807.18,90.8791,13813.3,0.201019,0.919114,0.0119743,8990.07 
36,0.19,3.81,36,18045.1,-0.0286321,30.6389,13.0126,121.96,0.0439884,-101.206,500,0.772967,2.49645,1.31982,1.94433,-0.0589889,19.0158,1978.23,128.667,15690,13123.7,0.653229,2.37671,1.08034,1.8246,-0.178726,0.812315,1928.66,127.23,15640.4,0.191683,0.896504,0.0147637,10061.7 
37,0.39,3.61,37,16826.8,-0.0926262,28.8312,13.0416,121.989,0.0484308,-15.2791,497.886,-0.57678,1.71435,-2.30305,2.75781,4.23854,56.3933,1910.43,84.9176,14664.8,12264.4,-0.931874,1.35925,-3.01323,2.40271,3.88345,1.81432,1763.42,80.6565,14517.8,0.189356,0.925889,0.0101305,9312.69 
38,0.25,3.75,38,17134.2,0.000364965,29.4433,12.8792,121.933,0.0164685,-9.69408,1.22626e-11,-0.144964,2.77758,-7.8101,-1.38851,0.817909,93.6669,2252.15,142.062,14578.2,12349.6,-0.73476,2.18778,-8.98969,-1.97831,0.228113,0.0319992,2007.98,134.984,14334.1,0.212222,0.894741,0.0170514,9461.7 
39,0.27,3.73,39,17579.6,-0.0952629,30.1274,13.0333,121.806,-0.283223,192.258,487.261,1.33975,1.15974,-2.14042,-0.677843,-2.29487,45.8787,2105.21,98.1505,15354.3,14554.9,1.05087,0.870853,-2.7182,-0.966729,-2.58376,0.374691,1985.61,94.6839,15234.7,0.200412,0.922979,0.0113192,9907.64 
40,0.33,3.67,40,16997.6,0.000444253,29.3729,12.8046,121.897,0.014676,-2.09699,4.28795e-11,-1.78338,-0.140831,1.70857,1.16836,4.16567,22.3288,1882.61,90.9438,14824.7,12244.6,-1.92398,-0.281429,1.42737,1.02776,4.02508,0.666096,1824.4,89.2566,14766.5,0.191982,0.921136,0.0110121,9502.98 
41,0.05,3.95,41,16007.1,-0.00578103,27.4473,13.072,121.682,-0.0075499,-10.4709,0.00267961,-1.0391,-0.923138,1.07841,1.68828,0.720514,14.45,1777.75,86.5172,14024.9,11682.4,-1.13009,-1.01413,0.896436,1.59729,0.629527,0.0843681,1740.09,85.4254,13987.3,0.193054,0.920885,0.0111252,9013.47 
42,0.01,3.99,42,17673.4,-0.0773788,29.8072,13.1736,122.187,-0.0238532,52.8927,290.304,-0.240679,-0.991344,-5.06864,-0.519697,-0.0803769,53.495,2093.37,104.461,15289.1,12823.7,-0.577523,-1.32819,-5.74233,-0.85654,-0.417221,0.356371,1953.92,100.419,15149.7,0.198736,0.917483,0.012063,9831.75 
43,0.11,3.89,43,15962.7,-0.108537,27.5079,-13.0524,121.677,0.124755,3.24576,68.8214,1.18324,0.539266,0.0220762,-2.89021,-1.54752,34.8316,1958.33,89.1579,13887.3,11701.2,0.963919,0.319941,-0.416575,-3.10953,-1.76684,0.896092,1867.53,86.526,13796.5,0.206546,0.925,0.011421,9041.69 
44,0.07,3.93,44,15121.2,-0.0225963,25.7939,13.0796,121.802,-0.0242706,11.2906,339.602,3.52429,3.98997,-3.56581,0.279718,-1.02106,62.0401,1964.71,95.6145,13013.2,10991.6,3.13364,3.59932,-4.34711,-0.110932,-1.41171,6.03596,1802.98,90.9267,12851.4,0.212472,0.918902,0.0128656,8485.72 
45,0.13,3.87,45,17581.6,-0.00314319,29.9647,12.967,122.067,-0.0208524,-1.00839,500,6.14687,6.53661,-1.48249,4.35948,-0.461632,6.45365,2136.02,83.2091,15182.7,12649.3,6.10623,6.49597,-1.56377,4.31884,-0.502269,1.10527,2119.19,82.7215,15165.9,0.211804,0.936058,0.0099477,10005.5 
46,0.09,3.91,46,15574.4,0.00561093,26.8202,13.0304,122.031,0.0205709,-36.029,0.10536,2.62565,-4.84661,-0.48748,1.04242,3.22011,72.8121,1764.37,81.7607,13777.4,11400.8,2.16717,-5.30509,-1.40444,0.583942,2.76163,-0.173509,1574.56,76.259,13587.6,0.182239,0.921866,0.0102329,8640.1 
47,0.17,3.83,47,17571.7,-0.0160868,30.4783,-12.8846,121.893,-0.00684859,-15.2935,500,2.74449,2.50732,-5.09543,0.55026,-1.08996,30.4311,2042.45,98.2265,15366.8,12787.1,2.55287,2.3157,-5.47867,0.358643,-1.28158,-2.57375,1963.12,95.9271,15287.4,0.198043,0.921223,0.0114269,9912.59 
48,0.41,3.59,48,16111.4,-0.0752173,27.4732,13.0488,121.73,-0.0664842,55.4157,101.406,-2.2935,-1.87135,2.15714,-4.13874,0.266823,77.3008,1881.55,90.9934,13990.7,11790.1,-2.78024,-2.35809,1.18365,-4.62549,-0.21992,1.1345,1680.04,85.1525,13789.2,0.189826,0.918528,0.0112476,8850.44 
49,0.23,3.77,49,15851.3,0.0331241,26.5995,13.1605,121.984,0.00466056,-15.7296,499.237,0.593604,-1.00876,-1.68028,-2.56171,1.49942,52.3512,1757.34,69.7679,13854.7,11398.1,0.263963,-1.3384,-2.33956,-2.89135,1.16978,0.544439,1620.86,65.8122,13718.2,0.18515,0.933658,0.00875996,8754.34 
50,0.15,3.85,50,15776.6,-0.00271022,27.3111,12.7266,122.111,0.0706149,-27.2103,499.84,1.89124,-0.856188,2.52375,0.378394,2.72546,22.9934,1841.5,122.685,13503.5,11377.3,1.74646,-1.00097,2.23419,0.233611,2.58068,0.614394,1781.56,120.948,13443.6,0.203091,0.893811,0.0163027,8772.22 
51,0.21,3.79,51,17884.7,-0.00362118,30.8329,12.8857,122.149,0.000358434,14.7487,40.3284,-1.73322,0.72345,3.09835,1.62563,-1.90457,27.1107,2125.8,112.944,15536,12933.7,-1.90393,0.552741,2.75693,1.45492,-2.07528,-2.51027,2055.13,110.896,15465.3,0.203537,0.913717,0.0130368,10097.1 
52,0.03,3.97,52,16092.9,-0.0842107,27.7768,12.994,121.72,0.00847347,-45.404,499.842,3.65567,-1.54484,-1.99077,-4.24651,-3.32,29.258,1896.98,92.2425,13975.7,11762.1,3.47144,-1.72907,-2.35923,-4.43074,-3.50423,0.724125,1820.7,90.0318,13899.4,0.201218,0.920356,0.0117913,9048.41 
53,0.31,3.69,53,16079.1,-0.0316296,27.5086,-12.9901,121.909,0.00327001,-7.03427,494.595,-0.162285,0.812731,-1.87246,-1.79026,-2.60458,-12.5129,1853.06,85.1935,13989.1,11633.4,-0.0834948,0.891522,-1.71487,-1.71147,-2.52579,0.666634,1885.68,86.1389,14021.7,0.20548,0.925977,0.0111899,9176.98 
54,0.35,3.65,54,17066.7,-0.0733491,29.0553,13.0452,121.864,0.120544,-203.026,491.919,-1.30916,-0.777424,2.71572,-0.321994,-0.989372,45.4855,2014.89,105.741,14791,13135.4,-1.59557,-1.06383,2.1429,-0.608405,-1.27578,1.89262,1896.31,102.304,14672.4,0.199068,0.913734,0.0126813,9525.97 
55,0.37,3.63,55,15968.3,-0.0605494,27.6969,12.7712,121.949,0.0312878,43.9439,261.869,1.3923,-0.2787,2.56239,-5.54985,3.80412,30.3554,1796.12,59.9482,13917.6,11559.6,1.20116,-0.46984,2.18011,-5.74098,3.61298,-1.78279,1716.99,57.6545,13838.4,0.192639,0.944498,0.00761624,8912.97 
56,0.29,3.71,56,17445.3,-0.0866904,29.9086,12.9986,121.736,-0.0243125,19.3897,71.5913,-2.90804,-2.1791,-2.71117,-2.19848,-0.666736,14.9306,2118.02,73.0363,15226.6,12671.1,-3.00205,-2.27311,-2.8992,-2.29249,-0.760749,0.741779,2079.1,71.9082,15187.7,0.208395,0.942928,0.00864629,9976.69 
57,0.19,3.81,57,17428.4,-0.0219446,29.6056,13.0015,122.417,-0.0200262,-4.0834,500,1.00624,-1.83174,2.68844,-1.93655,0.0281224,27.769,2126.67,109.847,15014.1,12533,0.831387,-2.00659,2.33873,-2.1114,-0.146731,3.1366,2054.28,107.749,14941.7,0.209109,0.915927,0.0131099,9823.94 
58,0.39,3.61,58,16673.4,-0.0443513,28.451,13.0975,121.823,0.00368961,-7.79719,500,-0.637096,-3.05566,-1.10265,-1.38266,1.00896,32.3145,1922.97,86.4889,14609.2,12131.5,-0.840572,-3.25914,-1.5096,-1.58614,0.805486,0.763754,1838.73,84.0472,14525,0.195783,0.925933,0.0105467,9391.72 
59,0.25,3.75,59,16284.6,-0.029554,27.7002,13.0943,122.012,-0.00661539,6.31764,1.67719e-11,-2.57601,-1.21615,-4.09104,3.2173,-0.0650017,23.0425,1941.99,89.1528,14138.2,11808.9,-2.72111,-1.36124,-4.38123,3.07221,-0.210094,0.217841,1881.92,87.4117,14078.1,0.2045,0.924826,0.0113084,9202.52 
60,0.27,3.73,60,17882.2,-0.0573303,30.0053,13.162,122.005,0.0600707,-26.1904,80.388,5.98688,-2.34437,-5.82835,-1.14789,0.659862,63.4681,2028.96,97.3877,15604.6,12907.5,5.58724,-2.74401,-6.62763,-1.54753,0.26022,-0.306783,1863.51,92.592,15439.1,0.188389,0.920004,0.0109268,9891.85 
61,0.33,3.67,61,16608.4,-0.114712,28.8515,12.9548,121.995,-0.0120151,-254.821,13.559,-0.956317,-2.15782,-2.44219,-2.42294,-4.99293,8.21166,1748.81,83.9889,14739.6,12267,-1.00802,-2.20952,-2.5456,-2.47465,-5.04463,0.808348,1727.41,83.3684,14718.2,0.184141,0.922119,0.0103265,9380.88 
62,0.05,3.95,62,15100,-0.0974629,26.2766,12.903,121.797,0.00848353,33.3729,488.845,2.20973,-1.58772,0.637408,5.6027,-1.94514,52.2757,2002.19,99.0053,12994.3,11046.3,1.88056,-1.91689,-0.0209251,5.27353,-2.27431,1.00711,1865.91,95.0553,12858,0.218183,0.918147,0.0134352,8552.06 
63,0.01,3.99,63,15640.1,-0.024482,27.2598,12.8012,121.746,-0.00338818,-11.6271,500,1.91495,0.326693,0.130789,-0.192477,-2.80295,45.471,1938.59,110.364,13491.5,11361,1.62864,0.0403737,-0.441849,-0.478796,-3.08927,0.811249,1820.05,106.929,13373,0.207436,0.906772,0.0145154,8774.01 
64,0.11,3.89,64,17568.2,-0.0412785,29.7874,13.1985,121.778,-0.0315538,15.1481,500,-5.11311,0.669071,-5.41799,-1.81255,2.56512,59.2786,2286.59,114.724,15248.7,12813.8,-5.48638,0.29581,-6.16452,-2.18581,2.19186,0.456824,2132.06,110.245,15094.1,0.213611,0.917019,0.0132758,9981 
65,0.07,3.93,65,16345.8,-0.0521598,27.6503,13.0549,121.95,-0.110308,-16.1949,15.0948,1.91762,-3.06276,-0.331492,-2.08179,-2.93587,46.4474,2095.69,97.5229,13901.1,11809,1.62515,-3.35523,-0.916427,-2.37426,-3.22833,0.888906,1974.61,94.0133,13780,0.216035,0.923089,0.0124117,9140.22 
66,0.13,3.87,66,17681.1,-0.0215703,29.9134,13.1562,122.057,-0.0547372,21.331,495.801,-2.12145,1.71774,-3.02799,-1.28876,-1.65669,46.6469,2298.38,119.767,15088.5,12849.3,-2.41517,1.42401,-3.61544,-1.58248,-1.95041,0.555815,2176.77,116.242,14966.9,0.218562,0.914535,0.0141052,9959.54 
67,0.09,3.91,67,14527.2,-0.0845449,25.2706,12.8664,121.707,0.025058,-7.49862,498.341,0.247164,-2.70942,0.302627,0.972166,0.43849,-9.78873,2026.75,117.674,12414.2,10590.5,0.308801,-2.64778,0.425901,1.0338,0.500127,2.12331,2052.27,118.414,12439.8,0.24085,0.908287,0.0172328,8520.94 
68,0.17,3.83,68,16154.3,0.00097308,27.5626,12.8662,121.869,-0.026309,-4.87587,3.78282e-05,-1.70756,1.37479,-0.499922,0.993283,1.60041,22.3943,1948.7,138.184,13856.6,11548.4,-1.84857,1.23378,-0.781944,0.852272,1.4594,1.85465,1890.32,136.492,13798.2,0.208521,0.887816,0.017896,9065.39 
69,0.41,3.59,69,16018.4,-0.0332057,27.3171,12.9898,122.008,-0.0857428,-5.56724,0.00491925,1.12278,-3.81498,-5.26924,-1.44906,-1.48349,-18.8623,2089.3,126.752,13751.6,11566.9,1.24155,-3.69621,-5.0317,-1.33029,-1.36472,0.505793,2138.47,128.177,13800.8,0.229576,0.905065,0.0168211,9314.87 
70,0.23,3.77,70,14291.9,-0.0674579,24.439,13.0158,121.8,0.00049343,39.5551,37.2863,-1.66311,-0.76926,-2.67312,-0.867798,-1.50669,17.9213,1777.04,72.2905,12326.3,10355.6,-1.77596,-0.882105,-2.89882,-0.980643,-1.61953,0.644625,1730.32,70.9364,12279.6,0.213207,0.933059,0.0105294,8115.7 
71,0.15,3.85,71,16706.5,-0.0715607,28.8944,12.84,121.786,0.0048891,14.6628,1.1496,-0.727659,5.38179,0.404049,-4.99681,1.30606,13.5788,2031.29,94.6338,14567.8,12079.8,-0.813161,5.29628,0.233045,-5.08231,1.22056,0.727246,1995.89,93.6078,14532.4,0.208934,0.92415,0.0117264,9552.76 
72,0.21,3.79,72,16157.3,-0.0463492,28.2851,12.9377,121.703,-0.00243194,5.62231,500,4.4247,0.1398,-0.795686,0.895097,1.34201,24.8579,1918.27,102.892,14282.7,11913.1,4.26818,-0.0167235,-1.10873,0.738573,1.18549,1.21882,1853.47,101.014,14217.9,0.200445,0.91293,0.0129185,9246.77 
73,0.03,3.97,73,17390.2,-0.00230512,29.6977,13.0533,121.686,-0.0129729,12.4546,500,-2.46677,-1.34793,-8.41299,-4.87039,-1.95904,35.8862,2238.97,119.7,15175.4,12624.6,-2.69274,-1.5739,-8.86492,-5.09635,-2.185,0.56572,2145.42,116.989,15081.8,0.2148,0.912886,0.0140878,9987.98 
74,0.31,3.69,74,17681.6,-0.0749825,30.2078,13.194,121.709,0.0537766,19.6668,0.00856033,-0.310671,0.769609,-0.511103,-2.01684,0.45916,70.9909,2278.59,117.745,15407.7,13008.9,-0.757682,0.322598,-1.40512,-2.46385,0.0121492,0.672611,2093.53,112.381,15222.7,0.209158,0.914127,0.0134168,10009.3 
75,0.35,3.65,75,13673.2,-0.00366136,24.3669,-12.8871,121.424,-0.0107081,5.00598,498.854,1.45106,-3.43513,-3.44556,-3.61974,2.53216,92.6915,1671.9,75.2648,12168.3,10224.1,0.867409,-4.01879,-4.61287,-4.20339,1.94851,0.539594,1430.26,68.261,11926.6,0.187401,0.922917,0.0104331,7632.1 
76,0.37,3.63,76,17156.8,-0.160737,30.0915,12.9904,121.578,0.0245013,60.4071,491.948,-1.45092,-3.45938,-0.549879,-1.27689,2.33801,66.5264,2034.21,112.527,15188.4,12773.2,-1.86982,-3.87828,-1.38768,-1.69579,1.91911,0.79925,1860.78,107.5,15015,0.192457,0.908183,0.0130169,9668.57 
77,0.29,3.71,77,16934.8,-0.0247964,29.2933,13.0206,121.82,0.0631908,-4.72831,500,-2.4205,-1.60002,-3.91267,-0.267912,-1.44509,44.9212,2228.24,120.716,14721.7,12426.1,-2.70335,-1.88288,-4.47839,-0.550769,-1.72794,0.605197,2111.14,117.322,14604.6,0.217519,0.911368,0.0145822,9705.54 
78,0.19,3.81,78,16709.9,-0.070655,29.1402,12.8909,121.778,-0.00947016,14.3734,500,-4.41963,3.74813,-0.812175,1.90279,3.99982,66.3662,2022.71,86.995,14726.4,12232.9,-4.83752,3.33024,-1.64795,1.4849,3.58193,1.86208,1849.7,81.9803,14553.4,0.196412,0.928021,0.0102702,9417.46 
