cyc,detuning,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
78,170,47.3859,78,12296.1,0.00600664,22.2583,12.3557,121.688,-0.000103492,-5.53076,3.79723e-12,5.01209,-1.61125,-0.468957,1.14046,-1.59861,-2.68664,541.235,7.73439,11933,8952.71,5.02901,-1.59433,-0.435123,1.15738,-1.5817,1.16896,544.136,7.85281,11935.9,0.0457901,0.975367,0.00121048,11883.3 
79,390,47.6059,79,13750.2,-0.0970372,25.8872,11.9627,121.238,-0.14204,198.121,498.771,-2.13466,-0.981134,3.00175,-1.42999,-1.79028,-20.3745,101.467,13.0018,13676.8,10997.2,-2.00637,-0.852841,3.25833,-1.30169,-1.66199,2.27052,123.469,13.8999,13698.8,0.00939832,0.835414,0.00186565,13137.4 
80,320,47.5359,80,11565.3,-0.0777096,21.7649,11.9471,121.502,0.0299757,38.0546,133.68,-2.92674,0.829441,-0.346626,-2.5696,1.47561,-12.5865,132.512,16.4623,11476.1,8501.88,-2.84748,0.908695,-0.188118,-2.49035,1.55487,0.938571,146.104,17.0171,11489.7,0.0132085,0.830684,0.00272087,11061.3 
81,420,47.6359,81,13346.9,-0.0525024,24.842,12.1253,121.433,0.00831102,51.1701,0.485684,-1.75655,-1.49788,0.341465,3.49641,-1.50413,-20.756,128.896,16.8941,13298.3,9819.45,-1.62586,-1.36718,0.602855,3.62711,-1.37343,5.41609,151.31,17.809,13320.7,0.0118156,0.829206,0.00245673,12806 
82,440,47.6559,82,14576,-0.0220095,27.4224,11.9085,121.373,-0.00603159,24.6965,500,-3.9305,-0.200806,3.18522,-0.540568,1.48716,-27.2648,148.606,14.0558,14431,10635.4,-3.75882,-0.0291267,3.52858,-0.368888,1.65884,-2.42385,178.049,15.2576,14460.4,0.0127951,0.869593,0.00193989,13915.4 
83,460,47.6759,83,13332.3,-0.0891225,24.9055,12.0336,121.569,-0.0261986,15.5229,123.167,-2.16675,1.77539,-2.78721,-0.19998,-1.58025,-50.4541,134.545,28.5334,13208.7,9769.56,-1.84905,2.09308,-2.15182,0.117716,-1.26255,0.295092,189.03,30.7573,13263.2,0.0147805,0.778365,0.00425365,12789.1 
84,480,47.6959,84,14075.6,-0.103612,26.4654,11.9965,121.49,-0.00492142,-12.2392,309.502,3.10112,-1.00646,-0.414231,1.51704,7.2892,-25.031,100.602,12.7222,14062.6,10337.4,3.25873,-0.848851,-0.0990044,1.67465,7.44682,1.00866,127.633,13.8255,14089.7,0.0094453,0.840644,0.00180431,13512.8 
85,500,47.7159,85,14064.4,-0.0146758,26.2144,11.9679,121.525,-0.0206317,-9.60549,2.53882e-11,0.679277,0.102042,0.286909,0.249277,1.75822,-76.5926,114.54,24.0472,13970.9,10219.4,1.16156,0.584325,1.25147,0.73156,2.2405,0.790352,197.251,27.4232,14053.6,0.0145592,0.804314,0.00358166,13548.2 
86,250,47.4659,86,13806.6,-0.141012,25.9935,12.1527,121.439,0.0716784,-27.8184,273.731,0.237076,-3.14536,-3.95345,-0.531229,-0.0172552,7.84625,277.614,17.1515,13673.8,10348.2,0.18767,-3.19476,-4.05226,-0.580635,-0.066661,0.474187,269.141,16.8057,13665.3,0.0203107,0.901491,0.00226031,13251.2 
87,230,47.4459,87,12518.2,-0.00218045,24.1371,-11.7159,121.309,-0.0029695,4.82092,2.39086e-10,-2.35209,1.54174,5.12964,0.032989,-1.73674,-46.5624,162.335,17.1966,12688.2,9206.2,-2.0589,1.83494,5.71602,0.32618,-1.44355,-0.306613,212.617,19.249,12738.4,0.0172661,0.863235,0.00277586,12314.1 
88,240,47.4559,88,13800.5,-0.0162555,25.3504,12.0401,121.384,-0.00923702,3.22743,500,-0.302927,2.05296,4.49016,-1.11083,-0.521619,-50.8944,193.782,25.0022,13609,9936.9,0.0175411,2.37343,5.1311,-0.790357,-0.20115,0.214294,248.742,27.2454,13663.9,0.0188022,0.83915,0.00365966,13229.5 
89,0,47.2159,89,11807.9,-0.0487924,22.8275,11.3874,122.684,-0.0812541,111.939,2.37706e-11,-0.4953,2.88123,-1.74874,0.904934,-0.0282966,5.91117,5277.78,16.2851,6510.08,8758.18,-0.532522,2.84401,-1.82318,0.867713,-0.0655176,2.41276,5271.39,16.0245,6503.69,0.460388,0.994708,0.00451827,11449.9 
90,210,47.4259,90,13426.5,-0.155893,25.3369,12.2084,121.393,0.0154204,91.2521,57.331,1.18775,0.355633,3.23667,-0.940363,-0.939082,21.8103,327.551,17.603,13447.1,10115.3,1.05041,0.218299,2.962,-1.0777,-1.07642,-0.426372,303.999,16.6417,13423.5,0.0232836,0.912576,0.00227853,13056.4 
91,-60,47.1559,91,13478.8,-0.110181,25.7762,11.8432,121.389,0.0872027,-54.7087,482.829,1.06203,0.0568164,-1.25468,2.9819,3.98981,-26.8551,63.6723,16.0039,13583,10093,1.23113,0.225916,-0.916477,3.151,4.15891,1.11674,92.6728,17.1876,13612,0.0071155,0.754965,0.00232059,13024.1 
92,220,47.4359,92,13091.6,-0.0637045,24.3109,11.9943,121.399,0.0756547,20.8678,33.3416,0.154078,2.25618,0.0256188,-0.474737,-0.4731,2.23207,215.745,10.5542,12901.3,9543.69,0.140023,2.24213,-0.00249067,-0.488792,-0.487155,1.00177,213.335,10.4558,12898.9,0.0171116,0.921005,0.00149099,12467.3 
93,100,47.3159,93,12909.2,-0.0214932,23.0155,-12.6438,121.607,0.0148488,-27.7844,500,3.01711,-0.626517,-1.37082,0.750113,2.01411,-28.9468,1601.75,17.563,11465.7,9486.51,3.19938,-0.444246,-1.00628,0.932383,2.19638,1.20631,1633.01,18.8389,11497,0.130067,0.980211,0.00300938,12555.1 
94,370,47.5859,94,14038.7,-0.0118355,26.053,11.9991,121.471,-0.0336105,-13.0992,500,1.21305,-1.35955,2.3701,-2.24957,0.930822,-21.1868,180.19,17.2613,13982,10190.9,1.34646,-1.22615,2.63691,-2.11616,1.06423,-0.546309,203.069,18.1951,14004.9,0.0150336,0.864453,0.00238754,13507.7 
95,120,47.3359,95,13140.5,-0.03723,22.9673,12.7588,121.772,-0.0253739,24.7124,500,1.00642,1.26141,2.27919,1.43217,1.52958,25.1252,1296.55,20.2846,11789.2,9559.65,0.848215,1.1032,1.96277,1.27397,1.37137,0.700776,1269.42,19.1772,11762.1,0.102016,0.974244,0.00299442,12443.4 
96,160,47.3759,96,13032,-0.00613105,23.5663,12.2821,121.564,0.00112326,2.4189,8.08366e-06,0.00825853,-0.215816,1.14238,1.21312,-3.21849,-0.700892,597.089,19.059,12421.1,9422.44,0.0126719,-0.211403,1.15121,1.21753,-3.21407,2.10262,597.846,19.0899,12421.9,0.0482186,0.947078,0.00282295,12398.6 
97,20,47.2359,97,12452.7,0.00330548,22.8894,11.9887,122.417,0.018011,-33.082,2.84132e-11,-3.83818,-1.72914,0.173938,-3.41922,0.173957,4.97898,6365.76,32.9933,6007.97,8952.49,-3.86953,-1.76049,0.111236,-3.45057,0.142605,1.0126,6360.38,32.7739,6002.59,0.527271,0.991063,0.00995766,12062.8 
98,200,47.4159,98,14070.4,-0.121095,26.1184,12.2275,121.343,0.00855008,36.8595,324.924,3.88781,-2.97798,-0.605833,-0.738963,-0.546549,62.907,428.182,36.0069,13881.8,10406.6,3.4917,-3.37408,-1.39805,-1.13507,-0.942657,0.583686,360.249,33.2341,13813.9,0.026718,0.860998,0.00441228,13483.4 
99,190,47.4059,99,14802.1,-0.0396151,26.7533,12.3632,121.478,-0.00152068,-19.5981,7.77339,0.783044,1.51509,5.50158,0.615104,1.24145,3.02093,552.265,25.0923,14341.9,10768.2,0.764022,1.49607,5.46354,0.596082,1.22242,0.42743,549.003,24.9591,14338.6,0.0387422,0.926304,0.00319629,14170.7 
100,40,47.2559,100,11523.5,-0.0488402,20.8258,12.2851,122.331,0.0226196,4.40142,3.94104,0.519837,-0.398025,-7.39131,1.32812,0.287127,15.1102,4592.72,35.8964,6961.13,8331.87,0.424692,-0.49317,-7.5816,1.23297,0.191982,-0.217903,4576.4,35.2303,6944.81,0.409559,0.986707,0.0092583,11174 
101,300,47.5159,101,14072.7,-0.0717479,26.0272,12.1268,121.573,0.0711324,119.821,493.778,0.856281,-1.52271,2.52601,-0.00510898,-0.638319,16.7986,120.481,13.0849,14020.5,10552.1,0.750505,-1.62849,2.31446,-0.110885,-0.744095,-2.98018,102.341,12.3445,14002.4,0.00763474,0.825704,0.00162136,13404.6 
102,400,47.6159,102,12413.1,-0.0814532,24.0285,-11.7874,121.568,0.0377729,6.34875,479.568,-2.55062,2.51713,3.48743,1.78565,0.444874,10.4085,69.1509,23.6265,12608.5,9228.04,-2.61616,2.45159,3.35635,1.72012,0.379335,0.365678,57.9109,23.1677,12597.2,0.00481576,0.5882,0.0033764,12025.3 
103,-20,47.1959,103,13835.9,0.019486,25.9615,11.7215,121.646,-0.0131335,-13.4354,2.25347e-10,-1.80788,2.89936,0.647525,-1.42292,-1.78985,-53.1749,266.431,20.6159,13522.4,9911.95,-1.47305,3.23419,1.31718,-1.0881,-1.45503,-1.46111,323.854,22.9597,13579.8,0.0244887,0.889627,0.00310483,13224.6 
104,60,47.2759,104,13580.2,-0.0626344,24.0575,12.5568,121.924,-0.0058993,29.606,472.241,0.680545,-2.22048,-0.709723,3.18235,0.0834057,-14.9246,4090.3,31.4509,9407.54,9839.54,0.774521,-2.12651,-0.521771,3.27632,0.177382,1.33025,4106.42,32.1088,9423.65,0.314454,0.986501,0.00623737,13058.9 
105,80,47.2959,105,11476.4,-0.109655,20.7948,12.5859,121.909,-0.0312812,127.659,498.329,-0.666635,0.0587983,-1.00827,-0.16927,0.00717773,15.615,2207.64,17.7641,9399.1,8649.87,-0.764959,-0.0395254,-1.20492,-0.267594,-0.091146,0.491198,2190.78,17.0758,9382.24,0.197298,0.986543,0.00334146,11103.9 
106,310,47.5259,106,13565.3,-0.0354665,25.1026,12.2627,121.247,-0.00712734,7.07507,500,-1.88789,-0.986459,0.27681,1.72835,0.234582,25.2359,171.145,17.0677,13582.9,10022.3,-2.04679,-1.14536,-0.0409981,1.56944,0.0756781,0.974183,143.893,15.9554,13555.6,0.0110502,0.837489,0.00216352,13021.7 
107,140,47.3559,107,13068.7,-0.0109482,23.9295,12.3709,121.624,-0.0213299,89.4655,5.44679e-05,-1.38951,0.526249,2.11569,6.26557,1.22295,-18.8018,831.987,18.2779,12525,9698.8,-1.27112,0.644639,2.35247,6.38396,1.34134,0.751095,852.291,19.1066,12545.3,0.0667402,0.96225,0.0027977,12770.3 
108,360,47.5759,108,12310.3,-0.171962,23.727,12.0916,121.174,-0.0496468,152.523,90.4173,-2.56186,-1.0256,0.0872963,1.10552,-0.983958,22.0854,99.0812,5.69659,12524.5,9586.01,-2.70093,-1.16467,-0.190836,0.96645,-1.12302,0.954703,75.2314,4.72313,12500.6,0.00629509,0.901009,0.000695522,11950.8 
109,260,47.4759,109,13419.8,-0.0221177,25.3154,-12.0083,121.353,-0.0068279,33.0769,500,-0.058682,0.899228,0.125833,-2.72377,-1.92177,-0.246211,101.866,23.9395,13477.3,9903.42,-0.0571317,0.900778,0.128934,-2.72222,-1.92022,1.03513,102.131,23.9503,13477.6,0.00791357,0.709027,0.00326283,12905.9 
110,280,47.4959,110,12876.3,-0.0457013,24.088,12.1255,121.244,0.0166397,8.07942,500,1.30318,-0.820513,4.90731,-1.56612,-0.505821,55.4884,178.292,17.587,12966.1,9512.52,0.953782,-1.16991,4.20852,-1.91552,-0.855217,-2.44493,118.371,15.1412,12906.2,0.009562,0.817094,0.00215645,12379.3 
111,380,47.5959,111,14012.2,-0.11639,26.179,12.1305,121.249,0.252365,76.0236,65.469,-2.37417,2.47086,-4.40819,-0.0380584,-4.27689,-18.2115,163.543,13.6256,14133,10962.3,-2.2595,2.58553,-4.17885,0.0766144,-4.16222,0.473592,183.209,14.4283,14152.7,0.0134433,0.878875,0.00187446,13628.3 
112,-40,47.1759,112,11560.6,-0.0490657,22.7089,11.5923,121.259,-0.00134899,7.41694,500,-1.36798,8.16434,2.3533,3.64727,-1.09208,14.3381,141.289,-0.297336,11842.1,8569.95,-1.45827,8.07406,2.17274,3.55698,-1.18237,0.805365,125.805,-0.929319,11826.6,0.0110733,1.0131,-0.000144771,11361.1 
113,350,47.5659,113,10850.2,-0.0809274,21.2353,11.5716,121.249,0.0252515,2.10261,500,1.63658,-1.70968,-3.22254,-1.00031,-4.55844,-0.205145,99.3559,6.35012,10932.8,8000.92,1.63787,-1.70839,-3.21996,-0.999018,-4.55715,0.636025,99.5775,6.35916,10933,0.00949627,0.899477,0.00107031,10486 
114,340,47.5559,114,14143.4,-0.0952607,25.8639,12.2947,121.381,0.0208579,30.0647,467.344,-1.86022,-2.75398,-3.69349,-2.72265,-3.76922,-9.0109,231.984,25.1282,13993.2,10372,-1.80348,-2.69724,-3.58001,-2.66591,-3.71248,0.752405,241.714,25.5253,14002.9,0.017846,0.844023,0.00334666,13544.5 
115,330,47.5459,115,12827.4,-0.115602,24.1572,12.0766,121.486,0.0556814,77.9796,464.692,-1.2154,4.63371,2.57111,-2.92605,-1.29128,14.4834,152.395,11.2264,12969.5,9638.34,-1.3066,4.54251,2.38871,-3.01725,-1.38248,-0.950132,136.754,10.588,12953.9,0.0109905,0.880676,0.0015034,12442.9 
116,270,47.4859,116,13721.5,-0.0978906,26.1187,11.8378,121.476,0.0255549,16.6347,478.989,-0.860909,4.36032,1.77815,0.618384,1.89898,17.8057,156.099,8.87608,13842.6,10078.9,-0.973027,4.2482,1.55392,0.506267,1.78686,0.781821,136.871,8.09125,13823.4,0.010315,0.906246,0.00107708,13269.1 
117,-100,47.1159,117,12889.2,-0.112779,25.1832,11.8138,121.274,0.0660981,-25.8659,0.000719753,1.44558,1.86701,0.49908,3.33284,1.59085,24.3816,90.0297,8.13088,13200.8,9740.57,1.29206,1.71349,0.192031,3.17932,1.43733,0.975425,63.7002,7.05621,13174.5,0.00506382,0.837625,0.000985651,12579.5 
118,-80,47.1359,118,13306,-0.0450366,25.5789,11.8516,121.492,0.00233242,3.37604,1.09397e-07,-0.685616,2.57162,0.536947,-2.03274,1.05604,37.1456,66.2347,9.10105,13504.7,9868.81,-0.919512,2.33773,0.0691557,-2.26663,0.82214,-0.612812,26.1216,7.46378,13464.6,0.00203796,0.666653,0.00102008,12817.5 
119,180,47.3959,119,11048.9,-0.141598,21.0752,12.1497,121.552,0.00989198,-38.6346,94.002,3.08542,1.48612,4.0048,1.87954,-2.33122,19.2667,316.704,10.1152,11091.5,8347.94,2.96411,1.36481,3.76217,1.75823,-2.45254,0.491377,295.898,9.26593,11070.7,0.0273648,0.948047,0.00153942,10813.1 
120,290,47.5059,120,11926.7,-0.0251839,22.0296,11.9699,121.52,-0.016644,18.0249,500,4.22174,0.941317,-1.41063,-1.38397,0.324431,-31.5509,113.195,10.2686,11751.2,8593.86,4.4204,1.13998,-1.01329,-1.18531,0.523099,1.26083,147.266,11.6593,11785.3,0.0129826,0.87831,0.0018191,11343.3 
121,170,47.3859,121,12152.3,-0.0989428,22.5853,12.1843,121.273,0.0157879,52.3694,34.937,-2.26792,1.85241,4.07375,-0.434353,0.827055,-28.0973,482.761,17.7575,11866.9,8985.16,-2.091,2.02933,4.42759,-0.257431,1.00398,0.133962,513.103,18.9959,11897.2,0.0434265,0.939154,0.00293261,11815.4 
122,390,47.6059,122,13178.1,-0.0176561,24.3935,-12.0175,121.679,-0.0164178,6.00418,1.69441e-06,-2.83915,4.89823,-0.227692,-0.688836,-0.611828,-22.8171,129.828,17.2777,13033.8,9546.16,-2.69547,5.04191,0.0596544,-0.545163,-0.468155,0.957169,154.468,18.2834,13058.4,0.0122985,0.828407,0.00257254,12560 
123,320,47.5359,123,12099.3,-0.10664,22.6008,12.1637,121.63,0.00487366,64.4202,8.58369,-0.27669,0.338022,-2.45663,1.79991,1.53453,19.3005,102.543,5.1128,12163.7,8959.4,-0.39822,0.216492,-2.69969,1.67838,1.413,13.8583,81.7004,4.26209,12142.9,0.00703256,0.916344,0.000646152,11617.5 
124,420,47.6359,124,12800.6,-0.063017,24.4914,11.8486,121.271,0.0509313,68.5139,0.000144875,-0.405408,3.19283,5.18387,1.38409,-1.29053,-2.92395,84.2301,8.06689,12937.1,9560.23,-0.386996,3.21124,5.2207,1.4025,-1.27212,0.361408,87.3877,8.19577,12940.2,0.00705843,0.859014,0.00116535,12380.6 
125,440,47.6559,125,11842.4,-0.131909,23.0657,11.8008,121.47,0.0650724,415.65,499.594,-3.04138,-1.83597,-1.98832,-1.54663,-0.288179,-18.7532,121.642,9.99382,12001,9741.26,-2.92329,-1.71789,-1.75216,-1.42854,-0.170095,0.780761,141.893,10.8204,12021.2,0.0122723,0.882262,0.00165535,11562 
126,460,47.6759,126,11037,-0.0705567,20.8982,11.8547,121.389,0.0176697,4.36513,153.08,-0.8155,1.13632,4.37605,-1.33952,-3.55327,15.9254,22.4303,6.76489,11085.7,8067.32,-0.915778,1.03604,4.17549,-1.4398,-3.65355,6.23509,5.23264,6.06295,11068.5,0.000497386,0.330285,0.00100803,10520.3 
127,480,47.6959,127,13349.8,-0.0279034,25.3864,11.8672,121.38,-0.00447795,27.5974,500,-1.34778,3.57258,5.32297,1.67438,-0.131917,22.8218,99.6906,29.4407,13452.9,9811.18,-1.49148,3.42888,5.03556,1.53068,-0.27562,0.387998,75.0455,28.4348,13428.3,0.00584836,0.601296,0.00388556,12831.9 
128,500,47.7159,128,13968.7,-0.0495917,26.0309,12.0403,121.528,-4.88099e-05,-17.0097,500,-3.07258,-0.231682,-0.39721,-4.80635,-0.95886,16.8835,154.594,19.0187,13856.9,10202.9,-3.17889,-0.337993,-0.609832,-4.91266,-1.06517,0.939648,136.362,18.2745,13838.7,0.0102658,0.810028,0.00242667,13283.1 
129,500,47.7159,129,14679.7,-0.0215455,27.781,11.9485,121.424,0.00219518,14.0525,3.53147e-11,-1.08303,5.08157,-1.83347,3.11899,0.462388,-20.1539,132.181,27.4858,14751.9,10806.8,-0.956123,5.20847,-1.57966,3.24589,0.589292,1.24273,153.945,28.3741,14773.7,0.0108496,0.756116,0.00352545,14188.9 
130,500,47.7159,130,14651.4,-0.0676592,26.9751,12.0824,121.551,-0.0112088,50.0305,455.486,-1.42444,0.631179,0.483381,3.99869,-0.55467,-26.0299,153.963,23.9896,14416.7,10628.1,-1.26053,0.795082,0.811187,4.16259,-0.390767,0.802993,182.073,25.1369,14444.8,0.0130944,0.805409,0.00319541,13904.6 
131,500,47.7159,131,12727,-0.0366202,24.284,11.6604,121.411,0.0797162,-126.353,500,0.135028,1.8762,-0.574046,-2.68708,2.56399,-30.1412,55.2342,9.63994,12726,9545.71,0.324819,2.06599,-0.194464,-2.49729,2.75378,1.07928,87.7834,10.9685,12758.6,0.00719038,0.820573,0.00158114,12208.4 
132,500,47.7159,132,12703.9,-0.0927509,24.4569,11.7131,121.305,0.0697578,33.7921,423.887,-2.14657,0.396065,4.07665,0.833736,-2.13558,-14.006,101.454,16.8085,12688.9,9402.16,-2.05838,0.484257,4.25304,0.921929,-2.04739,-1.73779,116.579,17.4258,12704,0.00956714,0.792655,0.00252041,12185.4 
133,500,47.7159,133,13243,-0.0858105,25.1124,11.9659,121.401,-0.00739449,105.877,243.96,1.88698,-1.20142,2.10843,-1.60416,-3.57935,-18.9299,41.0539,19.6925,13437.8,9807.49,2.00618,-1.08222,2.34683,-1.48496,-3.46015,2.40165,61.4961,20.5269,13458.3,0.00478686,0.631259,0.00280175,12846.9 
134,500,47.7159,134,13134.5,-0.0684883,24.3356,12.0428,121.692,0.0847285,-62.7372,76.3805,-0.794398,1.44026,-0.838443,1.20482,1.57135,12.9704,137.455,18.927,13006.4,9713.39,-0.876069,1.35859,-1.00178,1.12315,1.48968,1.47851,123.448,18.3553,12992.4,0.00990262,0.793522,0.00259573,12466.2 
135,500,47.7159,135,11757.3,-0.0517806,22.6658,11.7585,121.328,0.493307,-225.276,498.746,-0.886119,-0.436027,1.00512,0.0395198,2.71797,-23.0148,111.853,13.3107,11854.9,12293.7,-0.741201,-0.291109,1.29495,0.184438,2.86288,0.608771,136.706,14.3251,11879.7,0.0119682,0.845038,0.00221637,11422.5 
136,500,47.7159,136,14124.4,0.0178677,26.5169,-12.041,121.364,-0.0450193,33.0302,0.000170975,1.14774,0.840644,3.60976,-2.98371,1.24832,37.1556,166.395,25.4075,14151,10442.4,0.913781,0.606685,3.14184,-3.21767,1.01436,-0.277692,126.271,23.7698,14110.9,0.00933157,0.752204,0.00309343,13531.6 
137,500,47.7159,137,13507.4,-0.100634,25.1748,12.1079,121.448,0.0273745,-0.531187,461.461,0.135152,0.357376,-2.2401,2.91813,-2.47952,-26.4416,92.4195,26.5085,13429.1,9923.16,0.301647,0.523872,-1.9071,3.08462,-2.31302,-5.15224,120.974,27.674,13457.6,0.00937364,0.714117,0.00377377,12905.7 
138,500,47.7159,138,14258.3,-0.0929543,27.1502,11.7956,121.446,0.0359289,-15.0204,49.0887,-4.46005,-1.63876,-2.63528,2.43119,1.82301,-65.3741,104.844,35.4029,14218.3,10442.9,-4.04841,-1.22712,-1.812,2.84283,2.23465,0.098527,175.44,38.2844,14288.9,0.0127594,0.72365,0.00491133,13749.9 
139,500,47.7159,139,13598,-0.00701433,25.7883,-11.9481,121.478,-0.00519514,10.45,500,-0.476088,1.81881,-0.642801,-0.246176,-0.105798,-39.3681,81.9877,19.6008,13735.5,10032.1,-0.228197,2.0667,-0.14702,0.00171477,0.142093,1.08011,124.501,21.336,13778,0.00942217,0.769289,0.00284448,13213.6 
140,500,47.7159,140,14148.5,-0.122356,27.3268,11.7541,121.564,-0.069238,-25.9102,357.32,1.2393,1.61038,0.603522,2.32342,0.0675392,-10.0556,113.376,29.0975,14196.4,10514.6,1.30262,1.6737,0.730157,2.38674,0.130857,0.882688,124.235,29.5407,14207.2,0.00912078,0.706157,0.00381563,13621.1 
141,500,47.7159,141,13469.2,-0.133351,26.0074,11.831,121.214,-0.0214375,339.553,10.7905,0.485966,4.17253,0.388136,-1.35055,-1.6858,34.4822,113.556,24.2142,13653,10253.4,0.268841,3.9554,-0.0461154,-1.56767,-1.90292,1.06518,76.3193,22.6943,13615.8,0.00586561,0.65773,0.00306096,13011.3 
142,500,47.7159,142,14141.1,-0.010547,26.6568,11.8618,121.505,-0.00776149,0.887483,5.28017e-10,0.645991,-3.0284,-1.14815,2.54552,1.36084,-17.7303,112.296,36.573,14127.7,10293.5,0.757634,-2.91676,-0.92486,2.65716,1.47248,1.88447,131.442,37.3545,14146.9,0.00968557,0.667855,0.0048405,13571 
143,500,47.7159,143,14888,-0.147587,28.0747,-12.115,121.368,0.0192828,71.9884,493.712,1.81035,-1.2741,0.144902,-1.77561,0.973809,33.6934,206.322,20.9261,14952.1,11117.4,1.59819,-1.48626,-0.279416,-1.98777,0.761651,0.799502,169.936,19.441,14915.7,0.0118506,0.833192,0.00239523,14339.9 
144,500,47.7159,144,12926.3,0.0014612,24.3961,11.881,121.389,-0.00396498,-3.16578,2.28279e-11,-4.47414,0.217405,4.57005,3.55786,1.16906,-0.85105,147.944,14.0443,12987.2,9435.99,-4.46878,0.222764,4.58077,3.56322,1.17442,0.0969204,148.863,14.0818,12988.1,0.0119209,0.85797,0.00199324,12487.6 
145,500,47.7159,145,12973.2,-0.0129831,24.6061,11.8985,121.578,-0.00907889,7.37003,500,-0.262763,-2.8379,-3.1959,-0.56859,-3.42991,19.6297,165.667,22.3463,13041.5,9533.01,-0.386366,-2.9615,-3.4431,-0.692192,-3.55352,0.688031,144.469,21.4811,13020.3,0.0115448,0.79352,0.00302992,12513.8 
