cyc,time,chargetime,decoherencetime,VVA,PhaseOGain,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
73,0.17,0.73,0.97,2.8,-9,73,13632.2,-0.0107003,25.8254,11.5164,120.992,0.00597236,7.90031,6.62814e-10,2.42942,1.94654,0.138566,-2.26675,0.185943,-15.7995,1036.61,31.4807,12245.1,9683.39,2.52891,2.04603,0.337537,-2.16726,0.285429,0.888625,1053.67,32.1771,12262.1,0.0798645,0.949269,0.00481062,13193.2 
74,0.5,0.4,1.3,1.7,-9,74,12110,0.0818391,22.3446,11.357,120.571,-0.058043,78.2622,9.7565,7.81736,-4.65996,4.77246,-0.845053,0.48163,-46.0016,100.234,10.0565,11533.5,8408.82,8.10702,-4.3703,5.35178,-0.555393,0.77129,0.424812,149.911,12.0841,11583.2,0.0129042,0.876374,0.00191808,11617.2 
75,0.02,0.88,0.82,3.001,-6,75,14408.8,-0.00543449,26.9073,11.5809,121.02,-0.00612152,-1.69217,8.17549e-11,0.660027,1.68741,-2.62158,2.69976,-1.96281,21.0638,1537.43,26.9843,12424.3,10144.3,0.527393,1.55477,-2.88685,2.56712,-2.09544,-7.66922,1514.68,26.0559,12401.5,0.109822,0.970776,0.00385539,13792.2 
76,0.05,0.85,0.85,1.85,-6,76,12905.4,-0.0119145,23.6791,11.699,120.897,0.000743541,3.29512,9.86642e-11,-2.71994,-5.42819,0.909442,0.504046,0.175887,-15.5104,935.296,21.937,11522.1,9018.08,-2.62227,-5.33053,1.10477,0.601711,0.273551,1.18497,952.045,22.6207,11538.8,0.07693,0.96008,0.00359826,12375.5 
77,0.09,0.81,0.89,4.3,-9,77,13233,-0.0179659,24.4497,11.7009,120.614,0.000294078,9.44182,4.55243e-12,3.48922,-0.526345,-0.507629,1.21135,-2.2544,51.7558,980.349,18.3286,11921.3,9313.1,3.16333,-0.852237,-1.15941,0.88546,-2.58029,-1.1346,924.459,16.0473,11865.4,0.0729573,0.970518,0.00248515,12671.2 
78,0.3,0.6,1.1,2.2,-9,78,14333.2,0.00614621,26.654,11.6545,120.67,-0.00186135,0.774561,6.51045,4.39731,1.09813,3.11061,0.874427,-0.392101,-0.114738,334.151,25.041,13682.4,10112.4,4.39804,1.09885,3.11205,0.875149,-0.391379,0.657742,334.275,25.046,13682.5,0.0240832,0.884079,0.00336066,13880 
79,0.4,0.5,1.2,2,-9,79,13987.6,-0.031738,26.7227,11.5045,120.375,0.0124386,1.8914,21.2198,1.61692,1.37592,0.299508,-2.92342,-0.897369,-8.66193,213.615,27.2202,13639.5,10008.7,1.67146,1.43047,0.408592,-2.86887,-0.842827,3.03094,222.969,27.602,13648.8,0.0162333,0.821937,0.00371146,13735.3 
80,0.14,0.76,0.94,3.24,-9,80,13141.7,-0.0140485,24.6676,-11.6367,120.643,-0.00832774,14.2189,350.187,4.26838,-6.47339,-1.22131,-0.573221,-3.27754,-35.0557,1036.76,25.8425,11853.9,9348.31,4.48911,-6.25265,-0.779834,-0.352485,-3.0568,0.868994,1074.62,27.3877,11891.8,0.0836441,0.957304,0.00422458,12847.5 
81,0.04,0.86,0.84,2.001,-6,81,13404.5,0.0517299,25.3166,11.2692,120.684,0.015718,-6.41768,21.7263,4.27658,-1.0783,-4.66963,1.50477,-2.5215,-12.2883,1075.69,25.2066,11853.5,9290.71,4.35396,-1.00092,-4.51487,1.58214,-2.44413,-1.23086,1088.96,25.7482,11866.8,0.0848295,0.960266,0.00398104,12837.1 
82,0.08,0.82,0.88,5.2,-9,82,14251.1,0.00256054,27.0027,11.4531,120.637,-0.0013726,-14.1031,0.798144,1.00477,1.19381,-2.40598,2.41193,3.48619,-38.7789,1084.49,18.7437,12802.4,10068.2,1.24895,1.43799,-1.91762,2.65611,3.73037,1.26798,1126.37,20.4529,12844.3,0.0813717,0.969202,0.00292474,13842.3 
83,0.1,0.8,0.9,3.6,-9,83,13558.2,0.0606194,24.5869,11.6985,120.789,-0.0230716,-53.7349,484.291,4.15258,-0.394823,2.32344,-0.96995,-2.2082,13.1908,813.628,38.4275,12327.6,9403.65,4.06952,-0.477882,2.15732,-1.05301,-2.29126,0.102872,799.384,37.8461,12313.3,0.0615404,0.923487,0.00563,12989.6 
84,0.25,0.65,1.05,2.4,-9,84,13394.4,0.00315392,24.9909,-11.604,120.492,-0.00812363,8.99327,500,-4.46473,1.91985,4.12396,-1.34003,-3.33814,-15.6166,375.591,20.3978,12686,9442.64,-4.3664,2.01818,4.32062,-1.2417,-3.23981,2.72198,392.455,21.0861,12702.8,0.0302628,0.914056,0.00304849,12968.3 
85,0.11,0.79,0.91,3,-9,85,13101.7,0.0233766,23.8421,11.8252,120.569,0.0348634,-64.9159,135.091,-4.93151,-6.07492,1.71142,3.05885,-1.83635,19.4577,624.477,29.7341,12071.6,9251.65,-5.05403,-6.19744,1.46638,2.93633,-1.95887,1.16649,603.465,28.8764,12050.6,0.0481481,0.922731,0.00439478,12533.5 
86,0.03,0.87,0.83,2.401,-6,86,13994.4,-0.00386153,26.5856,11.4504,120.852,-0.00330459,4.88572,1.5727,-1.01388,1.40348,-3.61875,-0.462085,-1.37096,-14.2467,1518.56,27.7022,12254.5,9910.29,-0.924175,1.49319,-3.43933,-0.372378,-1.28125,0.239749,1533.95,28.3301,12269.9,0.112121,0.968692,0.00423524,13681.2 
87,0.06,0.84,0.86,6.9,-9,87,13391.6,0.0228267,24.8982,-11.5478,120.776,-0.0615257,21.4274,1.29868e-10,1.74441,7.00264,-6.57197,0.0766088,-0.675851,-18.473,1221.81,24.3295,11711.5,9402.63,1.86073,7.11896,-6.33933,0.192928,-0.559531,3.78803,1241.76,25.1437,11731.4,0.0965908,0.965778,0.00393262,12855.9 
88,0.01,0.89,0.81,5,-6,88,11856.4,-0.00301106,22.293,11.308,120.598,-0.00363499,-6.82268,6.09109e-11,0.652368,1.4504,-2.41028,0.636899,-3.98822,-65.7174,984.806,19.0054,10407.6,8207.17,1.06617,1.86421,-1.58268,1.0507,-3.57441,-0.345806,1055.77,21.902,10478.5,0.0923724,0.964968,0.00383556,11429.5 
89,0.2,0.7,1,2.5,-9,89,12580.5,0.00358841,22.7377,11.7399,120.773,-0.0203073,11.1188,500,1.19465,-1.69079,2.0232,-1.55349,-1.20381,-34.8626,287.52,10.115,11782.1,8697.1,1.41417,-1.47127,2.46224,-1.33397,-0.984287,-27.336,325.168,11.6516,11819.7,0.0270372,0.940993,0.00181262,12026.7 
90,0.07,0.83,0.87,5.9,-9,90,12532.6,0.0570175,23.2467,11.4322,120.621,0.0151002,-16.8647,8.5728,-1.83268,2.67343,-2.29284,-3.70639,-1.27841,22.4343,929.892,13.284,11175.8,8659.69,-1.97394,2.53217,-2.57537,-3.84765,-1.41967,0.646457,905.666,12.2952,11151.5,0.0758152,0.976794,0.0020269,11945.7 
91,0.17,0.73,0.97,2.8,-9,91,12881.7,0.0312627,24.1312,-11.4336,120.712,-0.0110068,-12.6594,423.765,2.33793,-2.03577,-2.00521,-1.12193,-1.4865,-7.47332,682.851,14.4435,11782.1,8986.16,2.38499,-1.98871,-1.91109,-1.07487,-1.43944,0.52568,690.921,14.773,11790.2,0.0558853,0.963932,0.00230282,12363.2 
92,0.5,0.4,1.3,1.7,-9,92,12467,0.0214107,23.2468,-11.5446,120.602,0.0212106,-37.8041,9.34569,-1.11257,-1.15296,4.18788,-1.92536,-2.96589,-15.1355,286.056,26.2932,11908.5,8762.59,-1.01727,-1.05765,4.37849,-1.83006,-2.87059,2.82659,302.401,26.9603,11924.9,0.0249753,0.865037,0.00414745,12108 
93,0.02,0.88,0.82,3.001,-6,93,13539.5,0.0266413,25.1554,11.439,120.699,0.0287033,20.9987,499.985,2.18949,2.47021,-2.37315,-1.88594,-1.17078,27.6414,1326.38,32.2256,11705.3,9386.96,2.01544,2.29616,-2.72125,-2.06,-1.34483,-0.499742,1296.53,31.0073,11675.4,0.100856,0.959829,0.00486839,12855.2 
94,0.05,0.85,0.85,1.85,-6,94,14072.7,0.00539409,26.3331,11.5139,120.674,-0.00519934,-6.71476,4.12952e-10,-0.747983,0.893149,-7.34035,-1.26864,-0.768604,-16.9172,1091.11,25.0552,12598.6,9871.17,-0.64146,0.999672,-7.1273,-1.16212,-0.662081,0.170597,1109.38,25.8009,12616.8,0.0815719,0.960892,0.00375289,13600 
95,0.09,0.81,0.89,4.3,-9,95,13914.2,-0.0083393,26.9307,11.2187,120.748,-0.00791013,6.92888,500,2.84154,1.05314,2.47589,-1.20147,0.97292,-59.228,1092.62,24.0283,12527.5,9837.05,3.21448,1.42609,3.22177,-0.828525,1.34586,0.615525,1156.58,26.6389,12591.5,0.0849044,0.961255,0.00388209,13622.1 
96,0.3,0.6,1.1,2.2,-9,96,13176.5,0.0221571,24.7577,11.3797,120.532,0.00681558,-17.0246,500,4.60203,4.48024,-1.96226,0.32461,-3.21448,-17.5454,185.829,16.0614,12579.7,9175.18,4.71251,4.59072,-1.7413,0.435088,-3.104,1.35587,204.776,16.8348,12598.6,0.0161528,0.874226,0.00245545,12677.4 
97,0.4,0.5,1.2,2,-9,97,14250.7,0.022375,26.3065,11.5971,120.772,-0.0573573,2.34212,498.756,-4.07065,-5.44286,-0.0665025,-2.53091,-2.31106,-32.2094,238.665,23.7688,13569,9935.72,-3.86784,-5.24005,0.339125,-2.3281,-2.10825,1.02568,273.448,25.1885,13603.7,0.0198999,0.861178,0.00339922,13741.2 
98,0.14,0.76,0.94,3.24,-9,98,14400,-0.0108307,27.2452,11.5238,120.787,-0.00523786,-2.09515,7.52688e-09,-5.39726,-1.21997,-4.39195,-1.47361,-0.953812,1.6523,849.65,22.5813,13234.3,10221,-5.40767,-1.23038,-4.41276,-1.48401,-0.964216,0.673106,847.866,22.5084,13232.5,0.0607873,0.955605,0.00312362,13948.1 
99,0.04,0.86,0.84,2.001,-6,99,12174.1,0.0342425,23.2322,11.2153,120.636,-0.0176205,-16.0042,54.4042,-0.145175,-0.671131,-1.06234,-4.48801,-1.60528,0.0569358,1016.31,13.4141,10840,8491.14,-0.145533,-0.67149,-1.06306,-4.48837,-1.60563,0.866686,1016.24,13.4116,10840,0.086505,0.977426,0.00227394,11747.8 
100,0.08,0.82,0.88,5.2,-9,100,12825.1,0.0391777,23.8446,11.4969,120.623,-0.138824,-191.628,133.597,-1.42365,2.65982,2.63983,0.542238,-0.15232,-4.85184,1106.53,22.0815,11298.8,9790.09,-1.3931,2.69038,2.70093,0.572789,-0.121769,0.392943,1111.77,22.2953,11304,0.0903675,0.966095,0.00362011,12302.7 
101,0.1,0.8,0.9,3.6,-9,101,13414.2,0.00423948,25.156,11.5279,120.627,-0.010029,3.73515,4.6254e-10,-0.612003,-0.885592,-5.6464,0.124543,-1.71238,-16.4684,679.608,16.6914,12469.5,9441.52,-0.508306,-0.781894,-5.439,0.22824,-1.60868,0.329317,697.392,17.4173,12487.3,0.0534,0.958124,0.00256279,13059.8 
102,0.25,0.65,1.05,2.4,-9,102,14116.7,0.0118791,25.9368,11.7296,120.836,-0.0113586,-13.4758,6.71154e-10,1.6645,2.39204,-1.61517,3.8341,-0.121967,-19.5144,947.943,30.2483,12713.5,9908.66,1.78737,2.51491,-1.36942,3.95697,0.000909941,1.19873,969.017,31.1084,12734.6,0.0713758,0.946808,0.00447979,13576.3 
103,0.11,0.79,0.91,3,-9,103,13844.5,-0.00227709,25.7099,11.6502,120.508,-0.00586428,4.06788,500,2.02622,-1.74958,-4.66839,0.717487,-1.23131,-15.5952,523.351,17.3322,12937.6,9751.35,2.12442,-1.65138,-4.472,0.815685,-1.13311,-0.0360522,540.192,18.0196,12954.5,0.040418,0.944844,0.00255581,13365.1 
104,0.03,0.87,0.83,2.401,-6,104,13424.7,0.0124675,25.3248,11.4587,120.936,-0.00877072,-1.57777,88.5412,-0.103087,0.197932,-0.779482,-2.76266,-3.15535,8.14376,1381.43,22.1931,11749,9447.12,-0.154366,0.146653,-0.88204,-2.81394,-3.20663,0.872359,1372.64,21.8341,11740.2,0.105625,0.972917,0.0034142,12995.4 
105,0.06,0.84,0.86,6.9,-9,105,12268.8,0.0399822,22.8108,11.4842,120.722,-0.0194713,-31.8314,359.624,7.541,0.384327,-3.70718,1.45365,-0.788203,23.3056,1130.46,15.0513,10686.4,8547.94,7.39425,0.237577,-4.00067,1.3069,-0.934953,1.99939,1105.29,14.0241,10661.2,0.0947943,0.978278,0.00241731,11659.9 
106,0.01,0.89,0.81,5,-6,106,12519.6,0.023719,23.9349,11.2495,120.707,-0.00682771,-20.7761,41.3319,6.91731,-0.214827,-2.76171,5.6564,0.828421,-19.4085,1058.05,31.3536,11119.1,8769.76,7.03952,-0.0926175,-2.51729,5.77861,0.950631,1.22559,1079.01,32.2091,11140.1,0.089118,0.950355,0.00529782,12107.7 
107,0.2,0.7,1,2.5,-9,107,14141.2,0.0205519,26.5885,11.465,120.846,-0.00905513,-26.3772,168.759,-1.19302,-0.844111,-0.999634,1.46594,-1.52689,-24.6692,795.176,19.075,12942.5,9931.27,-1.03769,-0.688776,-0.688963,1.62128,-1.37155,0.681875,821.816,20.1623,12969.1,0.0601568,0.958833,0.00285564,13661.2 
108,0.2,0.7,1,2.5,-9,108,12833.5,-0.00814232,24.0456,11.5277,120.604,-0.0136641,11.8193,3.42498e-11,-3.17864,-2.35309,-0.405475,0.891463,3.34268,1.65865,642.265,26.0381,11769.6,9028.7,-3.18908,-2.36354,-0.426363,0.881019,3.33223,0.758534,640.474,25.9649,11767.9,0.0521107,0.933754,0.00404802,12290.6 
109,0.2,0.7,1,2.5,-9,109,13474.5,0.00496878,24.8708,-11.7456,120.593,-0.00490054,-1.26508,262.033,-1.78385,-2.64916,-2.51986,-1.53937,-0.543195,2.23313,589.874,30.0175,12572.6,9509.77,-1.79791,-2.66322,-2.54799,-1.55343,-0.557256,0.72061,587.462,29.9191,12570.2,0.0450787,0.918167,0.00436538,13031.9 
110,0.2,0.7,1,2.5,-9,110,13600.6,0.00775823,25.6235,11.4924,120.666,-0.0103177,3.36962,500,-4.11548,-3.59482,-0.435673,-0.372522,-0.259363,4.35536,499.29,23.1918,12736.1,9587.31,-4.1429,-3.62224,-0.490522,-0.399947,-0.286788,0.945146,494.587,22.9999,12731.4,0.0377586,0.924744,0.00331682,13098.7 
