cyc,time,#2,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,0.17,3.83,68,15440.2,-0.104015,27.3183,12.7087,121.936,0.0403105,7.59311,478.561,-0.267152,1.99939,1.0271,1.31277,1.47851,17.0426,1432.73,801.381,13022.8,11311.8,-0.374464,1.89207,0.812476,1.20546,1.3712,0.834416,1413.57,796.874,13003.6,0.172905,0.503391,0.101435,8175.46 
69,0.41,3.59,69,15581.8,-0.0311914,27.0107,12.7986,122.037,0.016781,-14.1554,1.04866e-11,1.98396,-3.42026,-3.63793,-0.818843,-0.75795,3.2112,1583.13,802.366,12899.5,11261.4,1.96374,-3.44048,-3.67837,-0.839063,-0.77817,0.456854,1579.52,801.517,12895.9,0.190639,0.529654,0.10273,8285.4 
70,0.23,3.77,70,14219.1,-0.0432695,24.2906,12.9172,121.801,-0.00868053,5.75239,499.007,-1.71623,0.136003,-1.44769,0.0285717,-0.549969,35.2871,1433.59,518.241,11886.1,10215.7,-1.93842,-0.0861902,-1.89208,-0.193622,-0.772162,0.612476,1393.93,508.908,11846.4,0.184528,0.610164,0.0733318,7554.06 
71,0.15,3.85,71,16410.4,0.00904025,28.5126,12.6412,121.819,-0.0211046,-17.0492,8.56582e-12,0.277713,5.58774,1.30696,-4.79868,2.83856,13.0755,1435.25,628.355,13910.2,11745,0.19538,5.50541,1.1423,-4.88101,2.75623,0.757901,1420.56,624.897,13895.5,0.164298,0.56503,0.0765041,8646.2 
72,0.21,3.79,72,15963.6,-0.11114,28.021,12.8246,121.745,-0.228935,191.653,12.9005,4.00632,1.31139,-0.507366,-0.0629815,1.98268,12.4618,1362.8,601.871,13760.8,13126.6,3.92785,1.23292,-0.664303,-0.14145,1.90422,1.10613,1348.79,598.576,13746.8,0.158735,0.562864,0.0742546,8497.13 
73,0.03,3.97,73,16898.3,-0.109666,29.3307,12.9385,121.716,-0.00556795,71.1079,35.0336,-1.20682,-2.11387,-6.82744,-4.84301,-2.25974,29.1703,1522.84,734.949,14365.2,12366.7,-1.3905,-2.29755,-7.1948,-5.02668,-2.44341,0.607976,1490.05,727.235,14332.4,0.166618,0.539343,0.0854798,8942.9 
74,0.31,3.69,74,17823,-0.0602146,30.0951,13.1583,121.708,-0.0397287,66.5179,500,0.00797189,0.452193,0.357652,-1.79606,0.532922,82.9815,1889.74,892.376,14713.3,12977.1,-0.51454,-0.0703189,-0.687373,-2.31857,0.01041,0.808017,1796.48,870.431,14620,0.191137,0.541151,0.0988338,9398.89 
75,0.35,3.65,75,13865.9,-0.0959818,24.2786,12.8538,121.435,0.0369435,25.9603,243.469,2.84082,-4.42032,-2.43831,-3.11048,2.82534,79.6505,1268.64,535.824,11766.9,10190.2,2.33928,-4.92186,-3.44138,-3.61202,2.3238,0.529363,1179.11,514.759,11677.4,0.162606,0.566897,0.0751044,7251.35 
76,0.37,3.63,76,17117.6,-0.010123,29.7767,12.8243,121.573,-0.0127632,17.567,500,-0.576248,-4.31239,0.384239,-0.63393,2.39909,76.8464,1593.87,780.589,14474.6,12438.3,-1.06013,-4.79627,-0.583524,-1.11781,1.91521,0.896585,1507.5,760.266,14388.3,0.167697,0.53119,0.0887017,8989.39 
77,0.29,3.71,77,16869.7,-0.00606376,29.0521,-12.904,121.838,0.00549641,-8.16402,1.39316e-11,-1.0819,-1.40236,-2.48861,0.0506546,-0.944829,51.0027,1707.79,888.034,13916.5,12205.4,-1.40305,-1.72352,-3.13092,-0.270496,-1.26598,0.598289,1650.47,874.546,13859.2,0.186341,0.518865,0.104136,8857.24 
78,0.19,3.81,78,16668.4,-0.0709316,28.878,12.8167,121.76,-0.0314016,154.193,381.002,-3.90473,3.76591,-1.91035,1.77346,3.98364,68.6694,1541.26,595.362,14181,12206.3,-4.33712,3.33351,-2.77514,1.34106,3.55125,3.4921,1464.07,577.201,14103.8,0.166409,0.591742,0.0701034,8798.08 
79,0.39,3.61,79,17055.4,-0.0105886,28.9843,-12.9669,121.573,-0.00355615,-4.8195,500,-3.81004,0.881181,2.2866,0.77667,0.609803,47.4009,1523,797.784,14234.8,12235.3,-4.10851,0.58271,1.68966,0.478199,0.311332,2.6144,1469.72,785.248,14181.5,0.166181,0.516797,0.0925589,8844.09 
80,0.25,3.75,80,14651.5,-0.0340839,25.2649,12.7496,121.612,-0.00513098,12.1156,147.584,2.47492,1.16981,-2.47322,-4.10208,0.114052,20.8207,1482.69,740.911,12007.3,10488,2.34382,1.0387,-2.73543,-4.23318,-0.0170502,0.24082,1459.29,735.404,11983.9,0.189742,0.531375,0.101562,7690.9 
81,0.27,3.73,81,15372.1,-0.0430643,26.1213,12.9699,121.359,0.0249349,-15.8035,80.4399,-0.713406,0.908887,-0.0403521,-4.17071,0.188951,17.1328,1482.52,816.065,12586.1,11041.6,-0.821286,0.801006,-0.256113,-4.27859,0.0810701,0.942754,1463.26,811.534,12566.9,0.182952,0.50747,0.106311,7998.05 
82,0.33,3.67,82,17296,-0.0206107,29.7747,-12.6964,121.796,0.00791615,9.09035,221.442,1.18376,-0.557042,-1.51665,1.65582,-3.7333,-10.3103,1363.03,672.959,14665.9,12308.5,1.24868,-0.492121,-1.38681,1.72074,-3.66838,0.462036,1374.62,675.685,14677.5,0.152618,0.537576,0.078173,9006.91 
83,0.05,3.95,83,18114.6,-0.0663741,30.9139,12.9717,121.859,-0.455647,830.443,2.24834,-3.0315,-1.07309,3.09951,2.69107,-2.85066,44.6018,1755.76,903.074,15006.3,25371.8,-3.31234,-1.35394,2.53782,2.41023,-3.1315,1.89055,1705.63,891.279,14956.2,0.179865,0.522339,0.0989174,9482.83 
84,0.01,3.99,84,16657.2,0.0186919,28.2403,-12.8045,121.605,-0.00665485,-12.9146,500,-2.94741,-4.35179,1.28518,-2.01681,-0.778794,-9.91641,1709.04,876.308,13446.5,11774.2,-2.88497,-4.28935,1.41006,-1.95437,-0.716353,1.16717,1720.19,878.93,13457.6,0.197311,0.527938,0.10739,8718.15 
85,0.11,3.89,85,15424.4,-0.0623728,26.2232,13.0462,121.594,0.0822736,-73.9047,431.312,-3.00498,-0.833796,1.43989,-2.09028,-0.0238402,32.7246,1505.34,694.272,12824.9,11334.9,-3.21104,-1.03985,1.02777,-2.29634,-0.229898,1.17876,1468.56,685.618,12788.1,0.180893,0.550354,0.0898847,8118.39 
86,0.07,3.93,86,15368.3,-0.0224657,26.2209,12.8283,121.763,0.00387261,-14.4691,122.905,2.04739,2.8015,2.07846,-0.301854,0.389524,-10.7892,1469.47,593.977,12787.5,10951.8,2.11533,2.86944,2.21433,-0.233918,0.45746,0.701679,1481.6,596.831,12799.6,0.182073,0.586527,0.0791008,8137.39 
87,0.13,3.87,87,15325.7,-0.045027,25.9692,-12.8516,121.757,0.0146436,-7.33514,500,3.08704,-1.8073,-3.106,1.46381,-3.29517,1.52266,1388.6,522.231,12883.4,10868,3.07745,-1.81689,-3.12517,1.45422,-3.30476,0.158803,1386.89,521.828,12881.7,0.171531,0.602973,0.0694405,8085.38 
88,0.09,3.91,88,15322.3,-0.0406819,26.2105,12.8741,121.502,-0.0437727,49.8722,368.142,-3.57218,3.33374,-0.0693028,0.58036,2.44238,47.5127,1499.92,697.899,12632.8,11055.7,-3.87135,3.03456,-0.667652,0.281185,2.14321,1.72575,1446.51,685.334,12579.4,0.181091,0.546711,0.0912061,7987.78 
89,0.17,3.83,89,15975.1,-0.00250972,27.7173,-12.7933,121.852,-0.0315053,11.9087,4.84063,-4.27825,1.69435,-6.63959,0.223005,-1.55908,30.3896,1423.73,693.787,13552.2,11555.5,-4.46961,1.50299,-7.0223,0.0316504,-1.75044,0.400198,1389.58,685.75,13518,0.165053,0.536591,0.0854611,8418.96 
90,0.41,3.59,90,15641.5,-0.0563433,26.4542,13.0847,121.637,0.00917174,0.176775,1.04663,2.10801,1.04864,-3.11496,3.22025,1.79671,40.8315,1484.6,701.083,13090.3,11268.2,1.85091,0.791536,-3.62917,2.96315,1.53961,2.03218,1438.71,690.284,13044.4,0.174987,0.543584,0.0888223,8221.79 
91,0.23,3.77,91,16426.4,-0.112133,28.1623,13.1211,121.713,0.225408,7.48714,499.979,-4.17091,0.284845,3.39156,0.996669,3.23679,21.5638,1597.08,816.424,13687.3,12084.1,-4.30669,0.149063,3.12,0.860888,3.10101,-0.0669341,1572.84,810.721,13663.1,0.181252,0.525751,0.098534,8677.65 
92,0.15,3.85,92,16152.5,0.0327785,28.0183,12.6965,121.705,-0.0604262,-13.8548,500,-1.10833,-2.31708,2.94696,-0.594582,-0.604618,36.1629,1547.07,674.022,13555.2,11607.5,-1.33604,-2.54479,2.49154,-0.82229,-0.832326,1.81853,1506.42,664.458,13514.6,0.17652,0.564367,0.0830474,8534.01 
93,0.21,3.79,93,15064.2,-0.0264315,25.8805,12.787,122.003,-0.00140214,-14.6864,500,-2.12253,1.04799,-3.90457,1.03447,-4.58346,12.4914,1449.4,679.792,12556.3,10773.6,-2.20118,0.969338,-4.06188,0.955811,-4.66211,0.548681,1435.36,676.489,12542.3,0.180381,0.548011,0.0903772,7957.36 
94,0.03,3.97,94,16098.9,-0.0520963,27.7079,12.8339,122.056,-0.000442639,4.0479,7.31965,-2.27059,-2.19766,-3.45178,-0.324909,0.0246536,45.299,1675.93,755.506,13277.7,11576,-2.55582,-2.4829,-4.02226,-0.610144,-0.260582,0.595008,1625.02,743.527,13226.7,0.191113,0.555335,0.0938351,8502.92 
95,0.31,3.69,95,16865.7,-0.0876159,29.0169,12.9141,121.813,0.0416753,66.7712,3.39577e-11,-0.474589,2.2797,0.733834,8.40238,-5.49311,37.1865,1720.23,803.123,13939.2,12289.2,-0.708743,2.04554,0.265527,8.16823,-5.72727,0.934329,1678.43,793.289,13897.4,0.18848,0.547311,0.0951459,8905.09 
96,0.35,3.65,96,16173.9,-0.0584578,28.3118,12.8223,121.719,-0.000535465,23.1598,500,-4.41673,0.60705,-4.89009,-0.709552,1.68959,88.1447,1640.31,801.712,13553,11817.9,-4.97175,0.0520265,-6.00014,-1.26458,1.13456,0.456995,1541.24,778.401,13453.9,0.180531,0.530832,0.0963134,8537.28 
97,0.37,3.63,97,16050.7,-0.000340162,27.6543,12.7177,121.618,-0.0312406,-1.60262,499.748,4.88601,0.30856,2.07813,2.57674,0.357645,13.5716,1530.38,721.167,13332.5,11450.6,4.80055,0.223103,1.90721,2.49129,0.272189,0.803265,1515.13,717.578,13317.2,0.179516,0.546802,0.0902962,8440.09 
98,0.29,3.71,98,14231,-0.124158,24.8179,13.0228,121.732,0.174833,144.8,21.1507,-0.855714,-1.65055,4.87688,-1.69174,4.68352,14.8829,1435.85,726.214,11900.7,11345.3,-0.949427,-1.74426,4.68945,-1.78545,4.5898,0.0230537,1419.12,722.278,11883.9,0.186757,0.52891,0.100686,7598.77 
99,0.19,3.81,99,16343.8,-0.0959871,28.5282,12.8258,121.664,-0.05198,-76.8596,222.733,-1.64786,2.66789,-2.51971,-2.36012,2.66216,24.3147,1399.76,718.722,13921.9,12041.2,-1.80096,2.51479,-2.82592,-2.51322,2.50906,-0.335338,1372.43,712.291,13894.5,0.15963,0.524041,0.0862856,8597.59 
100,0.39,3.61,100,15657.2,-0.08937,27.5153,12.8025,121.821,0.11544,-3.15169,500,-3.81518,3.04748,2.39402,-3.86949,1.94809,15.5482,1383.13,744.091,13300.8,11479.2,-3.91309,2.94957,2.19822,-3.96739,1.85019,3.49089,1365.65,739.979,13283.4,0.165073,0.513285,0.093068,8273 
101,0.25,3.75,101,17391.7,-0.124412,29.8712,13.1191,121.823,0.0105132,110.098,457.192,-3.36631,-0.557113,-0.175873,0.848953,-2.15378,33.6854,1667.17,811.39,14514.8,12794.8,-3.57842,-0.769221,-0.600089,0.636845,-2.36589,0.910123,1629.3,802.481,14476.9,0.177924,0.537078,0.0926506,9157.29 
102,0.27,3.73,102,15580.1,-0.0236315,26.5531,13.0156,121.973,-0.00925996,-16.2775,500,1.3964,-0.538174,1.48409,-0.319438,2.31648,43.551,1425.2,629.451,13186.2,11255.5,1.12217,-0.812403,0.935634,-0.593667,2.04225,0.652695,1376.25,617.934,13137.2,0.167679,0.559989,0.0797377,8207.62 
103,0.33,3.67,103,16822.8,0.00344675,28.9574,13.0458,121.833,0.00486151,14.2835,2.92169e-12,1.35352,-2.2944,-1.55391,0.0868648,-1.51891,63.5952,1662.28,881.437,14115.7,12300,0.953083,-2.69484,-2.35479,-0.313577,-1.91935,0.627964,1590.8,864.618,14044.2,0.178866,0.512519,0.101856,8893.78 
104,0.05,3.95,104,15643,-0.0534467,27.2696,12.6826,121.8,-0.0562239,1.83153,467.558,-2.06072,1.8063,3.66135,2.93576,-1.37843,55.3218,1556.95,699.229,13015.9,11261.9,-2.40907,1.45795,2.96465,2.58742,-1.72677,-0.0314772,1494.77,684.598,12953.7,0.181609,0.555096,0.0887174,8230.71 
105,0.01,3.99,105,17006.6,-0.00192612,29.3965,-12.8594,121.83,-0.00648081,-7.5057,1.4465e-11,0.370779,-2.75641,-2.18161,0.493589,-1.70644,33.6344,1734.67,845.136,14122,12307.4,0.158992,-2.9682,-2.60518,0.281802,-1.91823,0.630513,1696.87,836.241,14084.2,0.188109,0.536935,0.0985906,9020.67 
106,0.11,3.89,106,15399.8,-0.13393,27.0924,12.9075,121.614,-0.0299575,163.465,397.513,0.427888,-0.0734088,-0.866874,-2.5334,5.66203,48.6998,1507.84,737.047,12971.8,11543.2,0.121239,-0.380058,-1.48017,-2.84005,5.35538,2.90662,1453.1,724.168,12917.1,0.177859,0.534151,0.0936066,8169.97 
107,0.07,3.93,107,17176.4,-0.145247,29.7088,13.1409,121.907,0.0590251,28.8304,497.236,-1.48848,3.67043,-7.82319,-0.359047,1.136,67.0268,1806.48,676.205,14578.6,12764.2,-1.91053,3.24838,-8.66729,-0.781096,0.713951,-0.171796,1731.14,658.479,14503.3,0.18669,0.600366,0.0771804,9272.84 
108,0.13,3.87,108,16655.4,-0.0710397,28.7595,-13.011,122.036,0.0270104,-7.75177,500,2.53117,0.397475,4.01952,0.446913,-2.19581,31.334,1674.59,669.664,14166.5,12187.9,2.33387,0.200173,3.62492,0.249611,-2.39311,0.0972585,1639.37,661.377,14131.3,0.182403,0.586163,0.0793718,8987.64 
109,0.09,3.91,109,15584.9,0.00182383,27.619,12.7423,121.886,0.0274975,-32.0464,0.318589,-0.239535,-1.67176,-4.55312,1.50435,0.733249,70.4834,1422.05,572.757,13473.1,11485.2,-0.68335,-2.11557,-5.44075,1.06054,0.289433,0.210307,1342.83,554.116,13393.9,0.161638,0.580674,0.070813,8307.63 
110,0.17,3.83,110,17290.6,-0.0624561,29.5043,12.9697,121.741,-0.00840932,65.1151,490.632,-2.91088,2.18554,-6.17843,-1.25696,4.74409,73.7324,1682.34,743.83,14473.2,12474.7,-3.37516,1.72127,-7.10698,-1.72123,4.27982,-0.145866,1599.46,724.331,14390.3,0.176106,0.55788,0.084854,9082.41 
111,0.41,3.59,111,14659.6,-0.0644191,25.6948,12.676,121.775,-0.00528565,-5.61854,499.09,-2.98467,1.33097,-3.81693,5.3602,0.479022,40.5517,1509.19,700.394,12159.9,10603.9,-3.24002,1.07562,-4.32762,5.10485,0.223679,-2.71956,1463.61,689.67,12114.3,0.188535,0.548059,0.0949171,7763.07 
112,0.23,3.77,112,16744,-0.00943525,29.1195,-12.8485,121.668,0.0101308,1.4399,500,-5.77981,-0.119626,-4.86058,-0.226509,2.15389,14.366,1617.75,807.702,14136.2,12180,-5.87027,-0.210085,-5.0415,-0.316968,2.06343,0.462263,1601.6,803.903,14120.1,0.179069,0.532371,0.0949219,8944.05 
113,0.15,3.85,113,15896.4,-0.0753349,28.8558,12.6369,121.942,-0.0100647,16.6721,4.82323e-12,0.620852,0.201944,-7.76556,-0.228079,2.24981,108.015,1577.92,750.334,13712.7,11876,-0.0592897,-0.478198,-9.12584,-0.908221,1.56967,-0.0137707,1456.51,721.768,13591.3,0.170872,0.535561,0.0891079,8524.01 
114,0.21,3.79,114,14949.2,-0.162874,26.6543,12.8756,122.104,0.125475,-9.73548,19.3941,-3.34363,-0.083664,2.60081,-2.4897,-1.55946,46.2498,1288.73,534.108,13107.8,11211.7,-3.63486,-0.374887,2.01836,-2.78092,-1.85068,1.30475,1236.74,521.876,13055.9,0.154096,0.575222,0.0685836,8025.79 
115,0.03,3.97,115,15346.7,-0.103839,26.8944,12.8332,121.731,-0.00814332,-91.3913,478.18,-0.10478,0.045093,-4.98455,1.95105,-2.51837,41.8128,1613.99,705.829,12785,11259.7,-0.368064,-0.218191,-5.51112,1.68776,-2.78166,0.233637,1567,694.772,12738,0.191313,0.563091,0.0913011,8190.74 
116,0.31,3.69,116,15034.6,-0.00201339,26.6054,12.7354,121.905,-0.0102833,2.94472,500,2.40984,-3.37239,-0.941116,-6.84716,0.412258,45.9062,1570.75,721.594,12636.2,11031,2.12078,-3.66145,-1.51923,-7.13621,0.123199,0.849176,1519.15,709.453,12584.6,0.188407,0.550278,0.0940785,8063.12 
117,0.35,3.65,117,16440.3,-0.129238,28.7432,12.934,121.793,0.0806795,6.0212,238.456,3.281,-2.66744,0.347697,-1.37367,-1.48347,26.131,1573.79,764.683,13919.7,12118,3.11646,-2.83198,0.0186168,-1.53821,-1.64801,1.00646,1544.42,757.773,13890.3,0.176155,0.538028,0.0913173,8767.4 
118,0.37,3.63,118,14864.3,-0.122882,26.3346,12.7897,121.735,-0.00109774,8.27603,27.0735,-4.78707,1.20627,1.58424,1.12673,2.06648,30.2998,1601.65,821.391,12355.3,10964.6,-4.97786,1.01548,1.20266,0.935936,1.87569,-22.1708,1567.6,813.378,12321.3,0.196572,0.524103,0.10842,7974.65 
119,0.29,3.71,119,14599.2,-0.0242627,26.0438,-12.948,121.735,-0.0146774,23.9975,500,-1.16365,1.60278,0.737043,2.15914,-2.37489,70.9551,1501.76,729.035,12534.5,10989,-1.61043,1.15599,-0.156528,1.71236,-2.82167,0.909011,1422.01,710.27,12454.7,0.180036,0.53359,0.0950651,7898.47 
120,0.19,3.81,120,15606.6,-0.0303818,28.4557,12.6289,121.886,0.0299701,-21.8339,1.20042e-12,-3.05595,1.07883,-1.48472,0.812722,3.45659,27.8922,1443.02,642.028,13634.6,11719.8,-3.23158,0.903197,-1.83598,0.637093,3.28096,-6.45395,1411.67,634.652,13603.3,0.166365,0.559673,0.0791407,8485.37 
121,0.39,3.61,121,15375.2,-0.0692253,27.0783,12.8382,122.158,0.0594624,-34.8254,1.01173e-11,-0.328307,-2.97282,-1.83013,-1.59649,-3.2962,56.6516,1477.46,695.855,13090.8,11384.2,-0.685027,-3.32954,-2.54357,-1.95321,-3.65292,0.790898,1413.79,680.872,13027.1,0.172669,0.542656,0.0878238,8187.87 
122,0.25,3.75,122,15366.7,-0.163787,27.2534,12.9263,122.06,0.135353,-145.543,490.698,-1.9749,-2.83308,-6.56032,-0.873097,-0.310444,78.1941,1404.83,636.276,13240.8,12109.4,-2.46727,-3.32544,-7.54505,-1.36546,-0.802812,0.513412,1316.94,615.597,13152.9,0.16146,0.550047,0.079373,8156.46 
123,0.27,3.73,123,15989.9,-0.138883,28.47,-12.9394,121.806,-0.0114341,-17.0585,9.46749e-07,5.76909,0.5827,-4.16645,2.89846,1.12036,63.393,1501.2,701.076,13763.7,11998.5,5.36992,0.183531,-4.96479,2.49929,0.721193,2.30339,1429.94,684.311,13692.4,0.167245,0.544225,0.0843025,8550 
124,0.33,3.67,124,14954.6,-0.0382135,26.8752,12.7411,121.987,-0.0223181,9.89192,499.998,2.24423,2.6259,-3.13773,-0.990679,-0.922565,62.0947,1193.37,679.311,13067,11154.1,1.85323,2.2349,-3.91971,-1.38167,-1.31356,-0.55125,1123.58,662.89,12997.2,0.142548,0.492014,0.0858828,7882.15 
125,0.05,3.95,125,13906.7,-0.0447705,25.3884,12.5303,121.68,0.0157699,8.67222,499.997,0.745512,-1.51738,3.77539,0.0603157,3.52589,18.6294,1213.6,597.598,12125.6,10360.4,0.628207,-1.63468,3.54078,-0.0569888,3.40859,0.398431,1192.66,592.671,12104.6,0.159296,0.534865,0.0827319,7487.07 
126,0.01,3.99,126,15102.2,-0.0405401,26.7724,12.8395,122.019,0.0150641,-12.9984,500,-4.11295,1.58472,-1.5985,-3.64212,0.173576,66.1213,1598.03,775.791,12605.5,11196.4,-4.5293,1.16837,-2.4312,-4.05847,-0.242772,0.759129,1523.71,758.304,12531.2,0.189518,0.534496,0.100292,8039.95 
127,0.11,3.89,127,15126.6,-0.038392,26.7997,12.864,121.867,0.0147119,2.3228,499.825,4.31345,-3.76098,-2.354,-0.0743492,-0.403917,53.8839,1589.53,767.262,12756.8,11223.9,3.97415,-4.10027,-3.03259,-0.413641,-0.74321,0.297289,1528.96,753.012,12696.2,0.188041,0.537094,0.0984941,8131 
128,0.07,3.93,128,15312.9,-0.0499178,26.8434,12.9497,122.076,-0.0382974,41.5074,500,-2.47312,0.624819,0.775706,-1.00276,0.0582823,68.5158,1617.92,657.975,12927.9,11367.7,-2.90454,0.193393,-0.0871459,-1.43419,-0.373144,0.981078,1540.91,639.856,12850.9,0.187382,0.579146,0.0840141,8223.37 
129,0.13,3.87,129,14963.3,-0.0333418,26.332,12.7362,121.676,0.00566675,-21.19,500,-0.57679,0.857628,-1.24312,-5.16915,-0.336057,71.5874,1471.4,696.122,12568.5,10921.3,-1.02756,0.406861,-2.14465,-5.61992,-0.786823,0.766176,1390.93,677.19,12488,0.176409,0.539956,0.0908198,7884.72 
130,0.09,3.91,130,14634.8,-0.135676,25.5525,13.0428,121.944,-0.0185809,214.236,1.03782,-4.19948,1.03901,2.23728,0.830197,1.98799,29.0918,1551.46,648.496,12277.7,10978.8,-4.38266,0.855828,1.87091,0.647014,1.80481,-1.35067,1518.77,640.803,12245,0.192587,0.575253,0.0879249,7886.14 
131,0.17,3.83,131,15474.7,-0.100381,27.3677,12.8235,122.001,0.064728,-31.6778,499.996,-0.467527,1.87695,-5.45579,-1.65268,2.23947,94.2295,1657.01,848.231,12849.7,11491.3,-1.06086,1.28362,-6.64247,-2.24601,1.64613,0.0537249,1551.1,823.311,12743.8,0.18967,0.518435,0.106352,8177.9 
132,0.41,3.59,132,14259.4,-0.136853,25.5697,12.7609,121.925,-0.721906,948.112,124.863,-1.14473,1.26225,-5.73968,-0.288601,0.816872,54.2497,1385.66,659.948,12106.6,32902.9,-1.48633,0.920656,-6.42287,-0.630196,0.475277,0.100874,1324.68,645.601,12045.7,0.174566,0.539699,0.089858,7588.43 
133,0.23,3.77,133,15431.2,-0.0170844,26.2609,13.1007,122.067,-0.0196558,12.4456,498.555,1.0185,-3.6089,-2.26379,-1.31004,3.05055,93.4294,1645.9,736.69,12767.6,11207.4,0.430197,-4.1972,-3.44039,-1.89834,2.46225,0.482141,1540.88,711.982,12662.6,0.189637,0.552912,0.0938551,8125.44 
134,0.15,3.85,134,14123.8,-0.152741,26.3505,12.4647,121.721,-0.0173064,138.231,499.999,-1.91278,1.07559,-3.67184,2.3416,1.48327,79.8704,1439.44,750.853,12086.3,10770,-2.4157,0.572664,-4.67769,1.83867,0.980352,-0.263659,1349.67,729.731,11996.6,0.177872,0.513828,0.100762,7587.88 
135,0.21,3.79,135,15668.1,-0.128877,27.7821,12.7762,121.847,-0.0216808,19.0316,499.017,-3.46425,-3.21472,-1.50429,2.48016,-1.10404,43.2484,1540.6,776.989,13090,11568.2,-3.73657,-3.48704,-2.04893,2.20784,-1.37636,0.757266,1491.99,765.552,13041.3,0.180334,0.526888,0.097583,8273.49 
136,0.03,3.97,136,15689.5,-0.123162,27.7041,12.8056,121.774,0.0402219,33.5463,157.709,-4.39744,1.87162,-3.90666,-1.71738,-1.33479,91.7516,1632.2,813.931,12999,11592.8,-4.97517,1.29389,-5.06213,-2.29511,-1.91253,0.609134,1529.08,789.667,12895.9,0.185681,0.525277,0.101365,8234.96 
137,0.31,3.69,137,15350,-0.158405,27.3186,12.8626,121.846,-0.0261021,18.8495,473.726,2.8625,2.42623,-4.3704,3.82549,0.385056,77.9392,1565.8,615.274,13125.5,11454.9,2.37173,1.93547,-5.35192,3.33473,-0.105706,3.45018,1478.2,594.662,13037.9,0.179005,0.586853,0.077507,8257.89 
138,0.35,3.65,138,15022.7,-0.139707,26.6372,12.8451,121.796,0.0451636,-74.8262,13.9556,0.411789,1.26914,-2.92948,2.44131,-1.75928,56.4617,1369.96,658.075,12883.4,11248.4,0.0562648,0.913615,-3.64053,2.08578,-2.1148,-0.34851,1306.49,643.143,12820,0.163867,0.537211,0.0845956,7972.88 
139,0.37,3.63,139,14812.2,-0.13355,26.5896,-12.6732,121.894,0.1621,13.8778,439.491,2.00483,1.28226,-0.766311,-2.08659,5.09093,75.9963,1291.46,633.235,12736.2,11042.9,1.5263,0.803729,-1.72337,-2.56512,4.6124,1.64936,1206.04,613.137,12650.7,0.15493,0.529191,0.0819627,7784.43 
140,0.29,3.71,140,14866.2,-0.0891433,26.2637,12.68,121.684,0.037312,-35.977,56.2579,-2.64218,1.88634,-6.40899,-1.45599,4.57832,75.7149,1476.32,617.31,12490.5,10884.7,-3.11894,1.40959,-7.3625,-1.93274,4.10156,-0.0665603,1391.22,597.286,12405.4,0.177406,0.570998,0.0814669,7842.02 
141,0.19,3.81,141,14532,-0.154557,26.5397,12.5545,121.944,0.0149336,152.616,200.671,-3.18745,0.606236,-4.01701,4.17992,-0.783342,86.3041,1349.93,707.626,12452.6,10920.7,-3.73088,0.0628021,-5.10388,3.63648,-1.32678,0.210201,1252.92,684.802,12355.6,0.163187,0.511121,0.0926394,7677.83 
142,0.39,3.61,142,15766.5,-0.12514,27.8117,12.8242,121.841,0.0765882,19.6433,211.745,-1.65936,-4.44849,1.29734,0.204238,-1.89577,144.72,1423.27,737.811,13372.3,11659.5,-2.57062,-5.35976,-0.525184,-0.707027,-2.80704,0.956124,1260.61,699.538,13209.6,0.155064,0.507329,0.0888813,8129.61 
143,0.25,3.75,143,15046.4,-0.158399,26.6932,12.9169,121.92,0.0209773,91.7873,302.727,3.36629,5.61698,-3.74523,-0.861827,-0.205182,25.7107,1353.65,545.202,13014.3,11286.8,3.20439,5.45508,-4.06902,-1.02372,-0.367075,2.2717,1324.76,538.402,12985.4,0.164013,0.584375,0.0709581,8077.15 
144,0.27,3.73,144,15959.8,-0.0306739,28.4698,12.7503,121.871,0.090454,-38.067,500,-1.79241,-6.57441,-5.52273,0.474877,-0.343013,74.7429,1508.21,706.224,13687.8,11928.9,-2.26304,-7.04505,-6.464,0.00424127,-0.813649,0.610168,1424.21,686.457,13603.8,0.16759,0.54245,0.0850486,8498.16 
145,0.33,3.67,145,14233.6,-0.134245,25.3839,12.7798,121.81,0.412778,186.919,149.741,0.63957,-2.28512,1.84841,-4.56992,1.38672,57.9827,1371.28,633.319,12104.9,13072,0.274468,-2.65022,1.11821,-4.93502,1.02162,1.21625,1306.11,617.985,12039.7,0.172611,0.547043,0.086385,7566.78 
146,0.05,3.95,146,14463.8,0.0033637,26.5849,12.5228,121.836,-0.0141896,3.99889,0.52069,4.36343,2.53393,-2.16267,-0.519854,-0.530582,54.6585,1146.34,582.197,12864.5,10839.4,4.01926,2.18976,-2.85102,-0.864024,-0.874753,2.76073,1084.9,567.742,12803,0.140123,0.521977,0.0755181,7742.48 
147,0.01,3.99,147,15628.3,-0.128792,27.838,12.7192,121.868,0.0491642,152.805,332.718,0.86771,1.24905,4.57722,-3.88433,0.889127,25.2531,1399.86,650.6,13444.8,11770.9,0.708699,1.09004,4.25919,-4.04334,0.730115,-0.551783,1371.47,643.921,13416.4,0.164287,0.548955,0.08123,8348.03 
