cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
0,46.38,0,18314.3,-0.00779262,33.4947,-12.1378,121.69,0.015764,-37.6065,500,3.779,0.718649,2.83125,2.58407,-0.788447,-0.937403,147.2,65.1272,17985.8,13253.9,3.7849,0.724552,2.84306,2.58998,-0.782544,0.689621,148.212,65.1685,17986.8,0.00859914,0.565141,0.00662992,17235.7 
1,46.33,1,17788.4,-0.0971338,33.0126,-12.038,121.579,0.0668509,11.816,170.043,4.01991,0.985605,3.02842,0.50185,-1.55977,48.7995,156.581,61.0132,17437.6,12962.6,3.71263,0.678327,2.41386,0.194573,-1.86705,0.529676,103.883,58.8622,17384.9,0.00625062,0.502111,0.00619838,16619.5 
2,46.3373,2,14374.9,-0.0592382,26.7578,11.9203,122.093,0.245883,-293.472,0.0166004,4.91655,0.180415,2.90815,4.10362,-1.99102,-28.0664,1397.38,28.2769,12706.8,12732.3,5.09328,0.357142,3.2616,4.28034,-1.8143,0.708214,1427.68,29.514,12737.1,0.105536,0.965086,0.00425032,13528 
3,46.31,3,16746.3,-0.0930422,31.471,-11.8937,121.803,-0.149594,35.4401,280.096,-0.565881,-0.477708,5.686,2.17349,0.822874,14.2127,130.337,67.8941,16468.1,12357.5,-0.655375,-0.567202,5.50702,2.084,0.73338,0.224562,114.989,67.2676,16452.7,0.00730313,0.494135,0.00747521,15745.1 
4,46.3323,4,18493.3,-0.0674843,34.0901,-12.1872,121.961,0.0377793,34.2755,500,0.546862,0.0432046,5.79775,0.49262,1.81106,19.1537,338.855,68.1107,18122.9,13566.9,0.426256,-0.0774013,5.55653,0.372014,1.69046,0.302632,318.171,67.2665,18102.2,0.0181653,0.729939,0.00679858,17515.3 
5,46.305,5,16855.6,-0.0388555,30.8733,12.0308,121.877,-0.0340119,41.5616,4.30197e-09,3.0132,1.1564,2.91108,4.09432,1.90392,-12.3942,149.756,47.4845,16410.7,12137.3,3.09124,1.23444,3.06716,4.17236,1.98196,0.773594,163.14,48.0308,16424,0.0103476,0.659968,0.00535823,15766 
6,46.3333,6,18250.7,-0.0171074,32.7872,12.1503,121.633,0.0335119,-63.9834,255.998,0.727504,-1.42054,3.05371,1.00063,-0.288033,0.200484,476.629,61.0473,17288.2,13038.2,0.726241,-1.4218,3.05118,0.999371,-0.289295,0.00473587,476.412,61.0385,17288,0.0281901,0.816852,0.00646188,16900 
7,46.3403,7,18703.1,-0.00613975,34.066,12.0414,122.007,-0.0197505,-16.3664,1.56202e-10,3.99441,1.43249,8.98799,4.58311,1.71989,-35.7054,349.013,52.6644,18046.3,13363.9,4.21924,1.65732,9.43764,4.80794,1.94471,0.572316,387.571,54.2382,18084.8,0.022061,0.803276,0.0054943,17568.2 
8,46.355,8,18669.2,-0.0760408,33.5564,12.3418,122.042,-0.205635,434.029,485.584,4.55905,-1.35745,4.56404,2.02269,-4.15133,40.7109,219.873,51.4587,18136.6,16387.2,4.30271,-1.6138,4.05135,1.76635,-4.40768,0.0116084,175.91,49.6643,18092.7,0.0101307,0.66931,0.00503113,17364 
9,46.3393,9,17059.7,-0.0469905,30.93,12.1732,121.897,-0.00708417,18.7747,500,2.37133,-2.76257,-4.62533,0.824911,4.1587,-44.0428,828.035,60.5273,15906.8,12261.2,2.64865,-2.48524,-4.07068,1.10224,4.43602,3.49582,875.597,62.4686,15954.3,0.0546148,0.889006,0.00716104,16032.2 
10,46.335,10,15781.7,0.0484041,28.4499,12.0683,121.903,-0.138992,-31.5291,0.00289634,1.25213,2.03483,5.3853,1.35039,3.51857,-4.224,842.956,49.8732,14530.3,11319.5,1.27872,2.06143,5.43849,1.37699,3.54517,0.603053,847.518,50.0594,14534.8,0.0578289,0.906318,0.00630439,14655.6 
11,46.37,11,15995.7,0.129942,28.7498,11.908,121.882,-0.110919,-85.0112,2.90195e-12,2.55685,2.11718,5.45718,3.47813,1.44203,-12.7077,137.492,43.4092,15349,11451.7,2.63687,2.1972,5.61722,3.55815,1.52205,0.638333,151.215,43.9693,15362.7,0.0102548,0.662754,0.00524459,14745.8 
12,46.35,12,16395.9,-0.0668622,30.2343,-11.811,121.682,0.0349677,-2.0657,1.61989e-12,2.08182,-0.928261,-1.45097,6.54717,-1.22498,-8.82547,108.688,32.9059,15851.6,11627,2.13739,-0.872689,-1.33982,6.60274,-1.16941,1.25005,118.218,33.2949,15861.1,0.00778455,0.669851,0.00385197,15186.3 
13,46.315,13,16735.8,-0.0289448,30.8444,11.8922,121.806,0.0034085,10.34,16.1084,2.8777,1.23985,0.675732,1.72159,0.452689,16.7244,168.167,60.8333,16172.1,11942,2.77239,1.13454,0.465115,1.61629,0.34738,0.926588,150.106,60.0961,16154.1,0.00968648,0.588019,0.00680632,15496.5 
14,46.3343,14,16455.1,-0.0768241,30.445,12.0263,121.782,0.0111466,-22.5921,0.660702,-0.248236,1.28209,2.93889,0.185115,1.21866,5.09208,502.412,53.5416,15712.5,11927.3,-0.280299,1.25002,2.87477,0.153052,1.18659,0.445469,496.913,53.3171,15707.1,0.0322281,0.841914,0.00621412,15418.6 
15,46.3,15,16673.4,-0.0401311,31.8382,11.55,121.633,-0.00217945,15.0802,500,-2.24554,0.970085,0.541849,1.7991,-0.393366,-6.00144,144.589,39.5775,16387.9,11971.9,-2.20775,1.00787,0.617428,1.83689,-0.355577,0.313098,151.07,39.8421,16394.4,0.00960653,0.684213,0.00445678,15725.7 
16,46.325,16,17084,-0.0340224,32.0088,-11.7139,121.985,0.00197975,8.79967,367.404,1.87891,1.40627,2.98988,2.69569,-2.37952,31.003,172.354,61.1019,16594.9,12206.4,1.6837,1.21105,2.59944,2.50047,-2.57474,0.520391,138.874,59.7354,16561.4,0.00874953,0.570534,0.00660044,15872.2 
17,46.375,17,17249.1,0.00667034,31.8534,11.9645,121.82,-0.00326827,17.9479,2.36205e-11,2.22767,2.79426,4.84628,1.81953,2.09831,21.8952,179.478,75.537,16846.3,12408.2,2.08981,2.65639,4.57054,1.68166,1.96044,0.647303,155.834,74.572,16822.7,0.0096567,0.544237,0.00809958,16137.4 
18,46.3363,18,14562.5,-0.00179849,27.0372,11.3879,122.916,-0.0375106,-22.4324,500,-2.17544,-2.34752,4.77539,-1.03149,0.700561,-31.4833,2973.32,48.235,10812.3,10050.5,-1.9772,-2.14927,5.17187,-0.833249,0.898803,-3.65535,3007.32,49.6227,10846.3,0.225922,0.971934,0.00835735,13311.3 
19,46.34,19,15753.8,0.0402337,29.0762,11.6435,122.031,-0.0671682,6.53789,0.167252,0.833297,0.345365,2.42385,4.17582,1.10536,21.773,301.959,46.6853,14779.8,11035.2,0.696198,0.208266,2.14965,4.03872,0.968262,0.73333,278.446,45.7256,14756.3,0.0194759,0.776771,0.00567576,14296.9 
