cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,46.54,0,26002.6,-0.211627,43.6635,13.5922,117.483,-0.184631,189.807,4.41489e-05,0.160527,-2.21386,-0.99534,-1.01214,0.238451,-15.1067,189.056,1.09729,25605.3,20460.7,0.25565,-2.11873,-0.805095,-0.91702,0.333574,0.752402,210.244,1.88205,25626.5,0.00813741,0.984576,0.000135269,25836.7,-0.00050859,-0.0110181,12.1182,7.7914,126.036,55,1.95218,13.9348,12.012,116.939,141.27,9.09674,-86.2703 
1,46.9311,1,25101.8,-0.181173,49.3578,11.4631,117.829,0.208334,-107.757,138.511,-2.64013,-1.47494,-0.929727,-0.511388,-3.69061,29.0133,643.07,-8.29344,24214.9,19149.3,-2.82282,-1.65763,-1.29511,-0.694077,-3.8733,0.874783,602.376,-9.80062,24174.2,0.0243123,1.02931,-0.000747377,24776.6,0.000161522,-0.00192697,-28.5559,-0.0471311,108.579,80.2628,2.17133,11.7477,11.9719,117.368,141.41,-8.7892,-61.1472 
2,47.1111,2,24958.7,-0.190057,44.8697,12.5629,117.655,0.124789,-53.9777,37.5543,0.649695,0.370326,-2.23314,-1.3964,1.54789,-26.634,440.144,3.68305,24213.6,18569.3,0.817403,0.538033,-1.89772,-1.22869,1.7156,-33.2649,477.501,5.06663,24251,0.0193097,0.98177,0.000384713,24728.5,1.60657e-05,-0.0224959,-4.0387,-1.99862,108.232,79.6066,1.87284,12.945,12.6146,117.209,141.258,-8.97692,-61.6513 
3,46.9011,3,20488.5,-0.209905,35.6275,-13.1901,117.632,-0.0210075,123.755,96.7273,-4.62962,2.28328,-1.7257,-1.40191,1.33263,11.0161,821.149,17.5219,19295.4,15382.4,-4.69899,2.21392,-1.86443,-1.47127,1.26327,0.59091,805.698,16.9496,19279.9,0.0401131,0.964492,0.00161683,20085.6,-0.000295663,0.0541745,10.7654,18.282,121.806,97.7935,1.3907,13.6526,12.879,117.073,141.747,4.73235,-43.9537 
4,46.9911,4,22844.8,-0.0634415,39.4154,-13.1856,117.446,0.237566,-159.049,500,-3.66945,0.0649604,-0.399519,-3.39063,-3.18417,22.07,447.226,3.48888,22025.4,18148.5,-3.80842,-0.0740087,-0.677457,-3.5296,-3.32314,0.94064,416.27,2.34239,21994.4,0.0185746,0.990249,0.000196144,22410.7,4.12928e-05,-0.022107,3.39361,-5.93244,108.439,79.6152,1.65406,13.5526,12.4833,116.892,141.892,-8.45248,-62.2771 
5,47.0811,5,23855.6,-0.0161982,45.6888,11.8201,117.8,-0.0496906,-5.02142,500,0.0678176,-0.784646,-4.03561,-2.34406,0.769602,42.6535,519.271,15.6801,23025.6,17588.4,-0.20076,-1.05322,-4.57276,-2.61264,0.501025,0.423966,459.445,13.4644,22965.8,0.0196133,0.951217,0.00107882,23425.3,0.00025472,-0.0153457,4.25979,5.05181,107.846,79.5138,1.88963,12.1252,12.6198,117.284,141.651,-9.43856,-62.1371 
6,47.1411,6,24197.2,-0.232348,43.6306,12.6505,117.674,-0.0651249,319.763,0.113194,-1.25842,-1.78173,-7.47371,-3.76948,0.487285,30.0754,326.091,-0.503348,23561.1,18645.7,-1.44779,-1.97111,-7.85247,-3.95886,0.297908,0.47413,283.908,-2.06571,23519,0.0119275,1.0129,-0.000161821,23802.9,-0.000139574,-0.0240355,6.75524,0.702159,117.982,77.5213,1.85303,12.9137,12.4785,117.16,141.45,0.821301,-63.9291 
7,47.0061,7,22066.7,-0.0472287,38.7383,12.9032,117.812,0.0462012,1.02388,0.208333,-3.8059,-0.685959,-2.36745,-5.64011,-3.2202,43.0609,403.776,5.53494,21334.9,16273.3,-4.07705,-0.957103,-2.90974,-5.91125,-3.49134,0.832258,343.379,3.29801,21274.6,0.015884,0.98347,0.000285484,21617.9,1.89372e-05,-0.0102614,-5.8627,6.35533,109.592,79.6754,1.62881,13.3308,12.46,117.181,141.414,-7.58901,-61.7384 
8,46.8411,8,25674.3,-0.180443,43.6596,13.2422,117.978,0.195529,64.9596,58.7156,-1.22592,-0.356382,0.400412,4.19911,-0.984769,7.53726,2437.93,7.30824,22829.5,19234.1,-1.27338,-0.403842,0.305491,4.15165,-1.03223,0.825203,2427.36,6.91669,22818.9,0.0961474,0.995038,0.000558053,25246.3,-0.000362247,0.182717,12.1989,13.4434,120.019,91.1591,1.71643,13.6426,12.3717,117.193,141.051,2.8254,-49.8923 
9,47.0361,9,24540.8,-0.202516,40.9908,13.7503,117.509,-0.550281,489.421,0.000252815,1.21137,-2.84888,-1.14642,-0.046876,0.114911,23.3034,306.568,7.08846,24025.8,27115.5,1.06464,-2.99562,-1.43989,-0.193611,-0.0318241,0.59962,273.883,5.8779,23993.2,0.0112862,0.963802,0.00045108,24267,-0.00038571,-0.016539,3.49231,-9.84576,109.982,83.4042,1.77442,14.1002,12.2572,116.893,140.893,-6.91098,-57.4885 
