cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,70,54,4322.4,-0.264193,13.4833,9.1854,89.8419,-0.392057,559.471,416.846,-2.08676,1.31753,2.05492,-0.902943,-0.852523,-12.3485,595.68,18.7468,5085.95,11172.1,-2.009,1.39528,2.21043,-0.825188,-0.774768,682.328,612.038,19.0676,5102.3,0.119959,0.948299,0.00683697,5102.07,1920.07,776.186,46081.2,-0.0013193,0.0803714,7.93072,8.5616,90.2086,68.3555,0.682659,9.47011,9.79117,89.4804,118.238,0.72817,-49.8829 
55,15,55,4951.83,-0.295071,15.4881,9.10524,89.4573,-0.42225,704.848,70.0276,-1.58838,-0.129723,0.0569784,-1.01546,-0.0943046,18.6466,1047.35,20.5109,5363.22,14279.4,-1.70579,-0.247136,-0.177847,-1.13287,-0.211717,0.948826,1022.65,20.0266,5338.51,0.178768,0.966865,0.00686294,5720.55,2200.01,2334.6,51680.3,-0.0013817,0.178149,7.65883,7.67161,90.2982,67.2801,0.725812,9.35427,9.83127,89.1057,117.559,1.19249,-50.2789 
56,110,56,4015.44,-0.00423705,12.5226,8.89115,89.7508,-0.00323957,-15.3654,500,0.791505,0.0427517,0.410083,-0.0175819,1.96574,-3.44876,429.592,13.8343,4927.27,3626.11,0.813221,0.0644676,0.453515,0.00413405,1.98746,0.863514,434.161,13.9239,4931.84,0.0909393,0.946859,0.00517385,4774.18,1856.37,556.47,44568.4,-0.00148787,0.0376531,9.34326,17.6431,90.5991,73.7598,0.687285,9.31122,9.5014,89.3663,116.645,1.23279,-42.8857 
57,1,57,4985.75,-0.312375,15.3901,9.33862,89.9649,-0.0700039,40.3762,334.74,-0.0456381,1.4436,-1.41976,-2.83993,1.97244,62.2946,1328.6,22.8347,5384.27,4770.64,-0.43789,1.05134,-2.20426,-3.23218,1.58019,0.320259,1246.08,21.2166,5301.75,0.210785,0.971065,0.00731782,5911.63,2312.94,2722.72,53689.7,-0.00143241,0.173427,8.63553,8.54128,89.2873,66.3097,0.767687,9.34939,9.11843,89.7439,115.921,-0.456616,-49.6109 
58,5,58,4973.78,-0.237125,15.0778,9.40098,89.9083,-0.126732,172.78,500,-0.0128537,0.826215,-1.55694,0.499137,1.24421,54.9703,1177.11,17.0147,5316.48,5327.13,-0.358987,0.480082,-2.24921,0.153004,0.898077,-1.08834,1104.29,15.5869,5243.66,0.193101,0.975894,0.00544588,5718.71,2171.87,2324.96,50918.1,-0.00134599,0.15592,8.73592,8.7796,91.6271,66.465,0.731226,9.33451,9.53743,89.2791,116.636,2.34793,-50.1712 
59,90,59,4512.15,-0.172095,13.3123,9.3809,89.5875,0.452975,235.265,500,-1.37978,-1.26573,2.37819,-0.419061,0.941353,-21.0039,529.568,23.8738,5259.94,7534.46,-1.24753,-1.13347,2.64271,-0.286805,1.07361,-1.52044,557.391,24.4194,5287.76,0.106972,0.928792,0.00843526,5210.62,1969.15,644.071,47247.7,-0.0014044,0.0384649,10.4423,21.4831,89.8592,78.4174,0.69103,9.59315,9.57443,89.3228,118.269,0.536395,-39.8515 
60,30,60,4267.08,-0.036856,13.303,9.05837,90.1656,0.0539696,-28.1387,500,0.36846,-1.75225,-0.986502,-1.39164,0.207752,-4.35574,838.092,20.7666,4905.39,3972.22,0.395887,-1.72483,-0.931649,-1.36421,0.235179,0.725147,843.862,20.8798,4911.16,0.163359,0.958497,0.00777083,5165.68,1841.47,1338.39,43257,-0.0012452,0.120891,8.08752,7.97278,91.1613,66.1695,0.680758,9.15008,9.53545,89.6823,115.894,1.47898,-49.7243 
61,2,61,5099.94,-0.338891,15.8931,9.38832,89.2812,-0.386085,568.414,497.759,-1.73258,-0.146904,0.2678,-3.17017,0.0588017,36.136,1148.81,20.4959,5517.7,12001.3,-1.96012,-0.374443,-0.187277,-3.3977,-0.168737,0.96924,1100.94,19.5573,5469.83,0.186146,0.96985,0.00654331,5914.39,2440.27,2259.56,57682.7,-0.0015523,0.143949,9.4562,9.11196,88.6696,67.3475,0.786474,9.32068,9.36759,89.1986,117.404,-0.529058,-50.0565 
62,7,62,5026.54,-0.339494,15.9708,9.24712,89.8089,-0.752112,837.456,303.429,-0.551171,-1.3221,1.55415,-1.87575,-0.965624,51.716,1172.2,22.7354,5418.05,25311.6,-0.876813,-1.64774,0.902868,-2.20139,-1.29127,1.17654,1103.69,21.3921,5349.54,0.189922,0.967194,0.00731246,5811.29,2343.33,2866.71,54630.6,-0.00158902,0.189311,8.05438,8.1052,90.3683,67.4806,0.751481,9.46254,9.5984,89.5654,117.92,0.802877,-50.439 
63,25,63,4663.22,-0.0226598,14.8817,-9.1468,89.5838,0.181307,-203.496,24.8148,-1.78658,-1.03211,0.574455,-1.41192,-0.486523,36.732,827.318,18.4084,5392.28,5632.21,-2.01788,-1.2634,0.111871,-1.64321,-0.717815,1.02023,778.66,17.4544,5343.62,0.142064,0.962253,0.00598105,5481.05,2318.56,1741.79,55069.2,-0.00164443,0.151735,7.72893,7.46583,90.712,68.7866,0.758735,9.4603,9.48291,89.2276,119.16,1.48433,-50.3735 
