cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
51,50,51,24513.4,-0.0214723,45.9832,12.5315,88.9628,-0.0126561,-16.1087,500,-1.59158,-1.43149,-0.800545,-0.177946,-0.889161,45.6183,697.831,13.8252,26334.1,18765.1,-1.87882,-1.71873,-1.37504,-0.465192,-1.17641,0.792108,637.402,12.6403,26273.6,0.0268287,0.96646,0.000885458,23758.2,29007.6,856.958,747865,-0.00415828,0.0614833,16.4437,13.3656,60,87.6014,2.09773,13.1002,12.2504,89.0663,121.549,-29.0663,-33.9474 
52,0.1,52,27190.6,-0.00682061,51.2238,12.4633,88.9902,-0.0276622,-67.2368,500,-3.06413,-1.47053,-4.52329,0.220513,-0.542312,53.4304,2322.54,14.0117,27676.3,20843.2,-3.40056,-1.80697,-5.19616,-0.115924,-0.878749,0.544131,2251.77,12.6239,27605.5,0.0848295,0.990284,0.000841681,26544.6,31700.1,5707.29,812721,-0.00363044,0.201873,11.3766,10.1716,90.6437,68.7057,2.16861,13.0516,12.4823,88.9536,119.817,1.69012,-51.1109 
53,10,53,25655.3,-0.0824473,48.1345,12.5323,89.0808,0.0271632,60.2097,497.579,-3.12706,-1.4471,-4.14059,-2.13416,-2.88354,42.0016,1568.5,10.5957,26591.5,19690.5,-3.39153,-1.71157,-4.66954,-2.39863,-3.14802,0.695186,1512.87,9.50474,26535.8,0.0608447,0.989125,0.00065938,24864.4,29468.9,2581.74,757946,-0.0034386,0.108391,13.3948,11.3817,90.6891,70.7216,2.10813,13.045,12.3278,89.132,121.024,1.55712,-50.302 
54,70,54,23983.8,-0.123276,45.1373,12.5256,89.0435,0.158725,-141.231,2.27072e-10,-3.60946,-1.53959,-5.39222,-1.66065,0.882529,17.8337,557.123,14.9998,25891,19134.4,-3.72175,-1.65189,-5.61681,-1.77295,0.770235,0.531666,533.499,14.5366,25867.4,0.0229001,0.954487,0.00103413,23296.8,28416.9,813.938,732681,-0.00418633,0.0614863,-15.2947,14.4757,60,87.0106,2.09529,13.0234,12.1078,89.1261,120.944,-29.1261,-33.9329 
55,15,55,24398.8,-0.418087,46.609,12.5943,89.173,0.710835,-480.025,295.106,-0.956174,-1.18604,-1.10765,-2.57997,-0.687613,76.2566,1416.71,14.7497,25667.7,30216.8,-1.43634,-1.66621,-2.06799,-3.06014,-1.16778,0.779965,1315.69,12.769,25566.7,0.0552478,0.9833,0.000919173,23814.4,28299.9,2145.71,728033,-0.00467276,0.0577191,29.7938,15.5567,83.4643,74.037,2.09701,12.9602,12.0748,89.2116,120.682,-5.74728,-46.645 
56,110,56,24748.2,-0.100264,46.0939,12.6373,89.2057,0.188847,1143.56,0.000288127,-1.60541,-0.330812,-3.67152,-1.6594,-1.37727,26.2099,537.329,5.4849,26652.3,25992.5,-1.77045,-0.495849,-4.00159,-1.82443,-1.54231,0.584666,502.609,4.80412,26617.6,0.0210067,0.983548,0.000332365,23926.1,29593,835.759,762944,-0.0122724,0.0146032,512.113,83.0142,60.0001,54.6504,2.11509,13.1611,12.2447,89.3278,119.518,-29.3277,-64.8674 
57,1,57,26772.2,-0.568901,51.3404,12.5836,89.079,-0.149713,1495.42,498.614,-1.37455,-1.40785,-2.54154,-0.665521,-2.11911,65.4228,2138.32,12.3,27460.8,28319.1,-1.7865,-1.8198,-3.36544,-1.07747,-2.53106,0.681913,2051.66,10.6007,27374.1,0.0784846,0.991039,0.000712849,26140.9,31386.1,5016.36,804943,-0.00380097,0.186199,11.5833,10.3415,90.9989,68.7898,2.16187,12.9995,12.4991,89.0466,120.313,1.95235,-51.5234 
58,5,58,26844.4,-0.57442,51.1971,12.7067,89.2323,0.438103,2393.86,0.000124645,-1.41112,-1.38086,-4.20376,-1.63974,-0.582578,48.1855,1841.16,13.5267,27946.8,55318,-1.71453,-1.68427,-4.81058,-1.94315,-0.885989,0.564201,1777.33,12.2751,27882.9,0.0675425,0.988058,0.000810305,26314.3,32963.4,3793.74,846930,-0.00403665,0.154236,11.6248,10.6942,91.0994,70.6784,2.23179,13.1496,12.2023,89.2671,121.923,1.83226,-51.2449 
59,90,59,24954.6,-0.0635132,46.7068,12.5989,88.9716,0.163427,8.12351,1.48398e-09,-3.03053,0.849797,-4.73947,-2.27993,0.38094,19.2303,491.388,13.7467,27075,19199.3,-3.15162,0.728709,-4.98164,-2.40102,0.259852,0.478128,465.914,13.2472,27049.5,0.0191976,0.952601,0.000901337,24269.5,30953,824.393,798097,-0.0171812,0.0188919,-10904.6,-104.644,60.8769,55.45,2.1751,13.1755,12.1026,89.0707,120.979,-28.1938,-65.5292 
60,30,60,26069.6,-0.50901,49.352,12.6437,89.1188,0.318605,-288.385,226.669,-4.00283,-2.02267,-3.80655,-0.703035,-1.18686,22.1465,943.877,16.3909,27735.5,23304.1,-4.14228,-2.16212,-4.08545,-0.842485,-1.32631,0.67469,914.54,15.8157,27706.1,0.0361536,0.970625,0.00105044,25295.9,32184.9,1280.11,829537,-0.00472191,0.0455549,28.7676,16.4548,68.7426,81.9038,2.20942,13.1221,12.2247,89.1974,121.386,-20.4548,-39.4823 
61,2,61,27913.9,-0.0109034,53.1027,12.4416,89.0886,-0.0212064,-83.7056,500,-2.22314,-1.30165,-4.76219,-2.01149,-2.03878,133.235,2169.43,16.119,28710.3,21565.1,-3.06208,-2.14059,-6.44007,-2.85043,-2.87772,0.629261,1992.94,12.6583,28533.8,0.073533,0.989007,0.000816539,27102.7,34714,5826.64,890279,-0.00418725,0.208702,10.9856,10.2928,90.7308,70.127,2.2793,13.1545,12.2931,89.1047,121.261,1.62613,-51.1344 
62,7,62,26680.7,-0.0741478,50.2121,12.559,89.1225,-0.000679494,41.5364,499.848,-3.43782,-2.2941,-4.66844,-0.86206,-2.0539,74.3827,1746.69,22.3615,27768,20529.5,-3.90619,-2.76247,-5.60518,-1.33043,-2.52227,0.652425,1648.15,20.4295,27669.4,0.0633972,0.978769,0.00135825,25997.2,32260.1,3452.73,829206,-0.00389961,0.140596,11.9687,10.9593,90.8544,70.6151,2.20206,13.1884,12.2303,89.1756,121.431,1.67886,-50.8155 
63,25,63,24091.2,-0.0581725,46.1889,12.3419,88.9697,0.0507076,-64.3033,500,-1.64693,-0.395093,-2.23992,-0.391902,1.47872,79.0676,1023.48,18.6287,25710.4,18663.4,-2.1448,-0.892961,-3.23566,-0.88977,0.980849,0.476629,918.741,16.575,25605.6,0.0391759,0.969394,0.00119101,23451.7,28426.4,1362.61,732078,-0.00465207,0.0443848,31.9432,15.358,76.6259,76.651,2.10162,12.9669,12.0775,88.994,119.854,-12.3681,-43.2032 
64,25,64,25666.8,0.00811534,48.2407,12.5644,89.0397,-0.139936,79.4224,0.000189272,-0.955946,-1.39264,-4.75279,-1.74008,-0.775045,29.9034,1087.47,8.04237,27295.3,20092.9,-1.14424,-1.58093,-5.12937,-1.92838,-0.963339,0.522683,1047.85,7.26565,27255.7,0.0418591,0.988011,0.000490816,25032.9,30883.7,1360.8,795634,-0.00491934,0.0453886,30.8638,17.1906,71.9661,78.2245,2.15093,13.1001,12.3977,89.1288,120.63,-17.1628,-42.4056 
65,25,65,25828.7,-0.00412913,49.0631,12.4346,88.884,-0.00480655,-21.2342,500,-1.46555,-0.104363,-2.94008,-1.34702,-1.65198,35.5688,1055.36,13.9059,27646.8,19863.4,-1.68951,-0.32833,-3.38802,-1.57098,-1.87595,0.617294,1008.25,12.982,27599.7,0.0398579,0.977964,0.000865716,25296,32174.2,1379.87,829049,-0.00511273,0.045938,30.8427,16.399,71.4646,80.0214,2.20866,13.0274,12.3198,88.9418,121.605,-17.4772,-41.584 
66,25,66,24361.1,-0.188504,47.2584,12.3251,89.1762,0.290642,-107.842,0.000425134,-3.89416,-0.139846,-4.37471,-2.32629,-0.613205,58.0394,942.425,17.442,26202.6,19981.5,-4.25962,-0.505305,-5.10563,-2.69174,-0.978663,0.622949,865.541,15.9344,26125.7,0.0362817,0.968788,0.00112227,23856.2,29263,1307.95,753648,-0.00491305,0.0442455,31.4091,15.8116,73.414,79.2226,2.12561,12.9399,12.1928,89.2059,121.427,-15.792,-42.2045 
67,25,67,25188.2,-0.537735,48.2534,12.6024,88.8532,0.890239,-216.374,431.061,-2.1602,-4.18509,-2.39513,-0.355018,-1.48844,53.0911,925.836,14.2603,27036.5,26066.5,-2.4945,-4.51939,-3.06373,-0.689319,-1.82274,0.756647,855.507,12.8813,26966.2,0.0347968,0.974327,0.000879171,24585.8,30614.3,1262.52,788703,-0.00488959,0.0447449,30.79,15.2628,71.3364,80.1823,2.15405,13.1152,12.2533,88.9331,120.915,-17.5966,-40.7328 
68,25,68,25853.3,-0.533752,48.9176,12.7201,89.2502,0.141355,37.1465,478.991,-3.34915,-0.886874,-2.57882,-1.63296,0.903963,45.2606,1026.11,16.0113,27505.5,20426.8,-3.63414,-1.17187,-3.14881,-1.91796,0.618969,0.659728,966.157,14.8357,27445.6,0.0384644,0.973831,0.000994757,25118.3,31812.4,1404.6,819683,-0.00489895,0.0458501,31.5225,15.8965,73.2713,79.0748,2.19663,13.1826,12.1725,89.29,121.039,-16.0188,-41.9645 
