cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,5,10,30650.7,-0.444898,57.991,12.3506,89.112,0.286902,38.0642,337.625,0.285952,0.481595,4.34782,3.88368,-0.109589,115.642,16245.2,29.6136,16582.9,23671,-0.442215,-0.246571,2.89149,3.15551,-0.837756,0.360355,16092,26.6099,16429.7,0.52674,0.997115,0.00297463,30550.2,24203.8,319007,304267,-0.00282437,1.49521,12.346,10.8508,89.7104,70.9408,1.37487,12.6681,12.0062,88.6835,123.227,1.02687,-52.2867 
11,90,11,10798,-0.244108,21.1195,12.4166,89.4018,-0.159673,317.767,283.471,1.614,0.756783,-0.366041,2.31439,0.0380471,34.7761,5975.05,13.5896,6154.71,10188.2,1.39502,0.537807,-0.803992,2.09541,-0.180928,1.26418,5928.98,12.6863,6108.64,0.524476,0.996269,0.00381106,11304.6,3371.07,42102.4,41758.7,-0.00139956,0.545371,12.4509,10.636,89.8095,70.2862,0.510723,12.533,12.0066,88.9105,122.923,0.898939,-52.637 
12,30,12,20638.1,-0.0170028,39.567,12.1601,89.4909,-0.0922544,35.4348,457.557,2.33448,2.11924,-1.16017,1.20279,-1.1248,112.08,11279,17.1417,11159.2,15769.1,1.62875,1.41351,-2.57164,0.497059,-1.83054,-1.98034,11130.5,14.2306,11010.7,0.534608,0.997768,0.00237513,20820,11467.4,153967,139399,-0.00220048,1.04839,12.314,10.688,89.9711,70.8847,0.931097,12.6814,11.9641,89.1706,123.283,0.800569,-52.3979 
13,2,13,33763.9,-0.136592,62.2199,12.3685,89.5051,0.0767717,8.91655,386.416,-1.96841,-0.736548,3.45037,0.939071,0.988916,149.195,18312.9,31.1644,17708.8,25074.2,-2.90785,-1.67599,1.5715,-0.000367789,0.0494775,1.53033,18115.3,27.2892,17511.2,0.540349,0.997371,0.0028625,33525.1,29383.5,403624,353443,-0.00294685,1.67487,12.6064,10.6999,90.0089,71.0245,1.4963,12.7356,11.7083,89.004,123.087,1.0049,-52.062 
14,7,14,28884.9,-0.509452,55.4794,12.3505,89.6513,-0.139864,950.135,441.607,2.658,2.0462,5.4709,2.11172,0.79977,126.814,16063.5,18.8474,15122.4,26631.4,1.85949,1.24769,3.87388,1.31321,0.00125856,0.533016,15895.5,15.5535,14954.4,0.547076,0.998291,0.00191224,29055.3,22341.4,313711,261164,-0.00315651,1.4776,12.4106,10.8769,90.167,70.4726,1.28445,12.6908,11.7965,89.2246,122.532,0.942412,-52.0589 
15,25,15,22050.8,-0.375774,42.4315,12.2925,89.5827,-2.68552,2865.6,349.264,0.902289,1.5791,3.20462,2.63372,1.10349,129.247,11790.1,17.2309,12129.7,267497,0.0884524,0.765265,1.57695,1.81988,0.289651,0.65267,11618.9,13.8738,11958.4,0.524737,0.997915,0.00213259,22142.3,13017.8,167905,165280,-0.00223689,1.08724,12.4068,10.7554,90.175,70.5785,1.02766,12.5319,11.796,89.0989,123.154,1.07607,-52.576 
16,20,16,22698.9,-0.217604,44.0524,12.1946,89.5222,0.0891154,44.1025,499.997,-0.406769,0.71883,1.48378,1.98326,-0.716405,141.253,12184.4,11.5462,12620.5,17615.6,-1.2962,-0.170602,-0.295084,1.09383,-1.60584,0.870229,11997.3,7.87732,12433.4,0.523015,0.998852,0.00116573,22938.7,14277,182468,183369,-0.00256233,1.14905,12.2863,10.5759,90.1037,71.1522,1.08673,12.5272,11.7182,89.052,123.646,1.05166,-52.4939 
17,150,17,7149.4,-0.0814107,14.2564,12.4351,89.3349,-0.0626739,84.6063,500,0.947527,0.071607,4.45852,2.70225,0.401708,59.7937,3876.85,8.5533,4394.67,5943.67,0.571022,-0.304898,3.70551,2.32574,0.0252024,0.413924,3797.64,7.00022,4315.47,0.500002,0.996785,0.00297922,7595.26,1602.76,17738.8,20220.2,-0.00109666,0.354251,12.3532,10.6197,89.7733,69.6166,0.346258,12.8565,12.1896,88.8411,122.153,0.932188,-52.5359 
18,40,18,16589.4,-0.379823,33.5464,12.0257,89.695,0.61145,-346.216,13.6782,2.79413,-1.49152,0.229409,1.32366,-1.54464,122.204,9365.85,13.8214,8992.68,20024,2.02465,-2.26101,-1.30956,0.55417,-2.31412,0.603868,9203.96,10.6473,8830.8,0.542205,0.99798,0.00221611,16975.1,8043.73,109101,95511.7,-0.00210252,0.890844,12.1032,10.662,90.296,70.1449,0.793897,12.1825,11.7354,89.1438,122.288,1.15215,-52.1431 
19,50,19,15257.9,-0.330235,30.2663,12.1876,89.5973,-0.484902,488.677,150.885,0.209803,-0.768238,1.94958,0.720069,-1.36296,86.5648,8342.86,5.18623,8576.11,19721.9,-0.335272,-1.31331,0.859424,0.174993,-1.90803,1.34074,8228.19,2.93779,8461.44,0.524949,0.999376,0.000639166,15674.3,6669.3,83849.4,85312.6,-0.00190609,0.776152,12.3573,10.5758,90.3064,71.1837,0.742159,12.3099,11.8606,89.0309,123.865,1.27556,-52.6809 
20,0.1,20,32700.7,-0.290781,62.2112,12.2566,89.6446,0.352367,38.0304,1.99947e-06,0.990035,-0.855197,1.81916,1.96422,0.921219,196.318,17931,27.8668,17090.5,25258.1,-0.24613,-2.09136,-0.653166,0.728052,-0.314946,0.746594,17671,22.7676,16830.4,0.544028,0.99775,0.00248575,32481.7,28094.9,388183,335662,-0.00326549,1.63554,12.5031,10.8994,90.3426,70.8214,1.46262,12.5832,11.787,89.113,122.651,1.22966,-51.83 
21,10,21,26670,-0.483689,51.3164,12.3579,89.6022,0.121131,1255.42,459.897,0.366004,-0.770014,-0.385604,1.30159,-0.778241,180.783,14568.4,16.6366,14414.8,25594.5,-0.772338,-1.90836,-2.66229,0.163249,-1.91658,0.624835,14328.9,11.9409,14175.3,0.534597,0.998544,0.00154933,26803.2,19105.4,256160,234738,-0.00276435,1.34735,12.4173,10.6771,90.1763,70.4554,1.22433,12.535,11.8123,89.1604,122.622,1.01596,-52.1664 
22,70,22,11904.9,-0.0253938,23.7367,12.0473,89.5357,0.0155609,35.1113,500,-0.276515,-0.642822,-3.77619,2.07358,-3.04936,147.665,6713.54,5.51673,6671.04,9326.84,-1.20632,-1.57263,-5.6358,1.14377,-3.97917,0.499047,6517.93,1.68126,6475.43,0.533543,0.999549,0.00047805,12216.3,4246.67,54609.8,51369,-0.00154401,0.630221,12.3357,10.4307,90.0908,70.1734,0.578948,12.3441,11.6527,89.0482,122.534,1.04261,-52.3601 
23,15,23,25677.6,-0.48656,49.5109,12.3798,89.6055,0.413427,211.821,475.32,0.867828,-0.714998,-0.62957,2.99187,-2.1171,163.398,13831.4,14.3435,14055.2,22803.8,-0.161044,-1.74387,-2.68731,1.963,-3.14597,0.53468,13614.9,10.0994,13838.8,0.527852,0.998704,0.00134255,25793,17564.8,227313,223673,-0.00284041,1.25655,12.4608,10.8778,90.158,71.3966,1.1854,12.6555,11.8881,89.2909,123.65,0.867057,-52.2535 
24,110,24,8921.12,-0.00446047,17.5547,12.299,89.6363,-0.00222173,-1.85832,500,-1.16703,-0.792497,-2.83542,0.774582,-0.733129,82.0101,4836.54,7.6123,5327.22,7028.56,-1.68342,-1.30889,-3.86822,0.258187,-1.24952,0.507351,4727.9,5.48217,5218.58,0.507271,0.997975,0.00193141,9320.25,2405.68,28145.6,30712,-0.00125,0.445038,12.439,10.627,90.1599,69.4311,0.438258,12.5999,11.8535,89.1439,121.891,1.01601,-52.4601 
25,1,25,33378.4,-0.525905,63.2013,12.4154,89.6528,0.64041,608.437,479.485,0.933535,-0.634553,0.779065,2.32408,0.619191,173.976,18632.4,37.3773,17086,38227.9,-0.161942,-1.73003,-1.41189,1.2286,-0.476286,0.446653,18401.9,32.8585,16855.5,0.553695,0.996885,0.00357818,33234.8,28803.9,410849,331383,-0.00320471,1.67131,12.6056,10.9625,90.3419,71.4172,1.44694,12.6279,11.8456,89.1141,123.377,1.22784,-51.9599 
26,5,26,29802,-0.425615,57.0486,12.3317,89.3057,0.215345,247.049,499.479,0.286718,-2.40745,2.20199,4.25083,2.07479,160.033,16214.2,15.8443,16049.1,24633.4,-0.720968,-3.41513,0.186622,3.24314,1.0671,0.482708,16002.2,11.6876,15837.1,0.534496,0.998723,0.00135761,29938.9,23914.5,319148,295776,-0.00297457,1.51146,12.3059,10.6744,89.919,71.2934,1.38231,12.5585,11.6518,88.8556,123.588,1.06339,-52.295 
27,90,27,9971.27,-0.270824,19.877,-12.4417,89.5981,0.201344,-70.5172,369.256,0.46626,-1.99369,-0.783794,1.55238,-0.54568,95.9911,5357.08,6.83504,5953.95,8512.73,-0.138171,-2.59812,-1.99265,0.947951,-1.15011,0.595901,5229.93,4.34176,5826.79,0.504941,0.998549,0.00137074,10357.5,2980.29,33848.7,39802.6,-0.00134236,0.492208,12.3303,10.5763,90.0366,69.7927,0.504021,12.3652,11.885,89.1156,122.191,0.921006,-52.3981 
28,30,28,20224.6,-0.353176,38.8348,12.3436,89.5136,1.27258,-1500.83,470.372,-1.34468,-1.98257,-1.67468,-0.126556,-0.0438115,91.1582,10871.4,19.2183,11085.8,77778.9,-1.91868,-2.55657,-2.82268,-0.700555,-0.617811,0.672402,10750.6,16.8505,10965,0.526995,0.997265,0.00282287,20399.8,10819.5,138213,138371,-0.00217447,0.974999,12.4138,11.0035,90.0888,72.373,0.928742,12.6351,11.9891,89.1549,125.014,0.933873,-52.6412 
29,2,29,29053.4,-0.476402,57.2067,11.976,89.8735,-0.111292,743.295,429.174,-0.394946,-2.91288,0.435457,0.29398,2.00552,172.48,15912.2,21.6189,15327.8,24995.4,-1.48101,-3.99894,-1.73667,-0.792083,0.919454,0.755028,15683.7,17.1389,15099.3,0.541358,0.998091,0.00208657,28971.1,23220.8,316031,281622,-0.00282672,1.51541,12.0741,10.7037,90.2926,70.894,1.37092,12.1866,11.6134,89.5758,122.84,0.716767,-51.9462 
30,7,30,29510.4,-0.467379,55.7251,12.4542,89.4687,-0.162839,683.814,0.0160277,0.56313,-0.913396,-0.0104716,-1.61339,-0.770894,153.854,15647,28.4065,16072.8,26217.2,-0.405647,-1.88217,-1.94803,-2.58217,-1.73967,0.772365,15443.2,24.4103,15869,0.525137,0.997241,0.00282559,29407.9,22462.6,291847,286267,-0.00269646,1.43156,12.428,10.7652,90.1515,70.6671,1.3364,12.6304,11.9902,88.9851,122.807,1.16642,-52.1401 
31,25,31,22148.5,-0.420841,43.4044,12.1836,89.5656,0.355294,-34.7036,163.778,1.45937,-1.22757,2.33907,2.05807,2.00178,134.135,11964.5,15.7677,12091.7,17616.3,0.614755,-2.07219,0.649844,1.21346,1.15717,0.584244,11786.8,12.2837,11914,0.529243,0.99818,0.00189567,22271.1,13512.6,175208,170938,-0.00236034,1.12139,12.2403,10.6929,90.1309,70.4006,1.05554,12.4354,11.6485,89.1184,122.629,1.01254,-52.2289 
32,20,32,22703.4,-0.0168222,43.8188,12.1085,89.5951,-0.041364,38.3409,500,1.76972,-1.11429,1.44777,0.418904,-1.29024,120.383,13052.5,15.2174,11638.2,17323.7,1.0117,-1.87231,-0.0682597,-0.339113,-2.04826,0.979416,12893.1,12.0905,11478.7,0.560706,0.998362,0.00193654,22994.3,14135.6,205619,156775,-0.0026821,1.19293,12.4336,10.9148,90.0803,70.4832,0.998747,12.5825,11.8111,89.1415,122.545,0.938779,-52.0617 
33,150,33,7554.65,-0.0122019,15.3179,12.1733,89.5806,-0.0412495,25.0816,500,0.403898,-3.19288,0.661013,2.70368,-0.226325,98.0577,4659.51,5.11471,4129.72,6103.88,-0.213545,-3.81033,-0.573874,2.08624,-0.843768,0.828964,4529.62,2.56776,3999.83,0.562723,0.999009,0.00118117,8049.47,1812.37,24557.6,18872.2,-0.0012995,0.408146,12.3589,11.1443,90.1694,70.513,0.338538,12.6032,12.1679,89.1119,123.468,1.05753,-52.9554 
34,40,34,17866.2,-0.212607,35.2213,12.0113,89.55,-1.19306,169.728,2.61023e-07,-0.296422,-1.91813,-2.05444,1.83697,0.231386,75.8134,9576,17.1385,9994.68,20363.7,-0.773799,-2.39551,-3.00919,1.3596,-0.245991,0.405872,9475.58,15.1694,9894.25,0.521137,0.997206,0.00281627,18182.5,8876.76,112906,113342,-0.0020196,0.904952,12.0713,10.7258,90.2451,70.675,0.850112,12.3511,11.995,89.0038,123.266,1.24134,-52.5909 
35,50,35,15363.6,-0.0346028,30.1854,12.1377,89.5387,0.0414343,-22.9584,500,-1.56273,-1.82153,-0.542097,-0.466298,-1.75562,130.583,8380.05,8.5881,8744.75,11957.9,-2.38498,-2.64377,-2.18658,-1.28854,-2.57787,0.802686,8207.07,5.19634,8571.77,0.521076,0.998893,0.00111547,15750.2,6804.92,85067.2,87429.3,-0.00195115,0.786963,12.2737,10.5229,90.2062,69.9,0.749832,12.4479,11.7835,88.9888,122.213,1.21741,-52.313 
36,0.1,36,29611.3,-0.539131,57.1222,12.3304,89.5669,0.00476237,714.856,34.0052,-0.633927,-2.81119,-1.70207,1.00358,1.24202,210.809,16327.1,30.6762,15719.8,23039.4,-1.96134,-4.1386,-4.35688,-0.323823,-0.0853896,0.599036,16047.8,25.2007,15440.5,0.541507,0.997259,0.00299751,29635.5,23924.7,327774,288219,-0.00294486,1.54084,12.4018,10.4536,90.3343,70.8459,1.37375,12.3253,11.7152,88.9488,122.685,1.38553,-51.8395 
37,10,37,25470.8,-0.161809,48.8697,12.1839,89.5806,0.221873,14.2979,496.21,0.280285,-1.13145,-1.32443,3.12186,-0.505098,185.591,13521.3,21.4158,13990.8,19486.3,-0.888331,-2.30007,-3.66166,1.95325,-1.67371,0.442714,13275.4,16.5953,13744.9,0.523253,0.997817,0.00221917,25371,17426.6,224555,223152,-0.00234868,1.27764,12.2876,10.5045,90.1998,70.3749,1.20226,12.3603,11.7988,89.2105,122.586,0.989238,-52.2114 
38,70,38,12318,-0.0487573,24.1196,12.1722,89.5748,0.0200512,76.3484,499.957,-0.692849,-0.305344,2.43663,-1.29962,-0.112447,112.901,6507.45,11.5725,7323.9,9607.13,-1.40376,-1.01625,1.01481,-2.01053,-0.823358,1.23939,6357.9,8.63999,7174.34,0.501755,0.997628,0.00221352,12671.3,4412.41,50575.8,60213.8,-0.00159496,0.603009,12.3746,10.5345,90.1544,70.3621,0.619931,12.3673,11.9256,89.152,122.704,1.00236,-52.3418 
39,15,39,25726.1,-0.444445,49.469,12.315,89.623,0.458027,132.915,61.0672,-1.12121,-1.6943,-0.593665,4.17949,1.50173,146.255,13560.2,19.722,14214.3,21813.6,-2.04214,-2.61523,-2.43552,3.25856,0.580802,0.25142,13366.4,15.9232,14020.5,0.520004,0.99792,0.00208772,25704.5,17813.2,226910,230842,-0.00261151,1.27868,12.2965,10.6059,90.2334,70.5672,1.21376,12.6299,11.7263,89.2503,122.724,0.983155,-52.1565 
40,110,40,8909.72,-0.0133717,18.8198,11.6915,89.7935,0.0245765,3.29707,499.996,2.00421,0.887129,-0.204432,3.40446,1.17454,74.7037,5220.02,3.07845,5072.54,7165.38,1.53382,0.416739,-1.14521,2.93407,0.704147,1.25772,5121.06,1.13809,4973.58,0.539183,0.999611,0.000421347,9497.81,2656.75,33750.3,31429,-0.0015763,0.49795,12.0583,10.5945,90.5489,69.2213,0.457773,12.0656,11.6659,89.1735,121.571,1.37537,-52.3494 
41,1,41,34908.9,-0.550469,65.6687,12.4976,89.666,1.38104,1318.75,391.264,0.651055,-2.5457,0.836948,2.12954,3.57328,191.537,18687.1,31.1484,18635.6,86004.2,-0.555003,-3.75176,-1.57517,0.923477,2.36722,0.392116,18433.3,26.1734,18381.8,0.532611,0.997521,0.00261606,34609.3,31528.5,416437,396408,-0.0032548,1.68825,12.6379,10.856,90.303,70.8778,1.59403,12.6182,11.6899,89.1667,122.91,1.13632,-52.0317 
42,5,42,31003.6,-0.538338,59.2013,12.4067,89.5145,-0.199591,210.235,116.719,-0.703685,-0.913336,-3.78505,2.66815,1.5722,188.047,16612.2,26.4197,16759.9,25276.1,-1.88776,-2.09742,-6.15321,1.48407,0.388117,0.255618,16363.1,21.5354,16510.8,0.529677,0.997702,0.00239694,30892.6,25346.9,331725,320926,-0.00307865,1.52096,12.4994,10.7842,90.1332,71.0181,1.43291,12.5824,11.7454,89.1058,123.287,1.02738,-52.2692 
43,90,43,11076.8,-0.045685,22.4863,11.9481,89.5703,-0.000286241,-55.0058,497.993,0.0341918,1.02171,1.33092,0.645327,0.0800882,91.4262,6253.56,7.57478,6386.61,8746.55,-0.541495,0.44602,0.179546,0.0696406,-0.495598,1.52516,6132.45,5.20007,6265.5,0.526567,0.998518,0.00152653,11646.1,3762.36,47439.3,46304.2,-0.00170408,0.587175,12.198,10.5793,90.1804,69.7317,0.543116,12.4359,11.8982,89.0252,122.21,1.15525,-52.4788 
44,30,44,19804.9,0.0609748,38.191,12.0829,89.7179,0.0327853,-46.7238,4.34714e-13,-0.456572,-1.48657,3.80049,0.67682,0.451721,163.842,10374.7,13.8691,11229.8,15071.9,-1.48824,-2.51824,1.73715,-0.354851,-0.57995,1.54216,10157.7,9.61344,11012.7,0.51175,0.998346,0.00160546,19848.9,10887.3,133530,145000,-0.00203673,0.995584,12.1756,10.3977,90.335,70.4677,0.970324,12.4525,11.6725,89.3117,122.862,1.02333,-52.3939 
45,2,45,30953,-0.0799664,58.8685,12.2772,89.4969,0.299589,-276.909,0.016834,-2.26724,-2.21107,2.49425,1.66396,1.95734,214.528,16212.7,28.8449,17105.3,26228.1,-3.61806,-3.56189,-0.207403,0.313129,0.606513,0.967933,15928.5,23.2727,16821.1,0.51832,0.99745,0.00254215,30731.1,25232.3,318958,330913,-0.00288034,1.51132,12.3303,10.6467,90.0754,70.8848,1.45255,12.5234,11.8405,89.0567,122.961,1.01878,-52.076 
46,7,46,26469.4,-0.208375,50.5476,12.2856,89.5671,0.0394611,790.698,1.60578e-08,0.0575555,-0.950116,0.317007,0.574956,-0.123369,187.726,13690.3,26.8484,14938.1,21231.6,-1.12451,-2.13218,-2.04712,-0.607107,-1.30543,0.716322,13441.6,21.9724,14689.4,0.509765,0.997148,0.00274784,26368.3,18979.8,229538,258324,-0.00247462,1.29194,12.4051,10.4032,90.1491,70.536,1.30315,12.3797,11.6077,89.1583,122.681,0.990878,-52.1452 
47,25,47,20118,-0.384336,39.2684,12.2383,89.6604,0.6658,-1042.13,498.374,-0.976005,-1.36519,3.92907,2.84435,1.46192,159.894,10715.4,11.1582,11332.3,38231.5,-1.98281,-2.372,1.91546,1.83755,0.455111,14.0576,10503.6,7.00511,11120.5,0.517683,0.998834,0.00115905,20289.7,11346.1,141546,148629,-0.00196536,1.02852,12.245,10.2556,90.3129,70.1673,0.995888,12.1777,11.6181,89.1776,122.542,1.13528,-52.375 
48,20,48,22231.9,-0.421993,43.3865,12.2348,89.6435,0.240296,86.1128,2.73068,0.70983,-1.83234,0.347685,1.1759,-0.183506,145.711,11891.5,16.3198,12303.5,17953.8,-0.207673,-2.74984,-1.48732,0.258401,-1.10101,0.718707,11698.5,12.5351,12110.5,0.523289,0.998128,0.00190306,22355.7,13784.4,176006,177366,-0.00227301,1.14053,12.2092,10.4153,90.2783,70.4828,1.08386,12.3671,11.5348,89.2245,122.642,1.05379,-52.1592 
49,150,49,7988.25,-0.244713,16.3474,12.3119,89.6206,2.02813,1232.98,185.084,1.0915,-1.08646,2.33487,-0.46571,0.0744711,53.4918,4475.41,10.27,4688.8,87956.5,0.754677,-1.42329,1.66123,-0.802534,-0.262353,23.9869,4404.55,8.88056,4617.94,0.52012,0.996484,0.00352997,8468.33,1959.65,23809.9,23503.1,-0.00122073,0.411462,12.1872,10.7662,90.0248,69.7113,0.375552,12.68,12.2876,89.2415,122.27,0.783357,-52.5592 
50,40,50,16670.5,-0.00352928,32.7665,12.0282,89.5586,-0.000590687,-8.58158,0.00313671,-1.07222,-1.39874,0.7333,0.133874,0.331425,132.357,8856.17,13.4684,9608.02,12830.2,-1.90564,-2.23215,-0.933534,-0.699544,-0.501992,0.851179,8680.84,10.0306,9432.69,0.511191,0.997982,0.00195503,16981.6,7876.67,95476.5,104916,-0.00186394,0.841075,12.0473,10.5221,90.1983,70.2275,0.825149,12.3065,11.8154,89.0882,122.518,1.11015,-52.2902 
51,50,51,15803.3,-0.367796,31.7032,12.1432,89.375,-2.01009,874.106,482.107,0.913231,-2.399,3.79519,1.46782,2.89721,80.8636,8804.65,17.0759,8763.61,69729.6,0.404055,-2.90817,2.77683,0.958643,2.38804,0.23279,8697.53,14.9756,8656.5,0.533092,0.996996,0.00317668,16315.2,7273.4,95734.3,88970.4,-0.00214303,0.8333,12.1071,10.6966,89.929,69.5105,0.754349,12.4196,11.89,88.9412,121.799,0.987775,-52.2888 
52,0.1,52,35456.8,-0.05153,65.2586,12.5064,89.433,-0.0270434,109.284,500,-0.0640125,-2.34568,1.61637,0.216403,2.73709,175.929,18893.9,32.916,18954.6,26664.5,-1.17179,-3.45346,-0.599188,-0.891375,1.62931,0.866446,18660.8,28.3464,18721.6,0.531106,0.997349,0.00278139,35135.8,31677.7,419112,397173,-0.0029815,1.69455,12.6879,10.8125,90.2234,71.4437,1.57922,12.7437,11.8123,88.8524,123.519,1.37108,-52.0753 
53,10,53,26267.6,-0.476319,50.5526,12.355,89.5412,0.123215,990.407,24.3586,-1.66229,-1.32837,-0.36972,-0.380443,0.0670859,245.213,14095.2,14.5258,14324.4,24304.7,-3.20633,-2.87241,-3.4578,-1.92448,-1.47695,0.73274,13770.3,8.15666,13999.5,0.527803,0.998964,0.00107213,26089.9,18779.3,244407,238387,-0.00259578,1.32915,12.4235,10.4655,90.0952,70.5827,1.25035,12.4449,11.5777,89.1783,122.533,0.916855,-51.9507 
