cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
10,5,10,13320,-0.225211,34.6536,9.39259,90.817,0.284354,-316.379,0.00244664,2.63766,-2.31191,0.470864,1.0412,-1.92663,132.471,9015.62,1.40323,5572.79,13524.3,1.80353,-3.14604,-1.1974,0.207066,-2.76076,0.764921,8840.14,-2.03757,5397.31,0.6505,1.0004,-0.000695907,13589.8,8941.62,160693,67240.2,-0.00186688,1.32901,9.70766,8.72123,91.128,70.1205,0.858142,9.22478,9.22863,90.4009,121.918,0.727091,-51.7975 
11,90,11,6534.25,-0.196221,16.4066,10.0073,90.4713,0.318162,-303.958,94.8885,-1.37967,1.29988,4.97093,-0.726404,0.43389,87.604,5659.08,3.98092,1787.79,8492.95,-1.93129,0.748261,3.86769,-1.27802,-0.11773,-2.00075,5543.03,1.70549,1671.74,0.790263,0.999462,0.00187577,7014.16,2588.39,57647.8,6184.35,-0.000952865,0.776931,10.0389,8.87989,90.7125,69.7259,0.245637,9.45746,9.56443,89.8354,121.736,0.877191,-52.0104 
12,30,12,9459.03,-0.282211,25.0236,9.49037,90.2392,0.138651,153.134,13.9873,0.575818,0.560374,-0.42609,0.362782,-0.774041,95.1514,6768.5,6.21552,3874.57,8422.06,-0.0233247,-0.038769,-1.62438,-0.236361,-1.37318,0.50717,6642.46,3.74405,3748.52,0.668178,0.999015,0.00183653,9941.16,4846.57,90332,32078.2,-0.00143649,1.01341,9.6108,8.53391,90.5885,70.1668,0.596546,9.17009,9.1383,89.6906,121.994,0.897968,-51.827 
13,2,13,13892.9,-0.0047539,35.8926,9.39769,89.786,-0.00453388,-18.0115,1.25014e-11,1.1491,-2.09889,2.95574,1.67589,0.961096,128.997,9334.94,11.5238,5993.69,10983.1,0.336842,-2.91115,1.33122,0.863634,0.148837,6.77251,9164.06,8.17327,5822.81,0.641376,0.998442,0.00257903,14288.1,9815.53,172898,77951.8,-0.00201345,1.38125,9.76211,8.62987,90.1477,71.1581,0.933913,9.24461,9.03239,89.2314,123.064,0.916313,-51.9062 
14,7,14,13195.5,-0.318098,33.647,9.59287,90.0724,0.0689633,-363.269,39.1617,-0.868188,0.453974,1.85632,-1.27077,1.61914,149.538,8918.06,10.0503,5673.37,11322.8,-1.80979,-0.487627,-0.0268854,-2.21237,0.67754,0.993033,8719.97,6.1662,5475.28,0.6441,0.998764,0.00207026,13538.2,8645.77,156342,64322,-0.00158868,1.32457,9.7679,8.49259,90.3883,70.0849,0.847007,9.18257,9.10807,89.4926,121.553,0.895752,-51.4684 
15,25,15,10747.7,-0.144601,27.313,9.52985,89.8725,0.155435,-788.288,500,2.3037,0.141287,4.70082,0.74994,-0.262844,90.0901,7662.28,10.5289,4234.92,12461.9,1.73643,-0.425986,3.56627,0.182666,-0.830118,0.156762,7542.94,8.18889,4115.58,0.675609,0.998104,0.00365191,11164.6,5942,113616,37039.8,-0.00139631,1.11581,9.78925,8.68661,90.0949,70.3725,0.643994,9.10919,9.12609,89.3865,122.003,0.708444,-51.6301 
16,20,16,11273.4,-0.29356,29.2128,9.52207,89.7163,0.243982,-74.115,284.466,1.94473,0.318708,4.35842,0.190244,0.372532,104.853,8042.49,7.07319,4379.72,9643.88,1.2845,-0.341522,3.03796,-0.469986,-0.287698,0.0574875,7903.59,4.34974,4240.82,0.679264,0.999038,0.00188585,11635.5,6802.33,130193,42881.2,-0.00154422,1.21554,9.75877,8.42566,90.0755,69.4458,0.704089,9.07822,8.86838,89.0678,120.782,1.0077,-51.3357 
17,150,17,5032.85,-0.139081,13.1147,9.53838,90.3892,-0.0691321,177.658,285.089,-0.970911,-0.522663,4.38677,0.132435,1.8578,72.364,4808.01,4.68761,960.28,4472.01,-1.42657,-0.97832,3.47546,-0.323222,1.40214,-0.616875,4712.15,2.80802,864.422,0.861006,0.998958,0.00594837,5472.84,1974.41,45798.2,2229.29,-0.000783247,0.721624,9.63426,8.50619,90.4429,69.2762,0.14517,9.13092,8.98587,89.853,120.603,0.58986,-51.3271 
18,40,18,8760.66,-0.254521,23.2718,9.4173,90.517,0.0817383,173.138,137.16,-1.50473,-1.48751,1.13964,0.20476,1.51542,135.552,6874.79,8.14906,3049.58,7595.01,-2.35827,-2.34105,-0.567433,-0.648775,0.661882,0.891992,6695.23,4.62823,2870.02,0.726097,0.998792,0.0029618,9220.84,4596.02,95473.4,20352.8,-0.00130767,1.05652,9.5429,8.36267,90.7643,69.2275,0.485037,8.94364,8.91945,89.8159,120.419,0.948343,-51.1919 
19,50,19,7850.98,-0.000297817,20.5859,9.31046,90.2307,-0.0523917,17.9666,500,-0.557912,-0.0616058,-0.053167,0.119435,0.379344,69.8886,6033.8,5.27168,2928.01,6269.93,-0.997982,-0.501676,-0.933307,-0.320635,-0.0607265,0.668373,5941.22,3.45639,2835.43,0.704237,0.998983,0.0022405,8436.4,3577.79,71522,18160.6,-0.00114685,0.911445,9.55637,8.39869,90.5798,70.2529,0.455278,8.92046,9.05675,89.5841,122.134,0.995726,-51.8812 
20,0.1,20,14672.5,-0.0911299,37.1876,9.51034,90.7407,0.038287,-7.48789,500,1.51423,1.81614,3.34416,0.195761,1.72712,192.668,10077.6,9.48302,6055.12,11522.4,0.301044,0.602956,0.917798,-1.01742,0.513942,0.303812,9822.33,4.47865,5799.9,0.658058,0.999203,0.00142044,14926.2,11007.7,203620,78059.7,-0.00186025,1.5203,9.83738,8.35124,91.0792,69.1273,0.944014,9.19164,8.89356,90.2175,120.182,0.86167,-51.0548 
21,10,21,11762.6,-0.211245,30.8941,-9.43832,89.8585,0.144827,-10.7324,500,0.860733,0.205224,3.84453,4.38978,1.42656,152.105,8244.39,8.66444,4970.68,9542.78,-0.0970319,-0.752541,1.929,3.43201,0.468799,0.612669,8042.91,4.71366,4769.19,0.657111,0.998975,0.00181735,12239.8,7443.83,137369,52139,-0.00178449,1.25405,9.64268,8.44405,90.2105,68.6973,0.767351,9.07146,9.10693,89.2325,119.98,0.97803,-51.2827 
22,70,22,7116.84,-0.212071,19.0187,9.39277,90.2222,-0.371094,424.695,394.992,1.5636,0.355087,0.188688,-0.301364,-0.710604,74.0685,5992.28,8.29972,2222.13,10945.7,1.09721,-0.111302,-0.744091,-0.767753,-1.17699,0.563052,5894.16,6.37586,2124.02,0.759234,0.998111,0.00549921,7763.3,3275.47,70749.4,10866.5,-0.0012148,0.897453,9.60038,8.53511,90.3902,70.452,0.349784,8.9865,8.97583,89.5487,122.147,0.841466,-51.6953 
23,15,23,12014,-0.304731,30.8382,9.58288,89.798,0.214085,332.84,470.948,1.6399,2.63697,-0.765996,0.940413,0.376389,121.218,8409.19,9.10772,4970.92,11939.7,0.876625,1.87369,-2.29255,0.177137,-0.386887,10.2433,8248.62,5.95921,4810.34,0.660856,0.998737,0.00227686,12481.7,7445.05,137588,51831,-0.00171556,1.23738,9.86044,8.50679,90.1098,70.4011,0.755479,9.24657,9.15667,89.1775,122.018,0.932364,-51.6165 
24,110,24,6278.7,-0.167066,16.1543,9.69573,90.2533,-0.110069,234.226,497.651,0.648904,-1.14713,3.56777,1.09778,0.862508,53.6994,5694.08,7.3429,1420.45,5938.02,0.310773,-1.48527,2.8915,0.759649,0.524377,0.0364988,5622.95,5.94811,1349.32,0.825648,0.998152,0.00805502,6810.35,2676.05,61212,4960.67,-0.00102947,0.812963,9.81633,8.80753,90.5465,70.3082,0.228461,8.97407,9.25553,89.4524,122.395,1.09402,-52.0867 
25,1,25,14793.5,-0.319948,37.0915,9.6444,90.1546,0.00957584,613.429,469.435,0.468136,-0.680702,2.73388,0.0746677,-0.812256,128.667,9950.41,13.4011,6101.93,11836.4,-0.342044,-1.49088,1.11352,-0.735512,-1.62244,1.36185,9779.97,10.0591,5931.49,0.652012,0.998203,0.00311425,14999.7,10345.9,188760,76014.3,-0.00172123,1.42109,9.9392,8.74913,90.5978,69.8468,0.904678,9.30213,9.30571,89.555,121.027,1.04285,-51.1801 
26,5,26,13476.8,-0.298959,34.7718,9.39383,90.3095,-0.318076,170.97,431.095,-0.615354,-1.31644,3.73028,1.403,-1.02109,155.478,9192.47,12.4045,5667.29,12403.5,-1.59436,-2.29545,1.77227,0.424,-2.00009,1.47982,8986.51,8.36615,5461.33,0.651552,0.998373,0.00281396,13792.5,9062.06,165673,65881.4,-0.00158843,1.37032,9.61738,8.54639,90.6128,69.6274,0.857548,9.02827,9.23924,89.8233,120.767,0.789452,-51.1392 
27,90,27,5853.04,-0.21433,16.0152,9.45615,90.5007,1.93642,-1427.69,18.4673,0.468323,2.18032,1.48251,0.0273059,-0.623476,71.1969,5021.39,2.9597,1898.83,94926.7,0.0200143,1.73201,0.585895,-0.421002,-1.07178,0.30674,4927.08,1.11043,1804.52,0.75626,0.999606,0.00113227,6515.06,2375.86,50427.3,7766.24,-0.00115118,0.765494,9.59748,8.37684,90.6806,70.7865,0.289387,9.10462,9.09352,89.77,122.361,0.910558,-51.5743 
28,30,28,9134.94,-0.00103048,23.9686,9.28578,89.8066,-0.0105471,4.77133,0.00285416,1.31722,-0.422572,1.18929,2.39768,3.75299,121.64,6853.33,7.942,3588.59,7246.94,0.551288,-1.18851,-0.342584,1.63174,2.98705,1.09414,6692.19,4.78252,3427.46,0.689323,0.998751,0.0025638,9708.35,4796.85,93415.2,27656.2,-0.00142433,1.04693,9.5553,8.32784,90.1313,70.2215,0.561062,9.05077,8.99582,89.1245,121.832,1.00681,-51.6105 
29,2,29,14121.9,-0.364985,36.8897,9.43732,89.8466,0.132392,-558.563,463.326,1.64694,0.980523,4.39205,3.52813,2.53764,168.691,9613.34,6.55982,6123.21,13740.4,0.584737,-0.0816803,2.26765,2.46593,1.47543,0.662154,9389.88,2.17823,5899.75,0.643952,0.999594,0.000679658,14581.7,10243.1,183650,78192.1,-0.00192594,1.44446,9.67267,8.49303,90.2716,68.6401,0.942229,9.04761,9.08446,89.1875,119.587,1.08407,-50.9468 
30,7,30,12667.4,-0.304336,32.4464,9.54398,90.5454,0.435781,50.3842,17.1366,1.18186,2.25876,2.82426,1.74598,-0.48593,154.727,8718.16,5.7769,5333.31,10795.5,0.20759,1.28449,0.875713,0.771705,-1.4602,0.478524,8513.2,1.75802,5128.34,0.653547,0.999639,0.000631084,13026.1,8081.27,148622,57377.2,-0.00145696,1.30519,9.66896,8.40818,90.9662,69.4937,0.802144,9.08656,9.13213,89.9345,120.654,1.03175,-51.1599 
31,25,31,10683,-0.0236883,27.5783,9.38641,89.9336,-0.0354945,48.1187,500,-0.900739,-0.0635794,2.65835,3.90389,1.53258,145.523,8065.31,2.70611,3892.45,8482.39,-1.81706,-0.979899,0.825713,2.98757,0.616256,0.494228,7872.54,-1.07371,3699.68,0.707437,1.00024,-0.000534897,11128.3,6417.18,130408,32673.5,-0.00152555,1.21984,9.68036,8.45379,90.2033,69.6096,0.615126,8.99048,8.92296,89.3707,120.831,0.832578,-51.2211 
32,20,32,11436.7,-0.0376421,29.4476,9.39379,89.7405,-0.00957817,-78.6645,500,0.2262,0.0294589,0.633024,2.56717,1.03066,126.1,8146.55,8.94282,4569.83,9029.58,-0.567816,-0.764557,-0.955007,1.77316,0.236642,-2.44047,7979.5,5.66751,4402.79,0.673151,0.998759,0.00236565,11854,6963.55,132910,44185.8,-0.00156864,1.23559,9.61382,8.46104,90.0464,69.0932,0.704433,9.18832,9.02561,89.1198,120.101,0.926635,-51.0079 
33,150,33,5331.93,-0.0545466,13.8283,9.37027,90.6518,-0.0690086,57.6913,7.73989e-10,2.07021,1.17783,1.34966,1.54935,1.73178,28.8216,4960.33,1.07683,957.558,4347.7,1.88873,0.996351,0.986694,1.36787,1.5503,0.854683,4922.15,0.328219,919.379,0.858834,0.999883,0.000657201,5731.2,2120.6,49297.3,2612.87,-0.000806098,0.739104,9.62786,8.70727,90.6693,70.213,0.16115,9.20923,8.7777,90.199,122.357,0.470325,-52.1436 
34,40,34,9266,-0.0425179,24.6503,9.21844,90.5624,0.232105,59.6197,0.201957,3.21255,1.29109,2.20204,2.29333,2.20486,111.277,7181.68,4.57935,3229.71,7847.79,2.51187,0.590408,0.800679,1.59265,1.50418,0.885614,7034.27,1.68904,3082.3,0.721708,0.99958,0.00100842,9746.7,5065.81,103785,24111.2,-0.00143268,1.0918,9.58569,8.47832,90.9286,68.8826,0.53059,8.8381,8.94895,89.9279,120.145,1.00074,-51.2624 
35,50,35,8396,-0.252052,22.4613,9.39202,90.0077,-0.142656,138.645,21.4426,-1.42697,0.274263,1.86588,2.69965,1.60783,110.685,6427.08,0.503818,3055.57,7511.21,-2.12392,-0.422689,0.471977,2.0027,0.910877,0.437413,6280.46,-2.37111,2908.95,0.710433,1.00066,-0.00150378,8840.33,4207.44,84762.2,21001.3,-0.00130868,0.998185,9.54492,8.31618,90.2991,69.0132,0.491813,8.87826,9.0045,89.4431,120.57,0.855968,-51.557 
36,0.1,36,14479.6,-0.017231,36.2273,9.50294,90.5146,-0.0227935,7.52351,500,-0.0345956,0.0703721,1.13831,0.28866,1.78016,149.478,9677.16,10.4616,6123.2,11212.6,-0.97582,-0.870853,-0.744137,-0.652565,0.838938,0.690515,9479.15,6.57902,5925.19,0.645133,0.998787,0.0020412,14693.3,9981.36,180088,75276.1,-0.00169702,1.40036,9.89155,8.64172,90.9241,69.5713,0.89975,9.28612,9.34135,89.9863,120.774,0.937807,-51.2023 
37,10,37,12707.6,-0.0521672,32.57,9.37995,90.3185,0.131294,597.838,499.754,1.02095,-1.79245,3.30341,1.61654,0.279783,170.2,8983.59,13.0177,5106.9,12500.4,-0.0507518,-2.86415,1.16001,0.54484,-0.79192,1.57943,8758.13,8.59693,4881.44,0.670926,0.998285,0.00323372,13053.8,8183.3,154724,54027.7,-0.00156279,1.31284,9.74747,8.58825,90.5943,69.5078,0.779352,9.02802,9.1709,89.7284,120.498,0.865881,-50.9906 
38,70,38,6892.46,0.00111162,18.1012,-9.26826,90.1388,0.00576209,1.17426,9.31343e-12,0.611224,-0.734125,2.08774,0.0530374,0.0639001,105.046,5742.85,3.09253,2072.16,5461.58,-0.0502196,-1.39557,0.764852,-0.608406,-0.597544,1.40535,5603.7,0.364072,1933.01,0.767132,0.999886,0.000346831,7304.75,3022.84,65422.2,9884.85,-0.000958093,0.873298,9.55065,8.37593,90.4005,69.5044,0.343434,8.45336,8.97994,89.4685,120.833,0.932007,-51.3286 
39,15,39,12188.8,-0.167389,31.4299,9.42394,89.9695,1.5283,-980.052,500,2.96862,0.941586,5.71684,1.96709,-0.215701,121.847,8476.93,4.89821,4975.38,58401,2.20138,0.174346,4.18236,1.19985,-0.982942,0.382677,8315.52,1.73334,4813.97,0.662496,0.999635,0.000662839,12551.8,7721.48,144386,52366.1,-0.00159137,1.28179,9.70769,8.44722,90.3101,69.4986,0.77109,9.11068,9.01099,89.373,120.747,0.937077,-51.2481 
40,110,40,5591.62,-0.0953622,14.5833,9.47902,90.215,-1.79988,2186.72,1.41116e-05,-0.0112258,1.50953,5.77988,1.83098,-0.189762,60.7207,4959.61,-0.530295,1519.45,132625,-0.393568,1.12719,5.0152,1.44864,-0.572104,0.243029,4879.18,-2.10746,1439.02,0.793941,1.00076,-0.00270508,6145.51,2179.2,48179.4,4992.14,-0.000954516,0.73696,9.70465,8.52605,90.4096,69.0079,0.228658,9.1765,9.03971,89.4223,120.765,0.987381,-51.7568 
41,1,41,14764.5,-0.0177389,37.2823,9.41345,90.5231,0.00535652,-10.3235,0.558697,0.42255,-1.83854,4.76522,0.980464,0.0966599,117.581,9860.81,10.6938,6149.53,11426.5,-0.317828,-2.57892,3.28446,0.240086,-0.643718,207.347,9705.05,7.63971,5993.77,0.647886,0.998624,0.00234246,14979.6,10590.5,189133,79696.6,-0.00181831,1.42798,9.88663,8.72474,90.9138,69.4062,0.931623,9.23274,9.24489,90.0343,120.858,0.879459,-51.4523 
42,5,42,13985.5,-0.270245,35.6953,9.41667,90.4495,-2.89641,9699.38,10.4567,0.311442,0.287043,6.19289,2.34573,2.15098,144.62,9625.19,9.79514,5585,925474,-0.59919,-0.62359,4.37163,1.43509,1.24034,0.249414,9433.62,6.03878,5393.43,0.665284,0.998881,0.00205828,14179.8,9907.99,185331,66518.3,-0.00163311,1.44606,9.68373,8.52567,90.737,68.9976,0.864458,9.02627,9.16902,89.9509,120.019,0.786076,-51.0209 
43,90,43,6830.47,-0.168934,17.0659,9.81641,90.328,0.0458304,153.242,145.272,0.104814,-1.72506,3.62956,0.746275,-1.85364,48.5318,5665.68,2.45504,1830.65,5682.14,-0.200778,-2.03066,3.01838,0.440683,-2.15923,4.23998,5601.39,1.19447,1766.37,0.782777,0.999627,0.00124414,7155.79,2818.69,61142.9,7495.55,-0.000855054,0.814506,9.83143,8.73036,90.5903,68.5596,0.27285,9.45999,9.30867,89.6619,120.115,0.928357,-51.555 
44,30,44,10496.6,-0.261268,26.2401,9.8182,90.4992,0.028408,-118.203,58.6978,-0.433742,-1.76023,1.96526,0.639012,0.764496,122.326,7805.99,7.48444,3870.17,8496.05,-1.204,-2.53048,0.424751,-0.131242,-0.00575838,1.12323,7643.95,4.30714,3708.13,0.700823,0.999015,0.00213511,10907.1,5893.64,116914,31383.9,-0.00141846,1.1396,9.91704,8.47248,90.8999,69.1653,0.580321,9.4013,9.1382,89.8661,120.449,1.03376,-51.2832 
45,2,45,14246.5,-0.341301,37.0262,9.40304,90.0512,0.214788,27.2443,497.996,0.0246624,0.765674,7.68673,1.74225,1.66361,132.862,9785.29,11.3209,5760.61,11524.2,-0.811937,-0.0709249,6.01353,0.905646,0.827011,0.123817,9609.29,7.86991,5584.61,0.661626,0.998569,0.0025892,14523.7,10322.1,190316,72976.1,-0.00194768,1.44306,9.75323,8.72222,90.5353,68.8031,0.905728,9.07479,9.14107,89.4447,120.104,1.09059,-51.3009 
46,7,46,13129.8,-0.0189244,33.4577,9.3783,90.4172,-0.00393988,30.3907,5.76645e-13,-0.75669,0.297666,2.37363,1.94624,1.51064,126.803,8879.77,7.76783,5579.51,10218.3,-1.55514,-0.500779,0.77674,1.1478,0.712198,-0.337318,8711.8,4.47424,5411.53,0.646566,0.999102,0.00152073,13473.9,8478.19,152610,63499.6,-0.00162203,1.30217,9.69166,8.66112,90.7869,69.5926,0.831858,9.20526,9.27295,89.8854,120.897,0.90148,-51.3046 
47,25,47,10470.9,-0.173806,27.6238,9.16292,89.8868,-0.033816,131.701,497.081,2.37104,2.04081,-1.41329,-0.374079,1.03676,113.057,7533.5,7.27302,4117.16,8384.7,1.65915,1.32892,-2.83707,-1.08597,0.324876,-3.65032,7383.73,4.33648,3967.4,0.678961,0.998973,0.00200943,10875,6036.39,116051,36763.6,-0.00142062,1.16321,9.49591,8.41608,90.239,69.4936,0.652677,8.86201,9.05174,89.3238,120.851,0.915256,-51.3575 
48,20,48,11417.5,-0.259226,29.3743,9.44371,89.9317,1.35514,2016.21,67.5344,0.820552,-0.146442,0.36048,-3.32495,-1.3346,90.6685,8229.78,10.0472,4382.95,97974.5,0.249637,-0.717357,-0.781352,-3.89586,-1.90551,0.889177,8109.67,7.69213,4262.84,0.683727,0.998343,0.00331299,11861,6885.43,134077,40804.3,-0.00148622,1.22959,9.75979,8.4648,90.2096,69.0113,0.675191,9.0588,9.17557,89.3553,120.357,0.854284,-51.3457 
49,150,49,5101.12,-0.0864136,12.9136,9.64808,90.4017,-0.0523301,65.948,500,0.952968,1.43136,0.766726,-1.31162,-0.803723,38.0075,4788.22,0.830024,1026.62,4168.2,0.713645,1.19204,0.28808,-1.55094,-1.04305,1.7198,4737.87,-0.157184,976.268,0.846504,1.00006,-0.000296675,5596.99,1935.44,44636.5,2374.93,-0.000734774,0.706419,9.74484,8.55397,90.4057,69.6711,0.152769,9.19027,8.84658,89.7992,121.054,0.606421,-51.3833 
50,40,50,8997.08,-0.227341,23.2552,9.51234,90.9025,-0.516283,215.598,339.388,-0.0401625,0.466594,1.70018,-0.0998344,2.75346,122.597,6901.52,9.42738,3221.46,10824.7,-0.812121,-0.305365,0.156266,-0.871793,1.9815,-0.0523707,6739.11,6.24305,3059.06,0.714564,0.998381,0.00374536,9431.09,4659.01,95451,21757.4,-0.00120916,1.05458,9.64149,8.29992,91.1465,69.058,0.495468,9.06248,8.98289,90.2064,120.044,0.940141,-50.9856 
51,50,51,8260.71,-0.0482488,21.9963,9.18252,89.9058,0.0192209,8.14334,2.2914e-07,-0.680943,0.143902,-1.88609,0.825481,1.26089,71.6295,6277.49,7.15849,3062.54,6580.27,-1.13198,-0.30713,-2.78815,0.37445,0.809861,0.0837329,6182.61,5.29798,2967.65,0.703037,0.998503,0.00327783,8794.14,4106.68,82457.1,20565.6,-0.00131857,0.989342,9.4271,8.33753,90.0773,69.9701,0.483614,9.12873,8.89064,89.3411,121.353,0.736199,-51.3828 
52,0.1,52,14902.7,-0.0145296,37.1835,9.5704,90.7554,0.00600502,-12.549,5.11917e-12,-0.604201,-1.55862,3.78968,0.872291,-0.233579,139.724,10243.5,19.0689,5997.89,11586.9,-1.48401,-2.43843,2.03007,-0.00751446,-1.11338,1.67371,10058.4,15.4397,5812.8,0.662886,0.997321,0.00486908,15173.7,10904.8,205297,73723.5,-0.00173141,1.50476,9.97622,8.46627,91.1267,69.4839,0.902226,9.17647,9.21037,90.271,120.417,0.855682,-50.9333 
53,10,53,13017,-0.165335,33.6941,9.36843,90.4732,0.194482,521.463,500,-0.510539,-0.147469,1.11329,-0.0211663,3.49062,122.405,9000.46,8.16206,5419.33,13577.2,-1.28129,-0.91822,-0.428209,-0.791917,2.71987,0.388067,8838.31,4.98271,5257.18,0.656409,0.999014,0.00174289,13464.6,8805.87,161986,62573,-0.00175072,1.35655,9.65026,8.50259,90.7767,69.7813,0.844462,9.11041,8.98981,89.904,121.197,0.872747,-51.4153 
