cyc,time,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
54,70,54,14007.1,-0.387164,28.0945,12.3925,89.0042,0.524088,-1037.54,185.418,-0.342403,0.522348,-0.316236,0.28565,0.781621,41.2486,835.993,36.4346,15267.7,29035.1,-0.602134,0.262617,-0.835699,0.0259184,0.52189,-0.331986,781.352,35.3632,15213.1,0.0551457,0.92661,0.00426376,14168.9,9648.36,850.711,246167,-0.00331418,0.0362089,30.4843,18.7928,76.4978,84.1421,1.21969,12.7077,12.2953,88.9419,120.986,-12.4441,-36.8439 
55,15,55,16748,0.000461693,32.5174,12.2017,89.3007,-0.011975,0.616019,6.16254e-12,-0.703392,-1.86612,-1.42336,-0.856416,-0.228824,35.3385,1731.26,40.7449,17039.7,12916.3,-0.925909,-2.08864,-1.86839,-1.07893,-0.451341,0.708665,1684.45,39.827,16992.9,0.10124,0.960267,0.00429888,16638.2,12154.3,2891.68,309036,-0.00249951,0.0990485,13.9122,16.2345,89.9579,73.1441,1.37324,12.69,12.2102,89.1675,119.86,0.790388,-46.7157 
56,110,56,13241.9,-0.35267,26.6901,12.2752,88.9654,-0.169908,102.722,103.554,-0.499591,-0.684988,-0.0323449,-1.50389,0.413481,17.0377,673.876,36.1717,14517.8,11233.5,-0.606873,-0.79227,-0.246908,-1.61118,0.3062,0.916331,651.306,35.7291,14495.2,0.0485793,0.912408,0.00452008,13407.1,9003.4,680.416,229680,-0.00289113,0.0365635,29.5421,14.5726,74.3124,85.5861,1.199,12.5385,12.0485,88.8643,120.054,-14.5519,-34.4679 
57,1,57,16386.7,-0.0540231,32.5294,12.1118,88.9151,-0.0261857,25.0674,500,-0.0197284,-1.22026,1.25028,-0.31091,-0.620671,39.3786,2053.98,42.9217,16609.6,12847,-0.267685,-1.46822,0.754369,-0.558867,-0.868628,1.31314,2001.82,41.8988,16557.5,0.120792,0.964666,0.00463984,16572.4,11693.3,3905,295868,-0.00278124,0.125008,13.5367,15.4376,88.7068,72.1413,1.3467,12.5941,12.2622,88.8075,120.434,-0.10073,-48.2931 
58,5,58,16768.7,-0.285973,33.1356,12.25,89.1241,-0.0563919,232.038,500,0.0745321,0.744926,-3.23239,1.15878,-1.90207,56.7921,1975.97,46.2849,17010.6,13639.7,-0.283073,0.387321,-3.9476,0.801173,-2.25968,0.255431,1900.73,44.8098,16935.4,0.113113,0.960378,0.00485044,16803.9,11993.1,3692.08,303699,-0.00265915,0.12251,12.7705,15.5101,90.2016,72.6398,1.34882,12.7604,12.3783,88.9803,120.725,1.22127,-48.0849 
59,90,59,13892.8,-0.411796,28.0216,12.4358,88.6444,-0.604242,375.564,6.54895,-0.491119,-1.65885,-1.34358,-1.26694,-2.60431,17.5438,776.526,35.7392,15326,18731.3,-0.601587,-1.76932,-1.56452,-1.37741,-2.71478,0.805108,753.286,35.2836,15302.7,0.0529749,0.924241,0.00422939,14219.7,9883.4,782.738,252087,-0.00333027,0.0367607,29.5509,17.7585,75.3258,85.6022,1.24688,12.6658,12.0823,88.5062,120.907,-13.1804,-35.3047 
60,30,60,15234.1,-0.0802476,29.6546,12.2433,88.9828,0.0915168,-194.099,495.394,-0.687571,-1.15626,-1.6237,-0.103277,-0.785132,8.31773,1397.71,42.1961,15901.1,12397.4,-0.739946,-1.20863,-1.72845,-0.155651,-0.837507,0.629897,1386.7,41.9801,15890.1,0.0902212,0.949687,0.0048431,15369.9,10592.6,1836.65,269192,-0.00323753,0.0522579,26.7293,19.738,83.7771,77.4819,1.28551,12.65,12.1671,88.7527,120.031,-4.97559,-42.5496 
61,2,61,16673.2,-0.0481235,32.7263,12.2482,88.8858,0.0053368,-20.0026,500,-2.10797,-0.18825,1.07454,0.948638,-0.228333,36.6655,2019.42,43.0655,16868.2,13052.1,-2.33884,-0.419123,0.612798,0.717765,-0.459205,1.32482,1970.85,42.1131,16819.6,0.117508,0.963954,0.00459111,16772.1,11736,3944.57,296853,-0.0026316,0.131772,13.0459,14.3956,89.2503,71.2567,1.33087,12.7761,12.4134,88.8121,120.405,0.43824,-49.1487 
62,7,62,16792.6,-0.403609,33.0902,12.4064,88.9037,0.09208,432.053,130.802,-2.40402,-1.30908,-3.34227,0.66746,0.37805,31.9472,2044.33,42.368,16974.1,14659.2,-2.60518,-1.51024,-3.74459,0.466297,0.176887,0.48113,2002.01,41.5382,16931.8,0.118448,0.964963,0.00449884,16902,11968,3818.8,302991,-0.00261786,0.120224,14.0144,15.2873,89.2121,72.0671,1.35697,12.667,12.2963,88.7769,120.271,0.435247,-48.2043 
63,25,63,16027.6,-0.276902,31.3794,12.4355,89.0396,-0.566743,-80.7092,3.31465e-11,0.978649,-1.32997,-2.76551,-2.34582,-0.83639,-16.6169,1513.55,43.2013,16689.8,14191.9,1.08328,-1.22534,-2.55625,-2.24119,-0.731758,0.549262,1535.56,43.6329,16711.8,0.0945428,0.952629,0.00478653,16242,11480.6,2030.3,292406,-0.00329768,0.0567537,24.5973,20.435,84.3572,78.973,1.33046,12.7248,12.2473,88.9405,121.697,-4.58325,-42.7243 
64,25,64,15485,-0.270962,31.056,12.2315,88.9729,0.056602,126.035,500,-3.07117,-2.99548,-0.0740381,-1.35064,-1.20622,57.8467,1368.94,40.1042,16394.8,12598,-3.43541,-3.35972,-0.802529,-1.71489,-1.57046,0.926259,1292.31,38.6016,16318.2,0.0825634,0.950324,0.0043387,15652.3,11299.3,1884.4,287635,-0.00298029,0.0698758,15.8011,18.5408,88.5302,76.6739,1.32557,12.7312,12.1447,88.8637,120.855,-0.333505,-44.1816 
65,25,65,14925.5,-0.408563,29.832,12.4208,89.0837,-0.609657,996.681,169.124,0.0928143,-2.75372,-2.7856,-0.740406,-1.27017,50.028,1420.16,36.0177,15723.4,31842.7,-0.222199,-3.06874,-3.41562,-1.05542,-1.58518,0.634582,1353.88,34.7183,15657.1,0.0894706,0.957051,0.00406809,15132.2,10413.9,1881.5,264720,-0.00315192,0.0609259,21.3646,18.7305,86.8375,76.7226,1.27509,12.7339,12.0863,88.9075,120.766,-2.06999,-44.0437 
66,25,66,15165.3,-0.229108,29.7415,12.356,89.0403,1.06063,-239.928,499.65,-0.873853,-2.75567,-1.27665,-1.06082,-1.83143,16.7118,1440.56,38.0434,15831,20246.8,-0.979083,-2.8609,-1.48711,-1.16605,-1.93666,0.823589,1418.42,37.6093,15808.9,0.0925246,0.955656,0.00436325,15330.2,10309.1,1832.52,262043,-0.00322835,0.0540339,26.2406,19.7875,83.8958,77.1749,1.26137,12.7333,12.2294,88.8628,120.297,-4.96701,-43.1218 
67,25,67,16125.6,-0.0832038,31.6505,12.1911,88.9973,0.0455638,-189.935,5.19288e-10,-3.44733,-1.02224,-1.6295,0.383751,-0.988283,35.3362,1466.33,40.4599,16800.7,12842.6,-3.66983,-1.24474,-2.07451,0.161248,-1.21079,0.741932,1419.53,39.5421,16753.8,0.0878261,0.953518,0.00432888,16162.9,11733.3,2068.05,298544,-0.00282875,0.0721747,17.0397,17.5494,88.563,74.941,1.34595,12.7299,12.2495,88.8594,120.373,-0.296397,-45.4323 
68,25,68,15972.6,-0.0698381,31.0651,12.3145,88.6914,0.213961,-163.23,500,-3.07174,0.290429,-2.78326,-1.99569,0.15389,19.4155,1526.3,44.408,16567.3,13590.2,-3.19399,0.168175,-3.02777,-2.11794,0.0316359,0.628033,1500.58,43.9037,16541.6,0.0934524,0.951293,0.00486543,16057.1,11247.8,2094.45,286042,-0.00285312,0.070489,17.4697,18.5855,87.6005,75.9664,1.30592,12.8509,12.3341,88.5879,120.631,-0.987407,-44.6643 
