cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
119,335,0.64,0.23,44.74,119,20947,-0.0953434,48.9065,11.961,116.378,0.0452547,-36.092,500,-12.1537,-20.8626,-34.5542,-10.16,-6.42132,-1195.3,560.945,98.6937,27134,19095.9,-4.62719,-13.3362,-19.5013,-2.63352,1.10515,0.499877,2237.46,160.787,28810.5,0.0720648,0.888291,0.0101759,31048 
120,335,0.64,0.23,44.85,120,23509.6,-0.681529,55.4177,11.7597,116.683,-0.64836,922.07,0.00028506,-6.54144,-13.3282,-21.2081,-20.3315,-10.6355,-1077.99,4836.4,107.202,25178.8,40676.3,0.246402,-6.5404,-7.63245,-13.5437,-3.84767,0.75629,6348.39,163.202,26690.8,0.192147,0.956948,0.0111382,33039.2 
121,335,0.64,0.23,44.76,121,24054,-0.135025,54.4056,11.9772,116.553,0.40411,49.3974,500,-16.9561,-12.0136,-20.4602,-12.2139,-15.2254,-1143.05,1951.95,100.22,28665.1,21862.5,-9.75867,-4.81612,-6.06521,-5.01645,-8.02788,0.81994,3555.18,159.599,30268.3,0.10511,0.927161,0.00961965,33823.5 
122,335,0.64,0.23,44.88,122,22007.1,-0.721613,49.7288,12.0528,116.755,0.126541,-453.888,309.362,-17.4358,-11.4838,-27.5506,-14.2753,-17.3827,-1017.38,1930.28,101.98,26463.8,21381.3,-11.0296,-5.07756,-14.7382,-7.86908,-10.9765,0.703403,3357.25,154.831,27890.8,0.107439,0.92532,0.0101226,31248.1 
123,335,0.64,0.23,44.9,123,22759,-0.0219797,52.7125,11.8861,116.466,-0.00103205,-6.37282,500,-11.4075,-21.8228,-30.8275,-19.1843,-17.721,-1276.21,832.172,86.5544,28756.5,20396.3,-3.37158,-13.7868,-14.7556,-11.1484,-9.68511,0.720259,2622.18,152.851,30546.5,0.0790558,0.907433,0.00913347,33168.7 
124,335,0.64,0.23,44.75,124,15417.9,-1.48842,42.3749,11.8865,116.5,1.58629,168.662,406.252,-20.1411,-11.8623,-41.4649,-9.46162,-28.8491,-1221.76,900.936,93.5814,21641.9,25106.3,-12.448,-4.16915,-26.0786,-1.7685,-21.1559,0.602583,2614.58,157.05,23355.6,0.100676,0.904881,0.0122353,25970.1 
125,335,0.64,0.23,44.8,125,24494.4,-0.33116,55.3095,12.0507,116.476,0.459069,648.747,2.46985e-05,-17.5796,-12.2568,-34.3509,-16.5453,-16.4034,-1125.72,5400.49,112.437,25663.2,31392.3,-10.4912,-5.16839,-20.1742,-9.45689,-9.31501,0.630548,6979.43,170.916,27242.1,0.203948,0.958906,0.0114252,34221.6 
126,335,0.64,0.23,44.81,126,22413.2,-0.941396,52.2314,12.1489,116.807,1.83522,724.809,0.255184,-21.0591,-15.5064,-33.1729,-25.453,-15.5943,-1064.59,6157.4,146.262,22960.3,63958.8,-14.3557,-8.80297,-19.7661,-18.7495,-8.89089,0.719889,7650.58,201.565,24453.5,0.238306,0.955926,0.014957,32104.1 
127,335,0.64,0.23,44.89,127,20479.1,-0.087201,49.9245,11.6906,116.275,-0.00500363,-90.6983,500,-12.2424,-14.0639,-35.6682,-18.8039,-16.6151,-1205.14,1139.04,101.384,26386.7,19014.5,-4.65402,-6.4755,-20.4914,-11.2155,-9.0267,0.604894,2829.36,163.988,28077,0.0915462,0.907911,0.0106446,30906.4 
128,335,0.64,0.23,44.82,128,22730.1,-1.35265,54.2728,11.9236,116.673,1.44603,4747.25,477.26,-23.7378,-13.3505,-20.1491,-13.9933,-15.8474,-969.848,6142.15,114.148,23017.7,244534,-17.6309,-7.2436,-7.93531,-7.88644,-9.74049,0.842668,7502.45,164.53,24378,0.235331,0.963041,0.0122799,31880.5 
129,335,0.64,0.23,44.83,129,22389.4,-0.00768887,53.0393,11.7422,116.873,0.157104,-45.7223,0.000242444,-11.5564,-15.163,-33.7371,-9.1005,-25.7799,-1164.16,6044.03,123.74,23515.6,20508,-4.22603,-7.83263,-19.0763,-1.7701,-18.4495,0.628537,7676.87,184.215,25148.5,0.23387,0.959699,0.013314,32825.3 
