cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
68,195,0.78,0.09,44.74,68,22446.2,-1.42525,52.8126,12.2927,116.637,-0.598444,-1088.12,46.8577,-18.952,-16.4655,-31.4105,-18.2057,-14.8203,-1072.49,404.803,72.4329,28489,42331.9,-12.1988,-9.71235,-17.9041,-11.4525,-8.06708,0.698253,1909.08,128.147,29993.3,0.0598412,0.89488,0.00780896,31902.4 
69,195,0.78,0.09,44.85,69,21026.3,-0.15609,49.9496,11.6982,116.866,0.157793,-101.554,487.747,-19.8558,-14.5184,-28.1743,-15.2463,-7.44032,-1065.73,4647.39,113.972,23106.9,19543.2,-13.1452,-7.80784,-14.7531,-8.53572,-0.729736,0.671946,6142.18,169.334,24601.7,0.199786,0.953975,0.0125205,30743.9 
70,195,0.78,0.09,44.76,70,19351.8,0.055758,47.1999,-11.5342,116.582,-0.101755,118.612,6.04454e-11,-9.85359,-8.31542,-34.0956,-6.28549,-20.7369,-1190.16,1679.91,90.7145,24449.7,18115.4,-2.35949,-0.821328,-19.1074,1.20861,-13.2428,0.443297,3349.22,152.541,26119,0.113655,0.92618,0.0106438,29468.2 
71,195,0.78,0.09,44.88,71,22049.7,-0.122052,51.7407,11.9664,116.7,0.26149,-193.602,500,-17.3991,-23.2222,-26.8139,-13.6477,-14.1337,-1245.18,2012.48,100.123,27254.1,21803.4,-9.55858,-15.3816,-11.1328,-5.80711,-6.29311,0.768901,3758.97,164.807,29000.6,0.114744,0.928741,0.0103601,32759.5 
72,195,0.78,0.09,44.9,72,20263.2,-0.194948,49.0347,11.6237,116.27,-0.0246342,118.64,0.691996,-11.4103,-17.0732,-16.6963,-14.0369,-2.50844,-1187.11,671.65,87.6338,26350,18649.3,-3.93543,-9.59827,-1.74645,-6.56197,4.96647,0.896511,2336.69,149.302,28015,0.076987,0.89943,0.00972179,30351.7 
74,195,0.78,0.09,44.8,74,24316.8,-1.30639,55.1757,12.258,116.873,1.26058,190.89,133.588,-17.6283,-12.5806,-24.2326,-15.5247,-11.2749,-980.36,5477.62,129.416,24886,29850.6,-11.4552,-6.40755,-11.8865,-9.35166,-5.10188,0.731092,6852.67,180.344,26261,0.206944,0.955972,0.0124924,33113.7 
75,195,0.78,0.09,44.81,75,19573.5,-0.128291,49.1141,11.3141,116.788,-0.0730243,0.513549,3.47366e-11,-10.0375,-9.47521,-25,-19.4151,-13.6104,-1127.87,5314.55,110.9,21199.1,18090.4,-2.93556,-2.37332,-10.7963,-12.3132,-6.50855,0.69089,6896.49,169.491,22781,0.232381,0.958765,0.01352,29677.5 
76,195,0.78,0.09,44.89,76,20135.4,-0.118314,50.0505,11.4641,116.584,-0.0133545,90.2284,0.000307199,-14.8493,-20.1493,-27.952,-15.1309,-18.0863,-1152.17,1090.96,71.9223,26037.4,18717.8,-7.59444,-12.8944,-13.4422,-7.87602,-10.8314,0.744632,2706.99,131.775,27653.5,0.0891617,0.921498,0.00870168,30360.5 
77,195,0.78,0.09,44.82,77,22274.6,-0.0253453,51.5467,11.6641,116.393,-0.852206,479.716,500,-10.0408,-10.9854,-27.3392,-15.4791,-16.3783,-961.505,6159.8,120.37,22272.9,32880.9,-3.98645,-4.93108,-15.2305,-9.42471,-10.324,0.653038,7508.41,170.319,23621.5,0.241196,0.961819,0.0131081,31129.9 
78,195,0.78,0.09,44.83,78,22516.4,-0.0765645,52.9593,11.7447,116.469,-0.050484,48.3402,1.51448,-12.6092,-14.1236,-19.3051,-12.182,-13.271,-1131.2,5739.01,121.284,23693.5,20327.3,-5.48628,-7.00068,-5.05931,-5.05915,-6.14814,0.824046,7325.64,180.048,25280.1,0.224673,0.958762,0.0129498,32605.8 
