cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,135,0.84,0.03,44.74,17,22694.8,-1.33743,52.4969,12.2795,116.425,-0.840612,430.205,348.12,-19.1241,-12.6822,-36.2287,-8.03329,-13.1824,-966.876,587.798,94.1193,28099.3,32757.4,-13.0359,-6.59406,-24.0524,-1.94513,-7.09423,0.543786,1943.94,144.347,29455.5,0.06191,0.884998,0.00894648,31399.4 
18,135,0.84,0.03,44.85,18,23226.8,-0.202911,54.5644,11.7805,117.198,-0.390813,224.015,0.0279071,-11.0715,-5.0081,-25.4157,-17.7976,-9.73737,-1254.86,4708.77,105.103,25343.9,23775.2,-3.17003,2.89339,-9.6127,-9.89612,-1.83587,0.555407,6468.83,170.291,27104,0.192681,0.95596,0.0114413,33572.8 
19,135,0.84,0.03,44.76,19,22029.5,-1.37255,51.5645,12.2984,116.752,0.267217,-228.937,41.3214,-12.5792,-10.6539,-35.1979,-19.3163,-14.2487,-1047.91,1632.81,96.7844,26719.2,22635.6,-5.98077,-4.05553,-22.001,-12.7179,-7.6503,0.580177,3102.6,151.221,28189,0.0991513,0.921408,0.00978537,31291.6 
20,135,0.84,0.03,44.88,20,22251.3,-0.104775,52.3904,11.6486,116.75,0.73094,496.372,499.998,-10.9568,-13.0685,-30.5889,-7.24295,-14.5973,-1161.7,1628.4,70.1947,26938.7,31677.3,-3.64185,-5.75353,-15.9591,0.0719851,-7.28239,0.50993,3257.8,130.543,28568.1,0.102363,0.934471,0.00834731,31825.9 
21,135,0.84,0.03,44.9,21,21087.6,-1.12843,51.3681,12.0016,116.745,1.39925,-6646.82,4.33896e-05,-20.2164,-12.463,-16.468,-15.5768,-9.98508,-1143.67,500.164,60.1759,27255,322833,-13.015,-5.26161,-2.06515,-8.37542,-2.78368,0.934441,2104.28,119.587,28859.1,0.0679602,0.909543,0.00757556,30963.4 
22,135,0.84,0.03,44.75,22,22487.5,-1.36641,51.6758,12.4872,117.203,-5.48701,3963.92,424.456,-11.3826,-9.64337,-28.0987,-11.4519,-3.27443,-1015.17,833.386,83.3586,27679.2,729042,-4.99031,-3.2511,-15.3142,-5.0596,3.11784,0.399382,2257.26,136.095,29103,0.0719784,0.904559,0.00854068,31360.3 
23,135,0.84,0.03,44.8,23,24584.3,-0.112374,54.2337,12.0991,117.125,-0.00134524,80.4815,3.79607e-09,-3.859,-9.94371,-21.3964,-7.61791,-11.9702,-910.204,5760.89,139.668,25034.6,21364.4,1.87231,-4.21239,-9.93382,-1.88659,-6.23891,0.513034,7037.54,186.952,26311.2,0.211029,0.955577,0.0129198,33348.8 
24,135,0.84,0.03,44.81,24,21762.8,-0.0259638,49.8502,11.7927,116.757,0.00149103,-31.4738,499.999,-15.6376,-13.4535,-26.6897,-12.5725,-14.5563,-1009.08,5716.04,121.662,22207.3,19138.5,-9.28364,-7.09962,-13.9819,-6.21859,-8.20234,0.687808,7131.38,174.082,23622.6,0.231884,0.959031,0.0133932,30754 
25,135,0.84,0.03,44.89,25,24032.9,-0.161782,53.7295,12.1786,116.724,0.0777875,16.2611,500,-10.0648,-10.9525,-14.8724,-12.9612,-18.701,-1201.08,1365.11,102.668,29306.7,21342.4,-2.50193,-3.38964,0.25336,-5.39828,-11.1381,1.01143,3049.74,165.062,30991.3,0.0895901,0.913479,0.00971584,34041 
26,135,0.84,0.03,44.82,26,25549,-0.102275,57.9818,11.7529,117.116,0.0737259,-0.289775,9.73726e-06,-15.1816,-7.18176,-22.0013,-5.45938,-19.7564,-1056.83,6625.73,110.277,25491.6,22184.3,-8.52702,-0.527161,-8.69211,1.19522,-13.1018,0.706871,8108.04,165.177,26973.9,0.231117,0.965576,0.0111545,35081.9 
