cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
85,215,0.76,0.11,44.74,85,19461.6,-1.40186,49.9271,11.8532,116.495,3.15659,-706.016,499.998,-12.8133,-14.3979,-40.7708,-18.9262,-15.1137,-1272.47,571.565,90.8123,26060.3,91813.3,-4.80089,-6.38552,-24.746,-10.9138,-7.10135,0.541295,2356.32,156.914,27845.1,0.0780204,0.895626,0.0102741,30201.4 
86,215,0.76,0.11,44.85,86,23727,0.0224381,53.6048,11.8757,116.834,-0.00908847,6.99349,3.65158,-7.70894,-22.0049,-27.5403,-10.7448,-17.9542,-966.792,4679.26,112.294,25282.6,20725.3,-1.62131,-15.9172,-15.365,-4.65715,-11.8666,0.689139,6035.28,162.517,26638.7,0.184712,0.954997,0.0111134,32674 
87,215,0.76,0.11,44.76,87,21180.1,-0.387027,50.0513,12.4002,116.186,-2.18949,842.448,2.71545,-16.9045,-13.1061,-18.7415,-16.3275,-14.8462,-1072.74,1729.54,93.5159,25900.2,80249.7,-10.1497,-6.35132,-5.23201,-9.57274,-8.09148,0.867199,3234.16,149.243,27404.8,0.105557,0.925279,0.00993221,30639 
88,215,0.76,0.11,44.88,88,20877.1,-1.44934,50.3721,11.9613,116.506,1.65163,-921.12,494.866,-24.9478,-14.6093,-26.9759,-15.0565,-19.327,-1179.5,1932.52,92.7305,25552.7,69138.9,-17.5208,-7.18232,-12.1219,-7.62944,-11.9,0.784899,3586.89,154.003,27207.1,0.11648,0.930115,0.0103195,30794 
89,215,0.76,0.11,44.9,89,22099,-0.0302766,52.5299,11.6436,116.263,0.0724896,-312.702,500,-7.45997,-10.4454,-19.8996,-10.6954,-14.2397,-1162.82,530.954,96.0059,28299.4,20648.7,-0.138006,-3.12345,-5.25566,-3.37343,-6.91775,0.720567,2161.92,156.412,29930.4,0.0673657,0.887618,0.00953481,32092.3 
90,215,0.76,0.11,44.75,90,21848.3,0.0065625,52.7901,-11.4947,116.464,-0.0503824,138.786,500,-17.2029,-15.6592,-19.4134,-5.34584,-6.95977,-1163.32,1033.36,77.2327,27576.7,19981.2,-9.87782,-8.33409,-4.7632,1.97928,0.365355,0.769118,2665.03,137.665,29208.4,0.083613,0.917096,0.00860747,31873.4 
91,215,0.76,0.11,44.8,91,20828.7,-0.0437961,50.4739,11.6016,116.506,-0.0500116,19.3514,499.998,-5.65843,-2.62076,-27.6116,-13.783,-17.8241,-1133.47,5341.11,112.994,22528.1,19094,1.47873,4.5164,-13.3373,-6.64582,-10.6869,0.45948,6930.91,171.876,24117.9,0.223227,0.958408,0.0129576,31048.8 
92,215,0.76,0.11,44.81,92,20067.5,-0.28132,50.0886,11.4515,116.34,0.184449,142.659,499.559,-19.6649,-21.7263,-20.2142,-8.19208,-6.18797,-1132.02,5600.64,101.085,21461.5,19528.8,-12.5369,-14.5983,-5.95816,-1.06406,0.940047,0.820631,7188.41,159.891,23049.2,0.23773,0.962533,0.0126174,30237.6 
93,215,0.76,0.11,44.89,93,19644.3,-1.45622,49.4574,11.9793,116.433,0.787714,2704.33,57.2442,-27.474,-10.3848,-19.6233,-9.28347,-17.5255,-1118.4,1079.33,95.7325,25359.4,88633.1,-20.4317,-3.34254,-5.53868,-2.24119,-10.4832,0.868244,2648,153.831,26928.1,0.0895318,0.907718,0.0104137,29576.1 
94,215,0.76,0.11,44.82,94,21327.5,-1.4019,53.1451,11.7084,116.597,0.0109849,530.08,296.873,-20.051,-6.71795,-22.1433,-6.04997,-20.159,-1149.7,5959.08,117.766,22105.1,20445.7,-12.8117,0.521377,-7.66469,1.18935,-12.9196,0.758099,7571.64,177.491,23717.6,0.241988,0.960594,0.0135979,31289.3 
95,215,0.76,0.11,44.83,95,24365.8,-0.0126835,56.7806,11.659,116.589,-0.0277119,-10.4496,500,-18.4945,-13.0153,-22.7488,-3.51084,-20.9754,-1151.29,6464.12,110.155,25026.8,21559.8,-11.2451,-5.766,-8.25008,3.7385,-13.7261,0.765947,8078.91,169.962,26641.6,0.232684,0.964491,0.0116153,34720.5 
96,215,0.76,0.11,44.87,96,23132.1,-1.5543,56.0068,12.1188,116.994,1.31243,-1429.37,45.1645,-26.9749,-13.6144,-32.6517,-15.5825,-16.9934,-1067.93,2824.58,93.579,27310.4,83163.4,-20.2504,-6.88991,-19.2029,-8.85805,-10.269,0.706693,4322.45,149.056,28808.3,0.130466,0.943087,0.00944116,33130.7 
97,215,0.76,0.11,44.79,97,23551.9,-1.42689,56.0741,12.009,116.858,-0.575072,1277.43,491.679,-18.4588,-6.69775,-9.80766,-15.774,-16.479,-1318.05,5088.56,110.804,25321.9,45835.3,-10.1594,1.60168,6.79121,-7.47453,-8.17961,1.38984,6937.26,179.274,27170.6,0.203392,0.956733,0.0120084,34107.8 
98,215,0.76,0.11,44.77,98,21512.3,-1.54118,53.5773,11.9837,116.512,0.635,1025.65,1.64991,-12.7888,-9.64456,-31.734,-9.18795,-17.7123,-1363.21,2705.96,108.723,25893.6,42102.6,-4.20501,-1.06078,-14.5664,-0.604177,-9.1285,0.507307,4618,179.539,27805.6,0.142427,0.936298,0.0117545,32423.6 
99,215,0.76,0.11,44.86,99,22217.6,-0.0324099,51.0013,11.8643,116.688,0.0941502,-25.616,9.28498e-07,-16.8384,-10.2831,-29.3724,-15.119,-13.9322,-1110.7,3729.01,117.817,24910.7,19776.3,-9.84461,-3.28929,-15.3848,-8.12528,-6.93848,0.646995,5286.87,175.515,26468.6,0.166487,0.945093,0.0120677,31755.5 
100,215,0.76,0.11,44.84,100,22562.5,-1.40099,53.1915,12.2012,116.504,-0.0725339,-365.969,7.20645,-3.08314,-13.9965,-24.2914,-21.6067,-12.697,-1138.42,5680.57,140.307,23399.9,21991.1,4.08521,-6.82811,-9.95473,-14.4383,-5.52863,0.695244,7277.32,199.446,24996.6,0.225486,0.954234,0.0144851,32273.9 
101,215,0.76,0.11,44.78,101,23403.8,-1.41116,54.7423,12.209,116.674,-0.210937,18.6331,11.1602,-8.94957,-14.8115,-25.9904,-20.3143,-6.43668,-1130.72,3756.68,100.597,26241.2,21885,-1.82974,-7.69164,-11.7507,-13.1944,0.683152,0.652174,5342.62,159.335,27827.2,0.161069,0.950398,0.0104376,33169.8 
