cyc,delay from wiggle start,charge col start,wait,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
34,155,0.82,0.05,44.74,34,21624,-1.55004,53.3014,12.1101,116.42,2.76007,-3044.89,411.135,-16.1559,-24.4569,-33.232,-11.4517,-4.81079,-1347.12,436.123,54.9839,28231.4,294594,-7.67342,-15.9744,-16.267,-2.96926,3.67169,0.585157,2325.59,124.964,30120.9,0.0716748,0.914047,0.00758448,32446.5 
35,155,0.82,0.05,44.85,35,21400.1,-1.25217,49.832,12.1777,116.961,0.0996872,818.003,61.8923,-11.4073,-22.8816,-31.3564,-16.7095,-15.6244,-976.329,4247.63,97.7446,23119.1,22409.2,-5.25963,-16.7339,-19.0611,-10.5618,-9.47675,0.688,5617.03,148.463,24488.4,0.186578,0.955791,0.0110446,30105.5 
36,155,0.82,0.05,44.76,36,20337.8,-0.158991,49.5835,11.499,116.549,-0.0991058,-71.11,4.95669e-08,-19.0148,-11.5331,-24.0281,-10.8658,-6.70973,-1164.65,1508.25,65.5549,25330,18790.1,-11.6813,-4.19959,-9.36114,-3.53234,0.623753,0.667462,3141.79,126.056,26963.5,0.10436,0.934392,0.00853842,30105.3 
37,155,0.82,0.05,44.88,37,23178.5,-1.22088,54.179,12.1678,116.732,0.223815,604.775,2.62688e-08,-11.34,-3.97707,-23.9443,-22.5336,-13.231,-1123.42,1776.38,79.7292,27878.4,25866.7,-4.26608,3.09683,-9.79647,-15.4597,-6.1571,0.699334,3352.09,138.089,29454.2,0.102178,0.932757,0.00856233,32806.2 
38,155,0.82,0.05,44.9,38,21058.9,-0.0567401,48.5628,11.9983,116.902,-0.00960883,5.03128,500,-14.2062,-16.6926,-29.4507,-4.59064,-18.2777,-1022.51,464.189,63.4383,26875,18969.5,-7.76773,-10.2541,-16.5738,1.84783,-11.8392,0.628282,1898.36,116.556,28309.2,0.0628438,0.902978,0.0075273,30207.6 
39,155,0.82,0.05,44.75,39,22865.5,-0.0412861,51.7597,12.0196,116.794,0.00543659,-10.5094,500,-13.1519,-12.7024,-21.3474,-8.90095,-10.5661,-1117.56,853.152,77.5132,28393.8,20254.3,-6.11493,-5.66541,-7.27341,-1.86396,-3.52906,0.70248,2420.64,135.568,29961.3,0.0747528,0.910739,0.00826622,32382 
40,155,0.82,0.05,44.8,40,23668,-0.146091,54.3079,11.9077,116.641,0.0100973,-7.02671,500,-15.6643,-10.8564,-36.2215,-7.49229,-19.6359,-1035.95,5216.25,117.644,25149.2,21054,-9.14115,-4.33329,-23.1752,-0.969179,-13.1127,0.54318,6669.27,171.46,26602.2,0.20045,0.956946,0.0117337,33271.4 
41,155,0.82,0.05,44.81,41,23595.1,-0.045654,53.9387,11.8021,117.223,0.309901,-329.82,3.36283e-10,-14.7072,-14.1832,-23.2797,-25.6249,-11.9289,-889.269,5703.55,115.697,24237.8,24050.5,-9.10773,-8.58368,-12.0807,-20.0254,-6.32944,0.784761,6950.84,161.893,25485,0.214295,0.960837,0.0115666,32435.9 
42,155,0.82,0.05,44.89,42,20887.2,-0.036889,50.1599,11.6296,116.407,0.404315,-127.459,500,-8.22504,-6.87762,-37.2681,-12.5424,-19.9505,-1077.33,931.573,69.8486,26550.3,20667.2,-1.44138,-0.093962,-23.7008,-5.75878,-13.1668,0.463319,2442.63,125.814,28061.4,0.0800758,0.917315,0.00819147,30504 
43,155,0.82,0.05,44.82,43,24417.6,-0.128349,56.356,11.7155,116.929,0.0388419,11.8512,1.77643e-12,-16.7491,-11.7453,-17.9574,-16.0627,-11.277,-1045.59,6558.24,131.392,24512.8,21507.9,-10.1653,-5.16149,-4.78976,-9.47887,-4.69321,0.86031,8024.79,185.709,25979.3,0.235994,0.961078,0.0129968,34004.1 
