cyc,freq,amplitude,time,waittime,cyc2,T,TF,EF,EFkHz,ToTF,wx,wy,wz,bx,by,bz,q,mu0,offs,fermi3,fermi4,N,Npix,ENoEF,EkHz,ENoEF2,EkHz2,SNkB,tof,AR,beta_visc,alpha_visc,smomE,smomEkHz,smomEoEFEst,smomEoEF
32,5,0.9,0.01,10.99,32,4.21347e-07,6.90555e-07,9.53415e-30,14.3889,0.610157,1062.49,2846.28,2770.88,4.93625,21.3104,20.4697,-0.472842,-2.75068e-30,3.89171e-13,0.733709,0.68325,29395.2,43711.1,1.70459,24.527,1.55417,22.3627,1.71448,0.0066,1.39753,4.5,4.47419,1.74575e-29,26.3467,1.64667,1.83105 
33,5,0.9,0.01,10.99,33,4.22054e-07,6.72478e-07,9.28457e-30,14.0122,0.62761,1062.49,2846.28,2770.88,4.93537,21.3107,20.4699,-0.548583,-3.19664e-30,5.75331e-13,0.674185,0.629967,27146.6,40974.2,1.75934,24.6522,1.59448,22.3422,1.79447,0.0066,1.41948,4.5,4.42183,1.732e-29,26.1391,1.63369,1.86546 
34,5,0.9,0.01,10.99,34,4.20034e-07,7.48953e-07,1.03404e-29,15.6057,0.560828,1062.49,2846.28,2770.88,4.93606,21.3104,20.4697,-0.247561,-1.43565e-30,5.63688e-13,0.944842,0.871303,37501.1,55100,1.55153,24.2127,1.44376,22.5308,1.47712,0.0066,1.45355,4.5,4.46293,1.74281e-29,26.3023,1.6439,1.68544 
35,5,0.9,10,1,35,4.0848e-07,7.3243e-07,1.01123e-29,15.2614,0.557706,1062.49,2846.28,2770.88,4.9366,21.3103,20.4696,-0.232663,-1.31214e-30,5.01216e-13,0.960799,0.885496,35073.5,51015.8,1.54199,23.5328,1.43695,21.9299,1.4615,0.0066,1.46846,4.5,4.49565,1.75134e-29,26.4311,1.65194,1.7319 
36,5,0.9,10,1,36,4.30113e-07,6.97413e-07,9.62883e-30,14.5317,0.616727,1062.49,2846.28,2770.88,4.94173,21.3085,20.4679,-0.501574,-2.97853e-30,1.29863e-13,0.71051,0.662505,30279.7,44252.1,1.72517,25.0698,1.56927,22.8042,1.74482,0.0066,1.39779,4.5,4.80304,1.82834e-29,27.5932,1.72457,1.89882 
37,5,0.9,10,1,37,4.25058e-07,6.8554e-07,9.46492e-30,14.2844,0.620034,1062.49,2846.28,2770.88,4.93549,21.3106,20.4699,-0.515933,-3.02778e-30,-2.2627e-13,0.699202,0.652384,28759.5,41250.2,1.73555,24.7912,1.5769,22.525,1.75999,0.0066,1.39358,4.5,4.42921,1.73395e-29,26.1685,1.63553,1.83197 
38,5,0.9,10,1,38,4.19877e-07,6.76258e-07,9.33676e-30,14.091,0.620882,1062.49,2846.28,2770.88,4.93284,21.3115,20.4707,-0.519611,-3.0122e-30,7.50631e-13,0.69634,0.649816,27607,42638.2,1.7382,24.4929,1.57886,22.2477,1.76386,0.0066,1.39494,4.5,4.27042,1.69127e-29,25.5245,1.59528,1.81141 
39,5,0.9,0.01,10.99,39,4.17679e-07,6.88717e-07,9.50877e-30,14.3505,0.60646,1062.49,2846.28,2770.88,4.93478,21.3109,20.4701,-0.456553,-2.6328e-30,3.33805e-13,0.747211,0.695311,29161.1,43765.1,1.69301,24.2956,1.54571,22.1818,1.69727,0.0066,1.39445,4.5,4.38636,1.72258e-29,25.997,1.62481,1.81157 
40,5,1.1,0.01,10.99,40,4.24022e-07,6.60386e-07,9.11762e-30,13.7602,0.642083,1062.49,2846.28,2770.88,4.93931,21.3093,20.4687,-0.610019,-3.57121e-30,7.06929e-13,0.629616,0.589931,25708.4,39417.2,1.80484,24.8349,1.6284,22.4072,1.85931,0.0066,1.40027,4.5,4.65775,1.79266e-29,27.0547,1.69092,1.96615 
41,5,1.1,0.01,10.99,41,3.99555e-07,7.31088e-07,1.00938e-29,15.2334,0.546521,1062.49,2846.28,2770.88,4.93153,21.312,20.4712,-0.178607,-9.85275e-31,-2.60806e-13,1.02101,0.939047,34881.1,48948.9,1.50795,22.9712,1.41274,21.5208,1.40491,0.0066,1.43468,4.5,4.19216,1.66969e-29,25.1988,1.57492,1.65418 
42,5,1.1,7,4,42,4.09855e-07,7.13195e-07,9.84672e-30,14.8606,0.574674,1062.49,2846.28,2770.88,4.93585,21.3105,20.4698,-0.312639,-1.76912e-30,4.50328e-13,0.878179,0.812012,32382.2,47554,1.59413,23.6896,1.47422,21.9077,1.54551,0.0066,1.43134,4.5,4.45021,1.73947e-29,26.252,1.64075,1.76655 
43,5,1.1,0.01,10.99,43,4.04184e-07,7.36769e-07,1.01722e-29,15.3518,0.54859,1062.49,2846.28,2770.88,4.93296,21.3115,20.4707,-0.188688,-1.05295e-30,6.18944e-13,1.0095,0.928811,35700.6,52663.6,1.51423,23.2461,1.4172,21.7565,1.41545,0.0066,1.44695,4.5,4.27734,1.69317e-29,25.5531,1.59707,1.6645 
44,5,1.1,0.01,10.99,44,4.24722e-07,6.9588e-07,9.60767e-30,14.4998,0.610338,1062.49,2846.28,2770.88,4.93552,21.3106,20.4699,-0.473639,-2.77738e-30,2.95769e-13,0.733056,0.682666,30080.4,44973.6,1.70515,24.7244,1.55458,22.5411,1.71532,0.0066,1.40561,4.5,4.43076,1.73435e-29,26.1747,1.63592,1.80518 
45,5,1.1,7,4,45,4.42398e-07,6.87844e-07,9.49672e-30,14.3324,0.643166,1062.49,2846.28,2770.88,4.93959,21.3092,20.4686,-0.614557,-3.75369e-30,2.9994e-13,0.626441,0.587082,29050.4,43333.8,1.80827,25.9167,1.63096,23.3755,1.86412,0.0066,1.39167,4.5,4.67472,1.79689e-29,27.1186,1.69491,1.89212 
46,5,1.1,0.01,10.99,46,3.96344e-07,7.5192e-07,1.03814e-29,15.6675,0.527109,1062.49,2846.28,2770.88,4.93299,21.3115,20.4707,-0.0820643,-4.49066e-31,4.66157e-13,1.13801,1.04316,37948.7,55645.1,1.44953,22.7105,1.37138,21.4861,1.30427,0.0066,1.43765,4.5,4.2791,1.69365e-29,25.5604,1.59752,1.63143 
47,5,1.1,0.01,10.99,47,4.09517e-07,7.27019e-07,1.00376e-29,15.1486,0.563282,1062.49,2846.28,2770.88,4.93339,21.3113,20.4706,-0.259211,-1.46558e-30,2.01938e-13,0.932546,0.860368,34302,49678.2,1.55905,23.6175,1.44913,21.9523,1.48935,0.0066,1.43314,4.5,4.30311,1.70018e-29,25.659,1.60369,1.69382 
48,5,1.1,7,4,48,4.23566e-07,7.45566e-07,1.02937e-29,15.5351,0.568113,1062.49,2846.28,2770.88,4.93802,21.3098,20.4691,-0.281999,-1.64912e-30,9.08584e-13,0.908958,0.839393,36994.7,55734.7,1.5739,24.4507,1.45973,22.6771,1.51329,0.0066,1.41765,4.5,4.58034,1.77313e-29,26.7599,1.67249,1.72255 
49,5,1.1,7,4,49,4.26251e-07,6.93021e-07,9.5682e-30,14.4402,0.615062,1062.49,2846.28,2770.88,4.93601,21.3105,20.4697,-0.494316,-2.90907e-30,5.689e-13,0.716297,0.667682,29711.3,44848.3,1.71995,24.8365,1.56543,22.6052,1.73716,0.0066,1.41313,4.5,4.4598,1.74199e-29,26.29,1.64312,1.8206 
50,5,1.1,7,4,50,4.17649e-07,6.921e-07,9.55547e-30,14.421,0.603452,1062.49,2846.28,2770.88,4.93959,21.3092,20.4686,-0.443234,-2.5558e-30,3.66699e-13,0.758439,0.705336,29592.9,43632.7,1.6836,24.2793,1.53885,22.1918,1.68321,0.0066,1.42606,4.5,4.6748,1.79691e-29,27.1188,1.69493,1.88051 
51,5,1.1,0.01,10.99,51,4.18376e-07,7.5605e-07,1.04384e-29,15.7535,0.553371,1062.49,2846.28,2770.88,4.93519,21.3107,20.47,-0.211845,-1.22368e-30,5.57552e-13,0.983557,0.905737,38577.4,56385.3,1.52876,24.0834,1.42753,22.4887,1.43968,0.0066,1.45943,4.5,4.41107,1.72915e-29,26.0961,1.63101,1.65653 
52,5,1.1,0.01,10.99,52,4.09879e-07,7.41503e-07,1.02376e-29,15.4504,0.552768,1062.49,2846.28,2770.88,4.9317,21.3119,20.4711,-0.208938,-1.18238e-30,9.67581e-13,0.986779,0.908602,36393.2,55010.8,1.52693,23.5917,1.42623,22.0358,1.43664,0.0066,1.44347,4.5,4.20211,1.67245e-29,25.2405,1.57753,1.63364 
53,5,1.1,0.01,10.99,53,4.20536e-07,6.97123e-07,9.62483e-30,14.5257,0.603244,1062.49,2846.28,2770.88,4.93714,21.3101,20.4694,-0.442314,-2.56813e-30,7.50174e-13,0.759222,0.706035,30242,45754.2,1.68295,24.4461,1.53838,22.346,1.68224,0.0066,1.41923,4.5,4.52792,1.7597e-29,26.5572,1.65982,1.82829 
54,5,1.1,7,4,54,4.1147e-07,7.22351e-07,9.97314e-30,15.0514,0.569626,1062.49,2846.28,2770.88,4.93681,21.3102,20.4695,-0.289096,-1.64234e-30,4.41488e-13,0.901738,0.832964,33645.5,50320.5,1.57854,23.7592,1.46306,22.0211,1.52074,0.0066,1.37826,4.5,4.50785,1.75451e-29,26.4789,1.65493,1.75923 
55,5,1.1,7,4,55,4.25715e-07,7.04066e-07,9.72069e-30,14.6704,0.604653,1062.49,2846.28,2770.88,4.94194,21.3085,20.4679,-0.448558,-2.63646e-30,2.36017e-13,0.753929,0.70131,31154.6,44908.9,1.68736,24.7541,1.54159,22.6157,1.68883,0.0066,1.44795,4.5,4.81536,1.83131e-29,27.638,1.72737,1.88393 
56,5,1.1,7,4,56,3.9779e-07,7.13713e-07,9.85388e-30,14.8714,0.557353,1062.49,2846.28,2770.88,4.9322,21.3117,20.4709,-0.230978,-1.26855e-30,9.32833e-13,0.962625,0.88712,32452.8,48942.5,1.54091,22.9155,1.43618,21.358,1.45973,0.0066,1.45337,4.5,4.23231,1.68081e-29,25.3666,1.58541,1.70573 
57,5,1.1,7,4,57,4.1484e-07,7.33763e-07,1.01307e-29,15.2892,0.56536,1062.49,2846.28,2770.88,4.93608,21.3104,20.4697,-0.269041,-1.54093e-30,7.09769e-13,0.922301,0.851255,35265.4,53283.8,1.56543,23.9341,1.45368,22.2256,1.49967,0.0066,1.44078,4.5,4.46435,1.74318e-29,26.3079,1.64424,1.72069 
58,5,1.1,0.01,10.99,58,4.10398e-07,7.46753e-07,1.031e-29,15.5598,0.549577,1062.49,2846.28,2770.88,4.9334,21.3113,20.4706,-0.193486,-1.09632e-30,3.9385e-13,1.00407,0.923978,37171.7,53576.8,1.51722,23.6077,1.41933,22.0845,1.42047,0.0066,1.48682,4.5,4.30389,1.7004e-29,25.6622,1.60389,1.64926 
59,5,1.1,7,4,59,4.07732e-07,7.27674e-07,1.00466e-29,15.1623,0.560323,1062.49,2846.28,2770.88,4.93244,21.3117,20.4709,-0.245156,-1.38007e-30,6.14152e-13,0.947401,0.87358,34394.7,51038.3,1.54999,23.5013,1.44266,21.874,1.4746,0.0066,1.45131,4.5,4.2461,1.68461e-29,25.4239,1.58899,1.67679 
60,5,1.3,0.01,10.99,60,4.09033e-07,7.50383e-07,1.03602e-29,15.6355,0.545099,1062.49,2846.28,2770.88,4.93453,21.311,20.4702,-0.171652,-9.69372e-31,3.53727e-13,1.02902,0.946174,37716.5,54855.1,1.50364,23.5101,1.40968,22.041,1.39764,0.0066,1.46359,4.5,4.37171,1.71867e-29,25.938,1.62112,1.65892 
61,5,1.3,0.01,10.99,61,4.20513e-07,7.53436e-07,1.04023e-29,15.6991,0.558127,1062.49,2846.28,2770.88,4.93663,21.3102,20.4695,-0.234678,-1.3625e-30,6.5046e-13,0.958627,0.883564,38178.7,56307,1.54327,24.228,1.43787,22.5732,1.46361,0.0066,1.45342,4.5,4.49731,1.75177e-29,26.4376,1.65235,1.68402 
62,5,1.3,5,6,62,4.18968e-07,7.46456e-07,1.03059e-29,15.5536,0.561276,1062.49,2846.28,2770.88,4.93787,21.3098,20.4692,-0.249691,-1.44433e-30,6.64957e-13,0.942582,0.869294,37127.3,54781.8,1.55291,24.1533,1.44474,22.4709,1.47935,0.0066,1.44599,4.5,4.57137,1.77084e-29,26.7254,1.67034,1.71827 
63,5,1.3,5,6,63,4.23914e-07,7.02795e-07,9.70314e-30,14.6439,0.603183,1062.49,2846.28,2770.88,4.93595,21.3105,20.4698,-0.442042,-2.58717e-30,4.61346e-13,0.759454,0.706242,30986.1,46689.6,1.68276,24.6421,1.53824,22.5258,1.68195,0.0066,1.40622,4.5,4.4564,1.7411e-29,26.2765,1.64228,1.79436 
64,5,1.3,0.01,10.99,64,4.18207e-07,7.32966e-07,1.01197e-29,15.2725,0.570568,1062.49,2846.28,2770.88,4.93497,21.3108,20.4701,-0.293512,-1.69473e-30,1.07267e-12,0.897277,0.828995,35150.6,54061.3,1.58144,24.1527,1.46514,22.3764,1.52538,0.0066,1.42068,4.5,4.39795,1.72567e-29,26.0436,1.62772,1.70525 
65,5,1.3,0.01,10.99,65,4.09028e-07,7.31282e-07,1.00965e-29,15.2375,0.559329,1062.49,2846.28,2770.88,4.93324,21.3114,20.4706,-0.24042,-1.35771e-30,5.56488e-13,0.952459,0.878078,34909,51029.6,1.54695,23.5716,1.44049,21.9494,1.46963,0.0066,1.47016,4.5,4.29431,1.69779e-29,25.6229,1.60143,1.68157 
66,5,1.3,5,6,66,4.5561e-07,6.40765e-07,8.84673e-30,13.3514,0.711041,1062.49,2846.28,2770.88,4.94411,21.3077,20.4672,-0.887597,-5.58333e-30,3.28112e-13,0.463623,0.439438,23484.4,36095.1,2.02185,26.9945,1.79595,23.9784,2.15138,0.0066,1.34297,4.5,4.94572,1.86218e-29,28.1038,1.75649,2.10494 
67,5,1.3,0.01,10.99,67,4.23151e-07,6.93079e-07,9.569e-30,14.4414,0.610538,1062.49,2846.28,2770.88,4.93713,21.3101,20.4694,-0.474513,-2.77222e-30,4.10209e-13,0.732337,0.682024,29718.7,44244.3,1.70578,24.6339,1.55504,22.457,1.71624,0.0066,1.42947,4.5,4.52727,1.75953e-29,26.5546,1.65966,1.83878 
68,5,1.3,0.01,10.99,68,4.06691e-07,7.17067e-07,9.90019e-30,14.9413,0.567159,1062.49,2846.28,2770.88,4.9327,21.3116,20.4708,-0.277512,-1.55822e-30,1.10621e-12,0.913555,0.84349,32912.5,50269.7,1.57098,23.4725,1.45763,21.7789,1.50859,0.0066,1.46174,4.5,4.26189,1.68894e-29,25.4893,1.59308,1.70597 
69,5,1.3,5,6,69,4.29412e-07,7.22854e-07,9.98009e-30,15.0619,0.59405,1062.49,2846.28,2770.88,4.93792,21.3098,20.4691,-0.401226,-2.37874e-30,2.99539e-13,0.795022,0.737962,33715.8,49998.1,1.65424,24.916,1.51754,22.8569,1.63886,0.0066,1.38755,4.5,4.57461,1.77167e-29,26.7379,1.67112,1.7752 
70,5,1.3,5,6,70,4.10808e-07,7.32783e-07,1.01172e-29,15.2687,0.560613,1062.49,2846.28,2770.88,4.9354,21.3107,20.4699,-0.246535,-1.3983e-30,9.50019e-13,0.94593,0.872272,35124.3,52220.3,1.55088,23.6799,1.44329,22.0372,1.47604,0.0066,1.4817,4.5,4.42372,1.73249e-29,26.1466,1.63416,1.71243 
