cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.215,0,15838.6,-0.244959,37.1605,-10.0057,121.294,0.0462339,58.7012,450.977,-3.93579,-3.126,-11.2611,-2.40316,-3.73437,-91.098,9197.37,32.1513,7752.37,12192.2,-3.36217,-2.55238,-10.1138,-1.82954,-3.16075,0.518816,9269.93,38.748,7824.93,0.534918,0.992738,0.00903938,17329.6,-0.00102646,1.26353,10.1587,8.75405,121.53,82.9431,1.02985,9.89808,9.41657,120.822,130.695,0.708633,-47.7517 
1,43.251,1,15236.1,-0.0744788,36.4671,9.90897,121.428,-0.075501,181.774,0.123827,-1.12408,-1.77713,-4.45138,-0.35563,-1.17859,-83.0112,8986.5,34.6336,7700.61,12210,-0.601383,-1.25443,-3.40598,0.167069,-0.655894,0.407719,9052.62,40.6447,7766.73,0.530872,0.992204,0.00954802,17052.4,-0.00143169,1.23226,10.2481,8.75414,121.744,83.4517,1.04521,9.8765,9.30412,120.819,131.251,0.925149,-47.7995 
2,43.236,2,14154.9,-0.124806,34.2142,9.84564,121.303,0.0851397,43.2071,500,-5.30074,1.35614,-7.75308,-1.576,-4.80377,-111.928,8594.99,21.027,6971.58,11085.7,-4.59596,2.06092,-6.34352,-0.871216,-4.09898,0.541943,8684.14,29.132,7060.73,0.544232,0.994164,0.00754305,15956.7,-0.00136884,1.21897,10.0246,8.6353,121.581,83.5625,0.952094,9.85741,9.26489,120.8,131.561,0.780507,-47.9986 
3,43.272,3,14793.6,-0.0298831,35.6958,9.8134,121.489,-0.0166123,7.35477,4.51037e-12,-1.116,-1.03217,-4.37857,-0.481398,0.106163,-66.3229,8902.36,15.2453,7338.17,11407.3,-0.698384,-0.614555,-3.54333,-0.0637798,0.523781,0.194014,8955.19,20.0479,7391,0.540514,0.996098,0.00497182,16567.9,-0.00142383,1.24258,10.1671,8.65608,121.815,83.7467,1.01316,9.76467,9.26975,120.9,131.634,0.914789,-47.8875 
4,43.218,4,15014.7,-0.0913722,36.0308,9.86262,121.405,-0.0474175,128.739,2.3918e-12,-0.776269,-1.44099,-12.6039,-5.726,0.941732,-106.11,9014.18,22.4552,7378.11,11766.8,-0.108125,-0.772846,-11.2676,-5.05786,1.60988,0.277559,9098.7,30.1388,7462.63,0.542067,0.994237,0.00738465,16785.2,-0.00131458,1.2608,10.1699,8.63087,121.675,83.731,1.00473,9.79592,9.30583,120.921,131.656,0.753765,-47.9254 
5,43.245,5,13912.4,-0.292698,34.5847,9.69766,121.499,0.0264693,225.013,186.077,-2.59513,-3.14361,-5.39935,1.82108,0.704328,-178.994,8279.32,24.0269,7077.99,11112,-1.46806,-2.01653,-3.14519,2.94816,1.83141,-0.699912,8421.9,36.9883,7220.56,0.531046,0.992373,0.00934822,15859.1,-0.00135877,1.21407,9.80442,8.52971,121.778,83.7402,0.99562,9.65991,9.13223,120.919,131.706,0.858632,-47.9658 
6,43.242,6,14216.7,-0.168961,34.5056,9.72453,121.631,0.137394,-48.2392,499.786,-1.47804,-2.96896,-2.04783,-2.71458,-4.06097,-155.26,8444.05,27.6021,7028.03,11139.1,-0.500407,-1.99133,-0.0925633,-1.73695,-3.08334,0.987499,8567.72,38.8449,7151.71,0.537701,0.992128,0.00990639,15934,-0.00122462,1.20609,9.96591,8.61111,121.945,83.2379,0.989984,9.72091,9.11572,121.069,131.144,0.876,-47.906 
7,43.275,7,14794.5,-0.125234,36.4516,9.6887,121.564,-0.00459531,-13.4514,500,-1.39633,-0.397835,-1.51818,-1.50545,-2.78869,-103.969,8959.75,24.4888,7389.08,11498.8,-0.741666,0.256829,-0.208852,-0.850783,-2.13402,0.943223,9042.57,32.0174,7471.89,0.540222,0.993842,0.0078317,16738.6,-0.00151324,1.29495,10.0347,8.47855,121.829,83.1961,1.06293,9.63415,8.99796,120.971,131.044,0.8575,-47.848 
8,43.239,8,13869.7,-0.138415,33.5761,9.79086,121.331,0.00632504,0.072662,4.15692e-07,-0.98275,-2.5363,-5.84862,-1.29655,0.893998,-135.434,7924,27.4232,7210.49,10701.6,-0.129956,-1.68351,-4.14304,-0.443755,1.74679,0.109688,8031.88,37.2303,7318.37,0.515863,0.991953,0.00928423,15569.8,-0.0011606,1.11434,9.93779,8.74897,121.574,83.7946,0.969424,9.82276,9.3674,120.806,131.745,0.768204,-47.9502 
9,43.227,9,13572.5,-0.00594324,33.2256,9.66112,121.515,0.00188974,8.90875,2.7671e-12,-3.05814,-0.345167,-5.41943,0.141297,-3.35689,-130.728,8075.88,21.3414,6910.41,10450,-2.23498,0.47799,-3.77311,0.964455,-2.53373,0.468529,8180.01,30.8077,7014.54,0.530998,0.993452,0.00802555,15405,-0.00132279,1.17627,9.91986,8.46558,121.776,83.4675,0.970073,9.72084,9.11108,120.952,131.209,0.823797,-47.7417 
