cyc,wigglefreq,amplitude,wiggletime,waittime,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
88,55,0.4,0.1,10.9,88,15185.9,0,5,101,125,0,5,135,1.64193,-1.58963,-2.51382,-3.46555,-0.535584,-256.869,18.3444,18063.2,-22.6064,16439.4,2.63442,-0.59714,-0.528833,-2.47306,0.456909,-0.0416243,33.3559,19189,-7.5949,1.37595,0.000992318,1.00021,24.242,231.166,497.659,3.32042e+06,24812.8,7.73971e-07,0.438232,106.426,73.3646,15.9481,23.1825,0.687937,231.166,497.659,0.438231 
89,55,0.4,3,8,89,10570.2,0,5,101,125,0,5,135,-1.95934,-3.90293,-1.85557,-5.04811,-2.40762,-237.36,14.2412,13518.2,-15.337,16439.4,-1.04223,-2.98582,-0.0213471,-4.131,-1.49051,0.997793,28.1125,14558.5,-1.46569,1.06674,0.00110221,1.00005,26.3537,264.099,505.392,130.056,18208.8,6.98115e-07,0.523324,107.186,74.267,17.4474,23.7484,0.734675,276.673,522.253,0.544498 
90,55,0.4,9,2,90,11129.7,0,5,101,125,0,5,135,0.105918,-0.310241,-6.75979,-5.33796,-4.90773,-140.184,19.7717,13752.9,-17.6694,16439.4,0.647561,0.231402,-5.6765,-4.79632,-4.36609,0.593372,27.964,14367.4,-9.47706,1.68544,0.00111097,1.00036,16.5916,303.329,564.616,1.75009e+08,18998.2,7.08061e-07,0.584471,106.486,74.9997,18.2686,24.6931,0.739824,303.331,564.631,0.584481 
91,55,0.4,8,3,91,11545.4,0,5,101,125,0,5,135,-1.93945,-2.79977,-4.06496,-4.20285,-1.29355,-217.059,7.02401,14194,-20.0357,16439.4,-1.10078,-1.9611,-2.38762,-3.36418,-0.454875,0.742396,19.7089,15145.4,-7.35081,1.81016,0.000743057,1.00026,10.888,278.285,554.27,225.536,19597,7.15423e-07,0.548962,106.546,74.1189,17.6783,24.4098,0.724227,284.044,551.75,0.553352 
92,55,0.4,7,4,92,10854,0,5,101,125,0,5,135,-2.41361,-0.719169,-8.06951,-3.91736,0.788007,-231.45,18.6776,13706.5,-17.624,16439.4,-1.51933,0.175109,-6.28095,-3.02308,1.68229,0.299468,32.2036,14721,-4.09801,1.18023,0.0012485,1.00015,27.2859,284.573,550.433,3.76224e+10,19021,7.08344e-07,0.558734,106.553,74.2778,17.6947,24.3806,0.72577,284.573,550.429,0.558732 
94,55,0.4,6,5,94,10846.7,0,5,101,125,0,5,135,0.754032,0.269355,-5.43935,-1.01512,-0.408514,-192.861,3.71955,13699.2,-18.8331,16439.4,1.49921,1.01453,-3.949,-0.26994,0.336661,-1.88555,14.9903,14544.5,-7.56237,2.53408,0.000588596,1.00028,5.91548,257.779,519.076,754.212,18189.8,6.97872e-07,0.52416,106.789,74.3338,17.3349,24.035,0.721238,273.118,534.933,0.547708 
95,55,0.4,4,7,95,10635.3,0,5,101,125,0,5,135,-1.87712,-4.83438,-2.30084,-1.07175,-3.48494,-201.991,11.1093,13573.6,-20.9541,16439.4,-1.09666,-4.05392,-0.73993,-0.291297,-2.70448,0.916734,22.9137,14458.9,-9.14968,1.92002,0.000904751,1.00034,11.9341,273.253,518.718,1.44384e+06,18788.8,7.0545e-07,0.533681,106.721,74.481,17.3396,23.6681,0.732616,273.265,518.725,0.533697 
96,55,0.4,10,1,96,7755.63,0,5,101,125,0,5,135,-0.735215,-1.90299,-5.58533,0.500561,-2.79354,-247.797,9.54378,10572,-17.1641,16439.4,0.222225,-0.945553,-3.67045,1.458,-1.8361,0.230816,24.0251,11658.1,-2.68279,1.15473,0.00117622,1.00012,20.8057,338.395,574.85,795.644,15060.1,6.55303e-07,0.67305,106.608,75.2736,19.259,24.8102,0.776254,337.112,569.997,0.668931 
97,55,0.4,2,9,97,11797.4,0,5,101,125,0,5,135,-1.60966,-1.79742,-7.78033,-2.81636,-0.00350207,-184.451,15.2787,14506,-16.2536,16439.4,-0.896981,-1.08474,-6.35496,-2.10368,0.70918,0.346949,26.058,15314.5,-5.47432,1.33707,0.000971357,1.00019,19.4888,208.446,436.887,1009.83,18515.7,7.02014e-07,0.429868,106.679,74.07,16.2821,23.057,0.706168,240.95,492.285,0.490598 
98,55,0.4,5,6,98,9923.43,0,5,101,125,0,5,135,-0.0868564,-4.35301,-3.58347,-1.11114,2.19122,-147.769,11.7164,12955.3,-27.0277,16439.4,0.484092,-3.78206,-2.44157,-0.540191,2.76217,0.30589,20.352,13603,-18.3921,-11.8429,0.000854208,1.00073,-1.71849,276.369,531.218,3.99051e+06,17920.6,6.94412e-07,0.551778,106.546,73.986,17.438,23.9518,0.728047,276.377,531.238,0.551796 
