cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
377,43.248,0.53,377,27637.8,-0.237685,57.071,12.0533,121.822,0.220539,-52.6269,0.125927,-5.23306,-4.07969,-9.6987,-1.29804,2.2244,78.2863,12218,36.056,17638.9,22771.1,-5.726,-4.57264,-10.6846,-1.79099,1.73145,0.492244,12108.2,31.9891,17529.1,0.44543,0.995398,0.00335043,27183.3,-0.00265978,1.1182,12.1515,11.2054,122.014,91.4383,1.45656,12.1779,12.593,120.954,142.419,1.05997,-50.9803 
378,43.288,0.53,378,27781.4,-0.678334,57.8763,12.0686,121.934,0.518408,-348.616,500,-0.0198744,-7.72185,-8.85361,-3.68061,-8.11369,119.624,12880.1,40.7504,17267.8,28621.2,-0.773118,-8.47509,-10.3601,-4.43385,-8.86694,0.685191,12712.4,34.5362,17100,0.463644,0.995268,0.00370663,27418.4,-0.00289551,1.22602,11.967,10.966,122.153,91.4107,1.46905,12.1491,12.3138,121.046,142.298,1.10692,-50.8873 
379,43.268,0.53,379,25052.1,-0.719945,53.1902,11.9166,121.89,0.15684,151.184,0.000607422,-2.46853,-2.85946,-5.58923,-3.81176,-4.20243,131.518,11483.2,23.9701,15692.2,21405.7,-3.29666,-3.6876,-7.2455,-4.63989,-5.03056,0.696844,11298.7,17.138,15507.7,0.458638,0.997353,0.00203162,24635.3,-0.00266833,1.11497,11.9799,10.7537,122.029,91.4007,1.3844,11.9082,12.1573,121.043,142.148,0.98576,-50.7476 
380,43.158,0.53,380,29009.1,-0.128483,58.913,11.9322,121.922,0.0551313,12.8539,9.86473e-12,-4.35143,-2.2532,-4.50043,-2.8461,-4.70028,118.534,13440.9,47.1898,17592.8,22906.9,-5.0978,-2.99957,-5.99318,-3.59248,-5.44666,0.740888,13274.6,41.0322,17426.5,0.469708,0.99462,0.00431866,28261.4,-0.00247562,1.24508,12.2053,10.998,122.131,90.8146,1.49245,12.0598,12.3758,121.109,141.517,1.02252,-50.7027 
381,43.258,0.53,381,27339.6,-0.0183969,56.7231,11.6561,121.714,-0.0155702,-33.6187,458.626,-9.10619,-2.48684,-3.15614,-5.10074,-7.53361,145.767,12784.1,43.6044,16520.7,21540.4,-10.024,-3.4047,-4.99185,-6.0186,-8.45147,0.848229,12579.6,36.0321,16316.3,0.472712,0.995012,0.00405154,26611.6,-0.00255274,1.24856,11.99,10.6554,121.859,90.9321,1.44876,11.8772,12.2609,120.918,141.536,0.941679,-50.6042 
382,43.238,0.53,382,24624.5,0.0114512,51.285,11.7956,121.909,-0.0342074,10.4347,500,-8.90831,-1.36665,-4.56459,0.12803,-4.7087,133.106,11061.8,22.1551,15662,19704.3,-9.74645,-2.20478,-6.24086,-0.710105,-5.54684,0.74474,10875.1,15.2405,15475.3,0.449685,0.997554,0.00181086,24183.9,-0.00248523,1.02178,12.0852,11.129,122.173,91.8815,1.33729,11.9617,12.4312,120.94,143.056,1.23237,-51.1744 
383,43.193,0.53,383,19630,-0.177528,45.1206,11.1601,122.039,0.636535,-181.837,1.79052e-06,-1.55435,-7.10945,-7.87102,-0.173218,-4.18153,136.629,9253.97,-2.2198,12957.3,20160.2,-2.41467,-7.96977,-9.59166,-1.03354,-5.04185,0.631819,9062.34,-9.31742,12765.7,0.452194,1.0018,-0.00134633,20040.8,-0.00303457,0.987949,11.3979,10.3205,122.087,91.8573,1.28936,11.2938,11.433,121.286,142.723,0.800655,-50.866 
384,43.148,0.53,384,27599.7,-0.0731913,57.7038,11.6402,121.914,0.00921014,-4.69181,500,-2.1287,-2.38676,-6.99591,0.636682,-6.2081,138.654,12786.1,37.2737,16907.3,21867,-3.00177,-3.25983,-8.74205,-0.236385,-7.08117,0.608352,12591.6,30.0709,16712.8,0.466969,0.995838,0.00330351,26964.6,-0.00247721,1.25699,11.8179,10.6852,122.036,91.4352,1.49919,11.7863,12.1054,121.154,142.244,0.88272,-50.8086 
385,43.178,0.53,385,28443.1,-0.769775,58.0435,12.1483,121.847,-1.7367,3246.82,317.493,-6.97466,-5.12717,-11.8266,-8.39817,-0.769499,155.499,13133.8,40.5968,17202.1,206514,-7.95379,-6.1063,-13.7849,-9.37731,-1.74863,0.646278,12915.7,32.5189,16984,0.469286,0.995613,0.00351464,27521.9,-0.00240154,1.21193,12.1697,11.0645,122.016,91.1589,1.44022,12.0779,12.5741,120.975,142.109,1.04146,-50.9496 
386,43.228,0.53,386,20801.3,-0.051591,43.9999,11.7907,121.524,-0.0831571,-73.7848,0.000794708,-9.13979,-5.37838,-6.38048,-1.99996,-6.35529,148.998,9538.22,19.4337,13430.6,17088,-10.078,-6.31659,-8.25689,-2.93816,-7.2935,0.763299,9329.23,11.6936,13221.6,0.450691,0.997811,0.00162656,20699.8,-0.00250953,0.909955,12.0714,10.8326,121.538,91.5885,1.17314,11.8959,12.2369,120.687,142.626,0.850891,-51.0379 
