cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
116,43.248,0.17,116,21603.6,-0.0401053,47.3396,-11.5022,121.31,0.0170266,-196.938,1.63064e-11,-1.70379,-7.81634,-13.2769,-3.51539,-6.83402,83.9048,10029,17.8412,14202.5,17834.8,-2.23212,-8.34467,-14.3336,-4.04371,-7.36235,0.605314,9911.33,13.4825,14084.8,0.450018,0.997625,0.00176022,22024.3,-0.0031018,1.01955,11.794,10.4665,121.393,90.4342,1.31128,11.7455,11.8146,120.491,140.816,0.902579,-50.3818 
117,43.288,0.17,117,26088.6,-0.886286,56.7914,11.7481,121.156,1.48163,-74.2695,0.170942,-4.63002,-5.40356,-4.86554,-6.17555,-4.66645,223.327,12544.2,29.8426,16096.6,25301.4,-6.03625,-6.80979,-7.67799,-7.58177,-6.07267,0.775356,12230.9,18.2412,15783.3,0.473983,0.997397,0.00212445,25804.6,-0.00301556,1.27984,11.6487,10.4595,121.3,90.0144,1.47184,11.7631,11.8779,120.207,140.406,1.09374,-50.3912 
118,43.268,0.17,118,25878.9,-0.230996,56.3835,11.4276,121.476,0.356653,-235.882,0.00245028,-10.6765,-9.49161,-5.49155,-4.73808,-2.83776,156.042,12496.9,12.5807,15944.8,23713.7,-11.659,-10.4742,-7.45666,-5.72064,-3.82031,0.809443,12278,4.47462,15725.9,0.475849,0.999363,0.000523874,25802.3,-0.00312867,1.31475,11.4788,10.3984,121.616,90.1719,1.46711,11.7259,11.8383,120.645,140.581,0.97169,-50.4091 
119,43.158,0.17,119,28863.4,-0.902107,60.9038,11.9739,121.325,0.486441,-0.720692,12.5959,-9.21547,-5.46281,-12.8852,-3.25357,4.86542,96.9371,13599.8,36.6712,17813.6,23751.1,-9.82586,-6.07319,-14.106,-3.86395,4.25504,0.523671,13463.8,31.6355,17677.6,0.469669,0.995905,0.00328575,28666.6,-0.00314272,1.35222,11.9097,10.5997,121.424,90.1994,1.58183,11.9702,11.9701,120.54,140.643,0.884048,-50.4433 
120,43.258,0.17,120,26556.1,-0.142525,55.8568,11.7529,121.129,0.149787,15.4311,3.29177e-06,-4.72313,-7.49869,-7.66872,-0.0195622,-3.76614,166.523,12066.9,41.5642,16915.1,21445.7,-5.77168,-8.54724,-9.76582,-1.06811,-4.81469,0.67412,11833.4,32.9137,16681.5,0.452009,0.995156,0.00362143,26179.5,-0.00288274,1.16571,11.9706,10.7887,121.242,90.2762,1.48657,11.8451,12.2055,120.294,140.889,0.948162,-50.6125 
121,43.238,0.17,121,23628.8,-0.0510961,49.6014,-11.9589,121.296,-0.0249284,19.4279,500,-3.75189,-7.46885,-7.09209,-5.87506,-3.07753,157.031,10459.5,33.3303,15818.1,19325.6,-4.74067,-8.45762,-9.06965,-6.86384,-4.06631,0.726802,10239.2,25.1729,15597.8,0.432887,0.995716,0.0029641,23653.4,-0.00306156,0.973131,12.1362,11.0561,121.448,90.2637,1.33868,12.211,12.3269,120.292,140.889,1.15544,-50.6255 
122,43.193,0.17,122,28777.6,-0.86549,60.2812,12.1583,121.411,0.174241,1004.47,2.64871e-12,-3.87516,-3.40593,0.220229,1.84604,-0.0907391,123.028,13586.5,55.3257,17915.7,29556.3,-4.64983,-4.1806,-1.32911,1.07137,-0.865411,0.866469,13413.9,48.9346,17743.1,0.467824,0.993656,0.00505475,28673.1,-0.0031585,1.27958,12.1212,10.9495,121.569,90.5326,1.53326,12.085,12.2343,120.422,141.063,1.14779,-50.53 
123,43.148,0.17,123,31327.3,-0.994896,65.1141,12.1832,121.359,-2.17617,2092.24,42.6741,-6.10309,-0.721391,-3.10865,-6.38792,-6.14949,110.448,14592.5,52.258,19427.7,174042,-6.79855,-1.41685,-4.49957,-7.08338,-6.84495,0.831118,14437.6,46.5204,19272.8,0.465546,0.994393,0.00442676,31012.2,-0.00326373,1.36474,12.2297,10.9506,121.423,90.4872,1.63893,12.1584,12.3683,120.465,141.122,0.958482,-50.6346 
124,43.178,0.17,124,30155.4,0.0155588,62.0916,11.8979,121.444,-0.0101108,18.1324,7.82939e-11,-8.58153,-5.92057,-5.72408,-6.6368,-0.218627,159.7,14161.5,42.4586,18522.1,24055.1,-9.58711,-6.92615,-7.73525,-7.64239,-1.22421,0.766413,13937.5,34.1625,18298.1,0.469689,0.995729,0.00342742,29673.9,-0.00316587,1.34124,12.1788,10.8966,121.592,89.6694,1.57565,12.0873,12.3662,120.418,140.163,1.17416,-50.4937 
125,43.228,0.17,125,25081.1,-0.88752,52.4879,-12.297,121.508,-0.605404,-216.29,54.1808,-12.5857,-7.06685,-5.66618,1.11815,-7.63549,78.7573,11490.4,27.0583,16150.9,25274,-13.0816,-7.56276,-6.65801,0.622239,-8.13141,0.808741,11379.9,22.9671,16040.4,0.452039,0.996481,0.00263064,25174.7,-0.00301186,1.0399,12.2017,11.304,121.584,90.3342,1.32572,12.3091,12.6088,120.455,141.082,1.12919,-50.7479 
126,43.118,0.17,126,31498.7,-0.263825,63.6756,12.1815,121.414,-1.20987,-806.863,1.96398e-09,-8.37629,-9.68284,-10.3937,-3.18381,-9.30572,179.06,14710.4,64.5748,19339.2,57029,-9.50378,-10.8103,-12.6486,-4.31131,-10.4332,0.73487,14459.2,55.273,19088,0.468316,0.993355,0.00530586,30875,-0.00304706,1.32718,12.3209,11.2307,121.659,90.4257,1.58327,12.2658,12.5992,120.419,140.983,1.24004,-50.5571 
127,43.218,0.17,127,22881.7,-0.217142,48.3821,12.0214,121.433,0.121044,-7.91338,5.12829e-11,-4.72493,-6.62096,-5.97533,-5.56623,-1.15059,115.673,10689.8,14.581,14830.1,18964.9,-5.45329,-7.34932,-7.43205,-6.29459,-1.87895,0.738384,10527.6,8.57208,14667.8,0.454914,0.998577,0.00107539,23141.9,-0.00316202,0.987771,12.309,11.0185,121.414,89.7048,1.26487,12.1639,12.3717,120.417,140.313,0.996714,-50.6082 
128,43.203,0.17,128,27840.5,-0.242534,57.9994,11.9759,121.314,0.159468,462.135,0.322027,-8.60312,-3.40898,-7.65779,-4.25609,-3.29457,117.175,12653.1,29.2322,17756.8,25010.4,-9.34094,-4.1468,-9.13343,-4.99391,-4.03239,0.711401,12488.7,23.1451,17592.4,0.452192,0.996767,0.00241767,27618.2,-0.00299627,1.18734,12.222,10.8684,121.324,89.7782,1.50517,12.0965,12.3613,120.318,140.356,1.00644,-50.5776 
129,43.138,0.17,129,30147,-0.946674,63.073,12.0843,121.266,1.51002,-393.571,12.4541,-8.62341,-5.9061,-2.2719,-2.90679,-3.28725,126.986,13767.1,46.9141,18959,44158.4,-9.42301,-6.70569,-3.8711,-3.70639,-4.08685,0.860717,13589,40.3174,18780.9,0.456918,0.994835,0.00393891,29740.6,-0.00314523,1.33469,11.9677,10.7647,121.376,90.4503,1.6193,12.1295,12.279,120.334,140.9,1.0412,-50.4502 
130,43.168,0.17,130,30495.6,-0.140616,63.8762,11.7481,121.513,0.117497,-149.195,193.539,-9.51075,-2.9061,-12.3171,0.165914,-7.41205,72.2931,14285.8,33.1267,18914.7,24999.4,-9.96596,-3.36131,-13.2275,-0.289296,-7.86726,0.618928,14184.5,29.3712,18813.3,0.467149,0.996389,0.00286764,30363.9,-0.00324076,1.35267,12.0904,10.9878,121.64,90.629,1.61432,12.0232,12.3149,120.568,141.229,1.07254,-50.5997 
131,43.278,0.17,131,28020.5,-0.61156,59.285,11.8913,121.162,-0.548498,525.901,1.23152e-06,-7.71569,-3.66478,-15.1739,-7.62784,-9.45956,187.574,13340.9,59.9165,17228.9,32339.5,-8.89679,-4.84588,-17.5361,-8.80894,-10.6407,0.654314,13077.8,50.1725,16965.8,0.472663,0.993331,0.00541809,27668.4,-0.00320947,1.29087,12.0604,10.782,121.287,90.413,1.49688,12.0282,12.2241,120.191,140.966,1.09585,-50.5529 
132,43.253,0.17,132,26936.5,-0.171663,54.4253,12.2743,121.388,0.874366,47.7988,496.472,-7.83807,-8.09874,-5.78028,1.68782,-2.21825,66.8581,12132.5,32.8667,17214.2,23107.3,-8.25906,-8.51973,-6.62225,1.26683,-2.63924,0.732687,12038.7,29.3936,17120.5,0.449838,0.995745,0.00315268,26762.3,-0.00288619,1.10174,12.3839,11.0998,121.48,90.1216,1.39273,12.5324,12.5318,120.42,141.048,1.05937,-50.9261 
