cyc,freq,delay,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,43.248,0.01,0,19388.6,-0.0165105,45.3557,11.0237,121.687,-0.0301784,-160.804,500,-8.48511,0.150624,-18.9055,-0.818574,-2.42686,122.222,9718.03,-1.69585,12454.3,16434.1,-9.2547,-0.618975,-20.4447,-1.58817,-3.19646,0.41758,9546.6,-8.04504,12282.9,0.474722,1.00148,-0.001208,20109.9,-0.00333152,1.08544,11.2166,10.039,121.841,89.0425,1.27939,11.2097,11.2707,120.857,139.18,0.983977,-50.1371 
1,43.288,0.01,1,22644.8,-0.0131755,50.6368,11.2506,121.383,-0.0472403,10.7588,1.49457e-11,-4.07788,0.905042,-18.1286,1.87429,0.0816652,189.283,10999.9,21.7662,14431.4,18562,-5.26975,-0.286823,-20.5123,0.682422,-1.1102,0.225853,10734.4,11.9333,14165.9,0.468403,0.998058,0.00154938,22917.1,-0.00321951,1.16689,11.4551,10.2535,121.5,89.0525,1.4023,11.3972,11.5851,120.504,139.097,0.996327,-50.0447 
2,43.268,0.01,2,27969.7,-0.161759,60.0363,11.5946,121.572,1.68938,-2002.94,499.733,-7.36409,-0.486411,-8.63563,0.449186,-2.92426,141.069,13586,32.497,17123.3,132812,-8.25236,-1.37468,-10.4122,-0.439089,-3.81254,0.571354,13388.1,25.1687,16925.5,0.479105,0.996721,0.00273178,27944,-0.00335338,1.37437,11.7642,10.5142,121.628,89.4289,1.55349,11.7575,12.008,120.636,139.889,0.992728,-50.46 
3,43.158,0.01,3,26007.7,-0.044332,56.3395,11.4823,121.32,-0.187752,113.213,7.81193e-11,-0.585279,-4.54341,-0.880874,-4.31487,-12.4106,139.93,12407.8,28.1461,16326,21750.9,-1.46638,-5.42451,-2.64307,-5.19597,-13.2917,0.905677,12211.5,20.877,16129.8,0.468178,0.997017,0.0023786,26083.1,-0.00313895,1.28254,11.6477,10.331,121.505,89.1111,1.53576,11.6369,11.6372,120.392,139.329,1.11312,-50.2179 
4,43.258,0.01,4,23934.9,-0.00713805,52.9751,11.3457,121.493,-0.133759,51.6152,500,-8.40457,2.44863,0.963949,-4.4585,0.261645,169.075,11996.6,12.0822,14705.3,19790.5,-9.46919,1.38402,-1.16529,-5.52312,-0.802973,0.92519,11759.5,3.29911,14468.2,0.485886,0.999509,0.00041987,24202.1,-0.00327414,1.26613,11.5178,10.2868,121.554,88.9271,1.40358,11.5978,11.5961,120.48,139.107,1.07376,-50.1794 
5,43.238,0.01,5,22958.7,-0.016205,50.5837,-11.4427,121.29,0.0170397,-45.6616,1.02723e-10,-7.76034,-4.14038,-5.9403,-2.14927,-3.80853,240.595,10865.4,24.8896,14800.1,18867.6,-9.2753,-5.65534,-8.97023,-3.66424,-5.32349,0.727254,10527.9,12.3912,14462.6,0.458418,0.997945,0.00157578,22965.8,-0.00319049,1.12331,11.5508,10.5181,121.485,89.2234,1.35354,11.6217,12.0264,120.374,139.408,1.11097,-50.1848 
6,43.193,0.01,6,22954.4,-0.0233843,49.4187,11.752,121.371,-0.0263131,-17.5405,500,-3.55514,-2.30808,-8.14496,3.04114,-3.43119,232.326,11125.8,36.19,14647.7,18921,-5.01803,-3.77097,-11.0707,1.57824,-4.89408,0.52231,10799.9,24.1212,14321.9,0.467191,0.996107,0.00309291,23116.7,-0.00325942,1.05412,12.0391,10.9084,121.48,89.1137,1.30216,11.8796,12.1614,120.386,139.35,1.09421,-50.2365 
7,43.148,0.01,7,28118.2,-0.87053,60.0771,11.7954,121.258,-0.275935,225.914,392.947,-4.53048,-2.05794,-3.0675,-3.60902,-2.42001,234.104,13725.9,41.8362,16889.5,25097.7,-6.00457,-3.53203,-6.01567,-5.0831,-3.8941,0.754757,13397.6,29.675,16561.1,0.484714,0.996139,0.00328991,27640.1,-0.00294908,1.35967,11.7745,10.6671,121.352,89.6191,1.52762,11.6965,12.0193,120.365,139.788,0.987552,-50.1687 
8,43.178,0.01,8,25633.5,-0.172339,54.7198,-11.7546,121.547,-0.00458235,8.11359,500,-8.60235,-1.62467,-11.0518,-7.53132,-7.2219,163.612,12146.5,33.4377,16216.8,20939.8,-9.63257,-2.65489,-13.1123,-8.56155,-8.25212,0.689382,11917,24.9383,15987.3,0.464309,0.996351,0.00286523,25666.1,-0.00322897,1.1875,11.9345,10.6799,121.797,89.3418,1.43898,11.9261,12.0975,120.556,139.616,1.24034,-50.2741 
9,43.228,0.01,9,21338.4,-0.216293,47.5911,-11.5441,121.512,0.497027,-345.465,3.57908e-12,-5.43027,-1.5308,-13.5356,-3.22156,-6.11047,80.0691,10566.3,10.2279,13600.1,23474.2,-5.93445,-2.03498,-14.544,-3.72573,-6.61464,0.557312,10454,6.06843,13487.7,0.47403,0.998985,0.000828117,22053.5,-0.00337381,1.04703,11.7625,10.7472,121.523,88.9528,1.24503,11.6862,12.0953,120.662,139.395,0.861333,-50.4425 
