cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,47.4059,0,18782,-0.0988902,37.0063,11.3275,122.931,0.144059,8.47598,0.0297646,0.867921,3.01156,-0.632464,2.37907,1.68647,18.9379,430.892,72.738,18274.2,13685.7,0.748674,2.89231,-0.870958,2.25982,1.56722,1.13202,410.441,71.9032,18253.7,0.0324705,0.76536,0.00720396,12640.4,0.000145984,-0.0156125,-6.94888,5.40227,115.815,82.9514,1.74989,11.54,11.3269,122.536,131.085,-6.72109,-48.1335 
1,47.2659,1,18809.6,-0.0072085,35.9621,11.4149,122.753,-0.000771782,-3.74386,4.85174e-10,3.64723,6.13813,4.03894,0.859836,-0.147492,-18.1684,776.857,74.2876,17713.8,13363.4,3.76163,6.25253,4.26774,0.974238,-0.0330905,0.719653,796.477,75.0884,17733.5,0.0628241,0.858382,0.00773961,12677.9,-0.000160618,0.0710954,11.127,25.5134,124.127,108,1.66277,11.6097,11.0105,122.322,130.668,1.80567,-22.6685 
2,47.3459,2,19253.7,-0.0765997,37.3227,11.4382,122.645,0.0327834,-101.542,76.1894,1.99412,2.06717,-1.17349,3.11987,3.08366,12.8287,508.443,62.5832,18728,14005.5,1.91334,1.98639,-1.33505,3.03909,3.00288,1.15512,494.59,62.0177,18714.1,0.0379489,0.820051,0.00606761,13033,-0.00041822,0.0803497,-10.5561,12.294,124.881,105.556,1.78353,11.6683,11.1162,122.276,130.635,2.60479,-25.0795 
3,47.2459,3,21619.4,-0.000813307,40.73,11.532,122.84,-0.0624129,14.6726,353.48,2.9107,2.32105,7.50107,3.08025,3.47224,15.9509,1359.4,124.102,19703.9,15320,2.81026,2.22061,7.30019,2.97981,3.3718,0.609253,1342.17,123.399,19686.6,0.0923585,0.861405,0.0114148,14532.2,-0.000153515,0.109044,11.4036,30.7369,124,108,1.75606,11.7657,11.0766,122.352,130.812,1.64801,-22.8118 
4,47.2059,4,18145.5,-0.0444266,35.3545,11.2909,122.712,0.00430906,30.2455,361.999,1.90134,3.62163,-0.119707,1.07203,2.52032,15.9727,1189.37,52.3653,16711.5,12999.1,1.80076,3.52106,-0.320859,0.971458,2.41974,1.03823,1172.12,51.6613,16694.2,0.0948528,0.928392,0.0056682,12357.2,-0.000267451,0.0802461,11.5013,20.3691,124.822,89.5646,1.60344,11.4931,11.2482,122.294,130.596,2.52839,-41.0313 
5,47.1959,5,21755.2,-0.022802,41.52,11.4437,122.761,-0.0331552,-3.45966,8.38847,1.85448,3.41934,-3.16812,1.96821,-0.945244,-2.67071,442.379,72.9131,20846.6,15471.1,1.8713,3.43615,-3.13449,1.98503,-0.928427,1.97056,445.263,73.0309,20849.5,0.0308901,0.776982,0.00641109,14414.4,-0.000191991,0.0859171,-11.2328,-12.2798,125.232,105.76,1.98234,11.6411,11.1553,122.427,131.071,2.80453,-25.311 
6,47.3059,6,19899.2,-0.0285722,37.9679,11.4691,122.922,-0.0180744,-0.128197,192.983,2.92895,1.0832,5.02023,-1.02593,6.53978,-58.0112,528.602,69.0691,19023.5,14175.6,3.29423,1.44848,5.75079,-0.660653,6.90506,0.656421,591.248,71.6261,19086.1,0.0441924,0.825081,0.00686555,13379,-0.00019657,0.0926237,10.6057,11.5579,126.18,104.984,1.79465,11.7095,11.1943,122.524,130.753,3.65627,-25.7695 
7,47.2959,7,19750.4,-0.0154794,37.763,11.385,122.867,-0.04025,-19.7146,5.67489e-10,1.91317,1.90892,-2.1185,-0.444057,-0.14972,-38.8101,546.204,73.7683,18868.7,14021.5,2.15755,2.15329,-1.62975,-0.19968,0.0946569,1.63265,588.114,75.4789,18910.7,0.0443584,0.816596,0.00729881,13258.3,-0.000104165,0.089571,10.8597,12.9707,124.886,107.841,1.80413,11.5885,11.0427,122.483,132.021,2.40281,-24.1803 
8,47.3259,8,19518.9,0.0229262,36.597,-11.5346,122.603,0.00317048,-66.0719,4.45861e-10,2.47813,0.411588,3.64576,-1.28609,3.15316,-62.2025,442.524,43.9806,18477.7,13748.5,2.8698,0.803261,4.42911,-0.894422,3.54484,0.588089,509.696,46.7223,18544.9,0.0394051,0.861759,0.0046196,12934.8,8.57711e-05,0.0657803,-3.89502,40.3282,130.529,108,1.74968,11.6355,11.1836,121.996,131.16,8.53216,-23.1603 
9,47.3909,9,17778.2,0.0622058,34.1024,11.117,122.703,0.054466,-130.717,12.5278,-0.838982,-5.4362,-4.34382,-2.8856,-0.527923,-145.309,488.829,65.4152,16633.9,12573.3,0.075989,-4.52123,-2.51388,-1.97063,0.387047,0.705728,645.747,71.82,16790.8,0.0542844,0.837076,0.0078177,11895.6,0.000206383,0.0867474,10.4247,-11.8088,125.236,107.564,1.64746,11.3579,10.9198,122.331,131.539,2.90506,-23.975 
