cyc,detuning,freq,vva,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,120,47.3359,10,0,4197.33,-0.00893988,13.6422,9.30233,122.091,0.0318217,-20.5983,500,-3.8444,-0.592004,-4.29769,1.74519,-1.19867,-427.678,209.128,44.983,6079.39,4152.5,-1.15142,2.10097,1.08827,4.43817,1.49431,0.86346,808.989,67.2,6679.25,0.147506,0.873083,0.0181962,5484.46,-0.00218308,0.0506507,12.617,-19.2839,121.654,103,0.733982,10.1928,9.27959,121.855,130.749,-0.20119,-27.7493 
1,15,47.2309,2.5,1,3606.53,-0.00154879,-13.3186,8.7566,122.392,-0.00553501,26.5456,1.82397e-11,-2.72237,1.28833,-4.46768,-4.29422,-2.46567,-418.816,441.885,35.1021,5101.26,3801.34,-0.085201,3.9255,0.806665,-1.65705,0.171503,0.744841,1029.32,56.8588,5688.69,0.205395,0.911852,0.0180791,5011.4,-0.0022065,0.0730055,9.36265,20.7545,122.88,92.9093,0.689161,9.7099,9.06297,122.017,130.933,0.863241,-38.0239 
2,140,47.3559,10,2,4489.35,-0.447587,15.2457,9.72553,122.117,0.321962,-195.268,405.93,-4.53368,-2.7251,-11.9174,-8.26741,-3.01393,-401.595,99.7196,30.8787,6573.68,6873.36,-2.00494,-0.196364,-6.85992,-5.73867,-0.485194,0.551202,662.996,51.7408,7136.96,0.117161,0.879839,0.0131787,5658.87,-0.00154961,-0.00487878,5124.76,-6.85239,127.323,71.464,0.819734,10.3203,9.49467,121.805,130.574,5.51724,-59.1098 
3,110,47.3259,10,3,4383.78,-0.222023,13.9356,9.76373,122.069,0.735105,-119.139,491.733,-4.1315,-5.07512,-6.92341,-2.30548,-1.81015,-427.468,387.147,37.9216,5916.31,7280.33,-1.43985,-2.38348,-1.54012,0.386171,0.881494,0.623975,986.711,60.1277,6515.88,0.177856,0.903636,0.0167146,5547.83,-0.00213795,0.0537719,12.1803,-23.1976,122.352,103,0.726896,10.0875,9.30263,121.852,131.328,0.499306,-28.3284 
4,10,47.2259,2,4,4071.28,-0.138299,14.5532,8.93729,121.884,-0.594676,399.053,500,-0.692378,-0.98487,-11.2234,-5.01402,2.75313,-488.511,426.624,54.1752,5680.6,11959.2,2.38365,2.09115,-5.07133,-1.938,5.82915,2.53928,1111.81,79.5523,6365.78,0.199683,0.888718,0.0225025,5567.85,-0.0022783,0.0720373,9.75088,26.226,122.111,101.997,0.747698,9.80258,8.6097,121.567,130.959,0.544772,-28.9619 
5,160,47.3759,10,5,4412.29,-0.0176301,14.6124,9.32468,122.094,0.0268265,-20.4792,499.997,-4.50409,-7.18423,-7.39072,-4.08038,-1.16749,-420.823,24.3536,26.7099,6396.93,4453.46,-1.85428,-4.53442,-2.09109,-1.43057,1.48232,0.751889,614.599,48.5709,6987.18,0.111631,0.878503,0.0126434,5505.62,-0.00174472,0.0268703,35.9253,0.125488,126.622,72.5256,0.797217,10.1493,9.67672,121.717,130.775,4.90483,-58.2494 
6,240,47.4559,10,6,4699.58,0.000650805,15.0958,9.21962,122.039,-0.0028113,7.33686,1.54828e-11,-4.17737,-7.08295,-11.946,-1.06593,-3.95717,-460.793,-95.9205,42.1507,6758.66,4531.35,-1.27588,-4.18146,-6.14306,1.83556,-1.05568,0.432277,550.387,66.088,7404.97,0.0959888,0.826356,0.0161745,5733.86,-0.00156219,-0.0139285,22.1775,7.10421,109.879,75.9397,0.871479,10.0017,9.34768,121.776,131.347,-11.8966,-55.4077 
7,5,47.2209,2,7,3423.33,0.00301201,-13.3622,-8.61394,122.327,-0.0108667,31.8708,0.017076,-5.88938,-3.51469,-5.94565,-2.80461,0.061168,-427.033,859.79,36.3179,4656.05,3758.19,-3.20046,-0.825772,-0.56782,-0.11569,2.75008,0.710246,1458.75,58.5014,5255.01,0.283955,0.934421,0.0200952,5137.25,-0.00190618,0.168351,-9.09106,8.6934,123.282,83.9338,0.652162,9.45756,8.93547,121.901,130.596,1.38013,-46.6626 
8,25,47.2409,4,8,4122.31,-0.0158114,14.0188,9.25038,122.168,-0.0217519,-2.12442,500,-3.29294,-2.26565,-11.3634,-1.80255,-1.74081,-330.766,818.923,39.4675,5252.48,4222.99,-1.2102,-0.182902,-7.19793,0.28019,0.341936,0.0967477,1282.85,56.6502,5716.41,0.242765,0.928265,0.0179281,5284.34,-0.00220216,0.0958656,-9.87323,19.8705,122.758,89.3781,0.640576,10.2074,9.52581,121.847,130.269,0.910766,-40.891 
9,45,47.2609,5,9,4397.98,-0.174601,14.8479,9.52256,122.038,0.330422,100.623,500,-2.13077,-6.64651,-10.7735,1.04802,-1.33349,-388.481,499.808,39.2936,6029.9,5685.05,0.315385,-4.20035,-5.88116,3.49418,1.11267,-0.13992,1044.69,59.4744,6574.79,0.184998,0.909399,0.0163903,5647.04,-0.00242741,0.062433,10.7843,25.8882,122.083,97.9995,0.750212,10.2063,9.1641,121.801,131.225,0.281816,-33.225 
