cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
75,160,47.3759,10,75,19833.9,0.00415831,35.2046,12.2243,122.258,-0.0557858,-25.5639,83.1902,-0.339778,-1.89829,2.39986,1.50378,0.566968,-16.2093,448.988,38.0606,18960.8,14055.8,-0.237712,-1.79622,2.60399,1.60584,0.669033,0.0846923,466.492,38.775,18978.3,0.0252214,0.873011,0.00374954,18495.9 
76,180,47.3959,10,76,16812.2,-0.00952255,30.5444,12.0134,122.118,-0.00198526,28.3223,500,3.44548,0.183421,-1.52433,-0.728406,0.201463,-38.4476,302.004,28.615,16207,11947,3.68758,0.425516,-1.04014,-0.486312,0.443558,1.34326,343.523,30.3096,16248.5,0.0217701,0.866247,0.00342446,15779.6 
77,0,47.2159,2.1,77,19171.8,-0.0102946,35.1615,11.874,122.109,0.00678335,-38.3562,2.70501e-09,0.357962,-1.2425,1.0413,1.14443,1.26942,-52.6502,1169.64,62.8429,17604.6,13599.7,0.689486,-0.910977,1.70435,1.47596,1.60095,0.626219,1226.5,65.1636,17661.5,0.0681201,0.914932,0.00675073,18004.9 
78,60,47.2759,2.7,78,17060.1,0.015011,31.3191,11.6897,122.195,-0.00922458,-7.7964,500,1.37636,-1.57568,-0.773199,2.36295,-0.471794,-103.346,922.366,54.0007,15659.1,11920.5,2.0271,-0.924938,0.528288,3.01369,0.17895,0.890467,1033.97,58.5559,15770.7,0.064558,0.90983,0.00679319,16016.1 
79,30,47.2459,2.3,79,17299.2,0.00855219,31.3881,11.8731,122.232,-0.0069042,5.91638,2.16298e-10,3.20518,-3.51208,1.65356,1.06515,-0.548695,-72.96,1164.9,23.5662,15596.8,12133.1,3.66459,-3.05267,2.57238,1.52456,-0.0892852,0.443157,1243.69,26.7821,15675.6,0.0770777,0.963683,0.0031374,16135.5 
80,200,47.4159,10,80,18438.3,0.0206682,32.9589,12.0806,122.21,0.0263254,-66.0858,40.4029,1.08582,-1.4816,-0.672005,0.945217,1.5129,-70.9353,337.827,44.7125,17680.2,13018.2,1.53248,-1.03494,0.221316,1.39188,1.95956,0.945627,414.429,47.8391,17756.8,0.0239785,0.83194,0.00493837,17283.4 
81,25,47.2409,2.3,81,21500.1,-0.020624,39.5735,11.8603,122.324,0.0456807,-50.981,4.16889,4.41826,-0.142303,2.36032,0.233603,5.1405,-42.6158,1510.68,62.4746,19560.6,15354.8,4.6866,0.126037,2.89701,0.501944,5.40884,0.787304,1556.7,64.353,19606.6,0.0771291,0.932537,0.00600983,20183 
82,5,47.2209,2.1,82,17397.1,-0.0301743,31.7952,11.9045,122.154,-0.0500374,-227.821,17.197,-3.06623,-3.15941,1.186,1.021,-2.6668,-15.5294,988.682,36.1634,15971.9,12692.7,-2.96844,-3.06162,1.38157,1.11878,-2.56901,1.22653,1005.45,36.8479,15988.6,0.0620855,0.939731,0.00422742,16194.7 
83,-150,47.0659,10,83,17568.8,-0.029658,32.6613,11.7871,122.115,-0.0136589,9.37836,500,2.20326,0.125969,6.68666,1.7331,5.12274,-21.5111,117.926,39.6501,17219.7,12536.6,2.33871,0.261418,6.95756,1.86855,5.25819,0.582991,141.156,40.5982,17242.9,0.00854352,0.665193,0.00431848,16521.9 
84,-5,47.2109,2.1,84,18731.5,0.0177382,33.9521,11.9248,122.171,-0.0171057,7.53465,273.238,-0.792317,-4.3038,-1.0464,1.10126,-0.137964,-9.51927,1094.76,48.4382,17119.4,13184.1,-0.732377,-4.24386,-0.926523,1.1612,-0.0780232,0.807759,1105.04,48.8578,17129.6,0.0635876,0.928183,0.00522666,17378.2 
85,120,47.3359,10,85,16763.8,-0.00152569,29.9918,12.1435,121.995,-0.00145684,3.06991,500,2.20166,-1.0393,1.59822,0.655424,2.04428,-2.05873,698.883,35.6546,15734.7,11856.3,2.21462,-1.02633,1.62415,0.668387,2.05725,0.70673,701.107,35.7454,15736.9,0.0447957,0.918086,0.00416678,15651.2 
86,-10,47.2059,2.1,86,20555.4,-0.00854931,37.3755,11.9721,122.463,0.00625389,-63.7421,454.03,4.46788,1.89281,1.51985,3.78921,-1.89755,-52.3557,1091.3,72.3197,18988.8,14579.4,4.79755,2.22248,2.17919,4.11888,-1.56788,0.814541,1147.84,74.6274,19045.3,0.0596561,0.897845,0.00716641,19240.9 
87,80,47.2959,4,87,19682.3,0.0273624,35.1906,12.0608,122.216,-0.0231845,-31.4807,114.672,1.2423,-1.22244,-2.24598,-1.09263,2.74851,-50.1304,970.182,38.4327,18232.6,13840.2,1.55796,-0.906779,-1.61466,-0.776971,3.06416,2.2198,1024.32,40.6423,18286.7,0.0556794,0.935073,0.00407739,18396.7 
88,100,47.3159,7,88,18036,0.00632506,32.2722,12.1173,122.347,0.00274887,-29.9591,482.154,2.31851,0.577875,-2.48654,1.3551,0.190255,-36.9515,738.919,26.7168,16911,12732.7,2.55119,0.810548,-2.0212,1.58778,0.422928,1.60312,778.822,28.3455,16950.9,0.0461327,0.940122,0.00307092,16882.2 
89,90,47.3059,4,89,19653.9,-0.0470356,35.915,-12.0353,122.241,0.0232622,-3.79325,408.497,0.958065,1.40306,3.42876,2.31554,-1.96896,-14.8725,729.788,43.6603,18681.6,14074,1.05171,1.49671,3.61605,2.40918,-1.87531,0.460158,745.849,44.3159,18697.7,0.0402973,0.905814,0.00434704,18508.7 
90,20,47.2359,2.3,90,17705.9,-0.0782047,33.4781,11.753,122.294,-0.0425011,80.504,164.741,1.89517,-1.43976,2.06422,2.19641,-1.56719,27.0482,1319.57,46.1566,16214.6,12920,1.72485,-1.61008,1.72359,2.02609,-1.73751,0.189643,1290.36,44.9644,16185.4,0.0774221,0.942524,0.00509146,16666.5 
91,50,47.2659,2.5,91,19873,-0.0311089,36.0206,12.1182,122.311,-0.0629733,22.2252,4.21451e-09,4.34602,1.86074,-1.07365,0.649934,1.18152,-36.1436,1099.49,43.1847,18548.3,14255.3,4.5736,2.08832,-0.618476,0.87752,1.40911,1.07425,1138.52,44.7778,18587.3,0.0605713,0.935605,0.00441813,18796.4 
92,-75,47.1409,2.7,92,19497.6,-0.0102979,35.778,11.8832,122.004,-0.0259508,0.515303,2.95667e-09,0.747708,3.15144,-0.629502,1.20046,-2.16904,-29.0294,310.399,53.5125,18869.7,13840.8,0.930499,3.33423,-0.263921,1.38326,-1.98625,1.07767,341.748,54.792,18901,0.0186771,0.780899,0.0053117,18297.7 
93,-15,47.2009,2.1,93,19772.1,-0.0905253,35.7346,12.0418,122.316,0.00562373,-64.0188,3.59668e-12,2.58878,2.83277,5.21316,-0.223219,1.2436,-24.896,1101.85,61.5333,18157.5,14019.6,2.74554,2.98953,5.52669,-0.0664553,1.40036,0.561223,1128.73,62.6307,18184.4,0.0613312,0.911491,0.00630458,18403.9 
94,40,47.2559,2.5,94,19481.5,0.0490544,35.2675,11.841,122.219,-0.205373,200.947,317.075,-1.95947,1.57633,3.07137,1.00762,0.673219,-43.6694,1363.56,40.0464,17544.8,14937.8,-1.68449,1.85131,3.62132,1.2826,0.948194,0.398344,1410.72,41.9712,17592,0.0778411,0.950511,0.00437569,18123.1 
95,-30,47.1859,2.3,95,20125.1,-0.000221714,36.6976,-11.8826,122.083,-0.0215432,27.5224,1.01981e-09,-1.57452,-2.37025,-2.18781,-0.165665,-2.23266,-57.3898,1065.42,51.076,18646,14214.6,-1.21315,-2.00889,-1.46508,0.195703,-1.87129,0.76974,1127.4,53.6056,18708,0.0596507,0.923183,0.00525062,18900 
96,10,47.2259,2.1,96,21648.4,-0.0068004,38.7888,12.1126,122.281,0.00440239,-11.6351,500,-0.469581,-0.0382529,1.81533,-1.91681,-0.418478,-42.3779,1134.64,59.6405,20058,15296.2,-0.202739,0.228589,2.34902,-1.64997,-0.151636,-3.09765,1180.41,61.5084,20103.8,0.0582082,0.916432,0.00560441,20279 
97,130,47.3459,10,97,20920.3,0.00247027,35.8527,12.4733,122.324,-0.0220618,-20.916,500,-2.83107,0.304345,-2.81858,3.4775,0.912013,-44.5954,961.921,57.5165,19209.2,14572.9,-2.55027,0.58515,-2.25697,3.7583,1.19282,4.09585,1010.08,59.4822,19257.4,0.0523233,0.906573,0.0056577,19304.6 
98,110,47.3259,7,98,18734.8,-0.0201507,33.5025,12.1162,122.216,-0.0121753,21.1052,2.05338e-10,-1.08961,-0.495828,-2.71886,-0.0800422,0.754848,-75.2844,702.31,53.8961,17567.6,13222.5,-0.615569,-0.0217826,-1.77077,0.394003,1.22889,-1.25511,783.609,57.2144,17648.9,0.0446499,0.886702,0.0059363,17550.1 
99,-200,47.0159,10,99,20064.3,0.00295543,36.1922,12.0328,121.789,-0.0359306,1.04731,389.497,1.0639,0.180058,0.313009,1.38066,3.61088,-73.07,158.771,49.9885,19449.8,14177.9,1.524,0.64016,1.23321,1.84076,4.07098,0.867526,237.678,53.2092,19528.7,0.0126492,0.718508,0.00499404,18790 
100,-50,47.1659,2.5,100,18270.6,0.0531818,33.2144,11.9165,122.15,0.0290347,-13.6838,7.05663e-11,3.26823,6.58471,5.83325,-1.11904,-1.22806,-76.1607,811.351,48.3046,17091.4,12897.6,3.74779,7.06427,6.79237,-0.639476,-0.748496,0.581143,893.596,51.6615,17173.6,0.0519274,0.908123,0.00551085,17208.6 
101,15,47.2309,2.1,101,19512.4,0.0421124,35.6442,11.7568,122.161,-0.122159,-85.2614,498.01,-1.0216,-2.62989,-0.344773,0.0669187,0.698639,-84.1383,1124.73,33.8381,17884.2,13980.9,-0.491805,-2.10009,0.71482,0.596715,1.22844,14.7659,1215.59,37.5467,17975.1,0.0664548,0.948718,0.00383307,18291.9 
102,35,47.2509,2.3,102,19668.4,-0.0509294,35.7432,11.8427,122.182,0.00287238,7.23532,1.56805e-11,-2.28563,-2.04127,-1.28172,-2.48443,-1.7381,-68.3087,1226.97,42.4056,17835.3,13780.4,-1.85551,-1.61115,-0.42148,-2.05431,-1.30798,0.941868,1300.73,45.4164,17909,0.0710227,0.942416,0.00464976,18314.3 
103,-20,47.1959,2.3,103,18616.4,-0.0212709,33.9189,11.9327,122.412,0.00750507,-9.91938,1.93585e-10,-1.10346,2.08356,4.45858,1.08188,1.63846,-11.7216,1217.06,42.6611,16976.6,13178.2,-1.02965,2.15737,4.60619,1.15569,1.71226,0.464512,1229.71,43.1778,16989.3,0.0707972,0.942111,0.00465984,17369.5 
104,-100,47.1159,7,104,18824,0.0125988,34.3723,-11.9188,122.147,-0.00164163,-83.1969,500,1.13451,-0.211876,4.28348,1.32128,-0.511024,-8.30541,135.019,38.6862,18372.1,13340.8,1.18681,-0.159579,4.38807,1.37358,-0.458727,0.306799,143.988,39.0522,18381.1,0.00817836,0.678135,0.00389846,17606 
105,-25,47.1909,2.3,105,18868.3,0.00498067,34.7172,11.789,122.395,-0.00536812,-14.2149,249.664,1.73357,-0.856397,6.07517,2.46942,-0.238585,-12.5791,1106.35,35.286,17252.3,13326,1.81278,-0.777189,6.23358,2.54863,-0.159378,0.354597,1119.93,35.8404,17265.9,0.063914,0.946966,0.00380927,17522.5 
106,140,47.3559,10,106,17037.7,0.0132133,30.0564,12.1163,122.523,-0.0207785,-7.26936,500,1.50866,0.413053,7.26684,0.503109,1.26781,-8.11546,618.781,37.6378,15821.8,11860,1.55977,0.464154,7.36904,0.554209,1.31891,0.345909,627.545,37.9955,15830.5,0.0400563,0.904195,0.00440184,15666.6 
107,70,47.2859,2.7,107,17816.2,0.0136536,32.2102,-11.9666,122.261,0.0059459,9.49181,491.128,2.37439,1.88494,1.93482,-1.21088,0.698949,-45.3248,603.428,30.247,16788.5,12549.4,2.65979,2.17034,2.50561,-0.925483,0.984347,0.661156,652.374,32.2447,16837.4,0.0391865,0.920389,0.00351535,16647.9 
108,160,47.3759,10,108,16222.9,-0.0143313,29.224,12.1089,122.263,-0.0720285,-33.9424,500,2.04166,-1.78237,3.58796,-0.161472,1.57045,-43.5043,394.129,27.314,15503.5,11599.2,2.3156,-1.50844,4.13583,0.112463,1.84438,0.40059,441.109,29.2315,15550.5,0.0289935,0.896082,0.00345081,15214.1 
109,180,47.3959,10,109,17620.4,0.0876774,29.8824,12.4756,122.246,-0.0840868,7.03174,5.46722,-0.329695,1.98576,4.05029,-0.486366,2.48653,-85.3885,328.083,35.1517,16540.9,12155.1,0.207973,2.52343,5.12562,0.051302,3.0242,0.531158,420.293,38.9154,16633.1,0.0259092,0.86056,0.00429135,16221.8 
110,0,47.2159,2.1,110,17948.6,0.0350952,33.0952,11.66,122.292,-0.0660377,58.3735,94.8036,-0.475059,0.450039,0.242559,-1.01802,-0.63871,-59.84,1028.35,24.0255,16434.1,12687.5,-0.098263,0.826835,0.996152,-0.641221,-0.261914,-0.212469,1092.97,26.6631,16498.7,0.0651871,0.959057,0.00296814,16766.7 
111,60,47.2759,2.7,111,18956.7,0.0281808,34.007,11.9517,122.398,-0.124194,-104.443,15.4905,0.189412,-0.3665,0.630067,1.55393,-2.14764,-63.3042,1000.01,56.8395,17407,13653.3,0.588021,0.0321093,1.42729,1.95254,-1.74903,0.365912,1068.37,59.6298,17475.4,0.0604626,0.911017,0.00624641,17670 
112,30,47.2459,2.3,112,21039.7,-0.0290664,38.3044,12.0021,122.436,0.0757293,-36.8542,1.27824e-10,0.877319,1.52201,3.85913,-3.52254,1.46239,-21.4224,1360.36,53.3667,19306,15056.7,1.01221,1.6569,4.12891,-3.38765,1.59728,0.175478,1383.5,54.3109,19329.1,0.070064,0.935718,0.00514928,19746.2 
113,200,47.4159,10,113,18084.2,0.0195957,32.2117,12.1258,122.069,0.0443842,-89.7871,499.673,0.0169308,0.474917,0.347937,0.600068,0.0276772,-71.3936,256.75,35.5188,17434.7,12844.8,0.466477,0.924464,1.24703,1.04961,0.477224,0.700579,333.848,38.6657,17511.8,0.0196728,0.831475,0.00405086,16970 
114,25,47.2409,2.3,114,17182.2,0.00161345,31.397,11.8814,122.428,-0.00474034,-5.33638,184.306,1.04804,1.2003,3.31741,-0.647488,1.34131,-79.8276,1242.91,33.128,15620.8,12144.5,1.5507,1.70295,4.32271,-0.144835,1.84396,0.533964,1329.11,36.6466,15707,0.0817878,0.95397,0.0042795,16250.7 
115,5,47.2209,2.1,115,17801.9,0.0124575,32.7613,11.7867,122.191,-0.000501559,-2.45814,500,2.146,0.818401,1.14465,2.24615,1.74292,-21.3635,1053.24,35.8789,16307.8,12570.4,2.28052,0.952921,1.41369,2.38067,1.87744,0.841251,1076.31,36.8205,16330.9,0.0648743,0.943514,0.00413613,16590.7 
116,-150,47.0659,10,116,18097.1,0.00973904,33.0916,11.8456,122.093,0.00878718,-22.486,0.0218326,1.67808,1.67322,4.47225,-1.13009,2.1857,-50.8283,119.479,50.4535,17563.8,12767.1,1.99813,1.99327,5.11236,-0.810036,2.50575,0.526611,174.368,52.6938,17618.7,0.0103102,0.654087,0.00547918,16912.1 
117,-5,47.2109,2.1,117,16770.8,-0.0161009,30.7857,11.8923,122.204,0.00111382,8.46565,493.312,4.09838,-1.98059,-1.81037,-0.264437,3.03919,5.02382,1030.9,34.0606,15424.5,11918.5,4.06675,-2.01223,-1.87364,-0.29607,3.00756,1.64778,1025.47,33.8392,15419.1,0.0654267,0.945405,0.00402646,15673.6 
118,120,47.3359,10,118,18365.6,0.0301704,32.8168,12.052,122.064,0.0299346,-17.4616,39.1856,5.12671,-2.71651,3.75947,2.16943,0.300336,-44.4701,883.828,37.9956,17050.3,12892.1,5.40673,-2.43649,4.3195,2.44945,0.580352,0.581425,931.85,39.9557,17098.3,0.0542553,0.930201,0.00428621,17175.3 
119,-10,47.2059,2.1,119,19698.9,0.0428643,35.5387,11.9033,122.362,-0.0769238,13.1337,192.951,-0.484199,-2.40118,4.87164,1.14341,0.718834,-44.0415,1037.64,51.7435,18029.2,13803.8,-0.206881,-2.12387,5.42628,1.42073,0.996151,0.0156253,1085.2,53.6847,18076.8,0.0594366,0.920325,0.00544095,18258.2 
120,80,47.2959,4,120,18984.6,-0.00747305,34.4418,11.9976,122.242,-0.00251317,18.9176,3.60626,0.4112,-0.416585,2.75106,2.85721,-0.759935,-36.3853,1068.14,41.9966,17587.7,13453.2,0.640308,-0.187477,3.20927,3.08631,-0.530826,0.48384,1107.43,43.6004,17627,0.0620302,0.935542,0.00453579,17853 
121,100,47.3159,7,121,18160.6,0.00272809,32.5159,12.1222,122.192,0.00983373,-37.1846,181.922,1.54021,-1.39991,-0.382496,1.04492,-0.921729,-73.2237,588.396,34.5849,17250,12843.3,2.00128,-0.938836,0.539644,1.50599,-0.46066,0.796162,667.469,37.8124,17329,0.0389648,0.909804,0.00400343,17130 
122,90,47.3059,4,122,15992.9,-0.00614152,29.2478,11.9013,122.112,-0.0327205,7.20985,4.42283,0.80815,2.08413,5.47151,-0.455272,-0.228052,-48.5058,506.63,29.213,15230.2,11339,1.11358,2.38956,6.08236,-0.149844,0.0773758,0.360628,559.011,31.351,15282.6,0.037076,0.910626,0.00376471,15077.4 
123,20,47.2359,2.3,123,17272.7,0.0515129,31.21,11.834,122.142,-0.0219927,15.2143,490.399,-0.403258,3.10274,3.121,-0.00815438,-1.49368,-46.2818,1239.34,36.8076,15335,12034.1,-0.111834,3.39417,3.70385,0.28327,-1.20225,0.389529,1289.32,38.8476,15385,0.0810635,0.949913,0.00462985,15905 
124,50,47.2659,2.5,124,18206.5,-0.0147286,33.9241,11.8834,122.209,0.0801659,-41.5733,2.42236,-2.14176,0.201728,4.28582,0.455864,3.39367,3.84463,1023,35.8938,17092.9,13231.8,-2.16597,0.177519,4.2374,0.431655,3.36946,0.299611,1018.85,35.7244,17088.8,0.0590527,0.942186,0.00383618,17253.2 
125,-75,47.1409,2.7,125,16180.9,0.101723,29.9227,11.634,122.027,-0.0830383,9.35379,5.37132e-10,-2.16397,1.59776,-0.209287,0.407918,-0.398435,-69.9082,294.424,43.7524,15616.8,11357.8,-1.72377,2.03795,0.6711,0.848112,0.041759,0.642109,369.917,46.8337,15692.3,0.0242131,0.818625,0.00546772,15277.6 
126,-15,47.2009,2.1,126,19453.4,-0.00525369,35.975,11.7624,122.241,0.00101528,-45.8632,18.0129,-0.139596,0.254756,6.21892,-1.78967,1.4568,-61.3712,945.672,42.0536,18152.5,13776.5,0.246842,0.641194,6.9918,-1.40323,1.84324,0.159624,1011.95,44.7587,18218.8,0.0552379,0.928158,0.00450517,18319.8 
127,40,47.2559,2.5,127,15961.7,0.0497422,29.0512,11.7404,122.355,-0.0220415,35.0895,401.406,1.67234,0.369476,1.35615,0.0292035,-0.944354,-62.5272,1073.12,10.5089,14322.3,11128.2,2.06606,0.763193,2.14358,0.42292,-0.550637,0.557578,1140.64,13.2649,14389.9,0.0770129,0.980055,0.00169521,14811 
128,-30,47.1859,2.3,128,14986.6,-0.0207705,27.4516,11.8995,122.406,-0.000742896,8.25424,1.63591e-10,-2.77011,0.319628,-1.55074,-1.83979,-0.249692,-20.2917,963.85,33.6131,13800.2,10634.1,-2.64234,0.447399,-1.2952,-1.71202,-0.12192,0.756728,985.762,34.5075,13822.1,0.0698292,0.942276,0.00457784,14116.8 
129,10,47.2259,2.1,129,14907.2,-0.0135641,27.8607,11.6776,121.922,-0.0324531,13.3012,452.467,-1.01619,0.703379,-4.09696,-0.392594,-0.888583,-41.8213,1070.65,24.3791,13616.5,10605.1,-0.752856,0.966717,-3.57028,-0.129256,-0.625246,0.131513,1115.81,26.2225,13661.6,0.0791673,0.960498,0.00352332,14094.4 
130,130,47.3459,10,130,16078.1,0.111942,27.7135,12.3451,122.23,-0.129428,-36.0661,499.962,1.48346,1.53754,4.80022,-1.17136,1.75676,-101.977,577.504,35.9821,14930.5,11289.3,2.12559,2.17966,6.08447,-0.529238,2.39889,0.503688,687.628,40.477,15040.7,0.0459146,0.906608,0.00493297,14976.3 
131,110,47.3259,7,131,16873.7,-0.014727,30.2408,11.9897,122.069,-0.017086,15.0205,28.7158,3.40227,1.85832,9.39738,1.55443,0.11003,-56.4871,610.476,44.695,15817.9,11811.4,3.75795,2.21401,10.1087,1.91012,0.465714,0.452294,671.476,47.1848,15878.9,0.0426159,0.890493,0.00544407,15756.5 
132,110,47.3259,7,132,15539,-0.0205804,27.8456,12.0186,122.175,-0.0247222,26.646,2.79689e-11,0.171763,-0.290058,1.97532,0.548897,0.524012,-58.7259,475.56,24.0788,14684.4,10915.9,0.541544,0.079723,2.71488,0.918678,0.893793,0.472697,538.977,26.6673,14747.8,0.0370447,0.920314,0.00331988,14549.4 
133,110,47.3259,7,133,19310.8,0.0202841,33.6971,12.3797,122.156,-0.00356872,-78.9048,126.304,-2.53177,-1.39413,6.0522,0.560892,2.79055,-20.246,624.458,35.7577,18148.8,13589.1,-2.40428,-1.26665,6.30717,0.688376,2.91803,-0.0103354,646.322,36.6501,18170.7,0.0360903,0.909724,0.00370176,17908.5 
134,110,47.3259,7,134,16545.9,0.0432426,29.1796,12.1488,122.186,-0.0663904,8.01513,21.4783,-0.33161,3.01068,0.110301,1.32487,2.89091,-54.3731,615.466,28.4386,15467.1,11557.4,0.0107625,3.35305,0.795047,1.66724,3.23328,0.912241,674.183,30.8352,15525.8,0.0437109,0.925892,0.0036452,15423.7 
135,110,47.3259,7,135,16557.1,-0.0222681,29.1623,12.2157,122.284,-0.00129619,12.4898,500,-3.94874,2.40755,3.24271,-0.716501,-2.58404,-45.1857,560.003,39.9122,15454.3,11597.3,-3.66422,2.69207,3.81176,-0.431979,-2.29951,-34.2563,608.798,41.9039,15503.1,0.0396953,0.892496,0.00495441,15336.8 
136,110,47.3259,7,136,14431.7,-0.00121373,25.8769,11.9442,122.181,-0.00951072,-10.2047,500,0.194796,-1.77442,-1.47013,-4.21491,-1.52038,-40.9763,427.137,20.9289,13586.4,10064.7,0.452813,-1.5164,-0.954091,-3.95689,-1.26236,0.868164,471.387,22.735,13630.7,0.0351243,0.922167,0.00306308,13420.5 
137,110,47.3259,7,137,17744.5,0.0244481,31.0392,12.3099,122.28,0.000878247,-10.633,8.37695e-11,-3.02108,-0.999878,0.546712,3.23017,0.412692,-87.8857,598.261,36.2248,16645.6,12438.6,-2.46769,-0.446485,1.6535,3.78357,0.966085,0.526079,693.168,40.0985,16740.5,0.0417656,0.908072,0.00439302,16596.6 
138,110,47.3259,7,138,16529.3,0.000493793,29.9086,-12.0028,122.109,-0.00393618,-27.8844,106.564,1.03511,3.70803,4.34709,-2.87009,-1.98301,-35.1275,473.169,32.6681,15646.7,11689.8,1.2563,3.92922,4.78947,-2.64891,-1.76182,0.139244,511.102,34.2164,15684.6,0.0331637,0.89513,0.00400252,15411.5 
139,110,47.3259,7,139,17140.9,0.0279828,29.713,12.1912,122.221,-0.00219811,-12.3705,5.67847e-05,1.73914,-3.31004,5.89924,0.757586,1.33665,-79.9251,524.721,27.5413,15825.5,11792.9,2.24241,-2.80677,6.90577,1.26085,1.83992,0.268625,611.031,31.0642,15911.8,0.0388518,0.918301,0.0035834,15727.2 
140,110,47.3259,7,140,14885.6,0.0323151,26.547,12.0418,122.248,-0.022661,-17.5765,280.39,-1.56987,0.615339,2.63007,-1.37351,-2.21982,-63.8399,482,31.0629,14013.7,10419.4,-1.16789,1.01732,3.43403,-0.971529,-1.81784,-5.95015,550.94,33.8768,14082.6,0.0395523,0.902848,0.00441178,13929.4 
141,110,47.3259,7,141,16964.1,0.0132974,30.2949,12.0068,122.106,-0.00973672,-25.5239,500,0.366261,-2.93965,4.28762,0.85998,2.83027,-51.8597,557.485,35.1001,15896.4,11849.2,0.692808,-2.61311,4.94071,1.18653,3.15682,0.32905,613.488,37.386,15952.4,0.0389064,0.903632,0.00429859,15768.3 
142,110,47.3259,7,142,18516.8,-0.000253808,32.7031,12.2565,122.235,0.0253761,-9.6058,2.63982e-11,-4.30693,1.10089,-4.00001,1.55993,2.03728,-58.8662,617.342,48.8468,17408.3,13056.2,-3.93627,1.47156,-3.25868,1.9306,2.40794,-1.3531,680.911,51.4414,17471.8,0.0394065,0.883229,0.00539436,17279.1 
143,110,47.3259,7,143,16245.5,-0.00132359,28.7151,12.2941,122.253,-0.0194867,8.76239,141.652,3.32148,3.68986,3.03099,-1.06627,0.737492,-20.775,599.332,40.1527,15288.4,11497.8,3.45229,3.82067,3.29262,-0.935454,0.868307,0.68637,621.767,41.0684,15310.9,0.0409944,0.896387,0.00491679,15167.1 
144,110,47.3259,7,144,18156.7,0.0294004,32.1314,-12.0941,122.251,0.0363869,-242.684,474.659,-0.575067,-1.59966,-0.382041,-2.90972,2.27852,-57.776,593.918,46.6979,16952.2,12937.7,-0.211267,-1.23586,0.345558,-2.54592,2.64232,1.34378,656.31,49.2445,17014.6,0.0390192,0.883933,0.00530325,16820.2 
145,110,47.3259,7,145,15461,0.0167887,27.6368,-12.0829,122.271,-0.042808,26.6742,160.105,-1.88817,3.47487,2.20594,1.3704,3.94716,-71.163,519.21,34.0755,14517.3,10907.8,-1.44008,3.92297,3.10213,1.81849,4.39525,0.73708,596.058,37.2121,14594.1,0.0412199,0.901508,0.00467505,14460.5 
146,110,47.3259,7,146,17153.3,0.0496337,30.6037,11.9911,122.23,0.0107097,-44.1775,19.4569,0.411866,0.101064,2.73422,1.87335,-2.87346,-55.831,553.78,21.5004,15982.2,11961.6,0.763419,0.452616,3.43733,2.22491,-2.5219,0.210964,614.072,23.9612,16042.5,0.0387319,0.936079,0.00274385,15854.4 
147,110,47.3259,7,147,17385.9,0.0139281,31.132,12.0798,122.275,-0.0296359,-30.3529,471.898,2.60375,1.80545,2.50231,6.40966,1.49369,-23.1775,586.477,32.1643,16291.8,12271.6,2.74969,1.9514,2.7942,6.5556,1.63964,0.821918,611.506,33.1859,16316.8,0.0379524,0.913266,0.00373258,16112.5 
148,110,47.3259,7,148,17705.8,-0.0164072,31.7793,12.1048,122.154,0.0197145,-42.376,1.23046e-11,0.730838,0.363769,0.416947,0.129917,-3.64908,-52.1786,721.91,38.4341,16546.5,12549.9,1.05939,0.692324,1.07406,0.458471,-3.32052,30.6068,778.257,40.734,16602.8,0.0470219,0.916091,0.00449915,16550.9 
149,110,47.3259,7,149,16168.7,0.0636495,28.3059,12.1526,122.219,-0.0764329,-55.9793,242.709,1.00819,3.78442,3.60527,1.08379,2.63104,-72.886,516.08,33.6656,15023.7,11337.3,1.46714,4.24337,4.52316,1.54273,3.08999,0.695746,594.789,36.8782,15102.4,0.0398063,0.902117,0.00447805,14942.1 
150,110,47.3259,7,150,17899,-0.0143544,31.736,-12.3022,122.194,0.0012633,9.92365,364.59,-3.10396,0.192915,7.22709,1.54633,3.29675,-34.9861,596.599,38.8534,16946,12709.9,-2.88366,0.413214,7.66768,1.76662,3.51705,0.268414,634.381,40.3955,16983.8,0.0378306,0.899738,0.00436228,16769 
151,110,47.3259,7,151,14710.6,0.0497161,26.3975,11.8912,122.12,-0.0414901,-40.9378,485.695,-2.49568,-1.13631,5.45973,-0.473013,-1.3466,-25.6532,415.49,46.0465,13675,10273.7,-2.33415,-0.974779,5.78279,-0.311482,-1.18507,-4.91706,443.192,47.1772,13702.7,0.0329247,0.842968,0.00630222,13460.8 
152,110,47.3259,7,152,17624,-0.0223339,31.9955,12.044,122.275,-0.0088081,-3.03886,336.255,-4.24983,1.06303,-3.36337,1.21062,2.2557,-12.3135,573.928,40.7018,16681.5,12545.4,-4.17229,1.14057,-3.2083,1.28815,2.33324,-0.225177,587.225,41.2446,16694.8,0.0357036,0.89054,0.00453032,16447.2 
