cyc,detuning,freq,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
153,110,47.3259,7,153,16023.9,0.00810356,28.8237,12.0678,122.362,-0.00666466,-16.2685,4.75477e-11,1.42067,-3.8393,1.38933,-2.24446,-1.79636,-21.6647,562.87,22.9083,15134.9,11326.9,1.55709,-3.70288,1.66216,-2.10804,-1.65994,1.39095,586.266,23.8632,15158.3,0.0391192,0.933505,0.00289158,14986.6 
154,110,47.3259,7,154,17554.5,-0.0184201,31.7165,-12.0818,122.272,-0.0161017,-4.29254,3.33653,0.802105,3.511,3.52007,1.55815,2.85892,-45.0627,534.897,42.9725,16501.7,12476.5,1.08585,3.79474,4.08756,1.8419,3.14267,0.707042,583.559,44.9587,16550.4,0.035787,0.881194,0.00497911,16306.4 
155,110,47.3259,7,155,16735.4,0.0167747,29.7928,12.0575,122.414,-0.0157569,32.7918,500,2.23502,0.23041,3.98057,3.85597,0.334819,-51.2724,624.234,41.8884,15506.2,11710.9,2.55787,0.553258,4.62626,4.17882,0.657668,0.632073,679.603,44.1483,15561.5,0.0439501,0.897921,0.00519891,15463 
156,110,47.3259,7,156,18557.5,0.0606945,32.9884,12.0107,122.002,0.0392185,8.15117,372.94,0.857498,1.15769,0.371262,2.4288,-0.664493,-76.5772,694.485,36.0218,17155.6,12908.5,1.33968,1.63988,1.33563,2.91099,-0.182307,0.810384,777.179,39.3971,17238.3,0.0453071,0.918517,0.00419237,17153.6 
157,110,47.3259,7,157,16932.5,0.0280168,30.5709,11.9271,121.939,-0.0635386,8.64498,43.5503,-0.310027,0.356458,5.75409,3.43191,3.22945,-72.0092,642.269,32.6205,15831.3,11887.5,0.143396,0.80988,6.66093,3.88533,3.68287,0.561273,720.031,35.7944,15909,0.0454748,0.919966,0.00412752,15833.6 
158,110,47.3259,7,158,15422.7,-0.000147504,28.0536,11.9422,122.331,-0.0164783,0.551103,324.012,3.40468,-1.10176,2.07259,-0.539794,-2.27443,-57.6904,487.48,25.0601,14604.4,10906.4,3.76794,-0.738495,2.79911,-0.176534,-1.91117,0.251746,549.779,27.6029,14666.7,0.0379599,0.919234,0.00345489,14483.1 
159,110,47.3259,7,159,16161.9,-0.0148144,29.5117,11.9174,122.229,-0.0279443,-5.39409,500,-1.32079,1.52243,1.95739,-1.38761,2.47621,-51.2088,545.253,27.1592,15200,11454,-0.998339,1.84488,2.60228,-1.06516,2.79866,0.497854,600.553,29.4163,15255.3,0.0397898,0.921049,0.00353949,15093.1 
160,110,47.3259,7,160,14983.9,0.0265547,26.9928,11.9462,122.121,0.0382206,-32.7001,0.896037,1.41021,2.4426,5.27087,-1.37128,-1.01619,-84.3847,477.734,32.7455,14088.7,10537.9,1.94155,2.97395,6.33357,-0.839933,-0.484841,0.361812,568.86,36.4649,14179.8,0.0405181,0.899137,0.00471485,14039.7 
161,110,47.3259,7,161,15444.4,0.0173456,28.2177,11.7805,122.05,0.00159679,-24.7043,500,-2.12909,1.63014,0.226755,0.508087,-0.844128,25.493,548.438,14.7039,14355.4,10822.6,-2.28961,1.46962,-0.0942901,0.347565,-1.00465,0.939995,520.908,13.5802,14327.8,0.0368593,0.956368,0.00174294,14132.4 
162,110,47.3259,7,162,16552.6,0.0247656,30.3815,-11.8564,121.928,-0.0349946,-8.47046,27.7508,0.136235,0.180129,2.38058,0.355917,1.26005,-41.6683,579.736,36.9219,15689,11735.8,0.398609,0.442503,2.90532,0.618291,1.52243,0.506498,624.733,38.7585,15734,0.0401189,0.902063,0.00451727,15572.1 
163,110,47.3259,7,163,17259,-0.099942,31.3505,12.0056,122.047,0.0319046,21.5245,500,0.55683,1.57634,1.4278,0.362774,0.290681,-51.2181,619.858,35.391,16192.9,12274.8,0.879336,1.89884,2.07281,0.68528,0.613187,0.662928,675.168,37.6485,16248.2,0.0419074,0.911093,0.00425018,16110.9 
164,110,47.3259,7,164,17160,0.0375375,30.4124,12.0895,122.172,0.00630438,-112.87,500,-2.8503,2.76409,0.389421,2.11468,-1.22038,-39.0443,623.501,36.6171,16063.1,11992.1,-2.60445,3.00994,0.881124,2.36053,-0.974529,0.670314,665.664,38.3381,16105.3,0.0416935,0.908439,0.00436593,15965.7 
165,110,47.3259,7,165,17757.4,-0.0124044,32.1483,12.0418,122.306,-0.0239949,14.9983,66.208,1.76345,2.10647,-0.0585366,-1.35812,0.561461,-8.9364,536.567,24.6598,16762.4,12613.9,1.81972,2.16274,0.0540037,-1.30185,0.617732,0.983891,546.218,25.0537,16772,0.033145,0.925696,0.00274415,16479.7 
166,110,47.3259,7,166,16756.3,-0.0610736,30.0181,12.3558,122.259,0.0161089,27.4404,393.983,0.0603936,3.90478,4.3148,0.144113,2.00241,0.223736,543.003,33.4983,15977.2,12088.4,0.0589848,3.90337,4.31199,0.142704,2.001,0.586104,542.761,33.4885,15976.9,0.0345249,0.902547,0.0038463,15720.8 
167,110,47.3259,7,167,15601.7,-0.0738607,29.1399,11.9173,122.089,-0.00105264,16.3661,422.294,2.33184,2.62956,-0.154004,-0.583312,-1.21103,-31.7083,444.118,15.0807,15059.9,11305.3,2.5315,2.82922,0.245313,-0.383653,-1.01138,0.941745,478.36,16.4783,15094.2,0.0322828,0.943144,0.002007,14817.8 
168,110,47.3259,7,168,16756.4,-0.0067908,30.2865,12.1124,122.406,0.00508081,-2.45656,3.79506e-11,3.24886,1.65444,2.5095,1.20634,1.56467,-6.24216,518.401,29.9875,15957.9,11942.4,3.28817,1.69375,2.58811,1.24565,1.60397,0.751613,525.142,30.2626,15964.6,0.0334666,0.908391,0.00347976,15691.5 
169,110,47.3259,7,169,14859.8,-0.00804074,26.9447,12.0428,121.901,0.00711643,-4.49992,7.7851e-12,-2.1214,-0.757968,5.0754,-0.147944,-0.137479,-40.8538,445.508,12.1933,14199.2,10564.2,-1.86415,-0.500722,5.58989,0.109302,0.119767,-0.618342,489.625,13.994,14243.3,0.0349214,0.952366,0.0018066,14020.8 
170,110,47.3259,7,170,17062.7,0.0243915,30.6569,12.156,122.108,-0.0194709,28.8745,7.56914e-11,-0.191681,-0.958256,3.35821,-0.334213,2.41589,-39.0994,572.368,49.695,16145.6,12149.8,0.054517,-0.712058,3.85061,-0.088015,2.66209,0.33232,614.591,51.4184,16187.8,0.0384288,0.872288,0.00581718,15993 
171,110,47.3259,7,171,15675.1,0.0173198,27.9261,12.1221,121.962,-0.003686,-22.4611,172.193,2.52523,-1.42413,-3.26261,1.95571,-0.637539,-45.0872,448.255,19.9216,14801.4,11022.7,2.80913,-1.14023,-2.6948,2.23961,-0.353637,4.13321,496.945,21.9089,14850.1,0.0340268,0.928374,0.00271037,14604.5 
172,110,47.3259,7,172,15851.8,0.04465,28.0701,12.068,122.28,0.104294,-110.589,500,-1.79645,0.231083,4.40276,3.47812,1.88969,-34.0913,529.863,29.3022,14792.9,11402.9,-1.58178,0.445747,4.83208,3.69278,2.10435,0.490995,566.678,30.8048,14829.7,0.0386681,0.913133,0.0038119,14654.9 
173,110,47.3259,7,173,15368.5,0.0164121,27.2523,12.1034,122.022,-0.00603232,-21.3162,2.37758e-11,0.132996,1.61078,-0.266181,0.116521,2.57991,-99.8084,450.101,32.0491,14449.4,10741.7,0.761463,2.23925,0.990752,0.744988,3.20838,0.875296,557.883,36.4484,14557.1,0.0387765,0.897397,0.00459112,14387.2 
174,110,47.3259,7,174,17772.9,0.00923242,31.5508,12.2027,122.188,-0.0294335,11.5759,42.9364,1.29521,0.98635,1.85997,0.34902,0.79206,-4.1459,639.724,35.6494,16786.5,12544.3,1.32132,1.01246,1.91219,0.375126,0.818166,0.648447,644.201,35.8322,16791,0.0388174,0.911295,0.00391567,16595.7 
175,110,47.3259,7,175,16988.9,0.00451521,30.1995,12.1349,122.022,-0.00675797,-13.1191,500,2.77056,0.693607,-0.745869,-0.638663,0.20474,-73.2897,607.078,22.6561,15910.6,11932.7,3.23205,1.15509,0.177103,-0.177177,0.666226,0.964953,686.223,25.8865,15989.8,0.0432226,0.938073,0.00297339,15876.5 
176,110,47.3259,7,176,18525.1,0.0147657,32.7608,12.144,122.104,0.380192,68.7131,2.7799e-11,-1.56136,-0.613719,2.06364,-0.197009,-0.531364,-47.1059,612.423,31.1061,17316.1,13801.6,-1.26474,-0.317106,2.65687,0.0996045,-0.234751,-1.82684,663.292,33.1824,17366.9,0.0386491,0.919501,0.0035073,17161.9 
177,110,47.3259,7,177,16622.5,0.00839775,29.6406,12.0309,122.2,0.00233089,-7.10333,8.28003e-11,-0.134686,-0.184673,0.362718,3.23951,-2.79205,14.2535,549.226,17.9906,15623.1,11609.1,-0.224437,-0.274423,0.183217,3.14976,-2.8818,4.8421,533.833,17.3624,15607.7,0.0347521,0.946148,0.00204501,15361.2 
178,110,47.3259,7,178,16370.5,0.075868,28.6034,12.131,122.253,-0.033522,-15.9279,491.489,5.49037,-0.38926,-1.30321,3.49438,-2.98259,-35.3035,574.501,38.264,15240.5,11313,5.71267,-0.166963,-0.858617,3.71668,-2.76029,1.15214,612.625,39.8201,15278.7,0.0404978,0.897869,0.00477806,15127.4 
179,110,47.3259,7,179,18660.4,0.0302019,32.9185,12.1501,122.198,0.00497589,-41.2426,0.00015008,2.72225,0.338057,2.03209,-0.93738,-0.725247,3.29646,621.063,37.8074,17497.1,13026.8,2.70149,0.3173,1.99058,-0.958137,-0.746003,0.39775,617.503,37.6621,17493.6,0.0358255,0.903559,0.00395022,17236.4 
180,110,47.3259,7,180,16807.4,0.069406,29.5147,12.1029,122.108,0.0511347,-23.4895,224,3.16468,2.46437,3.10918,-1.7163,-2.55427,-29.0603,567.411,29.6129,15721.5,11667.5,3.34767,2.64735,3.47515,-1.53332,-2.37128,0.375599,598.793,30.8938,15752.9,0.0384729,0.917188,0.00359965,15564 
181,110,47.3259,7,181,17040.4,-0.0418615,30.8758,12.0202,122.038,0.02805,2.76383,9.09305e-12,2.08036,4.02324,1.41296,-0.164096,-3.87024,-27.9482,608.693,30.8208,16109.7,12084.1,2.25634,4.19923,1.76493,0.0118866,-3.69425,0.611089,638.874,32.0527,16139.9,0.0400002,0.919288,0.00364496,15971.8 
182,110,47.3259,7,182,17775.6,-0.00757951,31.8124,12.1642,122.478,-0.0391254,11.9229,446.615,1.26098,1.28605,4.83596,2.73043,1.37008,41.2182,630.812,28.8979,16716.2,12612.4,1.00144,1.02651,4.31688,2.47089,1.11054,0.565105,586.301,27.0812,16671.7,0.0356969,0.925213,0.00298335,16424.4 
183,110,47.3259,7,183,16572.1,0.0255574,29.793,11.9852,121.875,-0.0273368,-8.7961,36.5302,-0.32281,4.55828,2.58227,-1.41944,0.379718,8.16337,549.295,28.2532,15690.3,11631.7,-0.374212,4.50688,2.47946,-1.47085,0.328316,0.546683,540.479,27.8934,15681.4,0.03501,0.917166,0.00326594,15437.8 
184,110,47.3259,7,184,15496.7,0.0443527,27.9641,-11.8657,122.332,-0.0267345,-54.6904,500,-1.05131,1.77473,0.719585,1.40929,0.808256,-24.2028,462.808,41.9068,14616.2,10849.2,-0.89891,1.92713,1.02438,1.56169,0.960655,0.776089,488.944,42.9736,14642.3,0.0339564,0.866695,0.0053773,14399.2 
185,110,47.3259,7,185,18724.3,-0.0299099,33.955,12.0781,122.319,-0.0325068,24.7704,156.02,-0.387557,2.29236,3.71422,1.25465,0.898556,-17.1484,595.153,31.6039,17898.2,13376.7,-0.279578,2.40033,3.93018,1.36263,1.00653,0.533238,613.671,32.3597,17916.8,0.0347993,0.915516,0.00331602,17634.6 
186,110,47.3259,7,186,16670.1,0.00419291,29.8368,12.0882,122.078,-0.00264971,-1.75248,1.253e-10,4.09902,-1.25193,-0.749419,2.45741,-0.508945,-7.54358,479.744,28.7098,15832.8,11741.3,4.14652,-1.20443,-0.654419,2.50491,-0.461445,1.1511,487.89,29.0423,15840.9,0.0314023,0.905657,0.0033659,15536.8 
187,110,47.3259,7,187,17342.7,-0.0281052,31.4202,12.0909,122.007,0.0167267,-6.52501,274.646,-4.89218,0.122103,-1.38421,-0.980403,1.27056,36.9242,528.436,39.5355,16587.5,12370.5,-5.12468,-0.110398,-1.84921,-1.2129,1.03806,0.745257,488.562,37.9079,16547.6,0.0301417,0.880449,0.00420223,16208.8 
188,110,47.3259,7,188,17987,-0.00286902,32.3468,12.0806,122.198,0.011209,-16.5172,7.54269e-11,-0.0561064,-0.880574,-3.51516,0.314932,-1.11414,-12.4646,594.148,34.7121,16998,12726.8,0.02238,-0.802088,-3.35819,0.393418,-1.03566,0.29747,607.608,35.2615,17011.4,0.0362352,0.907805,0.00380382,16768.5 
189,110,47.3259,7,189,16943.8,0.0136056,30.4896,12.0065,121.913,-0.0310606,-2.87796,500,-0.32682,1.07824,-0.538894,-2.14446,3.03093,9.56885,559.783,32.9892,15974.3,11919.8,-0.387072,1.01799,-0.659399,-2.20471,2.97068,1.89412,549.45,32.5674,15964,0.0349628,0.906021,0.00374392,15715.3 
190,110,47.3259,7,190,18064.6,-0.0181862,32.3696,12.1859,122.198,0.0114823,-24.3041,272.091,-0.977153,-4.77421,1.2425,5.13752,-1.13283,50.637,584.466,31.904,17144,12849.9,-1.296,-5.09306,0.604806,4.81867,-1.45167,1.2502,529.784,29.6721,17089.3,0.0316013,0.910735,0.00318825,16764.6 
