cyc,detuning,freq,vva,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
0,100,47.3159,10,0,11262.8,-0.687843,27.5855,11.6963,119.857,0.498922,-219.789,358.437,-2.57412,-0.495528,-9.85555,-5.42135,-2.04479,-446.244,2940.5,97.0887,10546.2,14073,0.235757,2.31435,-4.2358,-2.61148,0.765089,-0.199237,3566.4,120.27,11172.1,0.217273,0.944273,0.019445,16414.4,-0.00343916,0.131927,11.5835,38.9279,123.585,105.851,0.76957,11.2075,14.6426,117.998,157.274,5.58751,-51.4227 
1,-5,47.2109,2,1,10373.6,-0.67918,28.4183,10.6393,119.177,-0.0781073,1242.93,459.951,-1.31756,-1.89631,-1.01586,-3.00182,-4.97878,-501.017,1304.83,79.5619,11834.8,13002.8,1.83721,1.25846,5.29368,0.152948,-1.82401,0.21205,2007.55,105.589,12537.5,0.12222,0.915715,0.0152769,16425.7,-0.00350649,0.0769275,10.2174,45.1408,124.339,118,0.983873,10.2255,13.9522,117.93,157.436,6.40902,-39.4358 
2,60,47.2759,5,2,10301.8,-0.137558,27.2424,10.8186,119.7,0.03756,-233.295,1.21496e-06,-1.64652,1.52584,-6.08063,-2.13231,-3.7648,-492.596,2416.37,69.6599,10667.1,9879.46,1.45523,4.62759,0.122868,0.969441,-0.663056,0.981132,3107.28,95.2494,11358.1,0.192175,0.949087,0.015213,16169.1,-0.00363962,0.118205,11.4587,34.0243,123.948,107.087,0.858013,10.6227,14.3394,118.194,158.501,5.75447,-51.4144 
3,50,47.2659,5,3,11084.7,-0.0310913,28.1958,10.7058,119.645,0.00644675,-9.1433,500,2.83789,1.69353,-4.78045,-1.51613,-2.76742,-385.553,2666.89,86.1495,10856.7,9828.39,5.26562,4.12126,0.0750017,0.911591,-0.339699,0.992525,3207.67,106.178,11397.5,0.196611,0.945244,0.0168714,16314.8,-0.00321948,0.148429,11.0596,27.0101,122.903,104.815,0.854512,10.8468,14.6949,118.283,156.428,4.61999,-51.6138 
4,190,47.4059,10,4,10355.9,-0.570492,26.8852,11.1515,119.434,-0.162947,43.3077,500,-1.36939,-6.58475,-7.90943,-8.29893,-3.94895,-538.566,1960.39,89.6706,11109.6,9989.57,2.02182,-3.19355,-1.12703,-4.90773,-0.557742,0.854844,2715.78,117.648,11865,0.165996,0.929532,0.0179379,16360.5,-0.00357072,0.0987976,10.7102,40.5405,124.652,111.99,0.873439,10.6502,14.3616,117.783,158.21,6.86925,-46.2195 
5,-40,47.1759,5,5,10444.9,-0.674106,28.3147,10.7127,119.303,0.0800074,-157.905,439.34,-4.33048,-1.60491,-7.23652,-6.71486,-4.40787,-551.586,1390.91,95.0942,11928.7,10285.5,-0.857296,1.86828,-0.290141,-3.24168,-0.934686,0.916036,2164.57,123.748,12702.4,0.129056,0.909052,0.0176296,16772.3,-0.00350617,0.0805531,10.0022,43.4072,124.426,118,0.964691,10.3716,14.1653,118.027,157.968,6.39916,-39.9676 
6,-5,47.2109,2,6,10555.8,-0.671407,28.2904,10.7962,119.292,0.38068,-1020.54,455.616,-3.81256,-0.52656,-5.90373,-1.49883,-3.98392,-451.435,1302.96,77.3125,12047.2,22589.6,-0.969992,2.31601,-0.218596,1.34374,-1.14136,1.16438,1936.14,100.764,12680.4,0.11721,0.916526,0.0144269,16518.6,-0.00334628,0.0726231,11.2332,35.2503,124.633,113.761,1.00834,10.4418,13.9678,118.291,156.414,6.34205,-42.6523 
7,200,47.4159,10,7,9543.07,-0.198924,24.8261,10.9521,119.404,-0.0313024,167.49,6.87731e-13,1.77481,-2.77315,-4.15051,-1.09275,-1.42911,-333.346,1667.31,81.8221,10476.2,9021.87,3.8738,-0.674157,0.047476,1.00624,0.669885,0.990357,2134.86,99.1388,10943.7,0.14503,0.924841,0.0164137,14720.1,-0.00336,0.0798527,11.1894,43.763,124.15,116.466,0.805438,10.7295,14.4091,117.953,158.4,6.19702,-41.9342 
8,100,47.3159,10,8,11053.7,-0.404556,27.0997,11.4813,119.947,0.542426,-200.917,5.15585e-13,-3.54485,-2.70172,-9.53334,-4.139,-2.10711,-422.673,2920.74,106.211,10399.5,13676.3,-0.88339,-0.0402601,-4.21042,-1.47754,0.554353,0.304897,3513.58,128.168,10992.3,0.217495,0.939994,0.0210269,16154.7,-0.0034342,0.127128,11.816,38.8804,123.73,106.043,0.761449,11.1805,14.6526,118.147,157.387,5.58358,-51.3437 
9,50,47.2659,5,9,11415.9,-0.664051,28.674,11.2741,119.444,0.402893,282.745,78.435,-5.58181,-2.67201,-6.71119,-4.74668,-5.2777,-465.592,2852.7,101.287,11082.9,14232,-2.65011,0.2597,-0.847778,-1.81497,-2.346,0.885422,3505.74,125.474,11735.9,0.206195,0.941058,0.0193144,17002,-0.0031692,0.157888,11.7206,24.767,122.541,105.263,0.848381,10.9538,14.8575,118.121,156.96,4.4194,-51.6965 
10,170,47.3859,10,10,10368.8,-0.0110972,26.445,10.9537,119.409,-0.000170864,5.8987,1.46274e-11,-2.61856,-3.41789,-2.07807,-5.47029,-3.14981,-423.155,1896.12,103.203,11203.8,9429.78,0.0459333,-0.753395,3.25092,-2.8058,-0.485317,5.34817,2489.63,125.185,11797.3,0.155054,0.919123,0.0191724,16056.5,-0.00360649,0.0932805,10.6077,46.9766,124.194,117.33,0.841685,10.8419,14.3257,117.716,158.945,6.47755,-41.6156 
11,110,47.3259,10,11,10952,-0.353902,26.6635,11.5841,119.604,-0.804064,2338.07,8.45135e-09,0.648548,1.98153,-8.20414,-3.679,-1.3215,-446.841,2646.05,98.7554,10713.5,71253.6,3.46219,4.79517,-2.57686,-0.865361,1.49214,1.40855,3272.79,121.968,11340.2,0.200611,0.938775,0.0194275,16314.1,-0.00354457,0.109794,12.6015,39.1344,123.621,105.426,0.777983,11.0995,14.9724,117.975,158.233,5.64574,-52.8069 
12,80,47.2959,8,12,10835,-0.628624,26.759,11.4593,119.772,0.0356248,320.274,80.2071,-6.76197,-6.56723,-2.05455,-3.26823,-10.3561,-466.074,2638.61,105.705,10475.5,10353.6,-3.82722,-3.63249,3.81494,-0.333481,-7.42137,1.33466,3292.33,129.917,11129.2,0.204608,0.935405,0.0210512,16090.9,-0.0031801,0.126385,11.9267,31.6634,123.35,106.272,0.763835,11.1763,15.1352,118.286,157.456,5.06365,-51.1843 
13,45,47.2609,5,13,10702,-0.230145,27.2231,10.8138,119.865,-0.151131,-184.427,3.64738e-11,-6.2406,-3.42404,-7.59604,-5.89317,-6.75718,-561.808,3145.12,91.2617,10028.6,10490.6,-2.70304,0.113514,-0.520937,-2.35562,-3.21963,0.940024,3933.11,120.447,10816.6,0.240232,0.949134,0.0201002,16372.2,-0.00309865,0.17844,11.4674,23.9616,122.617,104.656,0.772759,10.8895,14.8714,118.488,157.562,4.12943,-52.9064 
14,-20,47.1959,2.5,14,11493,-0.635575,29.5117,10.9015,119.071,0.0184079,-139.179,419.353,1.88582,-3.08785,-7.73491,-6.30267,-1.88248,-426.264,1568.56,100.962,12529.7,10556.5,4.56989,-0.403779,-2.36677,-3.6186,0.801588,-1.32569,2166.43,123.105,13127.6,0.125495,0.909552,0.0169812,17263.1,-0.00331432,0.0845281,11.0682,41.6221,124.325,117.164,0.99993,10.3899,14.2395,117.759,156.868,6.5655,-39.7037 
15,40,47.2559,5,15,10194.9,-0.0248526,26.0796,10.6504,119.717,-0.0620509,-247.437,499.992,0.0184692,-0.446981,0.654216,-6.32586,-3.75103,-413.192,3041.73,82.752,9517.98,9541.79,2.62023,2.15478,5.85773,-3.72411,-1.14927,-0.0170811,3621.27,104.217,10097.5,0.237719,0.952052,0.0186576,15233.4,-0.00299306,0.178571,11.1521,23.7684,122.453,104.448,0.745395,10.796,14.8076,118.295,157.163,4.15852,-52.7146 
16,0,47.2159,1.7,16,10984.8,-0.654132,28.9842,10.7916,119.25,0.0125704,248.708,223.047,-5.38097,-2.56506,-6.1426,-0.977407,-2.31754,-456.494,1489.07,77.4633,12293.9,10284,-2.50655,0.309357,-0.393766,1.89701,0.556879,-1.87272,2129.34,101.177,12934.1,0.125229,0.923231,0.0142052,17003.6,-0.00339335,0.085623,11.1098,31.3854,124.632,111.541,1.00155,10.4666,14.488,118.203,157.49,6.42956,-45.9481 
17,200,47.4159,10,17,10355.8,-0.104077,25.8951,11.1281,119.443,0.0121693,105.549,0.00811422,-0.436741,-2.79242,-10.3131,-1.2065,-2.35263,-398.108,1901.62,88.2283,11117.3,9422.49,2.07004,-0.285645,-5.29952,1.30028,0.154145,-1.5717,2460.01,108.909,11675.7,0.154844,0.928095,0.0168926,15887,-0.00341062,0.0905266,11.672,36.1929,124.741,109.542,0.851281,10.9103,14.6453,118.05,158.73,6.69126,-49.1882 
18,30,47.2459,4,18,11051.1,-0.385863,28.0899,10.897,119.75,-2.97482,8349.96,2.40702e-05,-0.675401,-0.271437,-3.84727,-0.842373,-6.68393,-437.209,3758.66,76.1209,9624.17,818577,2.07759,2.48155,1.65871,1.91062,-3.93094,0.604836,4371.89,98.8331,10237.4,0.270791,0.961944,0.0174732,16144.9,-0.00284732,0.246613,11.0989,19.6163,121.783,104.165,0.739935,10.8648,15.0848,118.252,156.921,3.53038,-52.7559 
19,20,47.2359,2.5,19,10927.6,-0.583216,28.397,10.6878,119.655,0.218475,-3800.51,1.17284,-3.61475,-4.67035,-7.50958,-4.13914,-4.30042,-441.524,3371.06,93.3274,9860.56,36909.5,-0.834588,-1.89019,-1.94926,-1.35899,-1.52026,0.741932,3990.34,116.264,10479.8,0.248741,0.951485,0.0200271,16042.2,-0.00278925,0.205795,10.6904,22.7233,122.065,106.333,0.802032,10.5114,14.5485,118.275,157.657,3.78986,-51.3245 
20,15,47.2309,2.5,20,9434.18,-0.594341,26.0498,10.454,119.967,0.00970223,611.913,499.998,-4.92738,-4.1662,-2.87439,-7.53501,-1.3399,-439.193,3936.26,68.602,7724.52,9058.32,-2.1619,-1.40071,2.65658,-4.76953,1.42558,1.62508,4552.27,91.4172,8340.53,0.321854,0.96605,0.019791,14143.9,-0.00258723,0.303187,10.2946,17.0236,121.477,104.768,0.620401,10.4311,15.2056,118.452,158.084,3.0251,-53.3158 
21,10,47.2259,2,21,9432.45,-0.0185052,25.413,10.2033,119.515,0.0313787,-46.5707,6.47473e-11,-8.4886,-3.75397,-13.5569,-5.97084,-6.31217,-558.234,3107.94,72.9341,8839.04,8488.53,-4.97354,-0.23892,-6.52684,-2.45579,-2.79712,0.615892,3890.91,101.933,9622.02,0.260153,0.956164,0.0191413,14956.2,-0.00276516,0.226599,10.6419,17.9023,121.312,105.276,0.732449,10.3304,14.6455,118.225,157.507,3.08688,-52.2311 
22,180,47.3959,10,22,10932,-0.647734,27.3986,-11.3478,119.462,0.338829,-631.921,87.7897,-3.17037,-4.3921,-8.83737,-7.05713,-7.9178,-373.003,1973.54,100.506,11454.7,17091.3,-0.821664,-2.0434,-4.13997,-4.70843,-5.5691,0.760454,2496.71,119.883,11977.9,0.153443,0.922485,0.0181033,16271.2,-0.00324673,0.0937869,11.3101,44.0552,123.682,117.399,0.857965,10.7172,14.3939,117.987,157.069,5.69494,-39.67 
23,-200,47.0159,10,23,10444.3,-0.348392,27.8369,10.5348,119.331,0.362704,1152.04,500,-1.40269,-4.22926,-9.92018,-0.25054,-5.60345,-423.104,1208.28,78.8506,11899.7,23148.9,1.26148,-1.56508,-4.59184,2.41363,-2.93928,0.152967,1801.73,100.83,12493.1,0.111432,0.910801,0.0146496,16168.8,-0.00327936,0.0702983,11.3378,34.9614,124.489,114.979,0.969053,10.3924,14.4637,118.364,156.886,6.1247,-41.9067 
24,180,47.3959,10,24,10583.8,-0.720458,27.7716,11.4673,119.389,0.206623,-443.435,7.08218e-07,-0.434395,-6.16709,-1.02479,-3.97184,-8.20261,-525.615,1812.48,86.7915,11928.7,13349.7,2.87526,-2.85742,5.59453,-0.662181,-4.89295,-96.7423,2549.7,114.096,12665.9,0.148971,0.927377,0.0163231,17115.5,-0.00397632,0.087566,11.544,39.228,124.467,112.635,0.876747,11.1634,14.8414,118.048,158.383,6.41902,-45.7472 
25,20,47.2359,2.5,25,9801.11,0.0141208,25.7702,10.4893,119.369,-0.0216668,-23.3347,500,-5.15983,-5.62386,-2.04709,0.577362,-2.06869,-315.441,2859.14,84.9141,9338.87,8815.98,-3.17358,-3.63761,1.9254,2.56361,-0.0824432,1.80071,3301.57,101.301,9781.31,0.226911,0.949042,0.0187207,14550.1,-0.00286691,0.18206,10.8905,21.6426,121.766,107.102,0.761637,10.5375,14.5787,118.057,158.215,3.70831,-51.1131 
26,180,47.3959,10,26,10746.4,-0.761026,27.82,-11.4928,119.436,0.496921,-1008.3,71.3552,-4.59757,-5.11199,-3.71655,-7.21256,-4.95791,-514.22,1999.3,112.699,11667.2,26718.9,-1.35966,-1.87408,2.75927,-3.97465,-1.72,1.44727,2720.54,139.412,12388.5,0.16034,0.917703,0.0203089,16967.3,-0.00383966,0.095667,11.3802,44.965,124.117,116.539,0.850034,10.9399,14.635,117.858,158.571,6.2585,-42.0324 
27,30,47.2459,4,27,10577.3,-0.0140487,27.6673,10.4372,120.07,0.00651439,11.6745,3.54533,-2.05164,-4.28581,-8.60821,0.842878,-1.69917,-397.79,3534.29,101.256,9523.38,9402.85,0.453134,-1.78103,-3.59866,3.34766,0.805608,-3.6537,4092.23,121.921,10081.3,0.260889,0.950446,0.0217924,15685.7,-0.00311767,0.211311,10.7915,23.1318,122.671,105.847,0.773358,10.5897,14.6724,118.578,158.327,4.09219,-52.4803 
28,180,47.3959,10,28,10484.5,-0.331408,26.8046,11.3711,119.355,0.0539917,84.1464,500,-2.09589,-4.23606,-3.63581,-0.929986,-6.33898,-497.106,1748.65,89.5828,11746.2,10070.1,1.03426,-1.10591,2.62448,2.20016,-3.20883,-0.699616,2445.89,115.407,12443.4,0.145972,0.923726,0.0167976,16755.9,-0.00384995,0.0852623,11.3265,42.0354,124.399,113.321,0.874255,11.1673,14.4788,117.935,159.007,6.46416,-45.6851 
29,-50,47.1659,5,29,10333.9,-0.153524,27.8429,10.3899,119.035,0.0850058,460.245,2.15747e-07,-2.74039,-1.47148,-2.54151,-3.85183,-4.37292,-506.037,1087.33,72.0945,11986.4,10690.8,0.445983,1.7149,3.83124,-0.665451,-1.18654,0.0746093,1797.09,98.3821,12696.1,0.109595,0.912572,0.0140736,16397.6,-0.00337382,0.0698393,9.80195,45.7696,123.77,123,0.977603,10.4076,13.977,117.953,157.593,5.8173,-34.5934 
30,130,47.3459,10,30,11218.7,-0.603046,27.8474,11.5287,119.575,0.354788,-260.196,8.4825e-10,-2.30535,-2.50924,-3.52645,-4.64827,-2.27324,-466.014,2279.11,98.2309,11478.9,13456.2,0.629017,0.425127,2.34228,-1.7139,0.661123,0.000583345,2932.74,122.439,12132.5,0.173688,0.931913,0.018251,16885.1,-0.00352646,0.109915,11.3678,40.3108,123.578,111.797,0.807228,11.242,14.9958,118.008,157.772,5.57,-45.9746 
31,130,47.3459,10,31,10484.9,-0.556454,27.1994,11.3223,119.565,0.16629,99.2261,1.04139e-09,-3.64367,-7.15767,-4.84896,-4.26114,-3.28702,-361.737,2528.39,112.116,10598.9,10562.3,-1.36591,-4.87991,-0.29344,-1.98338,-1.00926,0.969215,3035.76,130.908,11106.3,0.192039,0.929832,0.0212511,15808,-0.00369789,0.115887,11.1724,40.791,123.861,108.383,0.786503,10.8956,14.8234,117.734,159.209,6.12697,-50.8255 
32,160,47.3759,10,32,11130.9,-0.265868,28.3786,11.1637,119.662,-0.211754,443.228,0.000292336,-3.95601,-2.50484,-2.51777,-0.786732,-5.83721,-428.855,2195.54,107.699,11815.4,13368.5,-1.25563,0.195548,2.883,1.91365,-3.13683,-3.807,2797.05,129.977,12416.9,0.163795,0.924794,0.0189179,17076.5,-0.00365801,0.109563,11.1031,35.7552,124.156,108.998,0.870982,11.1105,14.8498,118.292,157.509,5.86415,-48.5109 
33,170,47.3859,10,33,10199.9,-0.0923873,26.6795,11.0981,119.545,0.0418002,-152.13,500,-2.66124,-4.37221,-7.11038,-1.96671,-5.00178,-621.62,2056.57,97.0122,11237.4,9845.78,1.25294,-0.458029,0.717978,1.94747,-1.0876,0.697408,2928.46,129.304,12109.3,0.173753,0.928272,0.0192907,16854.2,-0.00408284,0.100032,10.936,46.2283,124.206,116.585,0.830901,10.9501,14.4172,117.763,159.041,6.44287,-42.4564 
34,160,47.3759,10,34,10901.2,-0.488096,27.2696,11.331,119.465,1.06133,-2959.49,1.47617,-1.97918,-1.14759,-7.07783,-6.33247,-2.23028,-426.039,1948.62,96.4123,11546.7,112308,0.703477,1.53506,-1.71253,-3.64982,0.452376,0.358947,2546.18,118.544,12144.2,0.154202,0.924662,0.0176638,16512,-0.0034289,0.0931386,11.4221,39.6032,123.929,111.944,0.867934,11.1129,14.4189,118.042,157.347,5.88715,-45.4027 
35,190,47.4059,10,35,12156.3,-0.678086,29.665,11.4933,119.422,0.389702,-151.151,263.824,-3.23007,-5.04307,-7.54428,-0.0872968,-0.61127,-430.597,2029.32,115.167,12718,13016.5,-0.518718,-2.33172,-2.12157,2.62406,2.10008,-7.55925,2633.28,137.536,13321.9,0.146672,0.916252,0.018663,17953.5,-0.00347805,0.104425,11.102,43.566,123.39,118.551,0.920495,11.1268,14.3323,117.894,156.543,5.49522,-37.9916 
36,130,47.3459,10,36,10658.9,-0.714481,27.3271,11.4374,119.63,0.568673,-873.377,240.181,-1.90632,-0.31463,-5.93127,-4.47125,-0.0930408,-344.337,2244.1,107.959,10889.4,26342.7,0.261872,1.85357,-1.59488,-2.30305,2.07515,6.44955,2727.07,125.847,11372.3,0.172542,0.925277,0.0199776,15805.3,-0.0034268,0.109673,11.1644,40.9,123.757,112.121,0.794597,10.8661,14.8402,117.983,158.305,5.77434,-46.1837 
37,-10,47.2059,2,37,10109.3,-0.758755,28.3298,10.7884,118.971,-0.00305746,763.715,19.5685,-0.254778,-1.91804,-4.75783,-4.81895,-3.58492,-398.408,1212.52,69.5169,11987.9,10025.4,2.25389,0.590632,0.259507,-2.31029,-1.07625,1.91859,1771.32,90.2134,12546.7,0.109341,0.918166,0.013072,16200,-0.00370357,0.0749149,10.6266,33.8155,124.35,115.631,0.975552,10.467,14.5322,117.989,158.898,6.36108,-43.2664 
